"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2018,"Geraldton, Ontario",NA,"Emergency shelter","General (men)",0,0
2018,"Geraldton, Ontario",NA,"Emergency shelter","General (women)",0,0
2018,"Geraldton, Ontario",NA,"Emergency shelter","Total",0,0
2018,"Geraldton, Ontario",NA,"Emergency shelter","Youth",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","Family",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","General (all)",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","General (men)",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","General (women)",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","Total",0,0
2018,"Geraldton, Ontario",NA,"Transitional housing","Youth",0,0
2018,"Glace Bay, Nova Scotia",NA,"Domestic violence shelter","General (women)",1,0
2018,"Glace Bay, Nova Scotia",NA,"Domestic violence shelter","Total",1,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","Family",0,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","General (all)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","General (men)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","General (women)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","Total",0,0
2018,"Glace Bay, Nova Scotia",NA,"Emergency shelter","Youth",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","Family",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","General (all)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","General (men)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","General (women)",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","Total",0,0
2018,"Glace Bay, Nova Scotia",NA,"Transitional housing","Youth",0,0
2018,"Goderich, Ontario","3540028","Domestic violence shelter","General (women)",1,10
2018,"Goderich, Ontario","3540028","Domestic violence shelter","Total",1,10
2018,"Goderich, Ontario","3540028","Emergency shelter","Family",0,0
2018,"Goderich, Ontario","3540028","Emergency shelter","General (all)",0,0
2018,"Goderich, Ontario","3540028","Emergency shelter","General (men)",0,0
2018,"Goderich, Ontario","3540028","Emergency shelter","General (women)",0,0
2018,"Goderich, Ontario","3540028","Emergency shelter","Total",0,0
2018,"Goderich, Ontario","3540028","Emergency shelter","Youth",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","Family",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","General (all)",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","General (men)",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","General (women)",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","Total",0,0
2018,"Goderich, Ontario","3540028","Transitional housing","Youth",0,0
2018,"Gold River, British Columbia","5924025","Domestic violence shelter","General (women)",1,1
2018,"Gold River, British Columbia","5924025","Domestic violence shelter","Total",1,1
2018,"Gold River, British Columbia","5924025","Emergency shelter","Family",0,0
2018,"Gold River, British Columbia","5924025","Emergency shelter","General (all)",0,0
2018,"Gold River, British Columbia","5924025","Emergency shelter","General (men)",0,0
2018,"Gold River, British Columbia","5924025","Emergency shelter","General (women)",0,0
2018,"Gold River, British Columbia","5924025","Emergency shelter","Total",0,0
2018,"Gold River, British Columbia","5924025","Emergency shelter","Youth",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","Family",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","General (all)",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","General (men)",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","General (women)",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","Total",0,0
2018,"Gold River, British Columbia","5924025","Transitional housing","Youth",0,0
2018,"Golden, British Columbia","5939007","Domestic violence shelter","General (women)",1,1
2018,"Golden, British Columbia","5939007","Domestic violence shelter","Total",1,1
2018,"Golden, British Columbia","5939007","Emergency shelter","Family",0,0
2018,"Golden, British Columbia","5939007","Emergency shelter","General (all)",0,0
2018,"Golden, British Columbia","5939007","Emergency shelter","General (men)",0,0
2018,"Golden, British Columbia","5939007","Emergency shelter","General (women)",0,0
2018,"Golden, British Columbia","5939007","Emergency shelter","Total",0,0
2018,"Golden, British Columbia","5939007","Emergency shelter","Youth",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","Family",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","General (all)",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","General (men)",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","General (women)",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","Total",0,0
2018,"Golden, British Columbia","5939007","Transitional housing","Youth",0,0
2018,"Granby, Quebec","2447017","Domestic violence shelter","General (women)",1,10
2018,"Granby, Quebec","2447017","Domestic violence shelter","Total",1,10
2018,"Granby, Quebec","2447017","Emergency shelter","Family",0,0
2018,"Granby, Quebec","2447017","Emergency shelter","General (all)",0,0
2018,"Granby, Quebec","2447017","Emergency shelter","General (men)",0,0
2018,"Granby, Quebec","2447017","Emergency shelter","General (women)",0,0
2018,"Granby, Quebec","2447017","Emergency shelter","Total",0,0
2018,"Granby, Quebec","2447017","Emergency shelter","Youth",0,0
2018,"Granby, Quebec","2447017","Transitional housing","Family",0,0
2018,"Granby, Quebec","2447017","Transitional housing","General (all)",0,0
2018,"Granby, Quebec","2447017","Transitional housing","General (men)",1,8
2018,"Granby, Quebec","2447017","Transitional housing","General (women)",1,8
2018,"Granby, Quebec","2447017","Transitional housing","Total",3,36
2018,"Granby, Quebec","2447017","Transitional housing","Youth",1,20
2018,"Grand Forks, British Columbia","5905032","Domestic violence shelter","General (women)",1,6
2018,"Grand Forks, British Columbia","5905032","Domestic violence shelter","Total",1,6
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","Family",0,0
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","General (all)",0,0
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","General (men)",0,0
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","General (women)",0,0
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","Total",0,0
2018,"Grand Forks, British Columbia","5905032","Emergency shelter","Youth",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","Family",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","General (all)",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","General (men)",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","General (women)",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","Total",0,0
2018,"Grand Forks, British Columbia","5905032","Transitional housing","Youth",0,0
2018,"Grand-Mère, Quebec",NA,"Domestic violence shelter","General (women)",0,0
2018,"Grand-Mère, Quebec",NA,"Domestic violence shelter","Total",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","Family",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","General (all)",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","General (men)",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","General (women)",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","Total",0,0
2018,"Grand-Mère, Quebec",NA,"Emergency shelter","Youth",0,0
2018,"Grand-Mère, Quebec",NA,"Transitional housing","Family",0,0
2018,"Grand-Mère, Quebec",NA,"Transitional housing","General (all)",1,15
2018,"Grand-Mère, Quebec",NA,"Transitional housing","General (men)",0,0
2018,"Grand-Mère, Quebec",NA,"Transitional housing","General (women)",0,0
2018,"Grand-Mère, Quebec",NA,"Transitional housing","Total",1,15
2018,"Grand-Mère, Quebec",NA,"Transitional housing","Youth",0,0
2018,"Grande Cache, Alberta",NA,"Domestic violence shelter","General (women)",1,6
2018,"Grande Cache, Alberta",NA,"Domestic violence shelter","Total",1,6
2018,"Grande Cache, Alberta",NA,"Emergency shelter","Family",0,0
2018,"Grande Cache, Alberta",NA,"Emergency shelter","General (all)",0,0
2018,"Grande Cache, Alberta",NA,"Emergency shelter","General (men)",0,0
2018,"Grande Cache, Alberta",NA,"Emergency shelter","General (women)",0,0
2018,"Grande Cache, Alberta",NA,"Emergency shelter","Total",0,0
2018,"Grande Cache, Alberta",NA,"Emergency shelter","Youth",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","Family",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","General (all)",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","General (men)",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","General (women)",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","Total",0,0
2018,"Grande Cache, Alberta",NA,"Transitional housing","Youth",0,0
2018,"Grande Prairie, Alberta","4819012","Domestic violence shelter","General (women)",1,57
2018,"Grande Prairie, Alberta","4819012","Domestic violence shelter","Total",1,57
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","Family",0,0
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","General (all)",1,92
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","General (men)",0,0
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","General (women)",0,0
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","Total",2,104
2018,"Grande Prairie, Alberta","4819012","Emergency shelter","Youth",1,12
2018,"Grande Prairie, Alberta","4819012","Transitional housing","Family",0,0
2018,"Grande Prairie, Alberta","4819012","Transitional housing","General (all)",1,28
2018,"Grande Prairie, Alberta","4819012","Transitional housing","General (men)",0,0
2018,"Grande Prairie, Alberta","4819012","Transitional housing","General (women)",1,3
2018,"Grande Prairie, Alberta","4819012","Transitional housing","Total",3,36
2018,"Grande Prairie, Alberta","4819012","Transitional housing","Youth",1,5
2018,"Guelph, Ontario","3523008","Domestic violence shelter","General (women)",1,28
2018,"Guelph, Ontario","3523008","Domestic violence shelter","Total",1,28
2018,"Guelph, Ontario","3523008","Emergency shelter","Family",1,0
2018,"Guelph, Ontario","3523008","Emergency shelter","General (all)",0,0
2018,"Guelph, Ontario","3523008","Emergency shelter","General (men)",1,22
2018,"Guelph, Ontario","3523008","Emergency shelter","General (women)",1,16
2018,"Guelph, Ontario","3523008","Emergency shelter","Total",4,54
2018,"Guelph, Ontario","3523008","Emergency shelter","Youth",1,16
2018,"Guelph, Ontario","3523008","Transitional housing","Family",0,0
2018,"Guelph, Ontario","3523008","Transitional housing","General (all)",0,0
2018,"Guelph, Ontario","3523008","Transitional housing","General (men)",0,0
2018,"Guelph, Ontario","3523008","Transitional housing","General (women)",0,0
2018,"Guelph, Ontario","3523008","Transitional housing","Total",0,0
2018,"Guelph, Ontario","3523008","Transitional housing","Youth",0,0
2018,"Gunn, Alberta",NA,"Domestic violence shelter","General (women)",0,0
2018,"Gunn, Alberta",NA,"Domestic violence shelter","Total",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","Family",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","General (all)",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","General (men)",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","General (women)",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","Total",0,0
2018,"Gunn, Alberta",NA,"Emergency shelter","Youth",0,0
2018,"Gunn, Alberta",NA,"Transitional housing","Family",0,0
2018,"Gunn, Alberta",NA,"Transitional housing","General (all)",0,0
2018,"Gunn, Alberta",NA,"Transitional housing","General (men)",1,115
2018,"Gunn, Alberta",NA,"Transitional housing","General (women)",0,0
2018,"Gunn, Alberta",NA,"Transitional housing","Total",1,115
2018,"Gunn, Alberta",NA,"Transitional housing","Youth",0,0
2018,"Halifax, Nova Scotia","1209034","Domestic violence shelter","General (women)",2,29
2018,"Halifax, Nova Scotia","1209034","Domestic violence shelter","Total",2,29
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","Family",0,0
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","General (all)",0,0
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","General (men)",2,126
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","General (women)",2,36
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","Total",5,182
2018,"Halifax, Nova Scotia","1209034","Emergency shelter","Youth",1,20
2018,"Halifax, Nova Scotia","1209034","Transitional housing","Family",0,0
2018,"Halifax, Nova Scotia","1209034","Transitional housing","General (all)",0,0
2018,"Halifax, Nova Scotia","1209034","Transitional housing","General (men)",1,19
2018,"Halifax, Nova Scotia","1209034","Transitional housing","General (women)",3,47
2018,"Halifax, Nova Scotia","1209034","Transitional housing","Total",5,96
2018,"Halifax, Nova Scotia","1209034","Transitional housing","Youth",1,30
2018,"Hamilton, Ontario","3525005","Domestic violence shelter","General (women)",3,97
2018,"Hamilton, Ontario","3525005","Domestic violence shelter","Total",3,97
2018,"Hamilton, Ontario","3525005","Emergency shelter","Family",1,103
2018,"Hamilton, Ontario","3525005","Emergency shelter","General (all)",0,0
2018,"Hamilton, Ontario","3525005","Emergency shelter","General (men)",3,215
2018,"Hamilton, Ontario","3525005","Emergency shelter","General (women)",3,51
2018,"Hamilton, Ontario","3525005","Emergency shelter","Total",8,389
2018,"Hamilton, Ontario","3525005","Emergency shelter","Youth",1,20
2018,"Hamilton, Ontario","3525005","Transitional housing","Family",0,0
2018,"Hamilton, Ontario","3525005","Transitional housing","General (all)",0,0
2018,"Hamilton, Ontario","3525005","Transitional housing","General (men)",0,0
2018,"Hamilton, Ontario","3525005","Transitional housing","General (women)",1,65
2018,"Hamilton, Ontario","3525005","Transitional housing","Total",3,88
2018,"Hamilton, Ontario","3525005","Transitional housing","Youth",2,23
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Domestic violence shelter","General (women)",1,10
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Domestic violence shelter","Total",1,10
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","Family",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","General (all)",1,8
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","General (men)",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","General (women)",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","Total",1,8
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Emergency shelter","Youth",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","Family",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","General (all)",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","General (men)",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","General (women)",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","Total",0,0
2018,"Happy Valley - Goose Bay, Newfoundland and Labrador","1010025","Transitional housing","Youth",0,0
2018,"Hawkesbury, Ontario","3502008","Domestic violence shelter","General (women)",1,0
2018,"Hawkesbury, Ontario","3502008","Domestic violence shelter","Total",1,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","Family",0,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","General (all)",0,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","General (men)",0,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","General (women)",0,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","Total",0,0
2018,"Hawkesbury, Ontario","3502008","Emergency shelter","Youth",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","Family",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","General (all)",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","General (men)",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","General (women)",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","Total",0,0
2018,"Hawkesbury, Ontario","3502008","Transitional housing","Youth",0,0
2018,"Hay River, Northwest Territories","6105016","Domestic violence shelter","General (women)",1,8
2018,"Hay River, Northwest Territories","6105016","Domestic violence shelter","Total",1,8
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","Family",0,0
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","General (all)",0,0
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","General (men)",0,0
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","General (women)",0,0
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","Total",0,0
2018,"Hay River, Northwest Territories","6105016","Emergency shelter","Youth",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","Family",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","General (all)",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","General (men)",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","General (women)",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","Total",0,0
2018,"Hay River, Northwest Territories","6105016","Transitional housing","Youth",0,0
2018,"High Level, Alberta","4817093","Domestic violence shelter","General (women)",1,13
2018,"High Level, Alberta","4817093","Domestic violence shelter","Total",1,13
2018,"High Level, Alberta","4817093","Emergency shelter","Family",0,0
2018,"High Level, Alberta","4817093","Emergency shelter","General (all)",1,20
2018,"High Level, Alberta","4817093","Emergency shelter","General (men)",0,0
2018,"High Level, Alberta","4817093","Emergency shelter","General (women)",0,0
2018,"High Level, Alberta","4817093","Emergency shelter","Total",1,20
2018,"High Level, Alberta","4817093","Emergency shelter","Youth",0,0
2018,"High Level, Alberta","4817093","Transitional housing","Family",0,0
2018,"High Level, Alberta","4817093","Transitional housing","General (all)",0,0
2018,"High Level, Alberta","4817093","Transitional housing","General (men)",0,0
2018,"High Level, Alberta","4817093","Transitional housing","General (women)",0,0
2018,"High Level, Alberta","4817093","Transitional housing","Total",0,0
2018,"High Level, Alberta","4817093","Transitional housing","Youth",0,0
2018,"Hinton, Alberta","4814019","Domestic violence shelter","General (women)",1,10
2018,"Hinton, Alberta","4814019","Domestic violence shelter","Total",1,10
2018,"Hinton, Alberta","4814019","Emergency shelter","Family",0,0
2018,"Hinton, Alberta","4814019","Emergency shelter","General (all)",0,0
2018,"Hinton, Alberta","4814019","Emergency shelter","General (men)",0,0
2018,"Hinton, Alberta","4814019","Emergency shelter","General (women)",0,0
2018,"Hinton, Alberta","4814019","Emergency shelter","Total",0,0
2018,"Hinton, Alberta","4814019","Emergency shelter","Youth",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","Family",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","General (all)",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","General (men)",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","General (women)",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","Total",0,0
2018,"Hinton, Alberta","4814019","Transitional housing","Youth",0,0
2018,"Hope, British Columbia","5909009","Domestic violence shelter","General (women)",1,8
2018,"Hope, British Columbia","5909009","Domestic violence shelter","Total",1,8
2018,"Hope, British Columbia","5909009","Emergency shelter","Family",0,0
2018,"Hope, British Columbia","5909009","Emergency shelter","General (all)",1,4
2018,"Hope, British Columbia","5909009","Emergency shelter","General (men)",0,0
2018,"Hope, British Columbia","5909009","Emergency shelter","General (women)",0,0
2018,"Hope, British Columbia","5909009","Emergency shelter","Total",1,4
2018,"Hope, British Columbia","5909009","Emergency shelter","Youth",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","Family",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","General (all)",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","General (men)",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","General (women)",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","Total",0,0
2018,"Hope, British Columbia","5909009","Transitional housing","Youth",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Domestic violence shelter","General (women)",1,5
2018,"Hopedale, Newfoundland and Labrador","1011030","Domestic violence shelter","Total",1,5
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","Family",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","General (all)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","General (men)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","General (women)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","Total",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Emergency shelter","Youth",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","Family",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","General (all)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","General (men)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","General (women)",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","Total",0,0
2018,"Hopedale, Newfoundland and Labrador","1011030","Transitional housing","Youth",0,0
2018,"Huntsville, Ontario","3544042","Domestic violence shelter","General (women)",2,30
2018,"Huntsville, Ontario","3544042","Domestic violence shelter","Total",2,30
2018,"Huntsville, Ontario","3544042","Emergency shelter","Family",0,0
2018,"Huntsville, Ontario","3544042","Emergency shelter","General (all)",0,0
2018,"Huntsville, Ontario","3544042","Emergency shelter","General (men)",0,0
2018,"Huntsville, Ontario","3544042","Emergency shelter","General (women)",0,0
2018,"Huntsville, Ontario","3544042","Emergency shelter","Total",0,0
2018,"Huntsville, Ontario","3544042","Emergency shelter","Youth",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","Family",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","General (all)",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","General (men)",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","General (women)",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","Total",0,0
2018,"Huntsville, Ontario","3544042","Transitional housing","Youth",0,0
2018,"Inuvik, Northwest Territories","6101017","Domestic violence shelter","General (women)",1,8
2018,"Inuvik, Northwest Territories","6101017","Domestic violence shelter","Total",1,8
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","Family",0,0
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","General (all)",0,0
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","General (men)",0,0
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","General (women)",0,0
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","Total",0,0
2018,"Inuvik, Northwest Territories","6101017","Emergency shelter","Youth",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","Family",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","General (all)",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","General (men)",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","General (women)",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","Total",0,0
2018,"Inuvik, Northwest Territories","6101017","Transitional housing","Youth",0,0
2018,"Invermere, British Columbia","5901039","Domestic violence shelter","General (women)",1,1
2018,"Invermere, British Columbia","5901039","Domestic violence shelter","Total",1,1
2018,"Invermere, British Columbia","5901039","Emergency shelter","Family",0,0
2018,"Invermere, British Columbia","5901039","Emergency shelter","General (all)",0,0
2018,"Invermere, British Columbia","5901039","Emergency shelter","General (men)",0,0
2018,"Invermere, British Columbia","5901039","Emergency shelter","General (women)",0,0
2018,"Invermere, British Columbia","5901039","Emergency shelter","Total",0,0
2018,"Invermere, British Columbia","5901039","Emergency shelter","Youth",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","Family",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","General (all)",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","General (men)",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","General (women)",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","Total",0,0
2018,"Invermere, British Columbia","5901039","Transitional housing","Youth",0,0
2018,"Iqaluit, Nunavut","6204003","Domestic violence shelter","General (women)",1,21
2018,"Iqaluit, Nunavut","6204003","Domestic violence shelter","Total",1,21
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","Family",0,0
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","General (all)",0,0
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","General (men)",1,32
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","General (women)",1,12
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","Total",2,44
2018,"Iqaluit, Nunavut","6204003","Emergency shelter","Youth",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","Family",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","General (all)",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","General (men)",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","General (women)",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","Total",0,0
2018,"Iqaluit, Nunavut","6204003","Transitional housing","Youth",0,0
2018,"Joliette, Quebec","2461025","Domestic violence shelter","General (women)",1,12
2018,"Joliette, Quebec","2461025","Domestic violence shelter","Total",1,12
2018,"Joliette, Quebec","2461025","Emergency shelter","Family",0,0
2018,"Joliette, Quebec","2461025","Emergency shelter","General (all)",1,6
2018,"Joliette, Quebec","2461025","Emergency shelter","General (men)",0,0
2018,"Joliette, Quebec","2461025","Emergency shelter","General (women)",0,0
2018,"Joliette, Quebec","2461025","Emergency shelter","Total",3,27
2018,"Joliette, Quebec","2461025","Emergency shelter","Youth",2,21
2018,"Joliette, Quebec","2461025","Transitional housing","Family",1,3
2018,"Joliette, Quebec","2461025","Transitional housing","General (all)",0,0
2018,"Joliette, Quebec","2461025","Transitional housing","General (men)",0,0
2018,"Joliette, Quebec","2461025","Transitional housing","General (women)",0,0
2018,"Joliette, Quebec","2461025","Transitional housing","Total",1,3
2018,"Joliette, Quebec","2461025","Transitional housing","Youth",0,0
2018,"Kamloops, British Columbia","5933042","Domestic violence shelter","General (women)",1,23
2018,"Kamloops, British Columbia","5933042","Domestic violence shelter","Total",1,23
2018,"Kamloops, British Columbia","5933042","Emergency shelter","Family",0,0
2018,"Kamloops, British Columbia","5933042","Emergency shelter","General (all)",1,42
2018,"Kamloops, British Columbia","5933042","Emergency shelter","General (men)",0,0
2018,"Kamloops, British Columbia","5933042","Emergency shelter","General (women)",0,0
2018,"Kamloops, British Columbia","5933042","Emergency shelter","Total",2,46
2018,"Kamloops, British Columbia","5933042","Emergency shelter","Youth",1,4
2018,"Kamloops, British Columbia","5933042","Transitional housing","Family",0,0
2018,"Kamloops, British Columbia","5933042","Transitional housing","General (all)",0,0
2018,"Kamloops, British Columbia","5933042","Transitional housing","General (men)",0,0
2018,"Kamloops, British Columbia","5933042","Transitional housing","General (women)",0,0
2018,"Kamloops, British Columbia","5933042","Transitional housing","Total",0,0
2018,"Kamloops, British Columbia","5933042","Transitional housing","Youth",0,0
2018,"Kapuskasing, Ontario","3556066","Domestic violence shelter","General (women)",1,10
2018,"Kapuskasing, Ontario","3556066","Domestic violence shelter","Total",1,10
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","Family",0,0
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","General (all)",0,0
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","General (men)",0,0
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","General (women)",0,0
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","Total",0,0
2018,"Kapuskasing, Ontario","3556066","Emergency shelter","Youth",0,0
2018,"Kapuskasing, Ontario","3556066","Transitional housing","Family",0,0
2018,"Kapuskasing, Ontario","3556066","Transitional housing","General (all)",0,0
