"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2023,"Carbonear, Newfoundland and Labrador","1001370","Emergency shelter","Youth",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","Family",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","General (all)",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","General (men)",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","General (women)",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","Total",0,0
2023,"Carbonear, Newfoundland and Labrador","1001370","Transitional housing","Youth",0,0
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","Family",2,24
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","General (all)",0,0
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","General (men)",0,0
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","General (women)",0,0
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","Total",2,24
2023,"Carleton Place, Ontario","3509028","Domestic violence shelter","Youth",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","Family",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","General (all)",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","General (men)",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","General (women)",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","Total",0,0
2023,"Carleton Place, Ontario","3509028","Emergency shelter","Youth",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","Family",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","General (all)",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","General (men)",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","General (women)",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","Total",0,0
2023,"Carleton Place, Ontario","3509028","Transitional housing","Youth",0,0
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","Family",1,7
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","General (all)",0,0
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","General (men)",0,0
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","General (women)",0,0
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","Total",1,7
2023,"Castlegar, British Columbia","5903045","Domestic violence shelter","Youth",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","Family",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","General (all)",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","General (men)",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","General (women)",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","Total",0,0
2023,"Castlegar, British Columbia","5903045","Emergency shelter","Youth",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","Family",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","General (all)",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","General (men)",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","General (women)",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","Total",0,0
2023,"Castlegar, British Columbia","5903045","Transitional housing","Youth",0,0
2023,"Chambly, Quebec","2457005","Domestic violence shelter","Family",1,16
2023,"Chambly, Quebec","2457005","Domestic violence shelter","General (all)",0,0
2023,"Chambly, Quebec","2457005","Domestic violence shelter","General (men)",0,0
2023,"Chambly, Quebec","2457005","Domestic violence shelter","General (women)",0,0
2023,"Chambly, Quebec","2457005","Domestic violence shelter","Total",1,16
2023,"Chambly, Quebec","2457005","Domestic violence shelter","Youth",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","Family",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","General (all)",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","General (men)",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","General (women)",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","Total",0,0
2023,"Chambly, Quebec","2457005","Emergency shelter","Youth",0,0
2023,"Chambly, Quebec","2457005","Transitional housing","Family",0,0
2023,"Chambly, Quebec","2457005","Transitional housing","General (all)",0,0
2023,"Chambly, Quebec","2457005","Transitional housing","General (men)",0,0
2023,"Chambly, Quebec","2457005","Transitional housing","General (women)",0,0
2023,"Chambly, Quebec","2457005","Transitional housing","Total",1,6
2023,"Chambly, Quebec","2457005","Transitional housing","Youth",1,6
2023,"Champlain, Ontario","3502010","Domestic violence shelter","Family",0,0
2023,"Champlain, Ontario","3502010","Domestic violence shelter","General (all)",0,0
2023,"Champlain, Ontario","3502010","Domestic violence shelter","General (men)",0,0
2023,"Champlain, Ontario","3502010","Domestic violence shelter","General (women)",0,0
2023,"Champlain, Ontario","3502010","Domestic violence shelter","Total",0,0
2023,"Champlain, Ontario","3502010","Domestic violence shelter","Youth",0,0
2023,"Champlain, Ontario","3502010","Emergency shelter","Family",0,0
2023,"Champlain, Ontario","3502010","Emergency shelter","General (all)",1,2
2023,"Champlain, Ontario","3502010","Emergency shelter","General (men)",0,0
2023,"Champlain, Ontario","3502010","Emergency shelter","General (women)",0,0
2023,"Champlain, Ontario","3502010","Emergency shelter","Total",1,2
2023,"Champlain, Ontario","3502010","Emergency shelter","Youth",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","Family",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","General (all)",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","General (men)",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","General (women)",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","Total",0,0
2023,"Champlain, Ontario","3502010","Transitional housing","Youth",0,0
2023,"Chandler, Quebec","2402028","Domestic violence shelter","Family",1,6
2023,"Chandler, Quebec","2402028","Domestic violence shelter","General (all)",0,0
2023,"Chandler, Quebec","2402028","Domestic violence shelter","General (men)",0,0
2023,"Chandler, Quebec","2402028","Domestic violence shelter","General (women)",0,0
2023,"Chandler, Quebec","2402028","Domestic violence shelter","Total",1,6
2023,"Chandler, Quebec","2402028","Domestic violence shelter","Youth",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","Family",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","General (all)",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","General (men)",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","General (women)",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","Total",0,0
2023,"Chandler, Quebec","2402028","Emergency shelter","Youth",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","Family",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","General (all)",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","General (men)",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","General (women)",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","Total",0,0
2023,"Chandler, Quebec","2402028","Transitional housing","Youth",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","Family",1,18
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","General (all)",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","General (men)",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","General (women)",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","Total",1,18
2023,"Charlottetown, Prince Edward Island","1102075","Domestic violence shelter","Youth",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","Family",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","General (all)",1,50
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","General (men)",1,10
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","General (women)",1,8
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","Total",3,68
2023,"Charlottetown, Prince Edward Island","1102075","Emergency shelter","Youth",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","Family",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","General (all)",0,0
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","General (men)",1,18
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","General (women)",1,22
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","Total",2,40
2023,"Charlottetown, Prince Edward Island","1102075","Transitional housing","Youth",0,0
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","Family",3,40
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","General (all)",0,0
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","General (men)",0,0
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","General (women)",0,0
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","Total",3,40
2023,"Chatham-Kent, Ontario","3536020","Domestic violence shelter","Youth",0,0
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","Family",0,0
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","General (all)",1,44
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","General (men)",0,0
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","General (women)",0,0
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","Total",1,44
2023,"Chatham-Kent, Ontario","3536020","Emergency shelter","Youth",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","Family",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","General (all)",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","General (men)",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","General (women)",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","Total",0,0
2023,"Chatham-Kent, Ontario","3536020","Transitional housing","Youth",0,0
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","Family",1,10
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","General (all)",0,0
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","General (men)",0,0
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","General (women)",0,0
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","Total",1,10
2023,"Chelsea, Quebec","2482025","Domestic violence shelter","Youth",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","Family",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","General (all)",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","General (men)",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","General (women)",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","Total",0,0
2023,"Chelsea, Quebec","2482025","Emergency shelter","Youth",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","Family",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","General (all)",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","General (men)",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","General (women)",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","Total",0,0
2023,"Chelsea, Quebec","2482025","Transitional housing","Youth",0,0
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","Family",2,8
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","General (all)",0,0
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","General (men)",0,0
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","General (women)",0,0
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","Total",2,8
2023,"Chetwynd, British Columbia","5955010","Domestic violence shelter","Youth",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","Family",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","General (all)",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","General (men)",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","General (women)",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","Total",0,0
2023,"Chetwynd, British Columbia","5955010","Emergency shelter","Youth",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","Family",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","General (all)",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","General (men)",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","General (women)",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","Total",0,0
2023,"Chetwynd, British Columbia","5955010","Transitional housing","Youth",0,0
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","Family",1,17
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","General (all)",0,0
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","General (men)",0,0
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","General (women)",0,0
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","Total",1,17
2023,"Chibougamau, Quebec","2499025","Domestic violence shelter","Youth",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","Family",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","General (all)",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","General (men)",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","General (women)",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","Total",0,0
2023,"Chibougamau, Quebec","2499025","Emergency shelter","Youth",0,0
2023,"Chibougamau, Quebec","2499025","Transitional housing","Family",2,10
2023,"Chibougamau, Quebec","2499025","Transitional housing","General (all)",0,0
2023,"Chibougamau, Quebec","2499025","Transitional housing","General (men)",0,0
2023,"Chibougamau, Quebec","2499025","Transitional housing","General (women)",0,0
2023,"Chibougamau, Quebec","2499025","Transitional housing","Total",2,10
2023,"Chibougamau, Quebec","2499025","Transitional housing","Youth",0,0
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","Family",1,21
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","General (all)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","General (men)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","General (women)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","Total",1,21
2023,"Chicken 224, Saskatchewan","4718828","Domestic violence shelter","Youth",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","Family",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","General (all)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","General (men)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","General (women)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","Total",0,0
2023,"Chicken 224, Saskatchewan","4718828","Emergency shelter","Youth",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","Family",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","General (all)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","General (men)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","General (women)",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","Total",0,0
2023,"Chicken 224, Saskatchewan","4718828","Transitional housing","Youth",0,0
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","Family",4,81
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","General (all)",0,0
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","General (men)",0,0
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","General (women)",0,0
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","Total",4,81
2023,"Chilliwack, British Columbia","5909020","Domestic violence shelter","Youth",0,0
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","Family",0,0
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","General (all)",3,104
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","General (men)",1,48
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","General (women)",1,20
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","Total",7,188
2023,"Chilliwack, British Columbia","5909020","Emergency shelter","Youth",2,16
2023,"Chilliwack, British Columbia","5909020","Transitional housing","Family",0,0
2023,"Chilliwack, British Columbia","5909020","Transitional housing","General (all)",1,22
2023,"Chilliwack, British Columbia","5909020","Transitional housing","General (men)",0,0
2023,"Chilliwack, British Columbia","5909020","Transitional housing","General (women)",0,0
2023,"Chilliwack, British Columbia","5909020","Transitional housing","Total",2,44
2023,"Chilliwack, British Columbia","5909020","Transitional housing","Youth",1,22
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","Family",1,19
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","General (all)",0,0
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","General (men)",0,0
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","General (women)",1,8
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","Total",2,27
2023,"Châteauguay, Quebec","2467050","Domestic violence shelter","Youth",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","Family",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","General (all)",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","General (men)",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","General (women)",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","Total",0,0
2023,"Châteauguay, Quebec","2467050","Emergency shelter","Youth",0,0
2023,"Châteauguay, Quebec","2467050","Transitional housing","Family",0,0
2023,"Châteauguay, Quebec","2467050","Transitional housing","General (all)",1,6
2023,"Châteauguay, Quebec","2467050","Transitional housing","General (men)",0,0
2023,"Châteauguay, Quebec","2467050","Transitional housing","General (women)",0,0
2023,"Châteauguay, Quebec","2467050","Transitional housing","Total",1,6
2023,"Châteauguay, Quebec","2467050","Transitional housing","Youth",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","Family",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","General (all)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","General (men)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","General (women)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","Total",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Domestic violence shelter","Youth",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","Family",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","General (all)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","General (men)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","General (women)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","Total",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Emergency shelter","Youth",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","Family",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","General (all)",1,3
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","General (men)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","General (women)",0,0
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","Total",1,3
2023,"Clarenville, Newfoundland and Labrador","1007013","Transitional housing","Youth",0,0
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","Family",2,2
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","General (all)",0,0
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","General (men)",0,0
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","General (women)",0,0
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","Total",2,2
2023,"Clearwater, British Columbia","5933067","Domestic violence shelter","Youth",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","Family",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","General (all)",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","General (men)",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","General (women)",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","Total",0,0
2023,"Clearwater, British Columbia","5933067","Emergency shelter","Youth",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","Family",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","General (all)",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","General (men)",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","General (women)",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","Total",0,0
2023,"Clearwater, British Columbia","5933067","Transitional housing","Youth",0,0
2023,"Clinton, Ontario",NA,"Domestic violence shelter","Family",1,53
2023,"Clinton, Ontario",NA,"Domestic violence shelter","General (all)",0,0
2023,"Clinton, Ontario",NA,"Domestic violence shelter","General (men)",0,0
2023,"Clinton, Ontario",NA,"Domestic violence shelter","General (women)",0,0
2023,"Clinton, Ontario",NA,"Domestic violence shelter","Total",1,53
2023,"Clinton, Ontario",NA,"Domestic violence shelter","Youth",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","Family",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","General (all)",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","General (men)",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","General (women)",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","Total",0,0
2023,"Clinton, Ontario",NA,"Emergency shelter","Youth",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","Family",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","General (all)",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","General (men)",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","General (women)",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","Total",0,0
2023,"Clinton, Ontario",NA,"Transitional housing","Youth",0,0
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","Family",1,17
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","General (all)",0,0
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","General (men)",0,0
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","General (women)",0,0
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","Total",1,17
2023,"Cobourg, Ontario","3514021","Domestic violence shelter","Youth",0,0
2023,"Cobourg, Ontario","3514021","Emergency shelter","Family",0,0
2023,"Cobourg, Ontario","3514021","Emergency shelter","General (all)",1,18
2023,"Cobourg, Ontario","3514021","Emergency shelter","General (men)",0,0
2023,"Cobourg, Ontario","3514021","Emergency shelter","General (women)",0,0
2023,"Cobourg, Ontario","3514021","Emergency shelter","Total",1,18
2023,"Cobourg, Ontario","3514021","Emergency shelter","Youth",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","Family",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","General (all)",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","General (men)",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","General (women)",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","Total",0,0
2023,"Cobourg, Ontario","3514021","Transitional housing","Youth",0,0
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","Family",2,34
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","General (all)",0,0
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","General (men)",0,0
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","General (women)",0,0
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","Total",2,34
2023,"Cold Lake, Alberta","4812002","Domestic violence shelter","Youth",0,0
2023,"Cold Lake, Alberta","4812002","Emergency shelter","Family",0,0
2023,"Cold Lake, Alberta","4812002","Emergency shelter","General (all)",1,20
2023,"Cold Lake, Alberta","4812002","Emergency shelter","General (men)",0,0
2023,"Cold Lake, Alberta","4812002","Emergency shelter","General (women)",0,0
2023,"Cold Lake, Alberta","4812002","Emergency shelter","Total",1,20
2023,"Cold Lake, Alberta","4812002","Emergency shelter","Youth",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","Family",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","General (all)",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","General (men)",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","General (women)",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","Total",0,0
2023,"Cold Lake, Alberta","4812002","Transitional housing","Youth",0,0
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","Family",1,12
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","General (all)",0,0
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","General (men)",0,0
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","General (women)",0,0
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","Total",1,12
2023,"Collingwood, Ontario","3543031","Domestic violence shelter","Youth",0,0
2023,"Collingwood, Ontario","3543031","Emergency shelter","Family",0,0
2023,"Collingwood, Ontario","3543031","Emergency shelter","General (all)",1,10
2023,"Collingwood, Ontario","3543031","Emergency shelter","General (men)",0,0
2023,"Collingwood, Ontario","3543031","Emergency shelter","General (women)",0,0
2023,"Collingwood, Ontario","3543031","Emergency shelter","Total",1,10
2023,"Collingwood, Ontario","3543031","Emergency shelter","Youth",0,0
2023,"Collingwood, Ontario","3543031","Transitional housing","Family",0,0
2023,"Collingwood, Ontario","3543031","Transitional housing","General (all)",0,0
2023,"Collingwood, Ontario","3543031","Transitional housing","General (men)",0,0
2023,"Collingwood, Ontario","3543031","Transitional housing","General (women)",0,0
2023,"Collingwood, Ontario","3543031","Transitional housing","Total",1,10
2023,"Collingwood, Ontario","3543031","Transitional housing","Youth",1,10
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","Family",0,0
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","General (all)",0,0
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","General (men)",0,0
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","General (women)",0,0
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","Total",0,0
2023,"Colwood, British Columbia","5917041","Domestic violence shelter","Youth",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","Family",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","General (all)",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","General (men)",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","General (women)",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","Total",0,0
2023,"Colwood, British Columbia","5917041","Emergency shelter","Youth",0,0
2023,"Colwood, British Columbia","5917041","Transitional housing","Family",0,0
2023,"Colwood, British Columbia","5917041","Transitional housing","General (all)",1,8
2023,"Colwood, British Columbia","5917041","Transitional housing","General (men)",0,0
2023,"Colwood, British Columbia","5917041","Transitional housing","General (women)",0,0
2023,"Colwood, British Columbia","5917041","Transitional housing","Total",1,8
2023,"Colwood, British Columbia","5917041","Transitional housing","Youth",0,0
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","Family",1,10
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","General (all)",0,0
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","General (men)",0,0
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","General (women)",0,0
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","Total",1,10
2023,"Coquitlam, British Columbia","5915034","Domestic violence shelter","Youth",0,0
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","Family",0,0
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","General (all)",1,30
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","General (men)",0,0
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","General (women)",0,0
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","Total",1,30
