"ref_date","geo","dguid","field","value"
"2025/2026","St. John's","001","Total, field of study",3746
"2025/2026","St. John's","001","Education",3457
"2025/2026","St. John's","001","Visual and performing arts, and communications technologies",3613
"2025/2026","St. John's","001","Humanities",3358
"2025/2026","St. John's","001","Social and behavioural sciences, and legal studies",3375
"2025/2026","St. John's","001","Business management and public administration",3247
"2025/2026","St. John's","001","Physical and life sciences and technologies",3376
"2025/2026","St. John's","001","Mathematics, computer and information sciences",3347
"2025/2026","St. John's","001","Engineering",3407
"2025/2026","St. John's","001","Agriculture, natural resources and conservation",3866
"2025/2026","St. John's","001","Medicine",14250
"2025/2026","St. John's","001","Nursing",3122
"2025/2026","St. John's","001","Other health, parks, recreation and fitness",3196
"2025/2026","St. John's","001","Personal, protective and transportation services",3314
"2025/2026","Prince Edward Island","11","Total, field of study",8191
"2025/2026","Prince Edward Island","11","Education",10178
"2025/2026","Prince Edward Island","11","Visual and performing arts, and communications technologies",7630
"2025/2026","Prince Edward Island","11","Humanities",7630
"2025/2026","Prince Edward Island","11","Social and behavioural sciences, and legal studies",7630
"2025/2026","Prince Edward Island","11","Business management and public administration",7630
"2025/2026","Prince Edward Island","11","Physical and life sciences and technologies",7630
"2025/2026","Prince Edward Island","11","Mathematics, computer and information sciences",7630
"2025/2026","Prince Edward Island","11","Engineering",7630
"2025/2026","Prince Edward Island","11","Agriculture, natural resources and conservation",7630
"2025/2026","Prince Edward Island","11","Nursing",7630
"2025/2026","Prince Edward Island","11","Veterinary medicine",16602
"2025/2026","Prince Edward Island","11","Other health, parks, recreation and fitness",7630
"2025/2026","Charlottetown","105","Total, field of study",8191
"2025/2026","Charlottetown","105","Education",10178
"2025/2026","Charlottetown","105","Visual and performing arts, and communications technologies",7630
"2025/2026","Charlottetown","105","Humanities",7630
"2025/2026","Charlottetown","105","Social and behavioural sciences, and legal studies",7630
"2025/2026","Charlottetown","105","Business management and public administration",7630
"2025/2026","Charlottetown","105","Physical and life sciences and technologies",7630
"2025/2026","Charlottetown","105","Mathematics, computer and information sciences",7630
"2025/2026","Charlottetown","105","Engineering",7630
"2025/2026","Charlottetown","105","Agriculture, natural resources and conservation",7630
"2025/2026","Charlottetown","105","Nursing",7630
"2025/2026","Charlottetown","105","Veterinary medicine",16602
"2025/2026","Charlottetown","105","Other health, parks, recreation and fitness",7630
"2025/2026","Nova Scotia","12","Total, field of study",9988
"2025/2026","Nova Scotia","12","Education",8991
"2025/2026","Nova Scotia","12","Visual and performing arts, and communications technologies",9235
"2025/2026","Nova Scotia","12","Humanities",8605
"2025/2026","Nova Scotia","12","Social and behavioural sciences, and legal studies",8632
"2025/2026","Nova Scotia","12","Law",18327
"2025/2026","Nova Scotia","12","Business management and public administration",9510
"2025/2026","Nova Scotia","12","Physical and life sciences and technologies",9341
"2025/2026","Nova Scotia","12","Mathematics, computer and information sciences",9272
"2025/2026","Nova Scotia","12","Engineering",10198
"2025/2026","Nova Scotia","12","Architecture",8932
"2025/2026","Nova Scotia","12","Agriculture, natural resources and conservation",9171
"2025/2026","Nova Scotia","12","Dentistry",29945
"2025/2026","Nova Scotia","12","Medicine",24282
"2025/2026","Nova Scotia","12","Nursing",9768
"2025/2026","Nova Scotia","12","Pharmacy",14907
"2025/2026","Nova Scotia","12","Other health, parks, recreation and fitness",9652
"2025/2026","Nova Scotia","12","Personal, protective and transportation services",8462
"2025/2026","Cape Breton","225","Total, field of study",8655
"2025/2026","Cape Breton","225","Education",9747
"2025/2026","Cape Breton","225","Visual and performing arts, and communications technologies",8566
"2025/2026","Cape Breton","225","Humanities",8053
"2025/2026","Cape Breton","225","Social and behavioural sciences, and legal studies",8046
"2025/2026","Cape Breton","225","Business management and public administration",8271
"2025/2026","Cape Breton","225","Physical and life sciences and technologies",8000
"2025/2026","Cape Breton","225","Mathematics, computer and information sciences",7942
"2025/2026","Cape Breton","225","Engineering",8283
"2025/2026","Cape Breton","225","Architecture",NA
"2025/2026","Cape Breton","225","Agriculture, natural resources and conservation",8062
"2025/2026","Cape Breton","225","Nursing",9759
"2025/2026","Cape Breton","225","Other health, parks, recreation and fitness",8387
"2025/2026","Cape Breton","225","Personal, protective and transportation services",8462
"2025/2026","Halifax","205","Total, field of study",10287
"2025/2026","Halifax","205","Education",8416
"2025/2026","Halifax","205","Visual and performing arts, and communications technologies",9197
"2025/2026","Halifax","205","Humanities",8324
"2025/2026","Halifax","205","Social and behavioural sciences, and legal studies",8263
"2025/2026","Halifax","205","Law",18327
"2025/2026","Halifax","205","Business management and public administration",9556
"2025/2026","Halifax","205","Physical and life sciences and technologies",9393
"2025/2026","Halifax","205","Mathematics, computer and information sciences",9260
"2025/2026","Halifax","205","Engineering",10308
"2025/2026","Halifax","205","Architecture",8932
"2025/2026","Halifax","205","Agriculture, natural resources and conservation",8970
"2025/2026","Halifax","205","Dentistry",29945
"2025/2026","Halifax","205","Medicine",24282
"2025/2026","Halifax","205","Nursing",9874
"2025/2026","Halifax","205","Pharmacy",14907
"2025/2026","Halifax","205","Other health, parks, recreation and fitness",9816
"2025/2026","Halifax","205","Personal, protective and transportation services",NA
"2025/2026","Wolfville","1207024","Total, field of study",9505
"2025/2026","Wolfville","1207024","Education",9644
"2025/2026","Wolfville","1207024","Visual and performing arts, and communications technologies",9463
"2025/2026","Wolfville","1207024","Humanities",9460
"2025/2026","Wolfville","1207024","Social and behavioural sciences, and legal studies",9447
"2025/2026","Wolfville","1207024","Business management and public administration",9446
"2025/2026","Wolfville","1207024","Physical and life sciences and technologies",9513
"2025/2026","Wolfville","1207024","Mathematics, computer and information sciences",9416
"2025/2026","Wolfville","1207024","Agriculture, natural resources and conservation",9736
"2025/2026","Wolfville","1207024","Other health, parks, recreation and fitness",9603
"2025/2026","Clare","1203001","Total, field of study",8515
"2025/2026","Clare","1203001","Education",8368
"2025/2026","Clare","1203001","Humanities",7848
"2025/2026","Clare","1203001","Business management and public administration",8109
"2025/2026","Clare","1203001","Physical and life sciences and technologies",9457
"2025/2026","Antigonish","1214002","Total, field of study",9607
"2025/2026","Antigonish","1214002","Education",9207
"2025/2026","Antigonish","1214002","Visual and performing arts, and communications technologies",9332
"2025/2026","Antigonish","1214002","Humanities",9434
"2025/2026","Antigonish","1214002","Social and behavioural sciences, and legal studies",9587
"2025/2026","Antigonish","1214002","Business management and public administration",9774
"2025/2026","Antigonish","1214002","Physical and life sciences and technologies",9418
"2025/2026","Antigonish","1214002","Mathematics, computer and information sciences",9183
"2025/2026","Antigonish","1214002","Agriculture, natural resources and conservation",10029
"2025/2026","Antigonish","1214002","Nursing",9665
"2025/2026","Antigonish","1214002","Other health, parks, recreation and fitness",9611
"2025/2026","New Brunswick","13","Total, field of study",9938
"2025/2026","New Brunswick","13","Education",8762
"2025/2026","New Brunswick","13","Visual and performing arts, and communications technologies",9850
"2025/2026","New Brunswick","13","Humanities",9508
"2025/2026","New Brunswick","13","Social and behavioural sciences, and legal studies",9326
"2025/2026","New Brunswick","13","Law",15000
"2025/2026","New Brunswick","13","Business management and public administration",9846
"2025/2026","New Brunswick","13","Physical and life sciences and technologies",9447
"2025/2026","New Brunswick","13","Mathematics, computer and information sciences",10063
"2025/2026","New Brunswick","13","Engineering",11561
"2025/2026","New Brunswick","13","Agriculture, natural resources and conservation",9501
"2025/2026","New Brunswick","13","Nursing",10026
"2025/2026","New Brunswick","13","Pharmacy",NA
"2025/2026","New Brunswick","13","Other health, parks, recreation and fitness",9360
"2025/2026","New Brunswick","13","Personal, protective and transportation services",10800
"2025/2026","Moncton","305","Total, field of study",8418
"2025/2026","Moncton","305","Education",8270
"2025/2026","Moncton","305","Visual and performing arts, and communications technologies",8270
"2025/2026","Moncton","305","Humanities",8270
"2025/2026","Moncton","305","Social and behavioural sciences, and legal studies",8270
"2025/2026","Moncton","305","Law",9270
"2025/2026","Moncton","305","Business management and public administration",8270
"2025/2026","Moncton","305","Physical and life sciences and technologies",8270
"2025/2026","Moncton","305","Mathematics, computer and information sciences",8270
"2025/2026","Moncton","305","Engineering",8270
"2025/2026","Moncton","305","Agriculture, natural resources and conservation",8270
"2025/2026","Moncton","305","Nursing",9020
"2025/2026","Moncton","305","Other health, parks, recreation and fitness",8270
"2025/2026","Fredericton","320","Total, field of study",10446
"2025/2026","Fredericton","320","Education",9570
"2025/2026","Fredericton","320","Visual and performing arts, and communications technologies",8908
"2025/2026","Fredericton","320","Humanities",8890
"2025/2026","Fredericton","320","Social and behavioural sciences, and legal studies",8889
"2025/2026","Fredericton","320","Law",17799
"2025/2026","Fredericton","320","Business management and public administration",10632
"2025/2026","Fredericton","320","Physical and life sciences and technologies",8908
"2025/2026","Fredericton","320","Mathematics, computer and information sciences",10088
"2025/2026","Fredericton","320","Engineering",12399
"2025/2026","Fredericton","320","Agriculture, natural resources and conservation",9327
"2025/2026","Fredericton","320","Nursing",10633
"2025/2026","Fredericton","320","Pharmacy",NA
"2025/2026","Fredericton","320","Other health, parks, recreation and fitness",9919
"2025/2026","Sackville","1307009","Total, field of study",10800
"2025/2026","Sackville","1307009","Visual and performing arts, and communications technologies",10800
"2025/2026","Sackville","1307009","Humanities",10800
"2025/2026","Sackville","1307009","Social and behavioural sciences, and legal studies",10800
"2025/2026","Sackville","1307009","Business management and public administration",10800
"2025/2026","Sackville","1307009","Physical and life sciences and technologies",10800
"2025/2026","Sackville","1307009","Mathematics, computer and information sciences",10800
"2025/2026","Sackville","1307009","Agriculture, natural resources and conservation",10800
"2025/2026","Sackville","1307009","Personal, protective and transportation services",10800
"2025/2026","Quebec","24","Total, field of study",3963
"2025/2026","Quebec","24","Education",3261
"2025/2026","Quebec","24","Visual and performing arts, and communications technologies",4566
"2025/2026","Quebec","24","Humanities",4684
"2025/2026","Quebec","24","Social and behavioural sciences, and legal studies",4178
"2025/2026","Quebec","24","Law",4161
"2025/2026","Quebec","24","Business management and public administration",3848
"2025/2026","Quebec","24","Physical and life sciences and technologies",4225
"2025/2026","Quebec","24","Mathematics, computer and information sciences",4501
"2025/2026","Quebec","24","Engineering",4019
"2025/2026","Quebec","24","Architecture",3557
"2025/2026","Quebec","24","Agriculture, natural resources and conservation",3988
"2025/2026","Quebec","24","Dentistry",5575
"2025/2026","Quebec","24","Medicine",4538
"2025/2026","Quebec","24","Nursing",3181
"2025/2026","Quebec","24","Pharmacy",3206
"2025/2026","Quebec","24","Veterinary medicine",3151
"2025/2026","Quebec","24","Optometry",3663
"2025/2026","Quebec","24","Other health, parks, recreation and fitness",3886
"2025/2026","Quebec","24","Personal, protective and transportation services",3067
"2025/2026","Montreal","462","Total, field of study",4425
"2025/2026","Montreal","462","Education",3398
"2025/2026","Montreal","462","Visual and performing arts, and communications technologies",5200
"2025/2026","Montreal","462","Humanities",5378
"2025/2026","Montreal","462","Social and behavioural sciences, and legal studies",4567
"2025/2026","Montreal","462","Law",5024
"2025/2026","Montreal","462","Business management and public administration",4199
"2025/2026","Montreal","462","Physical and life sciences and technologies",4659
"2025/2026","Montreal","462","Mathematics, computer and information sciences",5099
"2025/2026","Montreal","462","Engineering",4335
"2025/2026","Montreal","462","Architecture",3666
"2025/2026","Montreal","462","Agriculture, natural resources and conservation",6421
"2025/2026","Montreal","462","Dentistry",6435
"2025/2026","Montreal","462","Medicine",5497
"2025/2026","Montreal","462","Nursing",3454
"2025/2026","Montreal","462","Pharmacy",3194
"2025/2026","Montreal","462","Veterinary medicine",3151
"2025/2026","Montreal","462","Optometry",3663
"2025/2026","Montreal","462","Other health, parks, recreation and fitness",4409
"2025/2026","Montreal","462","Personal, protective and transportation services",3085
"2025/2026","Sherbrooke","433","Total, field of study",3489
"2025/2026","Sherbrooke","433","Education",3401
"2025/2026","Sherbrooke","433","Visual and performing arts, and communications technologies",4397
"2025/2026","Sherbrooke","433","Humanities",3724
"2025/2026","Sherbrooke","433","Social and behavioural sciences, and legal studies",4185
"2025/2026","Sherbrooke","433","Law",3066
"2025/2026","Sherbrooke","433","Business management and public administration",3553
"2025/2026","Sherbrooke","433","Physical and life sciences and technologies",3679
"2025/2026","Sherbrooke","433","Mathematics, computer and information sciences",3229
"2025/2026","Sherbrooke","433","Engineering",3065
"2025/2026","Sherbrooke","433","Agriculture, natural resources and conservation",3172
"2025/2026","Sherbrooke","433","Medicine",3966
"2025/2026","Sherbrooke","433","Nursing",3067
"2025/2026","Sherbrooke","433","Pharmacy",NA
"2025/2026","Sherbrooke","433","Other health, parks, recreation and fitness",3038
"2025/2026","Saguenay","408","Total, field of study",3043
"2025/2026","Saguenay","408","Education",3036
"2025/2026","Saguenay","408","Visual and performing arts, and communications technologies",3081
"2025/2026","Saguenay","408","Humanities",3115
"2025/2026","Saguenay","408","Social and behavioural sciences, and legal studies",3027
"2025/2026","Saguenay","408","Business management and public administration",3027
"2025/2026","Saguenay","408","Physical and life sciences and technologies",3027
"2025/2026","Saguenay","408","Mathematics, computer and information sciences",3241
"2025/2026","Saguenay","408","Engineering",3027
"2025/2026","Saguenay","408","Agriculture, natural resources and conservation",3027
"2025/2026","Saguenay","408","Nursing",3027
"2025/2026","Saguenay","408","Pharmacy",NA
"2025/2026","Saguenay","408","Other health, parks, recreation and fitness",3027
"2025/2026","Rouyn-Noranda","485","Total, field of study",3053
"2025/2026","Rouyn-Noranda","485","Education",3083
"2025/2026","Rouyn-Noranda","485","Visual and performing arts, and communications technologies",3027
"2025/2026","Rouyn-Noranda","485","Social and behavioural sciences, and legal studies",3027
"2025/2026","Rouyn-Noranda","485","Business management and public administration",3068
"2025/2026","Rouyn-Noranda","485","Engineering",3027
"2025/2026","Rouyn-Noranda","485","Nursing",3027
"2025/2026","Trois-Rivières","442","Total, field of study",3060
"2025/2026","Trois-Rivières","442","Education",3042
"2025/2026","Trois-Rivières","442","Visual and performing arts, and communications technologies",3027
"2025/2026","Trois-Rivières","442","Humanities",3253
"2025/2026","Trois-Rivières","442","Social and behavioural sciences, and legal studies",3042
"2025/2026","Trois-Rivières","442","Business management and public administration",3055
"2025/2026","Trois-Rivières","442","Physical and life sciences and technologies",3027
"2025/2026","Trois-Rivières","442","Mathematics, computer and information sciences",3186
"2025/2026","Trois-Rivières","442","Engineering",3092
"2025/2026","Trois-Rivières","442","Nursing",3035
"2025/2026","Trois-Rivières","442","Other health, parks, recreation and fitness",3095
"2025/2026","Trois-Rivières","442","Personal, protective and transportation services",3027
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Total, field of study",3261
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Education",3151
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Visual and performing arts, and communications technologies",3455
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Humanities",3158
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Social and behavioural sciences, and legal studies",3127
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Law",3740
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Business management and public administration",3387
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Physical and life sciences and technologies",3319
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Mathematics, computer and information sciences",3418
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Engineering",3902
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Nursing",3115
"2025/2026","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Other health, parks, recreation and fitness",3669
"2025/2026","Québec","421","Total, field of study",3110
"2025/2026","Québec","421","Education",3070
"2025/2026","Québec","421","Visual and performing arts, and communications technologies",3108
"2025/2026","Québec","421","Humanities",3100
"2025/2026","Québec","421","Social and behavioural sciences, and legal studies",3066
"2025/2026","Québec","421","Law",3058
"2025/2026","Québec","421","Business management and public administration",3094
"2025/2026","Québec","421","Physical and life sciences and technologies",3132
"2025/2026","Québec","421","Mathematics, computer and information sciences",3083
"2025/2026","Québec","421","Engineering",3153
"2025/2026","Québec","421","Architecture",3153
"2025/2026","Québec","421","Agriculture, natural resources and conservation",3148
"2025/2026","Québec","421","Dentistry",3185
"2025/2026","Québec","421","Medicine",3152
"2025/2026","Québec","421","Nursing",3072
"2025/2026","Québec","421","Pharmacy",3222
"2025/2026","Québec","421","Other health, parks, recreation and fitness",3198
"2025/2026","Rimouski","404","Total, field of study",3045
"2025/2026","Rimouski","404","Education",3050
"2025/2026","Rimouski","404","Humanities",3027
"2025/2026","Rimouski","404","Social and behavioural sciences, and legal studies",3027
"2025/2026","Rimouski","404","Business management and public administration",3037
"2025/2026","Rimouski","404","Physical and life sciences and technologies",3027
"2025/2026","Rimouski","404","Mathematics, computer and information sciences",3027
"2025/2026","Rimouski","404","Engineering",3104
"2025/2026","Rimouski","404","Nursing",3054
"2025/2026","Rimouski","404","Other health, parks, recreation and fitness",NA
"2025/2026","Ontario","35","Total, field of study",8958
"2025/2026","Ontario","35","Education",6833
"2025/2026","Ontario","35","Visual and performing arts, and communications technologies",7093
"2025/2026","Ontario","35","Humanities",6628
"2025/2026","Ontario","35","Social and behavioural sciences, and legal studies",6707
"2025/2026","Ontario","35","Law",22250
"2025/2026","Ontario","35","Business management and public administration",11182
"2025/2026","Ontario","35","Physical and life sciences and technologies",6716
"2025/2026","Ontario","35","Mathematics, computer and information sciences",8856
"2025/2026","Ontario","35","Engineering",12893
"2025/2026","Ontario","35","Architecture",8928
"2025/2026","Ontario","35","Agriculture, natural resources and conservation",7260
"2025/2026","Ontario","35","Dentistry",40048
"2025/2026","Ontario","35","Medicine",26076
"2025/2026","Ontario","35","Nursing",6768
"2025/2026","Ontario","35","Pharmacy",17947
"2025/2026","Ontario","35","Veterinary medicine",11484
"2025/2026","Ontario","35","Optometry",15952
"2025/2026","Ontario","35","Other health, parks, recreation and fitness",7251
"2025/2026","Ontario","35","Personal, protective and transportation services",6871
"2025/2026","St. Catharines-Niagara","539","Total, field of study",6987
"2025/2026","St. Catharines-Niagara","539","Education",6827
"2025/2026","St. Catharines-Niagara","539","Visual and performing arts, and communications technologies",6569
"2025/2026","St. Catharines-Niagara","539","Humanities",6569
"2025/2026","St. Catharines-Niagara","539","Social and behavioural sciences, and legal studies",6569
"2025/2026","St. Catharines-Niagara","539","Business management and public administration",8132
"2025/2026","St. Catharines-Niagara","539","Physical and life sciences and technologies",6569
"2025/2026","St. Catharines-Niagara","539","Mathematics, computer and information sciences",7865
"2025/2026","St. Catharines-Niagara","539","Agriculture, natural resources and conservation",6569
"2025/2026","St. Catharines-Niagara","539","Nursing",6799
"2025/2026","St. Catharines-Niagara","539","Other health, parks, recreation and fitness",6569
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Total, field of study",8558
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Education",6568
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Visual and performing arts, and communications technologies",8005
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Humanities",6687
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Social and behavioural sciences, and legal studies",7078
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Law",15815
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Business management and public administration",9073
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Physical and life sciences and technologies",6641
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Mathematics, computer and information sciences",8333
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Engineering",11515
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Architecture",10257
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Agriculture, natural resources and conservation",6662
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Medicine",27496
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Nursing",6566
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Pharmacy",18789
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Other health, parks, recreation and fitness",6578
"2025/2026","Ottawa-Gatineau, Ontario part, Ontario/Quebec",NA,"Personal, protective and transportation services",6682
"2025/2026","Guelph","550","Total, field of study",8260
"2025/2026","Guelph","550","Education",NA
"2025/2026","Guelph","550","Visual and performing arts, and communications technologies",6748
"2025/2026","Guelph","550","Humanities",6748
"2025/2026","Guelph","550","Social and behavioural sciences, and legal studies",6748
"2025/2026","Guelph","550","Business management and public administration",10601
"2025/2026","Guelph","550","Physical and life sciences and technologies",6748
"2025/2026","Guelph","550","Mathematics, computer and information sciences",8218
"2025/2026","Guelph","550","Engineering",12493
"2025/2026","Guelph","550","Architecture",10240
"2025/2026","Guelph","550","Agriculture, natural resources and conservation",8467
"2025/2026","Guelph","550","Pharmacy",6748
"2025/2026","Guelph","550","Veterinary medicine",11484
"2025/2026","Guelph","550","Other health, parks, recreation and fitness",6748
"2025/2026","Guelph","550","Personal, protective and transportation services",6748
"2025/2026","Thunder Bay","595","Total, field of study",6938
"2025/2026","Thunder Bay","595","Education",6260
"2025/2026","Thunder Bay","595","Visual and performing arts, and communications technologies",5998
"2025/2026","Thunder Bay","595","Humanities",5998
"2025/2026","Thunder Bay","595","Social and behavioural sciences, and legal studies",5998
"2025/2026","Thunder Bay","595","Law",18293
"2025/2026","Thunder Bay","595","Business management and public administration",7154
"2025/2026","Thunder Bay","595","Physical and life sciences and technologies",5998
"2025/2026","Thunder Bay","595","Mathematics, computer and information sciences",5998
"2025/2026","Thunder Bay","595","Engineering",8231
"2025/2026","Thunder Bay","595","Agriculture, natural resources and conservation",5998
"2025/2026","Thunder Bay","595","Nursing",5982
"2025/2026","Thunder Bay","595","Other health, parks, recreation and fitness",5998
"2025/2026","Greater Sudbury","580","Total, field of study",7927
"2025/2026","Greater Sudbury","580","Education",6345
"2025/2026","Greater Sudbury","580","Humanities",6088
"2025/2026","Greater Sudbury","580","Social and behavioural sciences, and legal studies",6331
"2025/2026","Greater Sudbury","580","Business management and public administration",7707
"2025/2026","Greater Sudbury","580","Physical and life sciences and technologies",6310
"2025/2026","Greater Sudbury","580","Mathematics, computer and information sciences",8011
"2025/2026","Greater Sudbury","580","Engineering",9337
"2025/2026","Greater Sudbury","580","Architecture",10266
"2025/2026","Greater Sudbury","580","Medicine",23247
"2025/2026","Greater Sudbury","580","Nursing",6345
"2025/2026","Greater Sudbury","580","Pharmacy",6345
"2025/2026","Greater Sudbury","580","Other health, parks, recreation and fitness",6313
"2025/2026","Greater Sudbury","580","Personal, protective and transportation services",6345
"2025/2026","Hamilton","537","Total, field of study",9604
"2025/2026","Hamilton","537","Visual and performing arts, and communications technologies",6760
"2025/2026","Hamilton","537","Humanities",6760
"2025/2026","Hamilton","537","Social and behavioural sciences, and legal studies",6760
"2025/2026","Hamilton","537","Business management and public administration",10936
"2025/2026","Hamilton","537","Physical and life sciences and technologies",6760
"2025/2026","Hamilton","537","Mathematics, computer and information sciences",6760
"2025/2026","Hamilton","537","Engineering",11740
"2025/2026","Hamilton","537","Agriculture, natural resources and conservation",6760
"2025/2026","Hamilton","537","Medicine",28296
"2025/2026","Hamilton","537","Nursing",7851
"2025/2026","Hamilton","537","Other health, parks, recreation and fitness",10481
"2025/2026","Sarnia","562","Total, field of study",5972
"2025/2026","Sarnia","562","Nursing",5972
"2025/2026","North Bay","575","Total, field of study",6985
"2025/2026","North Bay","575","Education",7335
"2025/2026","North Bay","575","Visual and performing arts, and communications technologies",6404
"2025/2026","North Bay","575","Humanities",6406
"2025/2026","North Bay","575","Social and behavioural sciences, and legal studies",6406
"2025/2026","North Bay","575","Business management and public administration",8127
"2025/2026","North Bay","575","Physical and life sciences and technologies",6404
"2025/2026","North Bay","575","Mathematics, computer and information sciences",7249
"2025/2026","North Bay","575","Agriculture, natural resources and conservation",6406
"2025/2026","North Bay","575","Nursing",6596
"2025/2026","North Bay","575","Other health, parks, recreation and fitness",6404
"2025/2026","North Bay","575","Personal, protective and transportation services",6404
"2025/2026","Kingston","521","Total, field of study",9434
"2025/2026","Kingston","521","Education",5998
"2025/2026","Kingston","521","Visual and performing arts, and communications technologies",6616
"2025/2026","Kingston","521","Humanities",6616
"2025/2026","Kingston","521","Social and behavioural sciences, and legal studies",6587
"2025/2026","Kingston","521","Law",21782
"2025/2026","Kingston","521","Business management and public administration",17302
"2025/2026","Kingston","521","Physical and life sciences and technologies",6616
"2025/2026","Kingston","521","Mathematics, computer and information sciences",7213
"2025/2026","Kingston","521","Engineering",11887
"2025/2026","Kingston","521","Agriculture, natural resources and conservation",6616
"2025/2026","Kingston","521","Medicine",23513
"2025/2026","Kingston","521","Nursing",6729
"2025/2026","Kingston","521","Other health, parks, recreation and fitness",6616
"2025/2026","Peterborough","529","Total, field of study",7034
"2025/2026","Peterborough","529","Education",6816
"2025/2026","Peterborough","529","Humanities",6816
"2025/2026","Peterborough","529","Social and behavioural sciences, and legal studies",6816
"2025/2026","Peterborough","529","Business management and public administration",7891
"2025/2026","Peterborough","529","Physical and life sciences and technologies",6816
"2025/2026","Peterborough","529","Mathematics, computer and information sciences",8021
"2025/2026","Peterborough","529","Agriculture, natural resources and conservation",6816
"2025/2026","Peterborough","529","Nursing",6816
"2025/2026","Peterborough","529","Other health, parks, recreation and fitness",6816
"2025/2026","Peterborough","529","Personal, protective and transportation services",6816
"2025/2026","Belleville-Quinte West","522","Total, field of study",6354
"2025/2026","Belleville-Quinte West","522","Nursing",6354
"2025/2026","Windsor","559","Total, field of study",8564
"2025/2026","Windsor","559","Education",7556
"2025/2026","Windsor","559","Visual and performing arts, and communications technologies",6425
"2025/2026","Windsor","559","Humanities",6425
"2025/2026","Windsor","559","Social and behavioural sciences, and legal studies",6485
"2025/2026","Windsor","559","Law",21782
"2025/2026","Windsor","559","Business management and public administration",8037
"2025/2026","Windsor","559","Physical and life sciences and technologies",6616
"2025/2026","Windsor","559","Mathematics, computer and information sciences",8471
"2025/2026","Windsor","559","Engineering",10444
"2025/2026","Windsor","559","Agriculture, natural resources and conservation",6616
"2025/2026","Windsor","559","Nursing",6425
"2025/2026","Windsor","559","Other health, parks, recreation and fitness",6616
"2025/2026","Windsor","559","Personal, protective and transportation services",NA
"2025/2026","Toronto","535","Total, field of study",8745
"2025/2026","Toronto","535","Education",6468
"2025/2026","Toronto","535","Visual and performing arts, and communications technologies",7129
"2025/2026","Toronto","535","Humanities",6612
"2025/2026","Toronto","535","Social and behavioural sciences, and legal studies",6610
"2025/2026","Toronto","535","Law",28597
"2025/2026","Toronto","535","Business management and public administration",9756
"2025/2026","Toronto","535","Physical and life sciences and technologies",6646
"2025/2026","Toronto","535","Mathematics, computer and information sciences",8982
"2025/2026","Toronto","535","Engineering",13300
"2025/2026","Toronto","535","Architecture",7992
"2025/2026","Toronto","535","Agriculture, natural resources and conservation",6590
"2025/2026","Toronto","535","Dentistry",40635
"2025/2026","Toronto","535","Medicine",25420
"2025/2026","Toronto","535","Nursing",6850
"2025/2026","Toronto","535","Pharmacy",19580
"2025/2026","Toronto","535","Other health, parks, recreation and fitness",7348
"2025/2026","Toronto","535","Personal, protective and transportation services",8054
"2025/2026","Oshawa","532","Total, field of study",7847
"2025/2026","Oshawa","532","Education",6421
"2025/2026","Oshawa","532","Social and behavioural sciences, and legal studies",6393
"2025/2026","Oshawa","532","Business management and public administration",8995
"2025/2026","Oshawa","532","Physical and life sciences and technologies",6421
"2025/2026","Oshawa","532","Mathematics, computer and information sciences",8157
"2025/2026","Oshawa","532","Engineering",10151
