"ref_date","geo","dguid","field","value"
"2018/2019","Brandon","610","Other health, parks, recreation and fitness",3666
"2018/2019","Brandon","610","Personal, protective and transportation services",3757
"2018/2019","The Pas","4621045","Total, field of study",3809
"2018/2019","The Pas","4621045","Education",4040
"2018/2019","The Pas","4621045","Visual and performing arts, and communications technologies",NA
"2018/2019","The Pas","4621045","Humanities",3803
"2018/2019","The Pas","4621045","Social and behavioural sciences, and legal studies",3803
"2018/2019","The Pas","4621045","Law",NA
"2018/2019","The Pas","4621045","Business management and public administration",2852
"2018/2019","The Pas","4621045","Physical and life sciences and technologies",NA
"2018/2019","The Pas","4621045","Mathematics, computer and information sciences",NA
"2018/2019","The Pas","4621045","Engineering",NA
"2018/2019","The Pas","4621045","Architecture",NA
"2018/2019","The Pas","4621045","Agriculture, natural resources and conservation",NA
"2018/2019","The Pas","4621045","Dentistry",NA
"2018/2019","The Pas","4621045","Medicine",NA
"2018/2019","The Pas","4621045","Nursing",NA
"2018/2019","The Pas","4621045","Pharmacy",NA
"2018/2019","The Pas","4621045","Veterinary medicine",NA
"2018/2019","The Pas","4621045","Optometry",NA
"2018/2019","The Pas","4621045","Other health, parks, recreation and fitness",NA
"2018/2019","The Pas","4621045","Personal, protective and transportation services",NA
"2018/2019","Saskatchewan","47","Total, field of study",7511
"2018/2019","Saskatchewan","47","Education",6595
"2018/2019","Saskatchewan","47","Visual and performing arts, and communications technologies",6715
"2018/2019","Saskatchewan","47","Humanities",6381
"2018/2019","Saskatchewan","47","Social and behavioural sciences, and legal studies",6371
"2018/2019","Saskatchewan","47","Law",13653
"2018/2019","Saskatchewan","47","Business management and public administration",7381
"2018/2019","Saskatchewan","47","Physical and life sciences and technologies",6599
"2018/2019","Saskatchewan","47","Mathematics, computer and information sciences",6682
"2018/2019","Saskatchewan","47","Engineering",7613
"2018/2019","Saskatchewan","47","Architecture",6234
"2018/2019","Saskatchewan","47","Agriculture, natural resources and conservation",6420
"2018/2019","Saskatchewan","47","Dentistry",34628
"2018/2019","Saskatchewan","47","Medicine",17474
"2018/2019","Saskatchewan","47","Nursing",7618
"2018/2019","Saskatchewan","47","Pharmacy",10001
"2018/2019","Saskatchewan","47","Veterinary medicine",9761
"2018/2019","Saskatchewan","47","Optometry",NA
"2018/2019","Saskatchewan","47","Other health, parks, recreation and fitness",6673
"2018/2019","Saskatchewan","47","Personal, protective and transportation services",6533
"2018/2019","Regina","705","Total, field of study",6939
"2018/2019","Regina","705","Education",6720
"2018/2019","Regina","705","Visual and performing arts, and communications technologies",6923
"2018/2019","Regina","705","Humanities",6533
"2018/2019","Regina","705","Social and behavioural sciences, and legal studies",6533
"2018/2019","Regina","705","Law",NA
"2018/2019","Regina","705","Business management and public administration",7174
"2018/2019","Regina","705","Physical and life sciences and technologies",6923
"2018/2019","Regina","705","Mathematics, computer and information sciences",6923
"2018/2019","Regina","705","Engineering",7253
"2018/2019","Regina","705","Architecture",NA
"2018/2019","Regina","705","Agriculture, natural resources and conservation",6533
"2018/2019","Regina","705","Dentistry",NA
"2018/2019","Regina","705","Medicine",NA
"2018/2019","Regina","705","Nursing",7275
"2018/2019","Regina","705","Pharmacy",NA
"2018/2019","Regina","705","Veterinary medicine",NA
"2018/2019","Regina","705","Optometry",NA
"2018/2019","Regina","705","Other health, parks, recreation and fitness",6923
"2018/2019","Regina","705","Personal, protective and transportation services",6533
"2018/2019","Saskatoon","725","Total, field of study",7934
"2018/2019","Saskatoon","725","Education",6441
"2018/2019","Saskatoon","725","Visual and performing arts, and communications technologies",6384
"2018/2019","Saskatoon","725","Humanities",6234
"2018/2019","Saskatoon","725","Social and behavioural sciences, and legal studies",6234
"2018/2019","Saskatoon","725","Law",13653
"2018/2019","Saskatoon","725","Business management and public administration",7647
"2018/2019","Saskatoon","725","Physical and life sciences and technologies",6489
"2018/2019","Saskatoon","725","Mathematics, computer and information sciences",6489
"2018/2019","Saskatoon","725","Engineering",7792
"2018/2019","Saskatoon","725","Architecture",6234
"2018/2019","Saskatoon","725","Agriculture, natural resources and conservation",6413
"2018/2019","Saskatoon","725","Dentistry",34628
"2018/2019","Saskatoon","725","Medicine",17474
"2018/2019","Saskatoon","725","Nursing",8013
"2018/2019","Saskatoon","725","Pharmacy",10001
"2018/2019","Saskatoon","725","Veterinary medicine",9761
"2018/2019","Saskatoon","725","Optometry",NA
"2018/2019","Saskatoon","725","Other health, parks, recreation and fitness",6371
"2018/2019","Saskatoon","725","Personal, protective and transportation services",NA
"2018/2019","Alberta","48","Total, field of study",5713
"2018/2019","Alberta","48","Education",5277
"2018/2019","Alberta","48","Visual and performing arts, and communications technologies",5003
"2018/2019","Alberta","48","Humanities",5017
"2018/2019","Alberta","48","Social and behavioural sciences, and legal studies",5250
"2018/2019","Alberta","48","Law",11019
"2018/2019","Alberta","48","Business management and public administration",5797
"2018/2019","Alberta","48","Physical and life sciences and technologies",5318
"2018/2019","Alberta","48","Mathematics, computer and information sciences",5256
"2018/2019","Alberta","48","Engineering",6394
"2018/2019","Alberta","48","Architecture",5331
"2018/2019","Alberta","48","Agriculture, natural resources and conservation",5173
"2018/2019","Alberta","48","Dentistry",20184
"2018/2019","Alberta","48","Medicine",13313
"2018/2019","Alberta","48","Nursing",5828
"2018/2019","Alberta","48","Pharmacy",10611
"2018/2019","Alberta","48","Veterinary medicine",10864
"2018/2019","Alberta","48","Optometry",NA
"2018/2019","Alberta","48","Other health, parks, recreation and fitness",5160
"2018/2019","Alberta","48","Personal, protective and transportation services",4523
"2018/2019","Edmonton","835","Total, field of study",5805
"2018/2019","Edmonton","835","Education",5321
"2018/2019","Edmonton","835","Visual and performing arts, and communications technologies",5397
"2018/2019","Edmonton","835","Humanities",4898
"2018/2019","Edmonton","835","Social and behavioural sciences, and legal studies",5355
"2018/2019","Edmonton","835","Law",10221
"2018/2019","Edmonton","835","Business management and public administration",5417
"2018/2019","Edmonton","835","Physical and life sciences and technologies",5330
"2018/2019","Edmonton","835","Mathematics, computer and information sciences",5238
"2018/2019","Edmonton","835","Engineering",6385
"2018/2019","Edmonton","835","Architecture",5321
"2018/2019","Edmonton","835","Agriculture, natural resources and conservation",5321
"2018/2019","Edmonton","835","Dentistry",20184
"2018/2019","Edmonton","835","Medicine",12044
"2018/2019","Edmonton","835","Nursing",6483
"2018/2019","Edmonton","835","Pharmacy",10611
"2018/2019","Edmonton","835","Veterinary medicine",NA
"2018/2019","Edmonton","835","Optometry",NA
"2018/2019","Edmonton","835","Other health, parks, recreation and fitness",5321
"2018/2019","Edmonton","835","Personal, protective and transportation services",NA
"2018/2019","Calgary","825","Total, field of study",5788
"2018/2019","Calgary","825","Education",5276
"2018/2019","Calgary","825","Visual and performing arts, and communications technologies",4822
"2018/2019","Calgary","825","Humanities",5201
"2018/2019","Calgary","825","Social and behavioural sciences, and legal studies",5212
"2018/2019","Calgary","825","Law",12315
"2018/2019","Calgary","825","Business management and public administration",6280
"2018/2019","Calgary","825","Physical and life sciences and technologies",5371
"2018/2019","Calgary","825","Mathematics, computer and information sciences",5311
"2018/2019","Calgary","825","Engineering",6404
"2018/2019","Calgary","825","Architecture",NA
"2018/2019","Calgary","825","Agriculture, natural resources and conservation",4942
"2018/2019","Calgary","825","Dentistry",NA
"2018/2019","Calgary","825","Medicine",15012
"2018/2019","Calgary","825","Nursing",5150
"2018/2019","Calgary","825","Pharmacy",NA
"2018/2019","Calgary","825","Veterinary medicine",10864
"2018/2019","Calgary","825","Optometry",NA
"2018/2019","Calgary","825","Other health, parks, recreation and fitness",5170
"2018/2019","Calgary","825","Personal, protective and transportation services",NA
"2018/2019","Lethbridge","810","Total, field of study",4971
"2018/2019","Lethbridge","810","Education",4974
"2018/2019","Lethbridge","810","Visual and performing arts, and communications technologies",4974
"2018/2019","Lethbridge","810","Humanities",4974
"2018/2019","Lethbridge","810","Social and behavioural sciences, and legal studies",4974
"2018/2019","Lethbridge","810","Law",NA
"2018/2019","Lethbridge","810","Business management and public administration",4974
"2018/2019","Lethbridge","810","Physical and life sciences and technologies",4974
"2018/2019","Lethbridge","810","Mathematics, computer and information sciences",4974
"2018/2019","Lethbridge","810","Engineering",NA
"2018/2019","Lethbridge","810","Architecture",NA
"2018/2019","Lethbridge","810","Agriculture, natural resources and conservation",5095
"2018/2019","Lethbridge","810","Dentistry",NA
"2018/2019","Lethbridge","810","Medicine",NA
"2018/2019","Lethbridge","810","Nursing",4974
"2018/2019","Lethbridge","810","Pharmacy",NA
"2018/2019","Lethbridge","810","Veterinary medicine",NA
"2018/2019","Lethbridge","810","Optometry",NA
"2018/2019","Lethbridge","810","Other health, parks, recreation and fitness",4974
"2018/2019","Lethbridge","810","Personal, protective and transportation services",4523
"2018/2019","Medicine Hat","805","Total, field of study",4242
"2018/2019","Medicine Hat","805","Education",NA
"2018/2019","Medicine Hat","805","Visual and performing arts, and communications technologies",4271
"2018/2019","Medicine Hat","805","Humanities",NA
"2018/2019","Medicine Hat","805","Social and behavioural sciences, and legal studies",NA
"2018/2019","Medicine Hat","805","Law",NA
"2018/2019","Medicine Hat","805","Business management and public administration",NA
"2018/2019","Medicine Hat","805","Physical and life sciences and technologies",NA
"2018/2019","Medicine Hat","805","Mathematics, computer and information sciences",NA
"2018/2019","Medicine Hat","805","Engineering",NA
"2018/2019","Medicine Hat","805","Architecture",NA
"2018/2019","Medicine Hat","805","Agriculture, natural resources and conservation",NA
"2018/2019","Medicine Hat","805","Dentistry",NA
"2018/2019","Medicine Hat","805","Medicine",NA
"2018/2019","Medicine Hat","805","Nursing",NA
"2018/2019","Medicine Hat","805","Pharmacy",NA
"2018/2019","Medicine Hat","805","Veterinary medicine",NA
"2018/2019","Medicine Hat","805","Optometry",NA
"2018/2019","Medicine Hat","805","Other health, parks, recreation and fitness",4212
"2018/2019","Medicine Hat","805","Personal, protective and transportation services",NA
"2018/2019","Red Deer","830","Total, field of study",5130
"2018/2019","Red Deer","830","Education",NA
"2018/2019","Red Deer","830","Visual and performing arts, and communications technologies",5130
"2018/2019","Red Deer","830","Humanities",NA
"2018/2019","Red Deer","830","Social and behavioural sciences, and legal studies",NA
"2018/2019","Red Deer","830","Law",NA
"2018/2019","Red Deer","830","Business management and public administration",NA
"2018/2019","Red Deer","830","Physical and life sciences and technologies",NA
"2018/2019","Red Deer","830","Mathematics, computer and information sciences",NA
"2018/2019","Red Deer","830","Engineering",NA
"2018/2019","Red Deer","830","Architecture",NA
"2018/2019","Red Deer","830","Agriculture, natural resources and conservation",NA
"2018/2019","Red Deer","830","Dentistry",NA
"2018/2019","Red Deer","830","Medicine",NA
"2018/2019","Red Deer","830","Nursing",NA
"2018/2019","Red Deer","830","Pharmacy",NA
"2018/2019","Red Deer","830","Veterinary medicine",NA
"2018/2019","Red Deer","830","Optometry",NA
"2018/2019","Red Deer","830","Other health, parks, recreation and fitness",NA
"2018/2019","Red Deer","830","Personal, protective and transportation services",NA
"2018/2019","Athabasca","4813048","Total, field of study",5650
"2018/2019","Athabasca","4813048","Education",NA
"2018/2019","Athabasca","4813048","Visual and performing arts, and communications technologies",NA
"2018/2019","Athabasca","4813048","Humanities",5650
"2018/2019","Athabasca","4813048","Social and behavioural sciences, and legal studies",5650
"2018/2019","Athabasca","4813048","Law",NA
"2018/2019","Athabasca","4813048","Business management and public administration",5650
"2018/2019","Athabasca","4813048","Physical and life sciences and technologies",5650
"2018/2019","Athabasca","4813048","Mathematics, computer and information sciences",5650
"2018/2019","Athabasca","4813048","Engineering",NA
"2018/2019","Athabasca","4813048","Architecture",5650
"2018/2019","Athabasca","4813048","Agriculture, natural resources and conservation",NA
"2018/2019","Athabasca","4813048","Dentistry",NA
"2018/2019","Athabasca","4813048","Medicine",NA
"2018/2019","Athabasca","4813048","Nursing",5650
"2018/2019","Athabasca","4813048","Pharmacy",NA
"2018/2019","Athabasca","4813048","Veterinary medicine",NA
"2018/2019","Athabasca","4813048","Optometry",NA
"2018/2019","Athabasca","4813048","Other health, parks, recreation and fitness",5650
"2018/2019","Athabasca","4813048","Personal, protective and transportation services",NA
"2018/2019","Olds","4806034","Total, field of study",4380
"2018/2019","Olds","4806034","Education",NA
"2018/2019","Olds","4806034","Visual and performing arts, and communications technologies",NA
"2018/2019","Olds","4806034","Humanities",NA
"2018/2019","Olds","4806034","Social and behavioural sciences, and legal studies",NA
"2018/2019","Olds","4806034","Law",NA
"2018/2019","Olds","4806034","Business management and public administration",NA
"2018/2019","Olds","4806034","Physical and life sciences and technologies",NA
"2018/2019","Olds","4806034","Mathematics, computer and information sciences",NA
"2018/2019","Olds","4806034","Engineering",NA
"2018/2019","Olds","4806034","Architecture",NA
"2018/2019","Olds","4806034","Agriculture, natural resources and conservation",4380
"2018/2019","Olds","4806034","Dentistry",NA
"2018/2019","Olds","4806034","Medicine",NA
"2018/2019","Olds","4806034","Nursing",NA
"2018/2019","Olds","4806034","Pharmacy",NA
"2018/2019","Olds","4806034","Veterinary medicine",NA
"2018/2019","Olds","4806034","Optometry",NA
"2018/2019","Olds","4806034","Other health, parks, recreation and fitness",4380
"2018/2019","Olds","4806034","Personal, protective and transportation services",NA
"2018/2019","Vermilion","4810042","Total, field of study",4743
"2018/2019","Vermilion","4810042","Education",NA
"2018/2019","Vermilion","4810042","Visual and performing arts, and communications technologies",NA
"2018/2019","Vermilion","4810042","Humanities",NA
"2018/2019","Vermilion","4810042","Social and behavioural sciences, and legal studies",NA
"2018/2019","Vermilion","4810042","Law",NA
"2018/2019","Vermilion","4810042","Business management and public administration",NA
"2018/2019","Vermilion","4810042","Physical and life sciences and technologies",NA
"2018/2019","Vermilion","4810042","Mathematics, computer and information sciences",NA
"2018/2019","Vermilion","4810042","Engineering",NA
"2018/2019","Vermilion","4810042","Architecture",NA
"2018/2019","Vermilion","4810042","Agriculture, natural resources and conservation",4743
"2018/2019","Vermilion","4810042","Dentistry",NA
"2018/2019","Vermilion","4810042","Medicine",NA
"2018/2019","Vermilion","4810042","Nursing",NA
"2018/2019","Vermilion","4810042","Pharmacy",NA
"2018/2019","Vermilion","4810042","Veterinary medicine",NA
"2018/2019","Vermilion","4810042","Optometry",NA
"2018/2019","Vermilion","4810042","Other health, parks, recreation and fitness",NA
"2018/2019","Vermilion","4810042","Personal, protective and transportation services",NA
"2018/2019","British Columbia","59","Total, field of study",5806
"2018/2019","British Columbia","59","Education",5283
"2018/2019","British Columbia","59","Visual and performing arts, and communications technologies",5770
"2018/2019","British Columbia","59","Humanities",5077
"2018/2019","British Columbia","59","Social and behavioural sciences, and legal studies",5267
"2018/2019","British Columbia","59","Law",13095
"2018/2019","British Columbia","59","Business management and public administration",5547
"2018/2019","British Columbia","59","Physical and life sciences and technologies",5209
"2018/2019","British Columbia","59","Mathematics, computer and information sciences",5186
"2018/2019","British Columbia","59","Engineering",5842
"2018/2019","British Columbia","59","Architecture",5670
"2018/2019","British Columbia","59","Agriculture, natural resources and conservation",5257
"2018/2019","British Columbia","59","Dentistry",28770
"2018/2019","British Columbia","59","Medicine",18110
"2018/2019","British Columbia","59","Nursing",4700
"2018/2019","British Columbia","59","Pharmacy",12751
"2018/2019","British Columbia","59","Veterinary medicine",NA
"2018/2019","British Columbia","59","Optometry",NA
"2018/2019","British Columbia","59","Other health, parks, recreation and fitness",5129
"2018/2019","British Columbia","59","Personal, protective and transportation services",6086
"2018/2019","Vancouver","933","Total, field of study",6051
"2018/2019","Vancouver","933","Education",5509
"2018/2019","Vancouver","933","Visual and performing arts, and communications technologies",5925
"2018/2019","Vancouver","933","Humanities",5360
"2018/2019","Vancouver","933","Social and behavioural sciences, and legal studies",5211
"2018/2019","Vancouver","933","Law",12392
"2018/2019","Vancouver","933","Business management and public administration",5751
"2018/2019","Vancouver","933","Physical and life sciences and technologies",5345
"2018/2019","Vancouver","933","Mathematics, computer and information sciences",5306
"2018/2019","Vancouver","933","Engineering",5662
"2018/2019","Vancouver","933","Architecture",5670
"2018/2019","Vancouver","933","Agriculture, natural resources and conservation",5336
"2018/2019","Vancouver","933","Dentistry",28770
"2018/2019","Vancouver","933","Medicine",18110
"2018/2019","Vancouver","933","Nursing",4769
"2018/2019","Vancouver","933","Pharmacy",12751
"2018/2019","Vancouver","933","Veterinary medicine",NA
"2018/2019","Vancouver","933","Optometry",NA
"2018/2019","Vancouver","933","Other health, parks, recreation and fitness",5226
"2018/2019","Vancouver","933","Personal, protective and transportation services",5549
"2018/2019","Victoria","935","Total, field of study",5889
"2018/2019","Victoria","935","Education",5585
"2018/2019","Victoria","935","Visual and performing arts, and communications technologies",5585
"2018/2019","Victoria","935","Humanities",5585
"2018/2019","Victoria","935","Social and behavioural sciences, and legal studies",5684
"2018/2019","Victoria","935","Law",9773
"2018/2019","Victoria","935","Business management and public administration",5752
"2018/2019","Victoria","935","Physical and life sciences and technologies",5585
"2018/2019","Victoria","935","Mathematics, computer and information sciences",5585
"2018/2019","Victoria","935","Engineering",6575
"2018/2019","Victoria","935","Architecture",NA
"2018/2019","Victoria","935","Agriculture, natural resources and conservation",6335
"2018/2019","Victoria","935","Dentistry",NA
"2018/2019","Victoria","935","Medicine",NA
"2018/2019","Victoria","935","Nursing",5585
"2018/2019","Victoria","935","Pharmacy",NA
"2018/2019","Victoria","935","Veterinary medicine",NA
"2018/2019","Victoria","935","Optometry",NA
"2018/2019","Victoria","935","Other health, parks, recreation and fitness",5072
"2018/2019","Victoria","935","Personal, protective and transportation services",7965
"2018/2019","Prince George","970","Total, field of study",5318
"2018/2019","Prince George","970","Education",5318
"2018/2019","Prince George","970","Visual and performing arts, and communications technologies",NA
"2018/2019","Prince George","970","Humanities",5318
"2018/2019","Prince George","970","Social and behavioural sciences, and legal studies",5318
"2018/2019","Prince George","970","Law",NA
"2018/2019","Prince George","970","Business management and public administration",5318
"2018/2019","Prince George","970","Physical and life sciences and technologies",5318
"2018/2019","Prince George","970","Mathematics, computer and information sciences",5318
"2018/2019","Prince George","970","Engineering",5318
"2018/2019","Prince George","970","Architecture",NA
"2018/2019","Prince George","970","Agriculture, natural resources and conservation",5318
"2018/2019","Prince George","970","Dentistry",NA
"2018/2019","Prince George","970","Medicine",NA
"2018/2019","Prince George","970","Nursing",5318
"2018/2019","Prince George","970","Pharmacy",NA
"2018/2019","Prince George","970","Veterinary medicine",NA
"2018/2019","Prince George","970","Optometry",NA
"2018/2019","Prince George","970","Other health, parks, recreation and fitness",5318
"2018/2019","Prince George","970","Personal, protective and transportation services",NA
"2018/2019","Courtenay","943","Total, field of study",2963
"2018/2019","Courtenay","943","Education",NA
"2018/2019","Courtenay","943","Visual and performing arts, and communications technologies",NA
"2018/2019","Courtenay","943","Humanities",NA
"2018/2019","Courtenay","943","Social and behavioural sciences, and legal studies",NA
"2018/2019","Courtenay","943","Law",NA
"2018/2019","Courtenay","943","Business management and public administration",2963
"2018/2019","Courtenay","943","Physical and life sciences and technologies",NA
"2018/2019","Courtenay","943","Mathematics, computer and information sciences",NA
"2018/2019","Courtenay","943","Engineering",NA
"2018/2019","Courtenay","943","Architecture",NA
"2018/2019","Courtenay","943","Agriculture, natural resources and conservation",NA
"2018/2019","Courtenay","943","Dentistry",NA
"2018/2019","Courtenay","943","Medicine",NA
"2018/2019","Courtenay","943","Nursing",NA
"2018/2019","Courtenay","943","Pharmacy",NA
"2018/2019","Courtenay","943","Veterinary medicine",NA
"2018/2019","Courtenay","943","Optometry",NA
"2018/2019","Courtenay","943","Other health, parks, recreation and fitness",NA
"2018/2019","Courtenay","943","Personal, protective and transportation services",NA
"2018/2019","Cranbrook","905","Total, field of study",5185
"2018/2019","Cranbrook","905","Education",NA
"2018/2019","Cranbrook","905","Visual and performing arts, and communications technologies",NA
"2018/2019","Cranbrook","905","Humanities",NA
"2018/2019","Cranbrook","905","Social and behavioural sciences, and legal studies",NA
"2018/2019","Cranbrook","905","Law",NA
"2018/2019","Cranbrook","905","Business management and public administration",5185
"2018/2019","Cranbrook","905","Physical and life sciences and technologies",NA
"2018/2019","Cranbrook","905","Mathematics, computer and information sciences",NA
"2018/2019","Cranbrook","905","Engineering",NA
"2018/2019","Cranbrook","905","Architecture",NA
"2018/2019","Cranbrook","905","Agriculture, natural resources and conservation",NA
"2018/2019","Cranbrook","905","Dentistry",NA
"2018/2019","Cranbrook","905","Medicine",NA
"2018/2019","Cranbrook","905","Nursing",NA
"2018/2019","Cranbrook","905","Pharmacy",NA
"2018/2019","Cranbrook","905","Veterinary medicine",NA
"2018/2019","Cranbrook","905","Optometry",NA
"2018/2019","Cranbrook","905","Other health, parks, recreation and fitness",NA
"2018/2019","Cranbrook","905","Personal, protective and transportation services",NA
"2018/2019","Kamloops","925","Total, field of study",5099
"2018/2019","Kamloops","925","Education",4228
"2018/2019","Kamloops","925","Visual and performing arts, and communications technologies",4228
"2018/2019","Kamloops","925","Humanities",4228
"2018/2019","Kamloops","925","Social and behavioural sciences, and legal studies",4228
"2018/2019","Kamloops","925","Law",19298
"2018/2019","Kamloops","925","Business management and public administration",4228
"2018/2019","Kamloops","925","Physical and life sciences and technologies",4228
"2018/2019","Kamloops","925","Mathematics, computer and information sciences",4228
"2018/2019","Kamloops","925","Engineering",NA
"2018/2019","Kamloops","925","Architecture",NA
"2018/2019","Kamloops","925","Agriculture, natural resources and conservation",4228
"2018/2019","Kamloops","925","Dentistry",NA
"2018/2019","Kamloops","925","Medicine",NA
"2018/2019","Kamloops","925","Nursing",4228
"2018/2019","Kamloops","925","Pharmacy",NA
"2018/2019","Kamloops","925","Veterinary medicine",NA
"2018/2019","Kamloops","925","Optometry",NA
"2018/2019","Kamloops","925","Other health, parks, recreation and fitness",4228
"2018/2019","Kamloops","925","Personal, protective and transportation services",NA
"2018/2019","Kelowna","915","Total, field of study",4031
"2018/2019","Kelowna","915","Education",NA
"2018/2019","Kelowna","915","Visual and performing arts, and communications technologies",NA
"2018/2019","Kelowna","915","Humanities",NA
"2018/2019","Kelowna","915","Social and behavioural sciences, and legal studies",NA
"2018/2019","Kelowna","915","Law",NA
"2018/2019","Kelowna","915","Business management and public administration",4025
"2018/2019","Kelowna","915","Physical and life sciences and technologies",NA
"2018/2019","Kelowna","915","Mathematics, computer and information sciences",4080
"2018/2019","Kelowna","915","Engineering",NA
"2018/2019","Kelowna","915","Architecture",NA
"2018/2019","Kelowna","915","Agriculture, natural resources and conservation",NA
"2018/2019","Kelowna","915","Dentistry",NA
"2018/2019","Kelowna","915","Medicine",NA
"2018/2019","Kelowna","915","Nursing",NA
"2018/2019","Kelowna","915","Pharmacy",NA
"2018/2019","Kelowna","915","Veterinary medicine",NA
"2018/2019","Kelowna","915","Optometry",NA
"2018/2019","Kelowna","915","Other health, parks, recreation and fitness",NA
"2018/2019","Kelowna","915","Personal, protective and transportation services",NA
"2018/2019","Nanaimo","938","Total, field of study",5050
"2018/2019","Nanaimo","938","Education",4433
"2018/2019","Nanaimo","938","Visual and performing arts, and communications technologies",4433
"2018/2019","Nanaimo","938","Humanities",4433
"2018/2019","Nanaimo","938","Social and behavioural sciences, and legal studies",4433
"2018/2019","Nanaimo","938","Law",NA
"2018/2019","Nanaimo","938","Business management and public administration",8247
"2018/2019","Nanaimo","938","Physical and life sciences and technologies",4433
"2018/2019","Nanaimo","938","Mathematics, computer and information sciences",NA
"2018/2019","Nanaimo","938","Engineering",NA
"2018/2019","Nanaimo","938","Architecture",NA
"2018/2019","Nanaimo","938","Agriculture, natural resources and conservation",4433
"2018/2019","Nanaimo","938","Dentistry",NA
"2018/2019","Nanaimo","938","Medicine",NA
"2018/2019","Nanaimo","938","Nursing",4433
"2018/2019","Nanaimo","938","Pharmacy",NA
"2018/2019","Nanaimo","938","Veterinary medicine",NA
"2018/2019","Nanaimo","938","Optometry",NA
"2018/2019","Nanaimo","938","Other health, parks, recreation and fitness",4433
"2018/2019","Nanaimo","938","Personal, protective and transportation services",NA
"2018/2019","Abbotsford-Mission","932","Total, field of study",4385
"2018/2019","Abbotsford-Mission","932","Education",4855
"2018/2019","Abbotsford-Mission","932","Visual and performing arts, and communications technologies",5666
"2018/2019","Abbotsford-Mission","932","Humanities",4351
"2018/2019","Abbotsford-Mission","932","Social and behavioural sciences, and legal studies",4351
"2018/2019","Abbotsford-Mission","932","Law",NA
"2018/2019","Abbotsford-Mission","932","Business management and public administration",4351
"2018/2019","Abbotsford-Mission","932","Physical and life sciences and technologies",4351
"2018/2019","Abbotsford-Mission","932","Mathematics, computer and information sciences",4351
"2018/2019","Abbotsford-Mission","932","Engineering",NA
"2018/2019","Abbotsford-Mission","932","Architecture",NA
"2018/2019","Abbotsford-Mission","932","Agriculture, natural resources and conservation",NA
"2018/2019","Abbotsford-Mission","932","Dentistry",NA
"2018/2019","Abbotsford-Mission","932","Medicine",NA
"2018/2019","Abbotsford-Mission","932","Nursing",4351
"2018/2019","Abbotsford-Mission","932","Pharmacy",NA
"2018/2019","Abbotsford-Mission","932","Veterinary medicine",NA
"2018/2019","Abbotsford-Mission","932","Optometry",NA
"2018/2019","Abbotsford-Mission","932","Other health, parks, recreation and fitness",4351
"2018/2019","Abbotsford-Mission","932","Personal, protective and transportation services",NA
"2018/2019","Central Kootenay J","5903058","Total, field of study",4229
"2018/2019","Central Kootenay J","5903058","Education",NA
"2018/2019","Central Kootenay J","5903058","Visual and performing arts, and communications technologies",NA
"2018/2019","Central Kootenay J","5903058","Humanities",NA
"2018/2019","Central Kootenay J","5903058","Social and behavioural sciences, and legal studies",4229
"2018/2019","Central Kootenay J","5903058","Law",NA
"2018/2019","Central Kootenay J","5903058","Business management and public administration",NA
"2018/2019","Central Kootenay J","5903058","Physical and life sciences and technologies",NA
"2018/2019","Central Kootenay J","5903058","Mathematics, computer and information sciences",NA
"2018/2019","Central Kootenay J","5903058","Engineering",NA
"2018/2019","Central Kootenay J","5903058","Architecture",NA
"2018/2019","Central Kootenay J","5903058","Agriculture, natural resources and conservation",NA
"2018/2019","Central Kootenay J","5903058","Dentistry",NA
"2018/2019","Central Kootenay J","5903058","Medicine",NA
"2018/2019","Central Kootenay J","5903058","Nursing",NA
"2018/2019","Central Kootenay J","5903058","Pharmacy",NA
"2018/2019","Central Kootenay J","5903058","Veterinary medicine",NA
"2018/2019","Central Kootenay J","5903058","Optometry",NA
"2018/2019","Central Kootenay J","5903058","Other health, parks, recreation and fitness",NA
"2018/2019","Central Kootenay J","5903058","Personal, protective and transportation services",NA
"2018/2019","Yukon","60","Total, field of study",3510
"2018/2019","Yukon","60","Education",NA
"2018/2019","Yukon","60","Visual and performing arts, and communications technologies",NA
"2018/2019","Yukon","60","Humanities",NA
"2018/2019","Yukon","60","Social and behavioural sciences, and legal studies",NA
"2018/2019","Yukon","60","Law",NA
"2018/2019","Yukon","60","Business management and public administration",3510
"2018/2019","Yukon","60","Physical and life sciences and technologies",NA
"2018/2019","Yukon","60","Mathematics, computer and information sciences",NA
"2018/2019","Yukon","60","Engineering",NA
"2018/2019","Yukon","60","Architecture",NA
"2018/2019","Yukon","60","Agriculture, natural resources and conservation",NA
"2018/2019","Yukon","60","Dentistry",NA
"2018/2019","Yukon","60","Medicine",NA
"2018/2019","Yukon","60","Nursing",NA
"2018/2019","Yukon","60","Pharmacy",NA
"2018/2019","Yukon","60","Veterinary medicine",NA
"2018/2019","Yukon","60","Optometry",NA
"2018/2019","Yukon","60","Other health, parks, recreation and fitness",NA
"2018/2019","Yukon","60","Personal, protective and transportation services",NA
"2018/2019","Whitehorse","990","Total, field of study",3510
"2018/2019","Whitehorse","990","Education",NA
"2018/2019","Whitehorse","990","Visual and performing arts, and communications technologies",NA
"2018/2019","Whitehorse","990","Humanities",NA
"2018/2019","Whitehorse","990","Social and behavioural sciences, and legal studies",NA
"2018/2019","Whitehorse","990","Law",NA
"2018/2019","Whitehorse","990","Business management and public administration",3510
"2018/2019","Whitehorse","990","Physical and life sciences and technologies",NA
