"CSDUID","CDUID","PRUID","area_km2","precip_extrapolated","r20mm_2025","r20mm_2050","cdd_2025","cdd_2050","r1mm_2025","r1mm_2050","sdii_2025","sdii_2050","r95days_2025","r95days_2050","r99days_2025","r99days_2050","r20mm_2025_cd_mean","r20mm_2050_cd_mean","cdd_2025_cd_mean","cdd_2050_cd_mean","r1mm_2025_cd_mean","r1mm_2050_cd_mean","sdii_2025_cd_mean","sdii_2050_cd_mean","r95days_2025_cd_mean","r95days_2050_cd_mean","r99days_2025_cd_mean","r99days_2050_cd_mean","r20mm_2025_pr_mean","r20mm_2050_pr_mean","cdd_2025_pr_mean","cdd_2050_pr_mean","r1mm_2025_pr_mean","r1mm_2050_pr_mean","sdii_2025_pr_mean","sdii_2050_pr_mean","r95days_2025_pr_mean","r95days_2050_pr_mean","r99days_2025_pr_mean","r99days_2050_pr_mean","r20mm_2025_pctile_national","r20mm_2050_pctile_national","cdd_2025_pctile_national","cdd_2050_pctile_national","r1mm_2025_pctile_national","r1mm_2050_pctile_national","sdii_2025_pctile_national","sdii_2050_pctile_national","r95days_2025_pctile_national","r95days_2050_pctile_national","r99days_2025_pctile_national","r99days_2050_pctile_national"
"4702078","4702","47",1.3656984356205,FALSE,2,2,27,26,82,82,4.59384822845459,4.75626087188721,3,3,1,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,86.8,88.3,13.6,12.6,22.2,28.3,1.9,2.6,35.5,24.8
"4702079","4702","47",1.38318682113224,FALSE,2,3,25,26,81,83,4.73412322998047,4.75016450881958,4,4,1,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,42.3,78.9,88.3,12.7,13.8,29.8,27.9,14.9,12.9,35.5,24.8
"4702801","4702","47",1.96927855760103,FALSE,2,2,25.6666666666667,26,82.3333333333333,83.3333333333333,4.60916837056478,4.64526494344075,4,4,0,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,82.1,88.3,14,14.2,23,23,14.9,12.9,1.6,24.8
"4701058","4701","47",815.439539302024,FALSE,2,2.875,27.125,25.7916666666667,79.8333333333333,82.3333333333333,5.0851691365242,4.99903460343679,3.75,3.95833333333333,0.375,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,40.6,87.7,86.8,10.9,13.1,39.5,38.4,6.6,8.3,4.3,24.8
"4701059","4701","47",3.44818482912439,FALSE,2,3,27.5,26,76,78.5,5.15036988258362,5.05703234672546,4,4,0,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,42.3,88.6,88.3,6.1,9.1,40.4,39.2,14.9,12.9,1.6,24.8
"4703004","4703","47",2.30874008066924,FALSE,2,2,31,30,72,74,4.79202127456665,4.63956689834595,3,3,1,1,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,97.7,98.1,2.8,4.2,32.5,22.7,1.9,2.6,35.5,24.8
"4703006","4703","47",785.228363723768,FALSE,2,1.08333333333333,29.5,30.7916666666667,72.9583333333333,72.125,4.66936069726944,4.56626055637995,3,3.08333333333333,1,1,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,16,94.7,98.7,3.4,3,26.3,19.1,1.9,5,35.5,24.8
"4703009","4703","47",2.6397921176169,FALSE,2,1,30,33,74,71,4.56532144546509,4.54677724838257,3,3,1,1,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,10.9,95.8,99.2,4.2,2.4,20.6,18.2,1.9,2.6,35.5,24.8
"4703011","4703","47",1756.7216771816,FALSE,2,1.02631578947368,27.7894736842105,29.9473684210526,71.8947368421053,71.2631578947368,4.7611447133516,4.62271194708975,3,2.94736842105263,0.973684210526316,0.473684210526316,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,15.7,89.2,97.7,2.7,2.7,31.2,21.9,1.9,0.4,9.8,4.2
"4703012","4703","47",0.608508082737492,FALSE,2,1,28,28,70,70,4.75416135787964,4.5906720161438,3,3,1,1,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,10.9,90.2,94.8,1.7,1.9,30.9,20.5,1.9,2.6,35.5,24.8
"4703016","4703","47",850.291672680108,FALSE,1.75,1,28.1666666666667,30.125,71.25,68.2916666666667,4.69505270322164,4.44690036773682,3.08333333333333,2.95833333333333,0.125,0,1.85548736570543,1.17917150865469,28.4980419612455,30.1963531773591,72.4897072565498,72.3556534864931,4.74423318133473,4.47644545213848,3.32066490759109,3.02423874760991,0.760527004875206,0.330381504848139,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,20.3,10.9,91.2,98.4,2.5,1.3,27.7,15,3.8,0.5,3.3,1.5
"4607071","4607","46",575.828406066065,FALSE,2.72222222222222,3,24.5,24.7222222222222,83.6111111111111,85.7777777777778,5.57249257299635,5.25847535663181,4.66666666666667,4.05555555555556,1,0.0555555555555556,2.84102614036542,2.99406084932642,25.2815418703458,24.8406937895419,83.8556368718028,85.3768739834841,5.51828788485439,5.36073672169122,4.50082609568052,4.31895845249669,0.945004404840702,0.70281405543851,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,40,42.3,76,80.1,15.2,17.7,46.7,41.8,26.9,17.5,35.5,3.1
"4607072","4607","46",0.0359275977594306,FALSE,3,3,25,26,80,82,5.79279327392578,5.46618938446045,5,4,1,0,2.84102614036542,2.99406084932642,25.2815418703458,24.8406937895419,83.8556368718028,85.3768739834841,5.51828788485439,5.36073672169122,4.50082609568052,4.31895845249669,0.945004404840702,0.70281405543851,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,42.5,42.3,78.9,88.3,11.3,12.6,49.2,43.9,31.4,12.9,35.5,1.5
"4702033","4702","47",850.685611687247,FALSE,2,2,25.0416666666667,27.125,78.2083333333333,78.3333333333333,4.72899800539017,4.76459054152171,3.375,3.33333333333333,0.958333333333333,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,80.3,93.1,9.2,9,29.5,28.9,4.7,5.9,9.4,24.8
"4702036","4702","47",0.653122677356201,FALSE,2,2,25,27,78,80,4.72368288040161,4.77491617202759,4,3,1,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,78.9,92.1,8.7,10.7,29.2,29.5,14.9,2.6,35.5,24.8
"4702037","4702","47",846.34898740007,FALSE,2,2,25.25,26.7916666666667,78.2083333333333,80.3333333333333,4.91604997714361,4.86783836285273,3.125,3.125,0.916666666666667,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,80.8,90.9,9.2,11.1,36.4,34.7,3.9,5.2,8.6,24.8
"4702038","4702","47",1.04639409521873,FALSE,2,2,26,27,78,80,4.82843160629272,4.80741786956787,3,3,1,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,83.4,92.1,8.7,10.7,34.3,31.5,1.9,2.6,35.5,24.8
"4702039","4702","47",1.61116627633181,FALSE,2,2,25,26,78,80,4.97182631492615,4.91268825531006,3,3,0.5,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,78.9,88.3,8.7,10.7,37.5,36.5,1.9,2.6,5.1,24.8
"4702041","4702","47",1.57739559571688,FALSE,2,2,26,27,76,79,5.06091356277466,4.9161491394043,3,3,1,1,1.87466893069685,1.99394460644401,25.8288869579611,27.1112076037386,78.0408451255034,78.2573220006916,4.75376134284506,4.68850058273625,3.27051861054073,3.35796031860692,0.942314263439263,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,83.4,92.1,6.1,9.7,39.1,36.6,1.9,2.6,35.5,24.8
"2469045","2469","24",149.642962340968,FALSE,6.4,8.8,12.1,12.2,142.6,142.1,6.82716345787048,7.18282828330994,6.4,9,1,2,6.16597859106118,8.41100016201663,12.8052285678843,12.2096681629418,142.847417528492,142.532352508676,6.75679020151895,7.11841230773849,6.4363528460683,8.69016770025474,1.06847441504211,2,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,59.8,65.5,23.3,30.5,56.8,54.6,68.9,67.1,44.5,62.1,35.5,64.1
"4613049","4613","46",2.78832169872887,FALSE,3,3,23,23,87,92,5.31703996658325,5.37602758407593,5,5,1,1,3.25205165393398,3.16159262079435,24.0109747370267,22.9926429520129,88.281940843549,91.5612554934732,5.45919036895106,5.44036869418396,4.3293016323114,4.62048979275504,0.830189995477648,1,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,42.5,42.3,66.5,68.7,20.2,26.4,43.1,42.9,31.4,28.9,35.5,24.8
"4613056","4613","46",799.58074401165,FALSE,3.12903225806452,3.06451612903226,23.8387096774194,22.6129032258065,89.1935483870968,92.6129032258064,5.43986452779462,5.40097513506489,4.19354838709677,4.67741935483871,0.935483870967742,1,3.25205165393398,3.16159262079435,24.0109747370267,22.9926429520129,88.281940843549,91.5612554934732,5.45919036895106,5.44036869418396,4.3293016323114,4.62048979275504,0.830189995477648,1,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,44.4,43.7,70.7,66.1,24.2,26.9,45.1,43.2,22.9,22.2,9,24.8
"4613062","4613","46",55.3650270585588,FALSE,3,3,23.5,21.75,89.75,94.75,5.37059080600739,5.33026373386383,4,5,1,1,3.25205165393398,3.16159262079435,24.0109747370267,22.9926429520129,88.281940843549,91.5612554934732,5.45919036895106,5.44036869418396,4.3293016323114,4.62048979275504,0.830189995477648,1,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,42.5,42.3,69.4,62.3,24.8,28.5,44.1,42.5,14.9,28.9,35.5,24.8
"4614015","4614","46",441.835641698246,FALSE,3.93333333333333,3.73333333333333,23.6,24.4,87.3333333333333,89.8,5.52162726720174,5.63054548899333,4.73333333333333,4.53333333333333,0.0666666666666667,1,3.46889719737035,3.37011374294336,23.6519494171721,23.6854011396273,87.2357918860029,89.875358983153,5.39826137398915,5.46722342641776,4.72993184592301,4.47608747909085,0.2512844218104,0.795449248512429,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,45.9,44.5,70.1,78.2,20.9,23.9,46.1,45.6,27.3,21.4,3.3,24.8
"4603050","4603","46",21.0847832430309,FALSE,4,4,27.75,24,84,85,5.56565356254578,5.87800467014313,4,4,1,0.5,3.79945634907208,3.91740562097278,25.5717200515586,24.2324975943955,88.5495362919985,88.088765552776,5.40276693005359,5.78606216238732,4,4.66428662915587,0.992985157888997,0.684241775512766,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,46.5,45.6,89.1,75.3,15.7,16.8,46.6,47.7,14.9,12.9,35.5,4.5
"4603053","4603","46",23.7012951835677,FALSE,4,4,27,24.5,86,86,5.64131736755371,5.98588728904724,4,4.5,1,0.5,3.79945634907208,3.91740562097278,25.5717200515586,24.2324975943955,88.5495362919985,88.088765552776,5.40276693005359,5.78606216238732,4,4.66428662915587,0.992985157888997,0.684241775512766,1.47695036790056,1.58683447676345,21.0533669725047,20.8723183318565,103.164904009847,104.194792803861,4.28084799944177,4.34342026917381,5.3239209919716,5.79541812153321,1.00085217705184,1.18756957818913,46.5,45.6,86.8,78.8,18.6,18.2,47.6,48.9,14.9,20.8,35.5,4.5
"4701061","4701","47",2.64465289992365,FALSE,2,3,27.5,26.5,78.5,80.5,5.03053617477417,4.90047097206116,3,4,0.5,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,42.3,88.6,90.3,9.3,11.2,38.6,36.1,1.9,12.9,5.1,24.8
"4701063","4701","47",846.74507272941,FALSE,2,2.41666666666667,26.2916666666667,26.125,80.375,82.0416666666667,4.83335908253988,4.87776839733124,3.58333333333333,3.75,0.666666666666667,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,39.1,84.8,89.5,11.8,12.9,34.5,35.2,5.8,7.4,6.5,24.8
"4701064","4701","47",1.32045051114944,FALSE,2,2,26,26,80,81,4.89737939834595,4.97456693649292,3,4,1,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,83.4,88.3,11.3,11.7,36.1,38,1.9,12.9,35.5,24.8
"4701066","4701","47",3.5329825412141,FALSE,2,2.5,26,26,81.5,84,4.7688307762146,4.84803128242493,3.5,3.5,0.5,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,39.5,83.4,88.3,13.2,15.1,31.6,33.7,5.2,6.6,5.1,24.8
"4701067","4701","47",0.95546673731655,FALSE,2,2,27,26,80,82,4.72445631027222,4.80715560913086,3,4,1,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,86.8,88.3,11.3,12.6,29.3,31.5,1.9,12.9,35.5,24.8
"4701069","4701","47",812.182741401712,FALSE,2,2.875,26.625,25.5833333333333,81.5416666666667,84.625,4.82761468489965,4.79117880264918,3.91666666666667,4,0.541666666666667,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,40.6,85.6,86.4,13.3,16.2,34.2,30.5,7.9,12.9,5.7,24.8
"4701072","4701","47",802.449467268327,FALSE,2,3,26.75,24.8333333333333,83.9583333333333,88.3333333333333,5.00049688418706,4.87867005666097,4,4.45833333333333,0.583333333333333,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,42.3,85.8,80.5,15.4,22,38.1,35.3,14.9,20.1,6,24.8
"2469050","2469","24",69.8289352730426,FALSE,6,8.66666666666667,13,12,141.5,142,6.89574440320333,7.17542401949565,6,8.66666666666667,1,2,6.16597859106118,8.41100016201663,12.8052285678843,12.2096681629418,142.847417528492,142.532352508676,6.75679020151895,7.11841230773849,6.4363528460683,8.69016770025474,1.06847441504211,2,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,56.7,64.8,32.9,26.2,55,54.4,71,66.9,40.5,55.1,35.5,64.1
"2469055","2469","24",2.92580611002159,FALSE,6.25,8.75,12.25,12.5,141,141.25,6.90642952919006,7.18969476222992,6.5,9,1,2,6.16597859106118,8.41100016201663,12.8052285678843,12.2096681629418,142.847417528492,142.532352508676,6.75679020151895,7.11841230773849,6.4363528460683,8.69016770025474,1.06847441504211,2,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,59,65.2,24.7,33.8,54.5,53.3,71.2,67.3,45,62.1,35.5,64.1
"2469060","2469","24",138.910265625209,FALSE,6.125,8.25,13.25,12.5,141,142,6.82749933004379,7.10434740781784,6.375,8.375,1,2,6.16597859106118,8.41100016201663,12.8052285678843,12.2096681629418,142.847417528492,142.532352508676,6.75679020151895,7.11841230773849,6.4363528460683,8.69016770025474,1.06847441504211,2,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,58.2,62.8,36.1,33.8,54.5,54.4,68.9,65.2,44.4,51.9,35.5,64.1
"2462047","2462","24",301.693905401051,FALSE,9.76923076923077,10.0769230769231,12.5384615384615,12.1538461538462,151.307692307692,150.384615384615,7.2343949171213,7.72207553570087,8.23076923076923,9.07692307692308,1,2.15384615384615,7.09681808344265,7.97221303465192,11.6840835647172,11.2698984967967,160.09922519529,162.074595499171,6.57277184720622,6.91572866362933,8.53345560770355,9.70145574204679,1.7311105813632,1.972087750316,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,81.3,77.4,27.7,30,69.5,65.2,81.4,83.4,70.8,66,35.5,81.2
"2462053","2462","24",56.7879666535203,FALSE,9.5,10,12.75,12,155.5,153,7.18028926849365,7.69825398921967,8.25,9,1.25,2,7.09681808344265,7.97221303465192,11.6840835647172,11.2698984967967,160.09922519529,162.074595499171,6.57277184720622,6.91572866362933,8.53345560770355,9.70145574204679,1.7311105813632,1.972087750316,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,80.1,75.6,29.3,26.2,76,68.2,80.1,82.9,71.2,62.1,66.5,64.1
"2462055","2462","24",261.009825219646,FALSE,8.84615384615385,9.61538461538461,12.2307692307692,11.7692307692308,156,155.846153846154,7.14129128822914,7.55840547268207,8.15384615384615,9,1.38461538461538,2,7.09681808344265,7.97221303465192,11.6840835647172,11.2698984967967,160.09922519529,162.074595499171,6.57277184720622,6.91572866362933,8.53345560770355,9.70145574204679,1.7311105813632,1.972087750316,3.25571750524463,3.93716222235404,13.3035423319185,12.6200967953092,161.592195600049,168.901564745997,4.83895329376045,5.0645054814147,8.9333826458314,10.5727674396979,1.76957326005907,2.39158430389229,75,71.6,24.5,21.9,76.9,72.2,78.9,78.5,69.8,62.1,69.2,64.1
"4701036","4701","47",848.834412024313,FALSE,2,2.15,28.55,27.4,75.45,79.55,5.31358137130737,5.29196410179138,3.35,3.45,0.7,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,37.6,92.1,93.4,5.5,10.2,43,42.1,4.6,6.2,6.7,24.8
"4701037","4701","47",2.68351592186358,FALSE,2,2,27,29,75,79,5.26374101638794,5.32319784164429,3,3,1,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,86.8,96.9,5,9.7,42.2,42.4,1.9,2.6,35.5,24.8
"4701041","4701","47",0.432636442422395,FALSE,2,2,28,31,76,79,5.50308084487915,5.45674276351929,3,4,1,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,29.6,28.9,90.2,98.7,6.1,9.7,45.8,43.9,1.9,12.9,35.5,24.8
"4701043","4701","47",581.530292295115,FALSE,2.625,2.75,28.5,26.875,74.3125,80.375,5.72128966450691,5.45762062072754,3.875,4,1,1,2.1399156704791,2.43032026773258,27.9347864879217,26.4412377673028,77.6924669010565,81.2127000822024,5.26239567923236,5.17990082480472,3.58779771115722,3.83911120379627,0.796831381039237,1,1.40017369892951,1.38054193650059,24.1057204274132,23.5382879424002,92.700497045228,92.7209126289372,4.30804952966455,4.30899256707638,4.79131732404358,4.76836656361725,0.976542775809371,0.949090164497736,39.6,40.2,91.8,91.1,4.6,11.1,48.5,43.9,7.5,12.9,35.5,24.8
