"csd","date","topic","t_total","t_single","t_semi","t_row","t_apt","h_total","h_single","h_semi","h_row","h_apt","r_total","r_single","r_semi","r_row","r_apt","co_total","co_single","co_semi","co_row","co_apt","cp_total","cp_single","cp_semi","cp_row","cp_apt"
"1001485","2006-07-01","under construction",97,97,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2007-07-01","under construction",120,120,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2008-07-01","under construction",230,193,0,0,37,193,193,0,0,0,10,0,0,0,10,27,0,0,0,27,0,0,0,0,0
"1001485","2009-07-01","under construction",209,183,0,0,26,183,183,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0
"1001485","2010-07-01","under construction",192,182,0,10,0,182,182,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"1001485","2011-07-01","under construction",179,174,0,5,0,174,174,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"1001485","2012-07-01","under construction",225,203,2,20,0,209,203,0,6,0,0,0,0,0,0,16,0,2,14,0,0,0,0,0,0
"1001485","2013-07-01","under construction",191,186,0,5,0,186,186,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"1001485","2014-07-01","under construction",163,149,0,14,0,158,149,0,9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"1001485","2015-07-01","under construction",184,160,0,14,10,169,160,0,9,0,10,0,0,0,10,5,0,0,5,0,0,0,0,0,0
"1001485","2016-07-01","under construction",145,116,0,19,10,135,116,0,19,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"1001485","2017-07-01","under construction",131,100,14,7,10,121,100,14,7,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"1001485","2018-07-01","under construction",125,108,4,12,1,124,108,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001485","2019-07-01","under construction",86,74,8,4,0,86,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2020-07-01","under construction",63,57,6,0,0,63,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2021-07-01","under construction",91,80,6,3,2,89,80,6,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001485","2022-07-01","under construction",100,88,12,0,0,100,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2023-07-01","under construction",71,63,8,0,0,71,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2024-07-01","under construction",86,72,14,0,0,86,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001485","2025-07-01","under construction",147,124,12,8,3,144,124,12,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1001504","1993-07-01","starts",29,27,0,0,2,29,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1994-07-01","starts",31,29,0,0,2,31,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1995-07-01","starts",39,37,0,0,2,39,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1996-07-01","starts",32,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1997-07-01","starts",22,20,0,0,2,22,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1998-07-01","starts",32,30,0,0,2,32,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1999-07-01","starts",68,54,14,0,0,68,54,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2000-07-01","starts",48,46,2,0,0,48,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2001-07-01","starts",52,52,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2002-07-01","starts",74,72,0,0,2,74,72,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2003-07-01","starts",71,71,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2004-07-01","starts",110,108,2,0,0,110,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2005-07-01","starts",66,66,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2006-07-01","starts",63,63,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2007-07-01","starts",62,62,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2008-07-01","starts",79,77,2,0,0,79,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2009-07-01","starts",69,67,2,0,0,69,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2010-07-01","starts",92,90,2,0,0,92,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2011-07-01","starts",89,89,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2012-07-01","starts",72,72,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2013-07-01","starts",74,74,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2014-07-01","starts",63,63,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2015-07-01","starts",52,50,0,0,2,50,50,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2016-07-01","starts",68,67,0,0,1,67,67,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2017-07-01","starts",31,30,0,0,1,30,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2018-07-01","starts",33,33,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2019-07-01","starts",26,24,0,0,2,24,24,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2020-07-01","starts",34,34,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2021-07-01","starts",41,39,0,0,2,39,39,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2022-07-01","starts",44,44,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2023-07-01","starts",40,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2024-07-01","starts",56,51,0,0,5,51,51,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"1001504","2025-07-01","starts",63,60,0,0,3,60,60,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1001504","1993-07-01","completions",45,43,0,0,2,45,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1994-07-01","completions",29,27,0,0,2,29,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1995-07-01","completions",35,33,0,0,2,35,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1996-07-01","completions",24,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1997-07-01","completions",34,32,0,0,2,34,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1998-07-01","completions",36,34,0,0,2,36,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1999-07-01","completions",25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2000-07-01","completions",64,60,4,0,0,64,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2001-07-01","completions",45,45,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2002-07-01","completions",57,57,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2003-07-01","completions",71,67,2,0,2,71,67,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2004-07-01","completions",93,91,2,0,0,93,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2005-07-01","completions",87,87,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2006-07-01","completions",58,58,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2007-07-01","completions",55,55,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2008-07-01","completions",76,74,2,0,0,76,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2009-07-01","completions",66,66,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2010-07-01","completions",77,73,4,0,0,77,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2011-07-01","completions",92,90,2,0,0,92,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2012-07-01","completions",77,77,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2013-07-01","completions",66,66,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2014-07-01","completions",79,79,0,0,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2015-07-01","completions",63,63,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2016-07-01","completions",60,58,0,0,2,58,58,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2017-07-01","completions",51,50,0,0,1,50,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2018-07-01","completions",40,39,0,0,1,39,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2019-07-01","completions",37,36,0,0,1,36,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2020-07-01","completions",24,23,0,0,1,23,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2021-07-01","completions",35,34,0,0,1,34,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2022-07-01","completions",39,38,0,0,1,38,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2023-07-01","completions",49,49,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2024-07-01","completions",45,43,0,0,2,43,43,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2025-07-01","completions",54,49,0,0,5,49,49,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"1001504","1993-07-01","under construction",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1994-07-01","under construction",17,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1995-07-01","under construction",20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1996-07-01","under construction",28,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1997-07-01","under construction",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1998-07-01","under construction",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","1999-07-01","under construction",46,46,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2000-07-01","under construction",32,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2001-07-01","under construction",36,36,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2002-07-01","under construction",54,52,2,0,0,54,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2003-07-01","under construction",55,55,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2004-07-01","under construction",71,71,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2005-07-01","under construction",50,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2006-07-01","under construction",56,56,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2007-07-01","under construction",64,64,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2008-07-01","under construction",63,61,2,0,0,63,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2009-07-01","under construction",66,62,4,0,0,66,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2010-07-01","under construction",81,79,2,0,0,81,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2011-07-01","under construction",78,78,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2012-07-01","under construction",73,73,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2013-07-01","under construction",81,81,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2014-07-01","under construction",65,65,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2015-07-01","under construction",53,51,0,0,2,51,51,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001504","2016-07-01","under construction",62,61,0,0,1,61,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2017-07-01","under construction",40,39,0,0,1,39,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2018-07-01","under construction",34,34,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2019-07-01","under construction",19,18,0,0,1,18,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2020-07-01","under construction",30,30,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2021-07-01","under construction",34,33,0,0,1,33,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001504","2022-07-01","under construction",39,39,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2023-07-01","under construction",30,30,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001504","2024-07-01","under construction",40,37,0,0,3,37,37,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1001504","2025-07-01","under construction",50,48,0,0,2,48,48,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1001505","1990-07-01","starts",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1991-07-01","starts",13,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1992-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1993-07-01","starts",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1994-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1995-07-01","starts",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1996-07-01","starts",8,6,0,0,2,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1997-07-01","starts",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1998-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1999-07-01","starts",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2000-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2001-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2002-07-01","starts",10,10,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2003-07-01","starts",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2004-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2005-07-01","starts",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2006-07-01","starts",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2007-07-01","starts",18,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2008-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2009-07-01","starts",21,21,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2010-07-01","starts",31,31,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2011-07-01","starts",23,23,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2012-07-01","starts",20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2013-07-01","starts",33,21,0,0,12,21,21,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"1001505","2014-07-01","starts",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2015-07-01","starts",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2016-07-01","starts",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2017-07-01","starts",6,5,0,0,1,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001505","2018-07-01","starts",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2019-07-01","starts",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2020-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2021-07-01","starts",6,4,2,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2022-07-01","starts",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2023-07-01","starts",17,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2024-07-01","starts",45,7,2,0,36,9,7,2,0,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0
"1001505","2025-07-01","starts",53,45,0,3,5,48,45,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"1001505","1990-07-01","completions",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1991-07-01","completions",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1992-07-01","completions",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1993-07-01","completions",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1994-07-01","completions",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1995-07-01","completions",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1996-07-01","completions",8,6,0,0,2,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1997-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1998-07-01","completions",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1999-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2000-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2001-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2002-07-01","completions",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2003-07-01","completions",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2004-07-01","completions",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2005-07-01","completions",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2006-07-01","completions",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2007-07-01","completions",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2008-07-01","completions",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2009-07-01","completions",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2010-07-01","completions",21,21,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2011-07-01","completions",28,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2012-07-01","completions",18,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2013-07-01","completions",24,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2014-07-01","completions",20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2015-07-01","completions",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2016-07-01","completions",17,7,0,10,0,7,7,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"1001505","2017-07-01","completions",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2018-07-01","completions",7,6,0,0,1,6,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001505","2019-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2020-07-01","completions",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2021-07-01","completions",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2022-07-01","completions",12,10,2,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2023-07-01","completions",17,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2024-07-01","completions",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2025-07-01","completions",52,14,2,0,36,12,12,0,0,0,40,2,2,0,36,0,0,0,0,0,0,0,0,0,0
"1001505","1990-07-01","under construction",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1991-07-01","under construction",12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1992-07-01","under construction",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1993-07-01","under construction",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1994-07-01","under construction",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1995-07-01","under construction",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1996-07-01","under construction",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1997-07-01","under construction",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1998-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","1999-07-01","under construction",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2000-07-01","under construction",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2001-07-01","under construction",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2002-07-01","under construction",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2003-07-01","under construction",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2004-07-01","under construction",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2005-07-01","under construction",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2006-07-01","under construction",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2007-07-01","under construction",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2008-07-01","under construction",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2009-07-01","under construction",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001505","2010-07-01","under construction",25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
