"CSDUID_SDRIDU","CSDNAME_SDRNOM","CSDTYPE_SDRGENRE","CMAPUID_RMRPIDU","CMANAME_RMRNOM","POPCTRRATYPE_CTRPOPRRGENRE","DACODE_ADCODE","DBCODE_IDCODE"
4811061,Edmonton,CY,48835,Edmonton,1,48110230,004
4811061,Edmonton,CY,48835,Edmonton,1,48110230,005
4811061,Edmonton,CY,48835,Edmonton,1,48110230,006
4811061,Edmonton,CY,48835,Edmonton,1,48110231,001
4811061,Edmonton,CY,48835,Edmonton,1,48110231,002
4811061,Edmonton,CY,48835,Edmonton,1,48110231,003
4811061,Edmonton,CY,48835,Edmonton,1,48110231,004
4811061,Edmonton,CY,48835,Edmonton,1,48110232,001
4811061,Edmonton,CY,48835,Edmonton,1,48110232,002
4811061,Edmonton,CY,48835,Edmonton,1,48110232,003
4811061,Edmonton,CY,48835,Edmonton,1,48110232,004
4811061,Edmonton,CY,48835,Edmonton,1,48110232,005
4811061,Edmonton,CY,48835,Edmonton,1,48110232,006
4811061,Edmonton,CY,48835,Edmonton,1,48110232,007
4811061,Edmonton,CY,48835,Edmonton,1,48110232,010
4811061,Edmonton,CY,48835,Edmonton,1,48110232,011
4811061,Edmonton,CY,48835,Edmonton,1,48110232,012
4811061,Edmonton,CY,48835,Edmonton,1,48110232,013
4811061,Edmonton,CY,48835,Edmonton,1,48110233,001
4811061,Edmonton,CY,48835,Edmonton,1,48110233,002
4811061,Edmonton,CY,48835,Edmonton,1,48110233,003
4811061,Edmonton,CY,48835,Edmonton,1,48110233,004
4811061,Edmonton,CY,48835,Edmonton,1,48110234,005
4811061,Edmonton,CY,48835,Edmonton,1,48110234,006
4811061,Edmonton,CY,48835,Edmonton,1,48110234,007
4811061,Edmonton,CY,48835,Edmonton,1,48110234,010
4811061,Edmonton,CY,48835,Edmonton,1,48110234,011
4811061,Edmonton,CY,48835,Edmonton,1,48110234,012
4811061,Edmonton,CY,48835,Edmonton,1,48110234,013
4811061,Edmonton,CY,48835,Edmonton,1,48110234,014
4811061,Edmonton,CY,48835,Edmonton,1,48110234,015
4811061,Edmonton,CY,48835,Edmonton,1,48110234,016
4811061,Edmonton,CY,48835,Edmonton,1,48110235,001
4811061,Edmonton,CY,48835,Edmonton,1,48110235,002
4811061,Edmonton,CY,48835,Edmonton,1,48110235,003
4811061,Edmonton,CY,48835,Edmonton,1,48110235,004
4811061,Edmonton,CY,48835,Edmonton,1,48110235,005
4811061,Edmonton,CY,48835,Edmonton,1,48110235,007
4811061,Edmonton,CY,48835,Edmonton,1,48110235,009
4811061,Edmonton,CY,48835,Edmonton,1,48110236,001
4811061,Edmonton,CY,48835,Edmonton,1,48110236,002
4811061,Edmonton,CY,48835,Edmonton,1,48110236,006
4811061,Edmonton,CY,48835,Edmonton,1,48110236,009
4811061,Edmonton,CY,48835,Edmonton,1,48110237,001
4811061,Edmonton,CY,48835,Edmonton,1,48110237,002
4811061,Edmonton,CY,48835,Edmonton,1,48110237,003
4811061,Edmonton,CY,48835,Edmonton,1,48110237,004
4811061,Edmonton,CY,48835,Edmonton,1,48110237,005
4811061,Edmonton,CY,48835,Edmonton,1,48110237,006
4811061,Edmonton,CY,48835,Edmonton,1,48110237,007
4811061,Edmonton,CY,48835,Edmonton,1,48110238,001
4811061,Edmonton,CY,48835,Edmonton,1,48110238,002
4811061,Edmonton,CY,48835,Edmonton,1,48110238,003
4811061,Edmonton,CY,48835,Edmonton,1,48110238,004
4811061,Edmonton,CY,48835,Edmonton,1,48110239,003
4811061,Edmonton,CY,48835,Edmonton,1,48110239,004
4811061,Edmonton,CY,48835,Edmonton,1,48110239,005
4811061,Edmonton,CY,48835,Edmonton,1,48110239,006
4811061,Edmonton,CY,48835,Edmonton,1,48110239,007
4811061,Edmonton,CY,48835,Edmonton,1,48110239,008
4811061,Edmonton,CY,48835,Edmonton,1,48110239,009
4811061,Edmonton,CY,48835,Edmonton,1,48110239,010
4811061,Edmonton,CY,48835,Edmonton,1,48110239,017
4811061,Edmonton,CY,48835,Edmonton,1,48110239,018
4811061,Edmonton,CY,48835,Edmonton,1,48110239,019
4811061,Edmonton,CY,48835,Edmonton,1,48110239,020
4811061,Edmonton,CY,48835,Edmonton,1,48110240,001
4811061,Edmonton,CY,48835,Edmonton,1,48110240,003
4811061,Edmonton,CY,48835,Edmonton,1,48110240,004
4811061,Edmonton,CY,48835,Edmonton,1,48110240,005
4811061,Edmonton,CY,48835,Edmonton,1,48110240,008
4811061,Edmonton,CY,48835,Edmonton,1,48110240,009
4811061,Edmonton,CY,48835,Edmonton,1,48110240,010
4811061,Edmonton,CY,48835,Edmonton,1,48110240,011
4811061,Edmonton,CY,48835,Edmonton,1,48110240,012
4811061,Edmonton,CY,48835,Edmonton,1,48110240,013
4811061,Edmonton,CY,48835,Edmonton,1,48110240,014
4811061,Edmonton,CY,48835,Edmonton,1,48110240,015
4811061,Edmonton,CY,48835,Edmonton,1,48110240,016
4811061,Edmonton,CY,48835,Edmonton,1,48110240,017
4811061,Edmonton,CY,48835,Edmonton,1,48110240,018
4811061,Edmonton,CY,48835,Edmonton,1,48110240,019
4811061,Edmonton,CY,48835,Edmonton,1,48110240,021
4811061,Edmonton,CY,48835,Edmonton,1,48110240,022
4811061,Edmonton,CY,48835,Edmonton,1,48110241,001
4811061,Edmonton,CY,48835,Edmonton,1,48110241,002
4811061,Edmonton,CY,48835,Edmonton,1,48110241,003
4811061,Edmonton,CY,48835,Edmonton,1,48110241,004
4811061,Edmonton,CY,48835,Edmonton,1,48110241,005
4811061,Edmonton,CY,48835,Edmonton,1,48110241,006
4811061,Edmonton,CY,48835,Edmonton,1,48110241,007
4811061,Edmonton,CY,48835,Edmonton,1,48110241,008
4811061,Edmonton,CY,48835,Edmonton,1,48110241,009
4811061,Edmonton,CY,48835,Edmonton,1,48110241,010
4811061,Edmonton,CY,48835,Edmonton,1,48110241,011
4811061,Edmonton,CY,48835,Edmonton,1,48110241,012
4811061,Edmonton,CY,48835,Edmonton,1,48110242,001
4811061,Edmonton,CY,48835,Edmonton,1,48110242,002
4811061,Edmonton,CY,48835,Edmonton,1,48110242,003
4811061,Edmonton,CY,48835,Edmonton,1,48110242,004
4811061,Edmonton,CY,48835,Edmonton,1,48110242,005
4811061,Edmonton,CY,48835,Edmonton,1,48110242,006
4811061,Edmonton,CY,48835,Edmonton,1,48110242,007
4811061,Edmonton,CY,48835,Edmonton,1,48110242,008
4811061,Edmonton,CY,48835,Edmonton,1,48110242,009
4811061,Edmonton,CY,48835,Edmonton,1,48110242,010
4811061,Edmonton,CY,48835,Edmonton,1,48110242,011
4811061,Edmonton,CY,48835,Edmonton,1,48110242,015
4811061,Edmonton,CY,48835,Edmonton,1,48110242,018
4811061,Edmonton,CY,48835,Edmonton,1,48110243,002
4811061,Edmonton,CY,48835,Edmonton,1,48110243,003
4811061,Edmonton,CY,48835,Edmonton,1,48110243,004
4811061,Edmonton,CY,48835,Edmonton,1,48110243,005
4811061,Edmonton,CY,48835,Edmonton,1,48110243,006
4811061,Edmonton,CY,48835,Edmonton,1,48110243,007
4811061,Edmonton,CY,48835,Edmonton,1,48110243,008
4811061,Edmonton,CY,48835,Edmonton,1,48110243,009
4811061,Edmonton,CY,48835,Edmonton,1,48110244,001
4811061,Edmonton,CY,48835,Edmonton,1,48110244,002
4811061,Edmonton,CY,48835,Edmonton,1,48110244,003
4811061,Edmonton,CY,48835,Edmonton,1,48110244,004
4811061,Edmonton,CY,48835,Edmonton,1,48110245,001
4811061,Edmonton,CY,48835,Edmonton,1,48110245,002
4811061,Edmonton,CY,48835,Edmonton,1,48110245,003
4811061,Edmonton,CY,48835,Edmonton,1,48110245,004
4811061,Edmonton,CY,48835,Edmonton,1,48110245,005
4811061,Edmonton,CY,48835,Edmonton,1,48110245,006
4811061,Edmonton,CY,48835,Edmonton,1,48110245,007
4811061,Edmonton,CY,48835,Edmonton,1,48110245,008
4811061,Edmonton,CY,48835,Edmonton,1,48110245,009
4811061,Edmonton,CY,48835,Edmonton,1,48110246,001
4811061,Edmonton,CY,48835,Edmonton,1,48110246,002
4811061,Edmonton,CY,48835,Edmonton,1,48110246,003
4811061,Edmonton,CY,48835,Edmonton,1,48110246,004
4811061,Edmonton,CY,48835,Edmonton,1,48110246,005
4811061,Edmonton,CY,48835,Edmonton,1,48110246,006
4811061,Edmonton,CY,48835,Edmonton,1,48110247,001
4811061,Edmonton,CY,48835,Edmonton,1,48110247,002
4811061,Edmonton,CY,48835,Edmonton,1,48110247,003
4811061,Edmonton,CY,48835,Edmonton,1,48110247,004
4811061,Edmonton,CY,48835,Edmonton,1,48110247,007
4811061,Edmonton,CY,48835,Edmonton,1,48110247,008
4811061,Edmonton,CY,48835,Edmonton,1,48110248,001
4811061,Edmonton,CY,48835,Edmonton,1,48110248,002
4811061,Edmonton,CY,48835,Edmonton,1,48110248,003
4811061,Edmonton,CY,48835,Edmonton,1,48110248,004
4811061,Edmonton,CY,48835,Edmonton,1,48110248,005
4811061,Edmonton,CY,48835,Edmonton,1,48110249,001
4811061,Edmonton,CY,48835,Edmonton,1,48110249,002
4811061,Edmonton,CY,48835,Edmonton,1,48110249,003
4811061,Edmonton,CY,48835,Edmonton,1,48110249,004
4811061,Edmonton,CY,48835,Edmonton,1,48110250,001
4811061,Edmonton,CY,48835,Edmonton,1,48110250,002
4811061,Edmonton,CY,48835,Edmonton,1,48110250,003
4811061,Edmonton,CY,48835,Edmonton,1,48110250,004
4811061,Edmonton,CY,48835,Edmonton,1,48110250,005
4811061,Edmonton,CY,48835,Edmonton,1,48110250,006
4811061,Edmonton,CY,48835,Edmonton,1,48110250,007
4811061,Edmonton,CY,48835,Edmonton,1,48110250,008
4811061,Edmonton,CY,48835,Edmonton,1,48110251,001
4811061,Edmonton,CY,48835,Edmonton,1,48110251,002
4811061,Edmonton,CY,48835,Edmonton,1,48110251,003
4811061,Edmonton,CY,48835,Edmonton,1,48110251,005
4811061,Edmonton,CY,48835,Edmonton,1,48110251,006
4811061,Edmonton,CY,48835,Edmonton,1,48110251,007
4811061,Edmonton,CY,48835,Edmonton,1,48110251,010
4811061,Edmonton,CY,48835,Edmonton,1,48110251,011
4811061,Edmonton,CY,48835,Edmonton,1,48110252,001
4811061,Edmonton,CY,48835,Edmonton,1,48110252,002
4811061,Edmonton,CY,48835,Edmonton,1,48110252,003
4811061,Edmonton,CY,48835,Edmonton,1,48110252,004
4811061,Edmonton,CY,48835,Edmonton,1,48110252,008
4811061,Edmonton,CY,48835,Edmonton,1,48110252,009
4811061,Edmonton,CY,48835,Edmonton,1,48110252,010
4811061,Edmonton,CY,48835,Edmonton,1,48110253,001
4811061,Edmonton,CY,48835,Edmonton,1,48110253,002
4811061,Edmonton,CY,48835,Edmonton,1,48110253,003
4811061,Edmonton,CY,48835,Edmonton,1,48110253,004
4811061,Edmonton,CY,48835,Edmonton,1,48110253,005
4811061,Edmonton,CY,48835,Edmonton,1,48110253,006
4811061,Edmonton,CY,48835,Edmonton,1,48110253,008
4811061,Edmonton,CY,48835,Edmonton,1,48110253,009
4811061,Edmonton,CY,48835,Edmonton,1,48110253,010
4811061,Edmonton,CY,48835,Edmonton,1,48110254,001
4811061,Edmonton,CY,48835,Edmonton,1,48110254,002
4811061,Edmonton,CY,48835,Edmonton,1,48110254,003
4811061,Edmonton,CY,48835,Edmonton,1,48110254,004
4811061,Edmonton,CY,48835,Edmonton,1,48110254,005
4811061,Edmonton,CY,48835,Edmonton,1,48110255,003
4811061,Edmonton,CY,48835,Edmonton,1,48110255,004
4811061,Edmonton,CY,48835,Edmonton,1,48110255,006
4811061,Edmonton,CY,48835,Edmonton,1,48110255,007
4811061,Edmonton,CY,48835,Edmonton,1,48110256,001
4811061,Edmonton,CY,48835,Edmonton,1,48110256,002
4811061,Edmonton,CY,48835,Edmonton,1,48110256,003
4811061,Edmonton,CY,48835,Edmonton,1,48110256,004
4811061,Edmonton,CY,48835,Edmonton,1,48110256,005
4811061,Edmonton,CY,48835,Edmonton,1,48110257,003
4811061,Edmonton,CY,48835,Edmonton,1,48110257,004
4811061,Edmonton,CY,48835,Edmonton,1,48110257,005
4811061,Edmonton,CY,48835,Edmonton,1,48110257,006
4811061,Edmonton,CY,48835,Edmonton,1,48110258,003
4811061,Edmonton,CY,48835,Edmonton,1,48110258,004
4811061,Edmonton,CY,48835,Edmonton,1,48110258,005
4811061,Edmonton,CY,48835,Edmonton,1,48110258,007
4811061,Edmonton,CY,48835,Edmonton,1,48110258,008
4811061,Edmonton,CY,48835,Edmonton,1,48110258,009
4811061,Edmonton,CY,48835,Edmonton,1,48110259,001
4811061,Edmonton,CY,48835,Edmonton,1,48110259,002
4811061,Edmonton,CY,48835,Edmonton,1,48110259,004
4811061,Edmonton,CY,48835,Edmonton,1,48110259,008
4811061,Edmonton,CY,48835,Edmonton,1,48110259,009
4811061,Edmonton,CY,48835,Edmonton,1,48110259,010
4811061,Edmonton,CY,48835,Edmonton,1,48110259,011
4811061,Edmonton,CY,48835,Edmonton,1,48110260,001
4811061,Edmonton,CY,48835,Edmonton,1,48110260,002
4811061,Edmonton,CY,48835,Edmonton,1,48110260,003
4811061,Edmonton,CY,48835,Edmonton,1,48110260,006
4811061,Edmonton,CY,48835,Edmonton,1,48110260,008
4811061,Edmonton,CY,48835,Edmonton,1,48110260,009
4811061,Edmonton,CY,48835,Edmonton,1,48110261,001
4811061,Edmonton,CY,48835,Edmonton,1,48110261,002
4811061,Edmonton,CY,48835,Edmonton,1,48110261,003
4811061,Edmonton,CY,48835,Edmonton,1,48110261,004
4811061,Edmonton,CY,48835,Edmonton,1,48110261,005
4811061,Edmonton,CY,48835,Edmonton,1,48110261,006
4811061,Edmonton,CY,48835,Edmonton,1,48110261,007
4811061,Edmonton,CY,48835,Edmonton,1,48110261,008
4811061,Edmonton,CY,48835,Edmonton,1,48110262,001
4811061,Edmonton,CY,48835,Edmonton,1,48110262,003
4811061,Edmonton,CY,48835,Edmonton,1,48110262,006
4811061,Edmonton,CY,48835,Edmonton,1,48110263,003
4811061,Edmonton,CY,48835,Edmonton,1,48110263,004
4811061,Edmonton,CY,48835,Edmonton,1,48110263,015
4811061,Edmonton,CY,48835,Edmonton,1,48110264,003
4811061,Edmonton,CY,48835,Edmonton,1,48110264,004
4811061,Edmonton,CY,48835,Edmonton,1,48110264,005
4811061,Edmonton,CY,48835,Edmonton,1,48110264,006
4811061,Edmonton,CY,48835,Edmonton,1,48110265,003
4811061,Edmonton,CY,48835,Edmonton,1,48110265,004
4811061,Edmonton,CY,48835,Edmonton,1,48110265,005
4811061,Edmonton,CY,48835,Edmonton,1,48110265,006
4811061,Edmonton,CY,48835,Edmonton,1,48110266,002
4811061,Edmonton,CY,48835,Edmonton,1,48110266,004
4811061,Edmonton,CY,48835,Edmonton,1,48110267,001
4811061,Edmonton,CY,48835,Edmonton,1,48110267,002
4811061,Edmonton,CY,48835,Edmonton,1,48110267,003
4811061,Edmonton,CY,48835,Edmonton,1,48110268,001
4811061,Edmonton,CY,48835,Edmonton,1,48110269,001
4811061,Edmonton,CY,48835,Edmonton,1,48110269,002
4811061,Edmonton,CY,48835,Edmonton,1,48110269,003
4811061,Edmonton,CY,48835,Edmonton,1,48110270,001
4811061,Edmonton,CY,48835,Edmonton,1,48110270,002
4811061,Edmonton,CY,48835,Edmonton,1,48110271,001
4811061,Edmonton,CY,48835,Edmonton,1,48110271,002
4811061,Edmonton,CY,48835,Edmonton,1,48110271,003
4811061,Edmonton,CY,48835,Edmonton,1,48110273,001
4811061,Edmonton,CY,48835,Edmonton,1,48110273,002
4811061,Edmonton,CY,48835,Edmonton,1,48110273,003
4811061,Edmonton,CY,48835,Edmonton,1,48110274,003
4811061,Edmonton,CY,48835,Edmonton,1,48110274,004
4811061,Edmonton,CY,48835,Edmonton,1,48110277,001
4811061,Edmonton,CY,48835,Edmonton,1,48110277,002
4811061,Edmonton,CY,48835,Edmonton,1,48110277,003
4811061,Edmonton,CY,48835,Edmonton,1,48110280,001
4811061,Edmonton,CY,48835,Edmonton,1,48110281,001
4811061,Edmonton,CY,48835,Edmonton,1,48110281,003
4811061,Edmonton,CY,48835,Edmonton,1,48110281,005
4811061,Edmonton,CY,48835,Edmonton,1,48110281,006
4811061,Edmonton,CY,48835,Edmonton,1,48110284,001
4811061,Edmonton,CY,48835,Edmonton,1,48110284,002
4811061,Edmonton,CY,48835,Edmonton,1,48110286,002
4811061,Edmonton,CY,48835,Edmonton,1,48110286,006
4811061,Edmonton,CY,48835,Edmonton,1,48110286,007
4811061,Edmonton,CY,48835,Edmonton,1,48110287,001
4811061,Edmonton,CY,48835,Edmonton,1,48110287,002
4811061,Edmonton,CY,48835,Edmonton,1,48110287,003
4811061,Edmonton,CY,48835,Edmonton,1,48110288,001
4811061,Edmonton,CY,48835,Edmonton,1,48110288,002
4811061,Edmonton,CY,48835,Edmonton,1,48110288,003
4811061,Edmonton,CY,48835,Edmonton,1,48110289,001
4811061,Edmonton,CY,48835,Edmonton,1,48110289,002
4811061,Edmonton,CY,48835,Edmonton,1,48110291,001
4811061,Edmonton,CY,48835,Edmonton,1,48110291,002
4811061,Edmonton,CY,48835,Edmonton,1,48110291,004
4811061,Edmonton,CY,48835,Edmonton,1,48110291,007
4811061,Edmonton,CY,48835,Edmonton,1,48110292,001
4811061,Edmonton,CY,48835,Edmonton,1,48110293,001
4811061,Edmonton,CY,48835,Edmonton,1,48110293,002
4811061,Edmonton,CY,48835,Edmonton,1,48110294,001
4811061,Edmonton,CY,48835,Edmonton,1,48110294,003
4811061,Edmonton,CY,48835,Edmonton,1,48110294,004
4811061,Edmonton,CY,48835,Edmonton,1,48110294,005
4811061,Edmonton,CY,48835,Edmonton,1,48110295,002
4811061,Edmonton,CY,48835,Edmonton,1,48110295,003
4811061,Edmonton,CY,48835,Edmonton,1,48110295,004
4811061,Edmonton,CY,48835,Edmonton,1,48110295,005
4811061,Edmonton,CY,48835,Edmonton,1,48110295,006
4811061,Edmonton,CY,48835,Edmonton,1,48110295,009
4811061,Edmonton,CY,48835,Edmonton,1,48110295,010
4811061,Edmonton,CY,48835,Edmonton,1,48110295,011
4811061,Edmonton,CY,48835,Edmonton,1,48110298,001
4811061,Edmonton,CY,48835,Edmonton,1,48110298,002
4811061,Edmonton,CY,48835,Edmonton,1,48110300,002
4811061,Edmonton,CY,48835,Edmonton,1,48110300,003
4811061,Edmonton,CY,48835,Edmonton,1,48110300,004
4811061,Edmonton,CY,48835,Edmonton,1,48110301,001
4811061,Edmonton,CY,48835,Edmonton,1,48110301,002
4811061,Edmonton,CY,48835,Edmonton,1,48110301,003
4811061,Edmonton,CY,48835,Edmonton,1,48110301,004
4811061,Edmonton,CY,48835,Edmonton,1,48110302,001
4811061,Edmonton,CY,48835,Edmonton,1,48110302,002
4811061,Edmonton,CY,48835,Edmonton,1,48110302,003
4811061,Edmonton,CY,48835,Edmonton,1,48110302,004
4811061,Edmonton,CY,48835,Edmonton,1,48110303,001
4811061,Edmonton,CY,48835,Edmonton,1,48110304,001
4811061,Edmonton,CY,48835,Edmonton,1,48110304,002
4811061,Edmonton,CY,48835,Edmonton,1,48110304,003
4811061,Edmonton,CY,48835,Edmonton,1,48110305,001
4811061,Edmonton,CY,48835,Edmonton,1,48110305,002
4811061,Edmonton,CY,48835,Edmonton,1,48110306,001
4811061,Edmonton,CY,48835,Edmonton,1,48110306,002
4811061,Edmonton,CY,48835,Edmonton,1,48110306,003
4811061,Edmonton,CY,48835,Edmonton,1,48110306,004
4811061,Edmonton,CY,48835,Edmonton,1,48110307,001
4811061,Edmonton,CY,48835,Edmonton,1,48110307,002
4811061,Edmonton,CY,48835,Edmonton,1,48110307,003
4811061,Edmonton,CY,48835,Edmonton,1,48110307,004
4811061,Edmonton,CY,48835,Edmonton,1,48110308,003
4811061,Edmonton,CY,48835,Edmonton,1,48110308,004
4811061,Edmonton,CY,48835,Edmonton,1,48110309,001
4811061,Edmonton,CY,48835,Edmonton,1,48110309,002
4811061,Edmonton,CY,48835,Edmonton,1,48110309,003
4811061,Edmonton,CY,48835,Edmonton,1,48110310,001
4811061,Edmonton,CY,48835,Edmonton,1,48110311,001
4811061,Edmonton,CY,48835,Edmonton,1,48110311,002
4811061,Edmonton,CY,48835,Edmonton,1,48110314,004
4811061,Edmonton,CY,48835,Edmonton,1,48110314,005
4811061,Edmonton,CY,48835,Edmonton,1,48110314,006
4811061,Edmonton,CY,48835,Edmonton,1,48110314,007
4811061,Edmonton,CY,48835,Edmonton,1,48110314,008
4811061,Edmonton,CY,48835,Edmonton,1,48110315,001
4811061,Edmonton,CY,48835,Edmonton,1,48110315,002
4811061,Edmonton,CY,48835,Edmonton,1,48110315,003
4811061,Edmonton,CY,48835,Edmonton,1,48110316,001
4811061,Edmonton,CY,48835,Edmonton,1,48110316,002
4811061,Edmonton,CY,48835,Edmonton,1,48110317,001
4811061,Edmonton,CY,48835,Edmonton,1,48110317,002
4811061,Edmonton,CY,48835,Edmonton,1,48110317,003
4811061,Edmonton,CY,48835,Edmonton,1,48110317,004
4811061,Edmonton,CY,48835,Edmonton,1,48110318,001
4811061,Edmonton,CY,48835,Edmonton,1,48110318,002
4811061,Edmonton,CY,48835,Edmonton,1,48110319,001
4811061,Edmonton,CY,48835,Edmonton,1,48110319,005
4811061,Edmonton,CY,48835,Edmonton,1,48110320,001
4811061,Edmonton,CY,48835,Edmonton,1,48110320,002
4811061,Edmonton,CY,48835,Edmonton,1,48110320,003
4811061,Edmonton,CY,48835,Edmonton,1,48110320,004
4811061,Edmonton,CY,48835,Edmonton,1,48110321,001
4811061,Edmonton,CY,48835,Edmonton,1,48110321,002
4811061,Edmonton,CY,48835,Edmonton,1,48110321,003
4811061,Edmonton,CY,48835,Edmonton,1,48110321,004
4811061,Edmonton,CY,48835,Edmonton,1,48110321,005
4811061,Edmonton,CY,48835,Edmonton,1,48110322,001
4811061,Edmonton,CY,48835,Edmonton,1,48110323,002
4811061,Edmonton,CY,48835,Edmonton,1,48110323,003
4811061,Edmonton,CY,48835,Edmonton,1,48110323,004
4811061,Edmonton,CY,48835,Edmonton,1,48110323,005
4811061,Edmonton,CY,48835,Edmonton,1,48110323,006
4811061,Edmonton,CY,48835,Edmonton,1,48110324,001
4811061,Edmonton,CY,48835,Edmonton,1,48110324,002
4811061,Edmonton,CY,48835,Edmonton,1,48110324,003
4811061,Edmonton,CY,48835,Edmonton,1,48110324,004
4811061,Edmonton,CY,48835,Edmonton,1,48110325,001
4811061,Edmonton,CY,48835,Edmonton,1,48110326,001
4811061,Edmonton,CY,48835,Edmonton,1,48110326,002
4811061,Edmonton,CY,48835,Edmonton,1,48110326,003
4811061,Edmonton,CY,48835,Edmonton,1,48110326,004
4811061,Edmonton,CY,48835,Edmonton,1,48110326,005
4811061,Edmonton,CY,48835,Edmonton,1,48110327,003
4811061,Edmonton,CY,48835,Edmonton,1,48110327,004
4811061,Edmonton,CY,48835,Edmonton,1,48110328,003
4811061,Edmonton,CY,48835,Edmonton,1,48110328,004
4811061,Edmonton,CY,48835,Edmonton,1,48110328,009
4811061,Edmonton,CY,48835,Edmonton,1,48110328,011
4811061,Edmonton,CY,48835,Edmonton,1,48110329,002
4811061,Edmonton,CY,48835,Edmonton,1,48110329,003
4811061,Edmonton,CY,48835,Edmonton,1,48110329,004
4811061,Edmonton,CY,48835,Edmonton,1,48110329,005
4811061,Edmonton,CY,48835,Edmonton,1,48110329,006
4811061,Edmonton,CY,48835,Edmonton,1,48110329,009
4811061,Edmonton,CY,48835,Edmonton,1,48110329,010
4811061,Edmonton,CY,48835,Edmonton,1,48110330,001
4811061,Edmonton,CY,48835,Edmonton,1,48110330,002
4811061,Edmonton,CY,48835,Edmonton,1,48110330,003
4811061,Edmonton,CY,48835,Edmonton,1,48110330,004
4811061,Edmonton,CY,48835,Edmonton,1,48110331,001
4811061,Edmonton,CY,48835,Edmonton,1,48110331,002
4811061,Edmonton,CY,48835,Edmonton,1,48110331,006
4811061,Edmonton,CY,48835,Edmonton,1,48110332,001
4811061,Edmonton,CY,48835,Edmonton,1,48110332,002
4811061,Edmonton,CY,48835,Edmonton,1,48110332,003
4811061,Edmonton,CY,48835,Edmonton,1,48110333,003
4811061,Edmonton,CY,48835,Edmonton,1,48110333,004
4811061,Edmonton,CY,48835,Edmonton,1,48110333,005
4811061,Edmonton,CY,48835,Edmonton,1,48110333,006
4811061,Edmonton,CY,48835,Edmonton,1,48110334,001
4811061,Edmonton,CY,48835,Edmonton,1,48110334,002
4811061,Edmonton,CY,48835,Edmonton,1,48110334,003
4811061,Edmonton,CY,48835,Edmonton,1,48110334,004
4811061,Edmonton,CY,48835,Edmonton,1,48110334,005
4811061,Edmonton,CY,48835,Edmonton,1,48110335,001
4811061,Edmonton,CY,48835,Edmonton,1,48110335,002
4811061,Edmonton,CY,48835,Edmonton,1,48110335,004
4811061,Edmonton,CY,48835,Edmonton,1,48110335,005
4811061,Edmonton,CY,48835,Edmonton,1,48110335,006
4811061,Edmonton,CY,48835,Edmonton,1,48110335,007
4811061,Edmonton,CY,48835,Edmonton,1,48110335,008
4811061,Edmonton,CY,48835,Edmonton,1,48110335,009
4811061,Edmonton,CY,48835,Edmonton,1,48110335,010
4811061,Edmonton,CY,48835,Edmonton,1,48110336,001
4811061,Edmonton,CY,48835,Edmonton,1,48110336,003
4811061,Edmonton,CY,48835,Edmonton,1,48110336,004
4811061,Edmonton,CY,48835,Edmonton,1,48110336,005
4811061,Edmonton,CY,48835,Edmonton,1,48110337,001
4811061,Edmonton,CY,48835,Edmonton,1,48110337,002
4811061,Edmonton,CY,48835,Edmonton,1,48110337,003
4811061,Edmonton,CY,48835,Edmonton,1,48110337,004
4811061,Edmonton,CY,48835,Edmonton,1,48110338,001
4811061,Edmonton,CY,48835,Edmonton,1,48110338,002
4811061,Edmonton,CY,48835,Edmonton,1,48110338,003
4811061,Edmonton,CY,48835,Edmonton,1,48110338,004
4811061,Edmonton,CY,48835,Edmonton,1,48110338,005
4811061,Edmonton,CY,48835,Edmonton,1,48110338,006
4811061,Edmonton,CY,48835,Edmonton,1,48110338,007
4811061,Edmonton,CY,48835,Edmonton,1,48110338,009
4811061,Edmonton,CY,48835,Edmonton,1,48110338,010
4811061,Edmonton,CY,48835,Edmonton,1,48110338,011
4811061,Edmonton,CY,48835,Edmonton,1,48110339,001
4811061,Edmonton,CY,48835,Edmonton,1,48110339,002
4811061,Edmonton,CY,48835,Edmonton,1,48110339,003
4811061,Edmonton,CY,48835,Edmonton,1,48110339,004
4811061,Edmonton,CY,48835,Edmonton,1,48110339,005
4811061,Edmonton,CY,48835,Edmonton,1,48110339,006
4811061,Edmonton,CY,48835,Edmonton,1,48110339,007
4811061,Edmonton,CY,48835,Edmonton,1,48110339,008
4811061,Edmonton,CY,48835,Edmonton,1,48110340,001
4811061,Edmonton,CY,48835,Edmonton,1,48110340,002
4811061,Edmonton,CY,48835,Edmonton,1,48110340,003
4811061,Edmonton,CY,48835,Edmonton,1,48110340,005
4811061,Edmonton,CY,48835,Edmonton,1,48110340,006
4811061,Edmonton,CY,48835,Edmonton,1,48110341,001
4811061,Edmonton,CY,48835,Edmonton,1,48110341,002
4811061,Edmonton,CY,48835,Edmonton,1,48110341,003
4811061,Edmonton,CY,48835,Edmonton,1,48110341,004
4811061,Edmonton,CY,48835,Edmonton,1,48110341,005
4811061,Edmonton,CY,48835,Edmonton,1,48110341,006
4811061,Edmonton,CY,48835,Edmonton,1,48110342,001
4811061,Edmonton,CY,48835,Edmonton,1,48110342,002
4811061,Edmonton,CY,48835,Edmonton,1,48110342,003
4811061,Edmonton,CY,48835,Edmonton,1,48110342,004
4811061,Edmonton,CY,48835,Edmonton,1,48110342,005
