"ref_date","dguid","index","value"
2024,2420010,"Transportation",0.1046
2024,2420015,"Housing and transportation",0.2202
2024,2420015,"Housing",0.1066
2024,2420015,"Transportation",0.1137
2024,2420020,"Housing and transportation",0.2129
2024,2420020,"Housing",0.117
2024,2420020,"Transportation",0.0959
2024,2420025,"Housing and transportation",0.2265
2024,2420025,"Housing",0.1169
2024,2420025,"Transportation",0.1096
2024,2420030,"Transportation",0.0845
2024,2421005,"Housing and transportation",0.2772
2024,2421005,"Housing",0.1206
2024,2421005,"Transportation",0.1566
2024,2421010,"Housing and transportation",0.2143
2024,2421010,"Housing",0.1084
2024,2421010,"Transportation",0.1058
2024,2421020,"Housing and transportation",0.2501
2024,2421020,"Housing",0.132
2024,2421020,"Transportation",0.1181
2024,2421025,"Housing and transportation",0.2605
2024,2421025,"Housing",0.1377
2024,2421025,"Transportation",0.1228
2024,2421030,"Housing and transportation",0.2921
2024,2421030,"Housing",0.1355
2024,2421030,"Transportation",0.1566
2024,2421035,"Housing and transportation",0.2583
2024,2421035,"Housing",0.141
2024,2421035,"Transportation",0.1173
2024,2421040,"Housing and transportation",0.226
2024,2421040,"Housing",0.1248
2024,2421040,"Transportation",0.1012
2024,2421045,"Housing and transportation",0.2052
2024,2421045,"Housing",0.1272
2024,2421045,"Transportation",0.078
2024,2422005,"Housing and transportation",0.2484
2024,2422005,"Housing",0.1554
2024,2422005,"Transportation",0.093
2024,2422010,"Housing and transportation",0.248
2024,2422010,"Housing",0.1585
2024,2422010,"Transportation",0.0894
2024,2422015,"Housing and transportation",0.1396
2024,2422015,"Housing",0.0574
2024,2422015,"Transportation",0.0822
2024,2422020,"Housing and transportation",0.2248
2024,2422020,"Housing",0.1441
2024,2422020,"Transportation",0.0808
2024,2422025,"Housing and transportation",0.2266
2024,2422025,"Housing",0.1414
2024,2422025,"Transportation",0.0853
2024,2422030,"Transportation",0.078
2024,2422035,"Housing and transportation",0.2329
2024,2422035,"Housing",0.1444
2024,2422035,"Transportation",0.0885
2024,2422040,"Housing and transportation",0.2045
2024,2422040,"Housing",0.1358
2024,2422040,"Transportation",0.0687
2024,2422045,"Housing and transportation",0.2435
2024,2422045,"Housing",0.1541
2024,2422045,"Transportation",0.0894
2024,2423027,"Housing and transportation",0.27
2024,2423027,"Housing",0.143
2024,2423027,"Transportation",0.127
2024,2423057,"Housing and transportation",0.2286
2024,2423057,"Housing",0.1245
2024,2423057,"Transportation",0.1041
2024,2423072,"Housing and transportation",0.2102
2024,2423072,"Housing",0.128
2024,2423072,"Transportation",0.0821
2024,2423802,"Housing and transportation",0.202
2024,2423802,"Housing",0.0703
2024,2423802,"Transportation",0.1317
2024,2425213,"Housing and transportation",0.2556
2024,2425213,"Housing",0.1337
2024,2425213,"Transportation",0.1219
2024,2426005,"Housing and transportation",0.1751
2024,2426005,"Housing",0.08
2024,2426005,"Transportation",0.095
2024,2426010,"Transportation",0.0781
2024,2426015,"Housing and transportation",0.2126
2024,2426015,"Housing",0.1183
2024,2426015,"Transportation",0.0944
2024,2426022,"Housing and transportation",0.1974
2024,2426022,"Housing",0.1245
2024,2426022,"Transportation",0.0729
2024,2426030,"Housing and transportation",0.2036
2024,2426030,"Housing",0.1195
2024,2426030,"Transportation",0.0841
2024,2426035,"Housing and transportation",0.2391
2024,2426035,"Housing",0.1511
2024,2426035,"Transportation",0.088
2024,2426040,"Housing and transportation",0.198
2024,2426040,"Housing",0.1133
2024,2426040,"Transportation",0.0846
2024,2426048,"Housing and transportation",0.214
2024,2426048,"Housing",0.1395
2024,2426048,"Transportation",0.0745
2024,2426055,"Housing and transportation",0.2099
2024,2426055,"Housing",0.129
2024,2426055,"Transportation",0.081
2024,2426063,"Housing and transportation",0.2123
2024,2426063,"Housing",0.1333
2024,2426063,"Transportation",0.079
2024,2426070,"Housing and transportation",0.1991
2024,2426070,"Housing",0.1308
2024,2426070,"Transportation",0.0683
2024,2427008,"Housing and transportation",0.2316
2024,2427008,"Housing",0.0941
2024,2427008,"Transportation",0.1374
2024,2427015,"Transportation",0.127
2024,2427028,"Housing and transportation",0.2573
2024,2427028,"Housing",0.1167
2024,2427028,"Transportation",0.1406
2024,2427035,"Housing and transportation",0.2497
2024,2427035,"Housing",0.1123
2024,2427035,"Transportation",0.1374
2024,2427043,"Housing and transportation",0.2404
2024,2427043,"Housing",0.1116
2024,2427043,"Transportation",0.1288
2024,2427050,"Transportation",0.1261
2024,2427055,"Transportation",0.1297
2024,2427060,"Housing and transportation",0.2293
2024,2427060,"Housing",0.1014
2024,2427060,"Transportation",0.1279
2024,2427065,"Housing and transportation",0.2217
2024,2427065,"Housing",0.0901
2024,2427065,"Transportation",0.1315
2024,2427070,"Transportation",0.1633
2024,2428005,"Housing and transportation",0.2241
2024,2428005,"Housing",0.0707
2024,2428005,"Transportation",0.1535
2024,2428015,"Transportation",0.1535
2024,2428020,"Housing and transportation",0.2302
2024,2428020,"Housing",0.0938
2024,2428020,"Transportation",0.1364
2024,2428025,"Transportation",0.1354
2024,2428030,"Transportation",0.1395
2024,2428035,"Transportation",0.1588
2024,2428040,"Transportation",0.1744
2024,2428045,"Housing and transportation",0.2295
2024,2428045,"Housing",0.0889
2024,2428045,"Transportation",0.1406
2024,2428053,"Housing and transportation",0.2536
2024,2428053,"Housing",0.1088
2024,2428053,"Transportation",0.1448
2024,2428060,"Transportation",0.1903
2024,2428065,"Transportation",0.2019
2024,2428070,"Transportation",0.1985
2024,2428075,"Transportation",0.1951
2024,2429005,"Transportation",0.1835
2024,2429013,"Housing and transportation",0.2607
2024,2429013,"Housing",0.1045
2024,2429013,"Transportation",0.1562
2024,2429025,"Transportation",0.1885
2024,2429030,"Housing and transportation",0.2977
2024,2429030,"Housing",0.1079
2024,2429030,"Transportation",0.1898
2024,2429038,"Transportation",0.1596
2024,2429045,"Housing and transportation",0.2905
2024,2429045,"Housing",0.1163
2024,2429045,"Transportation",0.1742
2024,2429050,"Transportation",0.1184
2024,2429057,"Housing and transportation",0.2803
2024,2429057,"Housing",0.1082
2024,2429057,"Transportation",0.172
2024,2429065,"Transportation",0.1519
2024,2429073,"Housing and transportation",0.2914
2024,2429073,"Housing",0.1193
2024,2429073,"Transportation",0.172
2024,2429100,"Housing and transportation",0.2471
2024,2429100,"Housing",0.0898
2024,2429100,"Transportation",0.1573
2024,2429112,"Housing and transportation",0.2498
2024,2429112,"Housing",0.0969
2024,2429112,"Transportation",0.1529
2024,2429120,"Housing and transportation",0.2492
2024,2429120,"Housing",0.1133
2024,2429120,"Transportation",0.1359
2024,2429125,"Transportation",0.1266
2024,2430005,"Transportation",0.1439
2024,2430010,"Transportation",0.1718
2024,2430020,"Transportation",0.1457
2024,2430025,"Housing and transportation",0.2126
2024,2430025,"Housing",0.0946
2024,2430025,"Transportation",0.1181
2024,2430030,"Housing and transportation",0.3141
2024,2430030,"Housing",0.1328
2024,2430030,"Transportation",0.1813
2024,2430035,"Transportation",0.1354
2024,2430040,"Transportation",0.161
2024,2430045,"Housing and transportation",0.2429
2024,2430045,"Housing",0.1075
2024,2430045,"Transportation",0.1354
2024,2430050,"Transportation",0.1428
2024,2430055,"Transportation",0.1428
2024,2430070,"Transportation",0.1261
2024,2430072,"Housing and transportation",0.2161
2024,2430072,"Housing",0.0704
2024,2430072,"Transportation",0.1457
2024,2430080,"Transportation",0.1495
2024,2430085,"Transportation",0.1374
2024,2430090,"Housing and transportation",0.2694
2024,2430090,"Housing",0.0852
2024,2430090,"Transportation",0.1842
2024,2430095,"Housing and transportation",0.2501
2024,2430095,"Housing",0.1053
2024,2430095,"Transportation",0.1448
2024,2430100,"Transportation",0.1485
2024,2430105,"Transportation",0.1457
2024,2430110,"Transportation",0.1485
2024,2431008,"Transportation",0.1555
2024,2431015,"Housing and transportation",0.3154
2024,2431015,"Housing",0.1203
2024,2431015,"Transportation",0.1951
2024,2431020,"Transportation",0.1417
2024,2431030,"Transportation",0.1857
2024,2431035,"Transportation",0.1525
2024,2431040,"Transportation",0.1364
2024,2431045,"Housing and transportation",0.2537
2024,2431045,"Housing",0.1013
2024,2431045,"Transportation",0.1525
2024,2431050,"Transportation",0.1505
2024,2431056,"Housing and transportation",0.2202
2024,2431056,"Housing",0.0923
2024,2431056,"Transportation",0.1279
2024,2431060,"Transportation",0.1228
2024,2431084,"Housing and transportation",0.2784
2024,2431084,"Housing",0.1174
2024,2431084,"Transportation",0.161
2024,2431095,"Transportation",0.1457
2024,2431100,"Transportation",0.1457
2024,2431105,"Transportation",0.1279
2024,2431122,"Housing and transportation",0.2457
2024,2431122,"Housing",0.1009
2024,2431122,"Transportation",0.1448
2024,2431130,"Transportation",0.1428
2024,2431135,"Transportation",0.1354
2024,2431140,"Transportation",0.1588
2024,2432013,"Housing and transportation",0.2467
2024,2432013,"Housing",0.1072
2024,2432013,"Transportation",0.1395
2024,2432023,"Transportation",0.1315
2024,2432033,"Housing and transportation",0.2655
2024,2432033,"Housing",0.117
2024,2432033,"Transportation",0.1485
2024,2432040,"Housing and transportation",0.2883
2024,2432040,"Housing",0.1152
2024,2432040,"Transportation",0.1731
2024,2432045,"Housing and transportation",0.2201
2024,2432045,"Housing",0.0997
2024,2432045,"Transportation",0.1204
2024,2432050,"Transportation",0.1485
2024,2432058,"Transportation",0.1515
2024,2432065,"Housing and transportation",0.269
2024,2432065,"Housing",0.1091
2024,2432065,"Transportation",0.1599
2024,2432072,"Transportation",0.1495
2024,2432080,"Transportation",0.1261
2024,2432085,"Housing and transportation",0.2951
2024,2432085,"Housing",0.1295
2024,2432085,"Transportation",0.1656
2024,2433007,"Transportation",0.1385
2024,2433017,"Transportation",0.1485
2024,2433025,"Housing and transportation",0.2563
2024,2433025,"Housing",0.1247
2024,2433025,"Transportation",0.1315
2024,2433030,"Housing and transportation",0.2827
2024,2433030,"Housing",0.1607
2024,2433030,"Transportation",0.122
2024,2433035,"Housing and transportation",0.2599
2024,2433035,"Housing",0.1355
2024,2433035,"Transportation",0.1244
2024,2433040,"Housing and transportation",0.2706
2024,2433040,"Housing",0.1321
2024,2433040,"Transportation",0.1385
2024,2433045,"Housing and transportation",0.2587
2024,2433045,"Housing",0.1384
2024,2433045,"Transportation",0.1204
2024,2433052,"Housing and transportation",0.2478
2024,2433052,"Housing",0.1144
2024,2433052,"Transportation",0.1335
2024,2433060,"Housing and transportation",0.2593
2024,2433060,"Housing",0.1229
2024,2433060,"Transportation",0.1364
2024,2433065,"Transportation",0.1244
2024,2433070,"Housing and transportation",0.2548
2024,2433070,"Housing",0.1082
2024,2433070,"Transportation",0.1466
2024,2433080,"Transportation",0.1344
2024,2433085,"Transportation",0.1151
2024,2433090,"Housing and transportation",0.2455
2024,2433090,"Housing",0.1385
2024,2433090,"Transportation",0.1071
2024,2433095,"Housing and transportation",0.2259
2024,2433095,"Housing",0.1189
2024,2433095,"Transportation",0.1071
2024,2433102,"Housing and transportation",0.2824
2024,2433102,"Housing",0.1358
2024,2433102,"Transportation",0.1466
2024,2433115,"Transportation",0.1577
2024,2433123,"Transportation",0.1535
2024,2434007,"Housing and transportation",0.2156
2024,2434007,"Housing",0.1216
2024,2434007,"Transportation",0.094
2024,2434017,"Housing and transportation",0.2477
2024,2434017,"Housing",0.1418
2024,2434017,"Transportation",0.1058
2024,2434025,"Housing and transportation",0.2814
2024,2434025,"Housing",0.144
2024,2434025,"Transportation",0.1374
2024,2434030,"Housing and transportation",0.2448
2024,2434030,"Housing",0.1364
2024,2434030,"Transportation",0.1083
2024,2434038,"Housing and transportation",0.2526
2024,2434038,"Housing",0.1182
2024,2434038,"Transportation",0.1344
2024,2434048,"Housing and transportation",0.2737
2024,2434048,"Housing",0.1298
2024,2434048,"Transportation",0.1439
2024,2434058,"Housing and transportation",0.2633
2024,2434058,"Housing",0.1327
2024,2434058,"Transportation",0.1306
2024,2434060,"Transportation",0.1244
2024,2434065,"Housing and transportation",0.2815
2024,2434065,"Housing",0.127
2024,2434065,"Transportation",0.1545
2024,2434078,"Housing and transportation",0.285
2024,2434078,"Housing",0.1182
2024,2434078,"Transportation",0.1668
2024,2434085,"Transportation",0.1577
2024,2434090,"Transportation",0.1693
2024,2434097,"Transportation",0.1495
2024,2434105,"Transportation",0.1428
2024,2434115,"Transportation",0.1315
2024,2434120,"Transportation",0.1023
2024,2434128,"Housing and transportation",0.2452
2024,2434128,"Housing",0.1164
2024,2434128,"Transportation",0.1288
2024,2434135,"Transportation",0.1705
2024,2435005,"Transportation",0.1903
2024,2435010,"Transportation",0.1599
2024,2435015,"Transportation",0.1588
2024,2435020,"Transportation",0.1505
2024,2435027,"Housing and transportation",0.2904
2024,2435027,"Housing",0.1077
2024,2435027,"Transportation",0.1827
2024,2435035,"Transportation",0.1385
2024,2435040,"Transportation",0.1306
2024,2435045,"Transportation",0.1771
2024,2435050,"Housing and transportation",0.2789
2024,2435050,"Housing",0.0976
2024,2435050,"Transportation",0.1813
2024,2435055,"Transportation",0.1785
2024,2436033,"Housing and transportation",0.2983
2024,2436033,"Housing",0.1265
2024,2436033,"Transportation",0.1718
2024,2437067,"Housing and transportation",0.2641
2024,2437067,"Housing",0.1298
2024,2437067,"Transportation",0.1343
2024,2437205,"Housing and transportation",0.2755
2024,2437205,"Housing",0.1306
2024,2437205,"Transportation",0.1449
2024,2437210,"Transportation",0.13
2024,2437215,"Housing and transportation",0.2375
2024,2437215,"Housing",0.1075
2024,2437215,"Transportation",0.13
2024,2437220,"Housing and transportation",0.2154
2024,2437220,"Housing",0.1027
2024,2437220,"Transportation",0.1127
2024,2437225,"Transportation",0.1276
2024,2437230,"Housing and transportation",0.2156
2024,2437230,"Housing",0.1166
2024,2437230,"Transportation",0.0989
2024,2437235,"Housing and transportation",0.2291
2024,2437235,"Housing",0.1224
2024,2437235,"Transportation",0.1068
2024,2437240,"Housing and transportation",0.2259
2024,2437240,"Housing",0.0916
2024,2437240,"Transportation",0.1343
2024,2437245,"Housing and transportation",0.2371
2024,2437245,"Housing",0.0901
2024,2437245,"Transportation",0.147
2024,2437250,"Transportation",0.1459
2024,2438005,"Transportation",0.1485
2024,2438010,"Housing and transportation",0.2401
2024,2438010,"Housing",0.1173
2024,2438010,"Transportation",0.1228
2024,2438015,"Transportation",0.1448
2024,2438020,"Transportation",0.1731
2024,2438028,"Transportation",0.1872
2024,2438035,"Transportation",0.1495
2024,2438040,"Transportation",0.1771
2024,2438047,"Transportation",0.168
2024,2438055,"Transportation",0.1495
2024,2438060,"Transportation",0.1395
2024,2438065,"Housing and transportation",0.2508
2024,2438065,"Housing",0.1013
2024,2438065,"Transportation",0.1495
2024,2438070,"Transportation",0.1633
2024,2439005,"Transportation",0.1428
2024,2439010,"Housing and transportation",0.3044
2024,2439010,"Housing",0.1246
2024,2439010,"Transportation",0.1798
2024,2439015,"Transportation",0.1656
2024,2439020,"Transportation",0.1306
2024,2439025,"Housing and transportation",0.2254
2024,2439025,"Housing",0.0957
2024,2439025,"Transportation",0.1297
2024,2439030,"Transportation",0.1279
2024,2439035,"Transportation",0.1417
2024,2439043,"Housing and transportation",0.225
2024,2439043,"Housing",0.1038
2024,2439043,"Transportation",0.1212
2024,2439060,"Housing and transportation",0.2062
2024,2439060,"Housing",0.1051
2024,2439060,"Transportation",0.1012
2024,2439062,"Housing and transportation",0.2774
2024,2439062,"Housing",0.1269
2024,2439062,"Transportation",0.1505
2024,2439077,"Housing and transportation",0.2637
2024,2439077,"Housing",0.1273
2024,2439077,"Transportation",0.1364
2024,2439085,"Housing and transportation",0.223
2024,2439085,"Housing",0.1071
2024,2439085,"Transportation",0.1158
2024,2439090,"Transportation",0.1228
2024,2439097,"Housing and transportation",0.2084
2024,2439097,"Housing",0.1072
2024,2439097,"Transportation",0.1012
2024,2439105,"Transportation",0.1448
2024,2439117,"Housing and transportation",0.2785
2024,2439117,"Housing",0.1379
2024,2439117,"Transportation",0.1406
2024,2439130,"Transportation",0.1364
2024,2439135,"Housing and transportation",0.2243
2024,2439135,"Housing",0.0973
2024,2439135,"Transportation",0.127
2024,2439145,"Transportation",0.1236
2024,2439152,"Housing and transportation",0.2815
2024,2439152,"Housing",0.1239
2024,2439152,"Transportation",0.1577
2024,2439165,"Transportation",0.1744
2024,2439170,"Transportation",0.1406
2024,2440010,"Housing and transportation",0.3197
2024,2440010,"Housing",0.1479
2024,2440010,"Transportation",0.1718
2024,2440017,"Transportation",0.1525
2024,2440025,"Transportation",0.1325
2024,2440032,"Transportation",0.127
2024,2440043,"Housing and transportation",0.3174
2024,2440043,"Housing",0.1255
2024,2440043,"Transportation",0.1918
2024,2440047,"Housing and transportation",0.2619
2024,2440047,"Housing",0.1104
2024,2440047,"Transportation",0.1515
2024,2441012,"Transportation",0.1621
2024,2441020,"Transportation",0.1621
2024,2441027,"Housing and transportation",0.2977
2024,2441027,"Housing",0.1272
2024,2441027,"Transportation",0.1705
2024,2441037,"Transportation",0.1718
2024,2441038,"Housing and transportation",0.2744
2024,2441038,"Housing",0.1419
2024,2441038,"Transportation",0.1325
2024,2441055,"Housing and transportation",0.2569
2024,2441055,"Housing",0.1522
2024,2441055,"Transportation",0.1046
2024,2441060,"Housing and transportation",0.2921
2024,2441060,"Housing",0.1406
2024,2441060,"Transportation",0.1515
2024,2441065,"Housing and transportation",0.2602
2024,2441065,"Housing",0.1451
2024,2441065,"Transportation",0.1151
2024,2441070,"Housing and transportation",0.256
2024,2441070,"Housing",0.1216
2024,2441070,"Transportation",0.1344
2024,2441080,"Transportation",0.1827
2024,2441085,"Transportation",0.168
2024,2441098,"Housing and transportation",0.2864
2024,2441098,"Housing",0.1171
2024,2441098,"Transportation",0.1693
2024,2441117,"Housing and transportation",0.2566
2024,2441117,"Housing",0.125
2024,2441117,"Transportation",0.1315
2024,2442005,"Housing and transportation",0.2187
2024,2442005,"Housing",0.114
2024,2442005,"Transportation",0.1046
2024,2442020,"Housing and transportation",0.2497
2024,2442020,"Housing",0.1323
2024,2442020,"Transportation",0.1173
2024,2442025,"Housing and transportation",0.2206
2024,2442025,"Housing",0.1285
2024,2442025,"Transportation",0.0921
2024,2442032,"Transportation",0.1083
2024,2442040,"Transportation",0.1354
2024,2442045,"Transportation",0.1466
2024,2442050,"Transportation",0.1354
2024,2442055,"Housing and transportation",0.2663
2024,2442055,"Housing",0.1075
2024,2442055,"Transportation",0.1588
2024,2442060,"Transportation",0.1279
2024,2442065,"Transportation",0.1457
2024,2442075,"Transportation",0.1204
2024,2442078,"Transportation",0.1166
2024,2442088,"Housing and transportation",0.2754
2024,2442088,"Housing",0.1269
2024,2442088,"Transportation",0.1485
2024,2442095,"Housing and transportation",0.2297
2024,2442095,"Housing",0.1146
2024,2442095,"Transportation",0.1151
2024,2442098,"Housing and transportation",0.3151
2024,2442098,"Housing",0.1366
2024,2442098,"Transportation",0.1785
2024,2442100,"Transportation",0.1151
2024,2442110,"Housing and transportation",0.2457
2024,2442110,"Housing",0.1195
2024,2442110,"Transportation",0.1261
2024,2443027,"Housing and transportation",0.2328
2024,2443027,"Housing",0.1412
2024,2443027,"Transportation",0.0916
2024,2444003,"Transportation",0.1354
2024,2444010,"Transportation",0.161
2024,2444015,"Transportation",0.1577
2024,2444023,"Transportation",0.1261
2024,2444037,"Housing and transportation",0.2733
2024,2444037,"Housing",0.1248
2024,2444037,"Transportation",0.1485
2024,2444045,"Transportation",0.1297
2024,2444050,"Transportation",0.1297
2024,2444055,"Transportation",0.1244
2024,2444060,"Transportation",0.1385
2024,2444071,"Housing and transportation",0.2626
2024,2444071,"Housing",0.1382
2024,2444071,"Transportation",0.1244
2024,2444080,"Housing and transportation",0.2607
2024,2444080,"Housing",0.1371
2024,2444080,"Transportation",0.1236
2024,2445008,"Housing and transportation",0.3132
2024,2445008,"Housing",0.148
2024,2445008,"Transportation",0.1652
2024,2445020,"Transportation",0.1331
2024,2445025,"Housing and transportation",0.2194
2024,2445025,"Housing",0.1025
2024,2445025,"Transportation",0.1168
2024,2445030,"Housing and transportation",0.2188
2024,2445030,"Housing",0.0795
2024,2445030,"Transportation",0.1393
2024,2445035,"Housing and transportation",0.2601
2024,2445035,"Housing",0.1409
2024,2445035,"Transportation",0.1191
2024,2445043,"Transportation",0.1091
2024,2445050,"Housing and transportation",0.2703
2024,2445050,"Housing",0.1472
2024,2445050,"Transportation",0.1232
2024,2445055,"Housing and transportation",0.2053
2024,2445055,"Housing",0.1165
2024,2445055,"Transportation",0.0888
2024,2445060,"Transportation",0.0995
2024,2445072,"Housing and transportation",0.2798
2024,2445072,"Housing",0.1347
2024,2445072,"Transportation",0.1451
2024,2445085,"Housing and transportation",0.1938
2024,2445085,"Housing",0.0885
2024,2445085,"Transportation",0.1053
2024,2445093,"Housing and transportation",0.2203
2024,2445093,"Housing",0.115
2024,2445093,"Transportation",0.1053
2024,2445095,"Transportation",0.1284
2024,2445100,"Transportation",0.1146
2024,2445105,"Transportation",0.1207
2024,2445115,"Housing and transportation",0.2113
2024,2445115,"Housing",0.1199
2024,2445115,"Transportation",0.0915
2024,2446005,"Transportation",0.127
2024,2446010,"Transportation",0.1306
2024,2446017,"Housing and transportation",0.2506
2024,2446017,"Housing",0.1078
2024,2446017,"Transportation",0.1428
2024,2446025,"Transportation",0.127
2024,2446030,"Transportation",0.1344
2024,2446035,"Housing and transportation",0.2931
2024,2446035,"Housing",0.1275
2024,2446035,"Transportation",0.1656
2024,2446040,"Transportation",0.1236
2024,2446045,"Transportation",0.1315
2024,2446050,"Housing and transportation",0.2432
2024,2446050,"Housing",0.1221
2024,2446050,"Transportation",0.1212
2024,2446058,"Housing and transportation",0.2495
2024,2446058,"Housing",0.1111
2024,2446058,"Transportation",0.1385
2024,2446065,"Transportation",0.1204
2024,2446070,"Transportation",0.1374
2024,2446075,"Housing and transportation",0.2467
2024,2446075,"Housing",0.1239
2024,2446075,"Transportation",0.1228
2024,2446078,"Housing and transportation",0.2284
2024,2446078,"Housing",0.1364
2024,2446078,"Transportation",0.0921
2024,2446080,"Housing and transportation",0.3031
2024,2446080,"Housing",0.1465
2024,2446080,"Transportation",0.1566
2024,2446085,"Housing and transportation",0.2791
2024,2446085,"Housing",0.1618
2024,2446085,"Transportation",0.1173
2024,2446090,"Housing and transportation",0.2484
2024,2446090,"Housing",0.1272
2024,2446090,"Transportation",0.1212
2024,2446095,"Housing and transportation",0.2757
2024,2446095,"Housing",0.162
2024,2446095,"Transportation",0.1137
2024,2446100,"Transportation",0.127
2024,2446105,"Housing and transportation",0.2384
2024,2446105,"Housing",0.1326
2024,2446105,"Transportation",0.1058
2024,2446112,"Housing and transportation",0.2803
2024,2446112,"Housing",0.1449
2024,2446112,"Transportation",0.1354
2024,2447010,"Housing and transportation",0.239
2024,2447010,"Housing",0.141
2024,2447010,"Transportation",0.098
2024,2447017,"Housing and transportation",0.2873
2024,2447017,"Housing",0.1407
2024,2447017,"Transportation",0.1466
2024,2447025,"Housing and transportation",0.3021
2024,2447025,"Housing",0.1466
2024,2447025,"Transportation",0.1555
2024,2447030,"Transportation",0.1385
2024,2447035,"Housing and transportation",0.2228
2024,2447035,"Housing",0.1269
2024,2447035,"Transportation",0.0959
2024,2447040,"Housing and transportation",0.2721
2024,2447040,"Housing",0.1485
2024,2447040,"Transportation",0.1236
2024,2447047,"Housing and transportation",0.2651
2024,2447047,"Housing",0.147
2024,2447047,"Transportation",0.1181
2024,2447055,"Housing and transportation",0.2406
2024,2447055,"Housing",0.1347
2024,2447055,"Transportation",0.1058
2024,2448005,"Transportation",0.1495
2024,2448010,"Housing and transportation",0.2857
2024,2448010,"Housing",0.1312
2024,2448010,"Transportation",0.1545
2024,2448015,"Transportation",0.1354
2024,2448020,"Transportation",0.1374
2024,2448028,"Housing and transportation",0.2851
2024,2448028,"Housing",0.1252
2024,2448028,"Transportation",0.1599
2024,2448038,"Housing and transportation",0.2661
2024,2448038,"Housing",0.1355
2024,2448038,"Transportation",0.1306
2024,2448045,"Housing and transportation",0.266
2024,2448045,"Housing",0.1363
2024,2448045,"Transportation",0.1297
2024,2448050,"Housing and transportation",0.2456
2024,2448050,"Housing",0.1177
2024,2448050,"Transportation",0.1279
2024,2449005,"Housing and transportation",0.2521
2024,2449005,"Housing",0.1143
2024,2449005,"Transportation",0.1377
2024,2449015,"Housing and transportation",0.2584
2024,2449015,"Housing",0.1252
2024,2449015,"Transportation",0.1333
2024,2449020,"Transportation",0.1162
2024,2449025,"Housing and transportation",0.2457
2024,2449025,"Housing",0.1263
2024,2449025,"Transportation",0.1194
2024,2449030,"Housing and transportation",0.2525
2024,2449030,"Housing",0.1261
2024,2449030,"Transportation",0.1264
2024,2449040,"Housing and transportation",0.2328
2024,2449040,"Housing",0.119
2024,2449040,"Transportation",0.1138
2024,2449048,"Housing and transportation",0.2387
2024,2449048,"Housing",0.1248
2024,2449048,"Transportation",0.1138
2024,2449058,"Housing and transportation",0.2784
2024,2449058,"Housing",0.1379
2024,2449058,"Transportation",0.1404
2024,2449070,"Housing and transportation",0.2375
2024,2449070,"Housing",0.1314
2024,2449070,"Transportation",0.1061
2024,2449075,"Housing and transportation",0.2349
2024,2449075,"Housing",0.1138
2024,2449075,"Transportation",0.1211
2024,2449080,"Transportation",0.1302
2024,2449085,"Transportation",0.1109
2024,2449095,"Housing and transportation",0.1939
2024,2449095,"Housing",0.0984
2024,2449095,"Transportation",0.0955
2024,2449100,"Transportation",0.0924
2024,2449105,"Housing and transportation",0.2489
2024,2449105,"Housing",0.1167
2024,2449105,"Transportation",0.1322
2024,2449113,"Housing and transportation",0.2737
2024,2449113,"Housing",0.1377
2024,2449113,"Transportation",0.136
2024,2449125,"Transportation",0.1177
2024,2449130,"Transportation",0.1102
2024,2450005,"Transportation",0.1406
2024,2450013,"Transportation",0.1395
2024,2450023,"Housing and transportation",0.2288
2024,2450023,"Housing",0.0982
2024,2450023,"Transportation",0.1306
2024,2450030,"Housing and transportation",0.2608
2024,2450030,"Housing",0.1233
2024,2450030,"Transportation",0.1374
2024,2450035,"Transportation",0.1236
2024,2450042,"Housing and transportation",0.248
2024,2450042,"Housing",0.1146
2024,2450042,"Transportation",0.1335
2024,2450050,"Transportation",0.1344
2024,2450057,"Transportation",0.1417
2024,2450065,"Transportation",0.127
2024,2450072,"Housing and transportation",0.2634
2024,2450072,"Housing",0.1239
2024,2450072,"Transportation",0.1395
2024,2450085,"Transportation",0.1344
2024,2450090,"Transportation",0.1335
2024,2450095,"Transportation",0.1315
2024,2450100,"Transportation",0.1476
2024,2450113,"Housing and transportation",0.3015
2024,2450113,"Housing",0.1217
2024,2450113,"Transportation",0.1798
2024,2450128,"Housing and transportation",0.284
2024,2450128,"Housing",0.1274
2024,2450128,"Transportation",0.1566
2024,2450802,"Housing and transportation",0.2245
2024,2450802,"Housing",0.0527
2024,2450802,"Transportation",0.1718
2024,2451008,"Housing and transportation",0.2569
2024,2451008,"Housing",0.1049
2024,2451008,"Transportation",0.1519
2024,2451015,"Housing and transportation",0.3153
2024,2451015,"Housing",0.1251
2024,2451015,"Transportation",0.1902
2024,2451020,"Housing and transportation",0.2462
2024,2451020,"Housing",0.1131
2024,2451020,"Transportation",0.1331
2024,2451025,"Housing and transportation",0.2496
2024,2451025,"Housing",0.1092
2024,2451025,"Transportation",0.1404
2024,2451030,"Transportation",0.1168
2024,2451035,"Housing and transportation",0.2491
2024,2451035,"Housing",0.1169
2024,2451035,"Transportation",0.1322
2024,2451040,"Housing and transportation",0.2861
2024,2451040,"Housing",0.1079
2024,2451040,"Transportation",0.1782
2024,2451045,"Transportation",0.1479
2024,2451050,"Transportation",0.1489
2024,2451055,"Transportation",0.1728
2024,2451060,"Housing and transportation",0.2724
2024,2451060,"Housing",0.1163
2024,2451060,"Transportation",0.1561
2024,2451065,"Housing and transportation",0.2938
2024,2451065,"Housing",0.1127
