"ref_date","dguid","index","value"
2024,3514020,"Housing and transportation",0.2725
2024,3514020,"Housing",0.1663
2024,3514020,"Transportation",0.1062
2024,3514021,"Housing and transportation",0.2914
2024,3514021,"Housing",0.1701
2024,3514021,"Transportation",0.1214
2024,3514024,"Housing and transportation",0.2325
2024,3514024,"Housing",0.1409
2024,3514024,"Transportation",0.0916
2024,3514027,"Housing and transportation",0.2638
2024,3514027,"Housing",0.0691
2024,3514027,"Transportation",0.1947
2024,3514045,"Housing and transportation",0.2751
2024,3514045,"Housing",0.1471
2024,3514045,"Transportation",0.128
2024,3515003,"Housing and transportation",0.2655
2024,3515003,"Housing",0.1503
2024,3515003,"Transportation",0.1152
2024,3515005,"Housing and transportation",0.25
2024,3515005,"Housing",0.155
2024,3515005,"Transportation",0.095
2024,3515008,"Transportation",0.1477
2024,3515013,"Housing and transportation",0.2473
2024,3515013,"Housing",0.1635
2024,3515013,"Transportation",0.0838
2024,3515014,"Housing and transportation",0.3197
2024,3515014,"Housing",0.1908
2024,3515014,"Transportation",0.1289
2024,3515015,"Housing and transportation",0.2306
2024,3515015,"Housing",0.1336
2024,3515015,"Transportation",0.097
2024,3515019,"Housing and transportation",0.2488
2024,3515019,"Housing",0.0756
2024,3515019,"Transportation",0.1732
2024,3515023,"Housing and transportation",0.2334
2024,3515023,"Housing",0.1374
2024,3515023,"Transportation",0.096
2024,3515030,"Housing and transportation",0.2764
2024,3515030,"Housing",0.1466
2024,3515030,"Transportation",0.1298
2024,3515037,"Transportation",0.1262
2024,3515044,"Housing and transportation",0.2459
2024,3515044,"Housing",0.1375
2024,3515044,"Transportation",0.1084
2024,3516010,"Housing and transportation",0.2768
2024,3516010,"Housing",0.1628
2024,3516010,"Transportation",0.114
2024,3518001,"Housing and transportation",0.2825
2024,3518001,"Housing",0.1989
2024,3518001,"Transportation",0.0836
2024,3518005,"Housing and transportation",0.2951
2024,3518005,"Housing",0.2122
2024,3518005,"Transportation",0.0829
2024,3518009,"Housing and transportation",0.2715
2024,3518009,"Housing",0.1913
2024,3518009,"Transportation",0.0802
2024,3518013,"Housing and transportation",0.3282
2024,3518013,"Housing",0.2135
2024,3518013,"Transportation",0.1147
2024,3518017,"Housing and transportation",0.2771
2024,3518017,"Housing",0.189
2024,3518017,"Transportation",0.0881
2024,3518020,"Housing and transportation",0.2496
2024,3518020,"Housing",0.1583
2024,3518020,"Transportation",0.0913
2024,3518029,"Housing and transportation",0.254
2024,3518029,"Housing",0.1696
2024,3518029,"Transportation",0.0843
2024,3518039,"Housing and transportation",0.2842
2024,3518039,"Housing",0.177
2024,3518039,"Transportation",0.1072
2024,3519028,"Housing and transportation",0.2822
2024,3519028,"Housing",0.1988
2024,3519028,"Transportation",0.0834
2024,3519036,"Housing and transportation",0.3176
2024,3519036,"Housing",0.2181
2024,3519036,"Transportation",0.0995
2024,3519038,"Housing and transportation",0.3377
2024,3519038,"Housing",0.2363
2024,3519038,"Transportation",0.1014
2024,3519044,"Housing and transportation",0.2874
2024,3519044,"Housing",0.2026
2024,3519044,"Transportation",0.0848
2024,3519046,"Housing and transportation",0.2996
2024,3519046,"Housing",0.2127
2024,3519046,"Transportation",0.0869
2024,3519048,"Housing and transportation",0.3089
2024,3519048,"Housing",0.2149
2024,3519048,"Transportation",0.094
2024,3519049,"Housing and transportation",0.2578
2024,3519049,"Housing",0.1844
2024,3519049,"Transportation",0.0734
2024,3519054,"Housing and transportation",0.3083
2024,3519054,"Housing",0.2214
2024,3519054,"Transportation",0.0869
2024,3519070,"Housing and transportation",0.3048
2024,3519070,"Housing",0.1992
2024,3519070,"Transportation",0.1055
2024,3520005,"Housing and transportation",0.2974
2024,3520005,"Housing",0.2092
2024,3520005,"Transportation",0.0882
2024,3521005,"Housing and transportation",0.3385
2024,3521005,"Housing",0.2049
2024,3521005,"Transportation",0.1337
2024,3521010,"Housing and transportation",0.3629
2024,3521010,"Housing",0.24
2024,3521010,"Transportation",0.1228
2024,3521024,"Housing and transportation",0.2894
2024,3521024,"Housing",0.1869
2024,3521024,"Transportation",0.1025
2024,3522001,"Housing and transportation",0.2399
2024,3522001,"Housing",0.1717
2024,3522001,"Transportation",0.0682
2024,3522008,"Housing and transportation",0.2791
2024,3522008,"Housing",0.2055
2024,3522008,"Transportation",0.0736
2024,3522010,"Housing and transportation",0.3032
2024,3522010,"Housing",0.2107
2024,3522010,"Transportation",0.0925
2024,3522012,"Housing and transportation",0.2121
2024,3522012,"Housing",0.1444
2024,3522012,"Transportation",0.0677
2024,3522014,"Housing and transportation",0.2969
2024,3522014,"Housing",0.2062
2024,3522014,"Transportation",0.0907
2024,3522016,"Housing and transportation",0.2642
2024,3522016,"Housing",0.1823
2024,3522016,"Transportation",0.082
2024,3522019,"Housing and transportation",0.2853
2024,3522019,"Housing",0.1919
2024,3522019,"Transportation",0.0934
2024,3522021,"Housing and transportation",0.3155
2024,3522021,"Housing",0.2211
2024,3522021,"Transportation",0.0944
2024,3523001,"Housing and transportation",0.2575
2024,3523001,"Housing",0.1435
2024,3523001,"Transportation",0.114
2024,3523008,"Housing and transportation",0.3569
2024,3523008,"Housing",0.1938
2024,3523008,"Transportation",0.1631
2024,3523009,"Housing and transportation",0.2725
2024,3523009,"Housing",0.155
2024,3523009,"Transportation",0.1176
2024,3523017,"Housing and transportation",0.2891
2024,3523017,"Housing",0.1697
2024,3523017,"Transportation",0.1194
2024,3523025,"Housing and transportation",0.3256
2024,3523025,"Housing",0.1755
2024,3523025,"Transportation",0.1501
2024,3523033,"Housing and transportation",0.3044
2024,3523033,"Housing",0.1653
2024,3523033,"Transportation",0.1391
2024,3523043,"Housing and transportation",0.3445
2024,3523043,"Housing",0.164
2024,3523043,"Transportation",0.1805
2024,3523050,"Housing and transportation",0.3624
2024,3523050,"Housing",0.168
2024,3523050,"Transportation",0.1944
2024,3524001,"Housing and transportation",0.2775
2024,3524001,"Housing",0.2007
2024,3524001,"Transportation",0.0767
2024,3524002,"Housing and transportation",0.2746
2024,3524002,"Housing",0.1853
2024,3524002,"Transportation",0.0893
2024,3524009,"Housing and transportation",0.3002
2024,3524009,"Housing",0.2222
2024,3524009,"Transportation",0.0779
2024,3524015,"Housing and transportation",0.2519
2024,3524015,"Housing",0.1745
2024,3524015,"Transportation",0.0773
2024,3525005,"Housing and transportation",0.2845
2024,3525005,"Housing",0.1831
2024,3525005,"Transportation",0.1014
2024,3526003,"Housing and transportation",0.2485
2024,3526003,"Housing",0.1649
2024,3526003,"Transportation",0.0836
2024,3526011,"Housing and transportation",0.2612
2024,3526011,"Housing",0.1705
2024,3526011,"Transportation",0.0907
2024,3526014,"Housing and transportation",0.2071
2024,3526014,"Housing",0.1409
2024,3526014,"Transportation",0.0661
2024,3526021,"Housing and transportation",0.2322
2024,3526021,"Housing",0.1723
2024,3526021,"Transportation",0.0599
2024,3526028,"Housing and transportation",0.201
2024,3526028,"Housing",0.1433
2024,3526028,"Transportation",0.0577
2024,3526032,"Housing and transportation",0.2718
2024,3526032,"Housing",0.183
2024,3526032,"Transportation",0.0888
2024,3526037,"Housing and transportation",0.2773
2024,3526037,"Housing",0.1999
2024,3526037,"Transportation",0.0774
2024,3526043,"Housing and transportation",0.2717
2024,3526043,"Housing",0.1865
2024,3526043,"Transportation",0.0852
2024,3526047,"Housing and transportation",0.1968
2024,3526047,"Housing",0.132
2024,3526047,"Transportation",0.0648
2024,3526053,"Housing and transportation",0.2727
2024,3526053,"Housing",0.1851
2024,3526053,"Transportation",0.0876
2024,3526057,"Housing and transportation",0.2203
2024,3526057,"Housing",0.158
2024,3526057,"Transportation",0.0623
2024,3526065,"Housing and transportation",0.242
2024,3526065,"Housing",0.181
2024,3526065,"Transportation",0.0611
2024,3528018,"Housing and transportation",0.2672
2024,3528018,"Housing",0.1681
2024,3528018,"Transportation",0.0991
2024,3528052,"Housing and transportation",0.2493
2024,3528052,"Housing",0.137
2024,3528052,"Transportation",0.1124
2024,3529005,"Housing and transportation",0.225
2024,3529005,"Housing",0.1587
2024,3529005,"Transportation",0.0663
2024,3529006,"Housing and transportation",0.2806
2024,3529006,"Housing",0.1922
2024,3529006,"Transportation",0.0885
2024,3529021,"Housing and transportation",0.1706
2024,3529021,"Housing",0.064
2024,3529021,"Transportation",0.1066
2024,3530004,"Housing and transportation",0.2317
2024,3530004,"Housing",0.155
2024,3530004,"Transportation",0.0767
2024,3530010,"Housing and transportation",0.3007
2024,3530010,"Housing",0.1951
2024,3530010,"Transportation",0.1055
2024,3530013,"Housing and transportation",0.3125
2024,3530013,"Housing",0.1997
2024,3530013,"Transportation",0.1128
2024,3530016,"Housing and transportation",0.2848
2024,3530016,"Housing",0.1804
2024,3530016,"Transportation",0.1044
2024,3530020,"Housing and transportation",0.2317
2024,3530020,"Housing",0.1456
2024,3530020,"Transportation",0.0861
2024,3530027,"Housing and transportation",0.2124
2024,3530027,"Housing",0.1299
2024,3530027,"Transportation",0.0825
2024,3530035,"Housing and transportation",0.2445
2024,3530035,"Housing",0.1592
2024,3530035,"Transportation",0.0853
2024,3531011,"Housing and transportation",0.2484
2024,3531011,"Housing",0.1762
2024,3531011,"Transportation",0.0723
2024,3531013,"Housing and transportation",0.1849
2024,3531013,"Housing",0.1298
2024,3531013,"Transportation",0.0551
2024,3531016,"Housing and transportation",0.2069
2024,3531016,"Housing",0.1422
2024,3531016,"Transportation",0.0647
2024,3531025,"Housing and transportation",0.2008
2024,3531025,"Housing",0.1404
2024,3531025,"Transportation",0.0605
2024,3531030,"Housing and transportation",0.2128
2024,3531030,"Housing",0.1549
2024,3531030,"Transportation",0.058
2024,3531040,"Housing and transportation",0.2294
2024,3531040,"Housing",0.1632
2024,3531040,"Transportation",0.0662
2024,3532002,"Housing and transportation",0.2653
2024,3532002,"Housing",0.1669
2024,3532002,"Transportation",0.0984
2024,3532004,"Housing and transportation",0.2786
2024,3532004,"Housing",0.1515
2024,3532004,"Transportation",0.1271
2024,3532012,"Housing and transportation",0.246
2024,3532012,"Housing",0.1506
2024,3532012,"Transportation",0.0954
2024,3532018,"Housing and transportation",0.2802
2024,3532018,"Housing",0.174
2024,3532018,"Transportation",0.1062
2024,3532027,"Housing and transportation",0.2266
2024,3532027,"Housing",0.1384
2024,3532027,"Transportation",0.0882
2024,3532038,"Housing and transportation",0.2518
2024,3532038,"Housing",0.1584
2024,3532038,"Transportation",0.0934
2024,3532042,"Housing and transportation",0.3032
2024,3532042,"Housing",0.1892
2024,3532042,"Transportation",0.114
2024,3532045,"Housing and transportation",0.2394
2024,3532045,"Housing",0.1521
2024,3532045,"Transportation",0.0873
2024,3534005,"Housing and transportation",0.267
2024,3534005,"Housing",0.1544
2024,3534005,"Transportation",0.1126
2024,3534010,"Housing and transportation",0.2525
2024,3534010,"Housing",0.1541
2024,3534010,"Transportation",0.0984
2024,3534011,"Housing and transportation",0.3008
2024,3534011,"Housing",0.1737
2024,3534011,"Transportation",0.1271
2024,3534020,"Housing and transportation",0.226
2024,3534020,"Housing",0.1353
2024,3534020,"Transportation",0.0907
2024,3534021,"Housing and transportation",0.3017
2024,3534021,"Housing",0.1771
2024,3534021,"Transportation",0.1246
2024,3534024,"Housing and transportation",0.2364
2024,3534024,"Housing",0.1474
2024,3534024,"Transportation",0.089
2024,3534030,"Housing and transportation",0.2583
2024,3534030,"Housing",0.1544
2024,3534030,"Transportation",0.1038
2024,3534042,"Housing and transportation",0.2684
2024,3534042,"Housing",0.1446
2024,3534042,"Transportation",0.1238
2024,3536020,"Housing and transportation",0.2686
2024,3536020,"Housing",0.1389
2024,3536020,"Transportation",0.1298
2024,3536029,"Transportation",0.2031
2024,3537003,"Housing and transportation",0.3456
2024,3537003,"Housing",0.1635
2024,3537003,"Transportation",0.1821
2024,3537013,"Housing and transportation",0.2861
2024,3537013,"Housing",0.1331
2024,3537013,"Transportation",0.153
2024,3537016,"Housing and transportation",0.3059
2024,3537016,"Housing",0.1405
2024,3537016,"Transportation",0.1653
2024,3537028,"Housing and transportation",0.2931
2024,3537028,"Housing",0.1463
2024,3537028,"Transportation",0.1468
2024,3537034,"Housing and transportation",0.2544
2024,3537034,"Housing",0.1335
2024,3537034,"Transportation",0.1209
2024,3537039,"Housing and transportation",0.3728
2024,3537039,"Housing",0.1673
2024,3537039,"Transportation",0.2055
2024,3537048,"Housing and transportation",0.2578
2024,3537048,"Housing",0.1259
2024,3537048,"Transportation",0.132
2024,3537064,"Housing and transportation",0.2667
2024,3537064,"Housing",0.1405
2024,3537064,"Transportation",0.1262
2024,3538003,"Housing and transportation",0.202
2024,3538003,"Housing",0.1169
2024,3538003,"Transportation",0.0852
2024,3538007,"Housing and transportation",0.2337
2024,3538007,"Housing",0.1331
2024,3538007,"Transportation",0.1005
2024,3538015,"Housing and transportation",0.2238
2024,3538015,"Housing",0.122
2024,3538015,"Transportation",0.1018
2024,3538016,"Housing and transportation",0.1905
2024,3538016,"Housing",0.1103
2024,3538016,"Transportation",0.0802
2024,3538018,"Transportation",0.0917
2024,3538019,"Housing and transportation",0.2419
2024,3538019,"Housing",0.1448
2024,3538019,"Transportation",0.097
2024,3538025,"Housing and transportation",0.2109
2024,3538025,"Housing",0.0453
2024,3538025,"Transportation",0.1656
2024,3538030,"Housing and transportation",0.2549
2024,3538030,"Housing",0.1472
2024,3538030,"Transportation",0.1077
2024,3538031,"Housing and transportation",0.2234
2024,3538031,"Housing",0.1241
2024,3538031,"Transportation",0.0993
2024,3538035,"Housing and transportation",0.1971
2024,3538035,"Housing",0.1198
2024,3538035,"Transportation",0.0773
2024,3538040,"Housing and transportation",0.2252
2024,3538040,"Housing",0.1208
2024,3538040,"Transportation",0.1043
2024,3538043,"Housing and transportation",0.2236
2024,3538043,"Housing",0.1266
2024,3538043,"Transportation",0.097
2024,3538056,"Housing and transportation",0.2158
2024,3538056,"Housing",0.0589
2024,3538056,"Transportation",0.1569
2024,3539002,"Transportation",0.1919
2024,3539005,"Housing and transportation",0.318
2024,3539005,"Housing",0.1429
2024,3539005,"Transportation",0.1751
2024,3539015,"Housing and transportation",0.3129
2024,3539015,"Housing",0.1556
2024,3539015,"Transportation",0.1574
2024,3539027,"Housing and transportation",0.2618
2024,3539027,"Housing",0.1367
2024,3539027,"Transportation",0.1251
2024,3539033,"Housing and transportation",0.2497
2024,3539033,"Housing",0.1376
2024,3539033,"Transportation",0.112
2024,3539036,"Housing and transportation",0.3679
2024,3539036,"Housing",0.1848
2024,3539036,"Transportation",0.1831
2024,3539041,"Housing and transportation",0.3057
2024,3539041,"Housing",0.1483
2024,3539041,"Transportation",0.1574
2024,3539047,"Housing and transportation",0.2701
2024,3539047,"Housing",0.1367
2024,3539047,"Transportation",0.1334
2024,3539060,"Housing and transportation",0.2931
2024,3539060,"Housing",0.1597
2024,3539060,"Transportation",0.1334
2024,3540005,"Housing and transportation",0.2573
2024,3540005,"Housing",0.1359
2024,3540005,"Transportation",0.1214
2024,3540010,"Housing and transportation",0.2396
2024,3540010,"Housing",0.1296
2024,3540010,"Transportation",0.1099
2024,3540025,"Housing and transportation",0.2479
2024,3540025,"Housing",0.1311
2024,3540025,"Transportation",0.1168
2024,3540028,"Housing and transportation",0.2933
2024,3540028,"Housing",0.1588
2024,3540028,"Transportation",0.1345
2024,3540040,"Housing and transportation",0.2485
2024,3540040,"Housing",0.1317
2024,3540040,"Transportation",0.1168
2024,3540046,"Housing and transportation",0.2545
2024,3540046,"Housing",0.1433
2024,3540046,"Transportation",0.1112
2024,3540050,"Housing and transportation",0.2674
2024,3540050,"Housing",0.1588
2024,3540050,"Transportation",0.1087
2024,3540055,"Housing and transportation",0.2809
2024,3540055,"Housing",0.1579
2024,3540055,"Transportation",0.123
2024,3540063,"Housing and transportation",0.2346
2024,3540063,"Housing",0.1148
2024,3540063,"Transportation",0.1198
2024,3541004,"Housing and transportation",0.237
2024,3541004,"Housing",0.1308
2024,3541004,"Transportation",0.1062
2024,3541015,"Housing and transportation",0.225
2024,3541015,"Housing",0.1223
2024,3541015,"Transportation",0.1027
2024,3541024,"Housing and transportation",0.2432
2024,3541024,"Housing",0.1507
2024,3541024,"Transportation",0.0925
2024,3541032,"Housing and transportation",0.2484
2024,3541032,"Housing",0.1371
2024,3541032,"Transportation",0.1112
2024,3541043,"Housing and transportation",0.2837
2024,3541043,"Housing",0.1668
2024,3541043,"Transportation",0.1168
2024,3541045,"Housing and transportation",0.2346
2024,3541045,"Housing",0.1439
2024,3541045,"Transportation",0.0907
2024,3541055,"Housing and transportation",0.267
2024,3541055,"Housing",0.1363
2024,3541055,"Transportation",0.1307
2024,3541057,"Transportation",0.1705
2024,3541060,"Housing and transportation",0.2814
2024,3541060,"Housing",0.0631
2024,3541060,"Transportation",0.2183
2024,3541069,"Housing and transportation",0.2394
2024,3541069,"Housing",0.1049
2024,3541069,"Transportation",0.1345
2024,3542004,"Housing and transportation",0.252
2024,3542004,"Housing",0.1314
2024,3542004,"Transportation",0.1206
2024,3542005,"Housing and transportation",0.3004
2024,3542005,"Housing",0.1905
2024,3542005,"Transportation",0.1099
2024,3542015,"Housing and transportation",0.2684
2024,3542015,"Housing",0.1584
2024,3542015,"Transportation",0.1099
2024,3542029,"Housing and transportation",0.3005
2024,3542029,"Housing",0.1651
2024,3542029,"Transportation",0.1354
2024,3542037,"Housing and transportation",0.2691
2024,3542037,"Housing",0.1538
2024,3542037,"Transportation",0.1154
2024,3542045,"Housing and transportation",0.2262
2024,3542045,"Housing",0.1336
2024,3542045,"Transportation",0.0925
2024,3542047,"Housing and transportation",0.2687
2024,3542047,"Housing",0.1511
2024,3542047,"Transportation",0.1175
2024,3542053,"Housing and transportation",0.2254
2024,3542053,"Housing",0.126
2024,3542053,"Transportation",0.0994
2024,3542059,"Housing and transportation",0.3256
2024,3542059,"Housing",0.1777
2024,3542059,"Transportation",0.1479
2024,3543003,"Housing and transportation",0.2454
2024,3543003,"Housing",0.1704
2024,3543003,"Transportation",0.075
2024,3543005,"Housing and transportation",0.2616
2024,3543005,"Housing",0.1712
2024,3543005,"Transportation",0.0904
2024,3543007,"Housing and transportation",0.2855
2024,3543007,"Housing",0.2012
2024,3543007,"Transportation",0.0843
2024,3543009,"Housing and transportation",0.2361
2024,3543009,"Housing",0.1642
2024,3543009,"Transportation",0.0719
2024,3543014,"Housing and transportation",0.2979
2024,3543014,"Housing",0.2209
2024,3543014,"Transportation",0.0769
2024,3543015,"Housing and transportation",0.25
2024,3543015,"Housing",0.1567
2024,3543015,"Transportation",0.0933
2024,3543017,"Housing and transportation",0.2916
2024,3543017,"Housing",0.2048
2024,3543017,"Transportation",0.0868
2024,3543019,"Housing and transportation",0.2567
2024,3543019,"Housing",0.1536
2024,3543019,"Transportation",0.1032
2024,3543021,"Housing and transportation",0.2507
2024,3543021,"Housing",0.1695
2024,3543021,"Transportation",0.0812
2024,3543023,"Housing and transportation",0.2211
2024,3543023,"Housing",0.1442
2024,3543023,"Transportation",0.0769
2024,3543031,"Housing and transportation",0.2972
2024,3543031,"Housing",0.1903
2024,3543031,"Transportation",0.107
2024,3543042,"Housing and transportation",0.3111
2024,3543042,"Housing",0.2168
2024,3543042,"Transportation",0.0943
2024,3543050,"Housing and transportation",0.1703
2024,3543050,"Housing",0.0403
2024,3543050,"Transportation",0.1299
2024,3543052,"Housing and transportation",0.3242
2024,3543052,"Housing",0.2007
2024,3543052,"Transportation",0.1235
2024,3543064,"Housing and transportation",0.2748
2024,3543064,"Housing",0.1594
2024,3543064,"Transportation",0.1154
2024,3543068,"Housing and transportation",0.235
2024,3543068,"Housing",0.1353
2024,3543068,"Transportation",0.0997
2024,3543069,"Transportation",0.1687
2024,3543071,"Housing and transportation",0.2704
2024,3543071,"Housing",0.1635
2024,3543071,"Transportation",0.107
2024,3543072,"Housing and transportation",0.2903
2024,3543072,"Housing",0.1718
2024,3543072,"Transportation",0.1185
2024,3543074,"Housing and transportation",0.3168
2024,3543074,"Housing",0.1906
2024,3543074,"Transportation",0.1262
2024,3544002,"Housing and transportation",0.29
2024,3544002,"Housing",0.1628
2024,3544002,"Transportation",0.1271
2024,3544018,"Housing and transportation",0.2855
2024,3544018,"Housing",0.1755
2024,3544018,"Transportation",0.1099
2024,3544027,"Housing and transportation",0.2189
2024,3544027,"Housing",0.1151
2024,3544027,"Transportation",0.1038
2024,3544042,"Housing and transportation",0.2751
2024,3544042,"Housing",0.1625
2024,3544042,"Transportation",0.1126
2024,3544053,"Housing and transportation",0.245
2024,3544053,"Housing",0.14
2024,3544053,"Transportation",0.105
2024,3544065,"Housing and transportation",0.234
2024,3544065,"Housing",0.1201
2024,3544065,"Transportation",0.114
2024,3546005,"Housing and transportation",0.2899
2024,3546005,"Housing",0.143
2024,3546005,"Transportation",0.1469
2024,3546015,"Housing and transportation",0.2544
2024,3546015,"Housing",0.1289
2024,3546015,"Transportation",0.1254
2024,3546018,"Housing and transportation",0.2125
2024,3546018,"Housing",0.0911
2024,3546018,"Transportation",0.1214
2024,3546024,"Housing and transportation",0.2476
2024,3546024,"Housing",0.1278
2024,3546024,"Transportation",0.1198
2024,3547002,"Housing and transportation",0.2917
2024,3547002,"Housing",0.1696
2024,3547002,"Transportation",0.1221
2024,3547003,"Housing and transportation",0.2424
2024,3547003,"Housing",0.1493
2024,3547003,"Transportation",0.0931
2024,3547008,"Housing and transportation",0.2273
2024,3547008,"Housing",0.1135
2024,3547008,"Transportation",0.1138
2024,3547020,"Transportation",0.1486
2024,3547030,"Housing and transportation",0.2662
2024,3547030,"Housing",0.1194
2024,3547030,"Transportation",0.1467
2024,3547033,"Housing and transportation",0.2505
2024,3547033,"Housing",0.1047
2024,3547033,"Transportation",0.1458
2024,3547035,"Housing and transportation",0.2808
2024,3547035,"Housing",0.1452
2024,3547035,"Transportation",0.1355
2024,3547037,"Transportation",0.1843
2024,3547043,"Housing and transportation",0.2186
2024,3547043,"Housing",0.1102
2024,3547043,"Transportation",0.1084
2024,3547046,"Housing and transportation",0.2414
2024,3547046,"Housing",0.139
2024,3547046,"Transportation",0.1024
2024,3547048,"Housing and transportation",0.3036
2024,3547048,"Housing",0.151
2024,3547048,"Transportation",0.1526
2024,3547056,"Housing and transportation",0.2449
2024,3547056,"Housing",0.1311
2024,3547056,"Transportation",0.1138
2024,3547064,"Housing and transportation",0.3182
2024,3547064,"Housing",0.1724
2024,3547064,"Transportation",0.1458
2024,3547070,"Housing and transportation",0.2224
2024,3547070,"Housing",0.11
2024,3547070,"Transportation",0.1124
2024,3547075,"Housing and transportation",0.2295
2024,3547075,"Housing",0.1315
2024,3547075,"Transportation",0.098
2024,3547076,"Housing and transportation",0.2284
2024,3547076,"Housing",0.138
2024,3547076,"Transportation",0.0903
2024,3547090,"Housing and transportation",0.2368
2024,3547090,"Housing",0.1377
2024,3547090,"Transportation",0.0991
2024,3547096,"Housing and transportation",0.2168
2024,3547096,"Housing",0.1198
2024,3547096,"Transportation",0.097
2024,3547098,"Transportation",0.1254
2024,3548001,"Housing and transportation",0.2442
2024,3548001,"Housing",0.0937
2024,3548001,"Transportation",0.1506
2024,3548013,"Transportation",0.1254
2024,3548021,"Housing and transportation",0.3215
2024,3548021,"Housing",0.1482
2024,3548021,"Transportation",0.1732
2024,3548022,"Transportation",0.128
2024,3548027,"Housing and transportation",0.2661
2024,3548027,"Housing",0.1464
2024,3548027,"Transportation",0.1197
2024,3548031,"Transportation",0.1181
2024,3548034,"Housing and transportation",0.239
2024,3548034,"Housing",0.1544
2024,3548034,"Transportation",0.0845
2024,3548044,"Housing and transportation",0.3077
2024,3548044,"Housing",0.1797
2024,3548044,"Transportation",0.128
2024,3548055,"Housing and transportation",0.2937
2024,3548055,"Housing",0.1611
2024,3548055,"Transportation",0.1326
2024,3548069,"Transportation",0.1418
2024,3548073,"Housing and transportation",0.2174
2024,3548073,"Housing",0.0799
2024,3548073,"Transportation",0.1375
2024,3548094,"Housing and transportation",0.2498
2024,3548094,"Housing",0.1209
2024,3548094,"Transportation",0.1289
2024,3549003,"Housing and transportation",0.2234
2024,3549003,"Housing",0.1122
2024,3549003,"Transportation",0.1112
2024,3549005,"Transportation",0.1126
2024,3549012,"Transportation",0.1488
2024,3549014,"Housing and transportation",0.282
2024,3549014,"Housing",0.1522
2024,3549014,"Transportation",0.1298
2024,3549018,"Transportation",0.1374
2024,3549019,"Transportation",0.1345
2024,3549022,"Housing and transportation",0.3956
2024,3549022,"Housing",0.2238
2024,3549022,"Transportation",0.1718
2024,3549024,"Transportation",0.1395
2024,3549028,"Transportation",0.1183
2024,3549031,"Housing and transportation",0.223
2024,3549031,"Housing",0.1214
2024,3549031,"Transportation",0.1016
2024,3549032,"Housing and transportation",0.3282
2024,3549032,"Housing",0.1775
2024,3549032,"Transportation",0.1507
2024,3549036,"Transportation",0.1112
2024,3549039,"Transportation",0.1488
2024,3549043,"Housing and transportation",0.2546
2024,3549043,"Housing",0.1151
2024,3549043,"Transportation",0.1395
2024,3549046,"Housing and transportation",0.2663
2024,3549046,"Housing",0.1328
2024,3549046,"Transportation",0.1335
2024,3549048,"Transportation",0.1527
2024,3549051,"Transportation",0.1316
2024,3549054,"Transportation",0.1335
2024,3549056,"Housing and transportation",0.306
2024,3549056,"Housing",0.1533
2024,3549056,"Transportation",0.1527
2024,3549060,"Housing and transportation",0.271
2024,3549060,"Housing",0.1535
2024,3549060,"Transportation",0.1175
2024,3549066,"Housing and transportation",0.2473
2024,3549066,"Housing",0.1548
2024,3549066,"Transportation",0.0925
2024,3549071,"Transportation",0.1126
2024,3549073,"Transportation",0.1374
2024,3549096,"Housing and transportation",0.2657
2024,3549096,"Housing",0.1035
2024,3549096,"Transportation",0.1622
2024,3551001,"Transportation",0.1537
2024,3551006,"Housing and transportation",0.2588
2024,3551006,"Housing",0.1253
2024,3551006,"Transportation",0.1335
2024,3551011,"Housing and transportation",0.2348
2024,3551011,"Housing",0.1076
2024,3551011,"Transportation",0.1271
2024,3551017,"Housing and transportation",0.2657
2024,3551017,"Housing",0.1419
2024,3551017,"Transportation",0.1238
2024,3551021,"Transportation",0.1154
2024,3551026,"Housing and transportation",0.2863
2024,3551026,"Housing",0.1436
2024,3551026,"Transportation",0.1427
2024,3551027,"Transportation",0.1364
2024,3551028,"Transportation",0.1517
2024,3551040,"Transportation",0.1634
2024,3551041,"Transportation",0.1657
2024,3551043,"Housing and transportation",0.2107
2024,3551043,"Housing",0.0238
2024,3551043,"Transportation",0.1869
2024,3551045,"Housing and transportation",0.2301
2024,3551045,"Housing",0.049
2024,3551045,"Transportation",0.1811
2024,3552001,"Housing and transportation",0.2736
2024,3552001,"Housing",0.1361
2024,3552001,"Transportation",0.1374
2024,3552004,"Housing and transportation",0.2525
2024,3552004,"Housing",0.1295
2024,3552004,"Transportation",0.123
2024,3552013,"Housing and transportation",0.2602
2024,3552013,"Housing",0.1463
2024,3552013,"Transportation",0.114
2024,3552023,"Housing and transportation",0.2453
2024,3552023,"Housing",0.1128
2024,3552023,"Transportation",0.1325
2024,3552026,"Housing and transportation",0.2483
2024,3552026,"Housing",0.1285
2024,3552026,"Transportation",0.1198
2024,3552028,"Transportation",0.1087
2024,3552031,"Transportation",0.1154
2024,3552036,"Housing and transportation",0.2176
2024,3552036,"Housing",0.0914
2024,3552036,"Transportation",0.1263
2024,3552051,"Transportation",0.114
2024,3552092,"Housing and transportation",0.2208
2024,3552092,"Housing",0.1095
2024,3552092,"Transportation",0.1112
2024,3552093,"Housing and transportation",0.2263
2024,3552093,"Housing",0.108
2024,3552093,"Transportation",0.1183
2024,3553005,"Housing and transportation",0.2699
2024,3553005,"Housing",0.157
2024,3553005,"Transportation",0.1129
2024,3554001,"Transportation",0.1263
2024,3554006,"Housing and transportation",0.2725
2024,3554006,"Housing",0.1409
2024,3554006,"Transportation",0.1316
