"CSDUID","CDUID","PRUID","fwi","dc","fwi_cd_mean","fwi_pr_mean","dc_cd_mean","dc_pr_mean","fwi_ratio_cd","fwi_ratio_pr","fwi_ratio_national","fwi_diff_cd","fwi_diff_pr","fwi_diff_national","fwi_pctile_national","dc_ratio_cd","dc_ratio_pr","dc_ratio_national","dc_diff_cd","dc_diff_pr","dc_diff_national","dc_pctile_national"
"2441075","2441","24",4.27954595177262,147.50486557572,5.09087200483657,3.65549252523862,150.763424862272,196.727641223169,0.841,1.171,0.695,-0.81,0.62,-1.88,13.4,0.978,0.75,0.461,-3.26,-49.22,-172.55,1.9
"3519054","3519","35",7.95543380116307,284.855419070222,8.57206026951521,5.76257174353584,286.044847308102,251.84018680104,0.928,1.381,1.292,-0.62,2.19,1.8,52.7,0.996,1.131,0.89,-1.19,33.02,-35.2,49.4
"3519070","3519","35",7.11830395275785,274.566089118879,8.57206026951521,5.76257174353584,286.044847308102,251.84018680104,0.83,1.235,1.156,-1.45,1.36,0.96,46,0.96,1.09,0.858,-11.48,22.73,-45.49,47.2
"2498020","2498","24",3.29319619095242,184.518621688099,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.47,0.901,0.535,1.05,-0.36,-2.86,5.9,1.144,0.938,0.577,23.19,-12.21,-135.54,12.3
"2498025","2498","24",3.62737737647418,158.287653166672,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.619,0.992,0.589,1.39,-0.03,-2.53,8.1,0.981,0.805,0.495,-3.04,-38.44,-161.77,3.6
"2498030","2498","24",3.33283333063126,162.946300811768,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.488,0.912,0.541,1.09,-0.32,-2.82,6,1.01,0.828,0.509,1.62,-33.78,-157.11,4.9
"2498035","2498","24",3.75171481370926,168.111791992188,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.675,1.026,0.609,1.51,0.1,-2.41,9.3,1.042,0.855,0.525,6.79,-28.62,-151.94,6.7
"2498040","2498","24",4.18019234232542,158.449314790613,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.866,1.144,0.679,1.94,0.52,-1.98,12.6,0.982,0.805,0.495,-2.88,-38.28,-161.6,3.6
"2498045","2498","24",3.29724909797791,145.573569267027,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.472,0.902,0.535,1.06,-0.36,-2.86,5.9,0.902,0.74,0.455,-15.75,-51.15,-174.48,1.6
"2498050","2498","24",2.95155962792838,148.046590851574,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.318,0.807,0.479,0.71,-0.7,-3.21,4.3,0.918,0.753,0.463,-13.28,-48.68,-172.01,2
"2498055","2498","24",3.46854717524972,175.036464180533,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,1.549,0.949,0.563,1.23,-0.19,-2.69,7,1.085,0.89,0.547,13.71,-21.69,-145.02,8.7
"2498802","2498","24",2.01451599597931,167.757530212402,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,0.899,0.551,0.327,-0.23,-1.64,-4.14,1.1,1.04,0.853,0.524,6.43,-28.97,-152.3,6.5
"2498804","2498","24",2.01613986492157,171.939788818359,2.23987862154851,3.65549252523862,161.325736451227,196.727641223169,0.9,0.552,0.327,-0.22,-1.64,-4.14,1.1,1.066,0.874,0.537,10.61,-24.79,-148.11,8
"2456030","2456","24",7.25850428067721,228.275812002329,7.38034099944169,3.65549252523862,225.380684247925,196.727641223169,0.983,1.986,1.179,-0.12,3.6,1.1,47.5,1.013,1.16,0.713,2.9,31.55,-91.78,35.6
"2456035","2456","24",7.26530367533366,228.613777669271,7.38034099944169,3.65549252523862,225.380684247925,196.727641223169,0.984,1.988,1.18,-0.12,3.61,1.11,47.6,1.014,1.162,0.714,3.23,31.89,-91.44,35.8
"1329047","1329","13",6.71671307320688,220.060720107135,6.07851886098471,5.38089401044368,218.882670785143,218.217598579156,1.105,1.248,1.091,0.64,1.34,0.56,41.9,1.005,1.008,0.688,1.18,1.84,-99.99,31.3
"1329048","1329","13",7.68198519486647,216.746566772461,6.07851886098471,5.38089401044368,218.882670785143,218.217598579156,1.264,1.428,1.248,1.6,2.3,1.52,50.7,0.99,0.993,0.677,-2.14,-1.47,-103.31,29.7
"2448028","2448","24",5.94207940782819,196.133808680943,5.78327748657305,3.65549252523862,192.432815706171,196.727641223169,1.027,1.626,0.965,0.16,2.29,-0.22,32.8,1.019,0.997,0.613,3.7,-0.59,-123.92,18.9
"2448038","2448","24",6.33852082490921,203.215737342834,5.78327748657305,3.65549252523862,192.432815706171,196.727641223169,1.096,1.734,1.029,0.56,2.68,0.18,37.5,1.056,1.033,0.635,10.78,6.49,-116.84,23
"2448045","2448","24",5.88646468249234,195.741111755371,5.78327748657305,3.65549252523862,192.432815706171,196.727641223169,1.018,1.61,0.956,0.1,2.23,-0.27,32.3,1.017,0.995,0.612,3.31,-0.99,-124.31,18.6
"2448050","2448","24",6.00124302506447,199.208700180054,5.78327748657305,3.65549252523862,192.432815706171,196.727641223169,1.038,1.642,0.975,0.22,2.35,-0.16,33.5,1.035,1.013,0.622,6.78,2.48,-120.85,20.5
"2459035","2459","24",7.38420107251122,219.623809087844,7.88913668612787,3.65549252523862,219.516473739735,196.727641223169,0.936,2.02,1.199,-0.5,3.73,1.23,48.5,1,1.116,0.686,0.11,22.9,-100.43,31.1
"2460005","2460","24",8.01422214508057,219.309677124023,7.53924312732484,3.65549252523862,218.679257002663,196.727641223169,1.063,2.192,1.302,0.47,4.36,1.86,53,1.003,1.115,0.685,0.63,22.58,-100.74,31
"2460020","2460","24",7.69904926088121,219.378851996528,7.53924312732484,3.65549252523862,218.679257002663,196.727641223169,1.021,2.106,1.25,0.16,4.04,1.54,50.8,1.003,1.115,0.685,0.7,22.65,-100.68,31.1
"2441080","2441","24",4.70774192810059,151.22822265625,5.09087200483657,3.65549252523862,150.763424862272,196.727641223169,0.925,1.288,0.765,-0.38,1.05,-1.45,17.3,1.003,0.769,0.473,0.46,-45.5,-168.83,2.5
"2441085","2441","24",4.74857174313587,153.659419515859,5.09087200483657,3.65549252523862,150.763424862272,196.727641223169,0.933,1.299,0.771,-0.34,1.09,-1.41,17.8,1.019,0.781,0.48,2.9,-43.07,-166.39,2.8
"2441098","2441","24",4.98918503209164,157.558099043997,5.09087200483657,3.65549252523862,150.763424862272,196.727641223169,0.98,1.365,0.81,-0.1,1.33,-1.17,20.1,1.045,0.801,0.492,6.79,-39.17,-162.5,3.5
"2441117","2441","24",5.38821208199789,153.047235888104,5.09087200483657,3.65549252523862,150.763424862272,196.727641223169,1.058,1.474,0.875,0.3,1.73,-0.77,25,1.015,0.778,0.478,2.28,-43.68,-167.01,2.7
"2445080","2445","24",4.76922225952148,166.792221069336,4.76039306166607,3.65549252523862,165.217189818114,196.727641223169,1.002,1.305,0.775,0.01,1.11,-1.39,18.1,1.01,0.848,0.521,1.58,-29.94,-153.26,6.1
"2445085","2445","24",4.61950178579851,162.156666842374,4.76039306166607,3.65549252523862,165.217189818114,196.727641223169,0.97,1.264,0.75,-0.14,0.96,-1.54,16.5,0.981,0.824,0.507,-3.06,-34.57,-157.9,4.6
"2494210","2494","24",3.63399511962742,180.359998034192,3.55949942824313,3.65549252523862,174.233856667198,196.727641223169,1.021,0.994,0.59,0.07,-0.02,-2.52,8.2,1.035,0.917,0.564,6.13,-16.37,-139.69,10.6
"2494215","2494","24",5.14529093943144,192.851393247906,3.55949942824313,3.65549252523862,174.233856667198,196.727641223169,1.446,1.408,0.836,1.59,1.49,-1.01,21.8,1.107,0.98,0.603,18.62,-3.88,-127.2,16.9
"2494220","2494","24",5.37039685616126,195.093895780123,3.55949942824313,3.65549252523862,174.233856667198,196.727641223169,1.509,1.469,0.872,1.81,1.71,-0.79,24.7,1.12,0.992,0.61,20.86,-1.63,-124.96,18.3
"3515013","3515","35",8.04226007461548,265.866770796342,6.97961783155258,5.76257174353584,276.99995688091,251.84018680104,1.152,1.396,1.306,1.06,2.28,1.88,53.1,0.96,1.056,0.831,-11.13,14.03,-54.19,45.3
"3515014","3515","35",8.68602146821864,269.832128188189,6.97961783155258,5.76257174353584,276.99995688091,251.84018680104,1.244,1.507,1.411,1.71,2.92,2.53,55.9,0.974,1.071,0.843,-7.17,17.99,-50.22,46.1
"3515015","3515","35",7.73000504076481,274.850067138672,6.97961783155258,5.76257174353584,276.99995688091,251.84018680104,1.108,1.341,1.255,0.75,1.97,1.57,51.1,0.992,1.091,0.859,-2.15,23.01,-45.2,47.2
"1329049","1329","13",7.68116628206693,213.186931903546,6.07851886098471,5.38089401044368,218.882670785143,218.217598579156,1.264,1.427,1.247,1.6,2.3,1.52,50.7,0.974,0.977,0.666,-5.7,-5.03,-106.87,27.9
"1329050","1329","13",7.07127394883529,213.381393432617,6.07851886098471,5.38089401044368,218.882670785143,218.217598579156,1.163,1.314,1.148,0.99,1.69,0.91,45.3,0.975,0.978,0.667,-5.5,-4.84,-106.67,28
"2447055","2447","24",6.51147219538689,205.90479183197,5.76678298439668,3.65549252523862,193.530717973623,196.727641223169,1.129,1.781,1.057,0.74,2.86,0.35,39.2,1.064,1.047,0.643,12.37,9.18,-114.15,24.2
"2448005","2448","24",5.2455070568965,179.906410804162,5.78327748657305,3.65549252523862,192.432815706171,196.727641223169,0.907,1.435,0.852,-0.54,1.59,-0.91,23,0.935,0.914,0.562,-12.53,-16.82,-140.15,10.3
"2457075","2457","24",7.5578011211596,219.67113775956,7.81110623294902,3.65549252523862,222.049900977964,196.727641223169,0.968,2.068,1.227,-0.25,3.9,1.4,49.7,0.989,1.117,0.686,-2.38,22.94,-100.38,31.1
"2458007","2458","24",8.22556193669637,223.410184224447,8.50223643033722,3.65549252523862,225.723998059058,196.727641223169,0.967,2.25,1.336,-0.28,4.57,2.07,54,0.99,1.136,0.698,-2.31,26.68,-96.64,33.2
"2435055","2435","24",4.8756422996521,204.356088402158,4.36037323863136,3.65549252523862,200.43308956792,196.727641223169,1.118,1.334,0.792,0.52,1.22,-1.28,19,1.02,1.039,0.639,3.92,7.63,-115.7,23.6
"2435902","2435","24",4.74011182203525,200.487097391268,4.36037323863136,3.65549252523862,200.43308956792,196.727641223169,1.087,1.297,0.77,0.38,1.08,-1.42,17.8,1,1.019,0.626,0.05,3.76,-119.57,21.4
"2435904","2435","24",4.19997757297022,201.686575398493,4.36037323863136,3.65549252523862,200.43308956792,196.727641223169,0.963,1.149,0.682,-0.16,0.54,-1.96,12.7,1.006,1.025,0.63,1.25,4.96,-118.37,22.1
"2435906","2435","24",3.80742013326255,198.328893435899,4.36037323863136,3.65549252523862,200.43308956792,196.727641223169,0.873,1.042,0.618,-0.55,0.15,-2.35,9.9,0.99,1.008,0.62,-2.1,1.6,-121.73,20
"2435908","2435","24",3.84167850017548,199.76688079834,4.36037323863136,3.65549252523862,200.43308956792,196.727641223169,0.881,1.051,0.624,-0.52,0.19,-2.32,10.2,0.997,1.015,0.624,-0.67,3.04,-120.29,20.9
"2449075","2449","24",5.61566662788391,197.884941101074,5.66496726635322,3.65549252523862,195.669248437663,196.727641223169,0.991,1.536,0.912,-0.05,1.96,-0.54,28.4,1.011,1.006,0.618,2.22,1.16,-122.17,19.7
"2449080","2449","24",5.58527777411721,197.541350624778,5.66496726635322,3.65549252523862,195.669248437663,196.727641223169,0.986,1.528,0.907,-0.08,1.93,-0.57,27.9,1.01,1.004,0.617,1.87,0.81,-122.51,19.5
"2445093","2445","24",4.65825923283895,161.284939236111,4.76039306166607,3.65549252523862,165.217189818114,196.727641223169,0.979,1.274,0.757,-0.1,1,-1.5,16.9,0.976,0.82,0.504,-3.93,-35.44,-158.77,4.2
"2446090","2446","24",5.98400476704473,204.513670548149,5.56200534543391,3.65549252523862,199.397393947501,196.727641223169,1.076,1.637,0.972,0.42,2.33,-0.17,33.3,1.026,1.04,0.639,5.12,7.79,-115.54,23.7
"2446095","2446","24",6.26403700510661,212.419333902995,5.56200534543391,3.65549252523862,199.397393947501,196.727641223169,1.126,1.714,1.017,0.7,2.61,0.11,36.6,1.065,1.08,0.664,13.02,15.69,-107.63,27.5
"2446100","2446","24",6.75761545621432,219.913588303786,5.56200534543391,3.65549252523862,199.397393947501,196.727641223169,1.215,1.849,1.097,1.2,3.1,0.6,42.4,1.103,1.118,0.687,20.52,23.19,-100.14,31.3
"2404005","2404","24",2.68809496247491,162.573563686637,2.08385087410244,3.65549252523862,167.111266069396,196.727641223169,1.29,0.735,0.437,0.6,-0.97,-3.47,3.1,0.973,0.826,0.508,-4.54,-34.15,-157.48,4.8
"2404010","2404","24",2.54009650609432,167.001599434095,2.08385087410244,3.65549252523862,167.111266069396,196.727641223169,1.219,0.695,0.413,0.46,-1.12,-3.62,2.3,0.999,0.849,0.522,-0.11,-29.73,-153.05,6.2
"2404015","2404","24",2.78675211392916,175.050869281475,2.08385087410244,3.65549252523862,167.111266069396,196.727641223169,1.337,0.762,0.453,0.7,-0.87,-3.37,3.6,1.048,0.89,0.547,7.94,-21.68,-145,8.7
"2404020","2404","24",2.37699617599619,170.57378571609,2.08385087410244,3.65549252523862,167.111266069396,196.727641223169,1.141,0.65,0.386,0.29,-1.28,-3.78,1.9,1.021,0.867,0.533,3.46,-26.15,-149.48,7.5
"2407085","2407","24",4.4319959793772,203.173889705113,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.176,1.212,0.72,0.66,0.78,-1.73,14.9,1.051,1.033,0.635,9.81,6.45,-116.88,23
"2407090","2407","24",3.99670708179474,198.803636724299,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.06,1.093,0.649,0.23,0.34,-2.16,11.4,1.028,1.011,0.621,5.44,2.08,-121.25,20.3
"2439020","2439","24",4.74872664401406,167.536841944644,5.02312216911245,3.65549252523862,180.077702395129,196.727641223169,0.945,1.299,0.771,-0.27,1.09,-1.41,17.8,0.93,0.852,0.523,-12.54,-29.19,-152.52,6.3
"2449048","2449","24",5.860666680336,199.477519226074,5.66496726635322,3.65549252523862,195.669248437663,196.727641223169,1.035,1.603,0.952,0.2,2.21,-0.3,31.9,1.019,1.014,0.623,3.81,2.75,-120.58,20.7
"2451085","2451","24",5.37175687154134,212.883646647135,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.109,1.47,0.872,0.53,1.72,-0.79,24.8,1.046,1.082,0.665,9.37,16.16,-107.17,27.7
"2455048","2455","24",7.73213080798878,223.263662001666,7.25595272114724,3.65549252523862,219.188484936642,196.727641223169,1.066,2.115,1.256,0.48,4.08,1.57,51.1,1.019,1.135,0.698,4.08,26.54,-96.79,33.1
"2455065","2455","24",8.09363251466018,225.351367657001,7.25595272114724,3.65549252523862,219.188484936642,196.727641223169,1.115,2.214,1.314,0.84,4.44,1.94,53.4,1.028,1.145,0.704,6.16,28.62,-94.7,33.8
"2444015","2444","24",4.35482894290577,149.768418283174,4.80515878702918,3.65549252523862,154.542824793765,196.727641223169,0.906,1.191,0.707,-0.45,0.7,-1.8,14.2,0.969,0.761,0.468,-4.77,-46.96,-170.29,2.3
"2439062","2439","24",5.19664216041565,186.439051541415,5.02312216911245,3.65549252523862,180.077702395129,196.727641223169,1.035,1.422,0.844,0.17,1.54,-0.96,22.4,1.035,0.948,0.583,6.36,-10.29,-133.61,13.3
"2433017","2433","24",5.20905105995409,179.912805268259,5.67644827748587,3.65549252523862,182.405563898385,196.727641223169,0.918,1.425,0.846,-0.47,1.55,-0.95,22.6,0.986,0.915,0.562,-2.49,-16.81,-140.14,10.3
"2433025","2433","24",5.2103000164032,178.868280029297,5.67644827748587,3.65549252523862,182.405563898385,196.727641223169,0.918,1.425,0.846,-0.47,1.55,-0.95,22.6,0.981,0.909,0.559,-3.54,-17.86,-141.19,9.7
"2417078","2417","24",5.56521806010494,201.430686668113,4.37099982872533,3.65549252523862,199.894505148563,196.727641223169,1.273,1.522,0.904,1.19,1.91,-0.59,27.5,1.008,1.024,0.629,1.54,4.7,-118.62,21.9
"2433102","2433","24",6.14130724177641,186.173116347369,5.67644827748587,3.65549252523862,182.405563898385,196.727641223169,1.082,1.68,0.997,0.46,2.49,-0.02,35.3,1.021,0.946,0.582,3.77,-10.55,-133.88,13.1
"2418045","2418","24",4.92080755931575,191.477996454006,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,1.095,1.346,0.799,0.43,1.27,-1.24,19.3,1.034,0.973,0.598,6.37,-5.25,-128.58,16
"2418050","2418","24",5.66877772978374,193.097810472761,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,1.262,1.551,0.921,1.18,2.01,-0.49,29.2,1.043,0.982,0.603,7.99,-3.63,-126.96,17.1
"2418055","2418","24",5.40314440727234,188.979355621338,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,1.203,1.478,0.877,0.91,1.75,-0.75,25.1,1.021,0.961,0.59,3.87,-7.75,-131.07,14.5
"2418060","2418","24",5.82988677024841,190.199462127686,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,1.298,1.595,0.947,1.34,2.17,-0.33,31.6,1.028,0.967,0.594,5.09,-6.53,-129.85,15.1
"2407057","2407","24",5.1729648991635,202.669474551552,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.372,1.415,0.84,1.4,1.52,-0.98,22.1,1.048,1.03,0.633,9.3,5.94,-117.38,22.6
"2451020","2451","24",5.96080945786976,207.557862054734,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.231,1.631,0.968,1.12,2.31,-0.2,33,1.02,1.055,0.649,4.05,10.83,-112.5,25.2
"2451025","2451","24",5.76383339034186,207.962545606825,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.19,1.577,0.936,0.92,2.11,-0.39,30.5,1.022,1.057,0.65,4.45,11.23,-112.09,25.3
"2451030","2451","24",5.88386669158936,208.15150604248,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.215,1.61,0.956,1.04,2.23,-0.27,32.2,1.023,1.058,0.65,4.64,11.42,-111.9,25.4
"2417060","2417","24",5.74158601760864,220.489942932129,4.37099982872533,3.65549252523862,199.894505148563,196.727641223169,1.314,1.571,0.932,1.37,2.09,-0.42,30.2,1.103,1.121,0.689,20.6,23.76,-99.56,31.7
"2417065","2417","24",6.68050411343575,228.049026489258,4.37099982872533,3.65549252523862,199.894505148563,196.727641223169,1.528,1.828,1.085,2.31,3.03,0.52,41.4,1.141,1.159,0.713,28.15,31.32,-92,35.5
"2417070","2417","24",6.06183253394233,217.267901950412,4.37099982872533,3.65549252523862,199.894505148563,196.727641223169,1.387,1.658,0.984,1.69,2.41,-0.1,34.2,1.087,1.104,0.679,17.37,20.54,-102.79,29.9
"2418005","2418","24",3.59765498261703,178.992416381836,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,0.801,0.984,0.584,-0.9,-0.06,-2.56,7.8,0.967,0.91,0.559,-6.11,-17.74,-141.06,9.8
"2418010","2418","24",3.38730154718672,179.328419276646,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,0.754,0.927,0.55,-1.11,-0.27,-2.77,6.3,0.969,0.912,0.56,-5.78,-17.4,-140.73,10
"2418015","2418","24",3.28925022482872,175.935281276703,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,0.732,0.9,0.534,-1.2,-0.37,-2.87,5.8,0.95,0.894,0.55,-9.17,-20.79,-144.12,8.9
"2418020","2418","24",3.40012419925017,179.674699671128,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,0.757,0.93,0.552,-1.09,-0.26,-2.76,6.4,0.971,0.913,0.561,-5.43,-17.05,-140.38,10.2
"2418025","2418","24",3.41374749487097,178.486362110485,4.49311269616769,3.65549252523862,185.105084090913,196.727641223169,0.76,0.934,0.554,-1.08,-0.24,-2.74,6.5,0.964,0.907,0.558,-6.62,-18.24,-141.57,9.7
"2421010","2421","24",3.49382276535034,171.860485076904,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.207,0.956,0.567,0.6,-0.16,-2.66,7.1,1.047,0.874,0.537,7.74,-24.87,-148.19,7.9
"2421015","2421","24",NA,NA,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421020","2421","24",4.46042835712433,180.611293792725,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.541,1.22,0.724,1.57,0.8,-1.7,15.1,1.1,0.918,0.564,16.49,-16.12,-139.44,10.7
"2407065","2407","24",4.57332719696893,197.922654893663,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.213,1.251,0.743,0.8,0.92,-1.58,16,1.024,1.006,0.618,4.56,1.2,-122.13,19.8
"2407075","2407","24",4.62933333103473,201.647051297701,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.228,1.266,0.752,0.86,0.97,-1.53,16.6,1.043,1.025,0.63,8.28,4.92,-118.41,22
"2421025","2421","24",4.43090271949768,175.595241001674,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.531,1.212,0.72,1.54,0.78,-1.73,14.8,1.07,0.893,0.549,11.47,-21.13,-144.46,8.8
"2421030","2421","24",3.69696414470673,169.311560312907,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.277,1.011,0.6,0.8,0.04,-2.46,8.7,1.032,0.861,0.529,5.19,-27.42,-150.74,7
"2421035","2421","24",3.5932959318161,166.277607345581,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.241,0.983,0.584,0.7,-0.06,-2.56,7.7,1.013,0.845,0.52,2.15,-30.45,-153.78,5.9
"2421040","2421","24",5.52249073982239,183.041934967041,2.89432990692313,3.65549252523862,164.124225964684,196.727641223169,1.908,1.511,0.897,2.63,1.87,-0.64,26.8,1.115,0.93,0.572,18.92,-13.69,-137.01,11.6
"2419020","2419","24",3.61030798488193,167.886899029767,4.84478596824477,3.65549252523862,179.15408550942,196.727641223169,0.745,0.988,0.586,-1.23,-0.05,-2.55,7.9,0.937,0.853,0.525,-11.27,-28.84,-152.17,6.6
"2419025","2419","24",4.20399625405021,173.60860409944,4.84478596824477,3.65549252523862,179.15408550942,196.727641223169,0.868,1.15,0.683,-0.64,0.55,-1.95,12.8,0.969,0.882,0.542,-5.55,-23.12,-146.45,8.3
"2434007","2434","24",6.43775908152262,183.212636311849,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.375,1.761,1.046,1.75,2.78,0.28,38.3,0.993,0.931,0.572,-1.35,-13.52,-136.84,11.7
"2434017","2434","24",5.98311536128704,183.933623093825,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.277,1.637,0.972,1.3,2.33,-0.17,33.2,0.997,0.935,0.575,-0.63,-12.79,-136.12,12
"2420025","2420","24",6.60149997472763,191.863981246948,6.75304431991242,3.65549252523862,192.800422210814,196.727641223169,0.978,1.806,1.072,-0.15,2.95,0.44,40.4,0.995,0.975,0.599,-0.94,-4.86,-128.19,16.3
"2420030","2420","24",7.04059612751007,191.179569244385,6.75304431991242,3.65549252523862,192.800422210814,196.727641223169,1.043,1.926,1.143,0.29,3.39,0.88,45,0.992,0.972,0.597,-1.62,-5.55,-128.87,15.7
"2434025","2434","24",6.36498149236043,186.482437133789,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.359,1.741,1.034,1.68,2.71,0.21,37.8,1.01,0.948,0.583,1.92,-10.25,-133.57,13.3
"2434030","2434","24",6.02987775802612,185.684730529785,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.287,1.65,0.979,1.35,2.37,-0.13,33.9,1.006,0.944,0.58,1.12,-11.04,-134.37,12.8
"2434038","2434","24",5.71468059221904,184.880107243856,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.22,1.563,0.928,1.03,2.06,-0.44,29.7,1.002,0.94,0.578,0.31,-11.85,-135.17,12.5
"2434048","2434","24",5.21086977268087,184.108602589574,4.68357850756057,3.65549252523862,184.565505708485,196.727641223169,1.113,1.425,0.846,0.53,1.56,-0.95,22.6,0.998,0.936,0.575,-0.46,-12.62,-135.95,12.1
"2450090","2450","24",5.89943199687534,206.829987419976,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1,1.614,0.958,0,2.24,-0.26,32.5,1.009,1.051,0.646,1.88,10.1,-113.22,24.7
"2450095","2450","24",6.00441658496857,208.36007976532,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1.018,1.643,0.975,0.11,2.35,-0.15,33.5,1.017,1.059,0.651,3.41,11.63,-111.69,25.5
"2450100","2450","24",6.08891203006109,209.739023208618,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1.033,1.666,0.989,0.19,2.43,-0.07,34.6,1.023,1.066,0.655,4.79,13.01,-110.31,26.2
"2450113","2450","24",6.21644945578142,210.650342074308,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1.054,1.701,1.01,0.32,2.56,0.06,36.1,1.028,1.071,0.658,5.7,13.92,-109.4,26.5
"2453052","2453","24",6.79762961069743,216.729821777344,6.70557517288578,3.65549252523862,215.615239707564,196.727641223169,1.014,1.86,1.104,0.09,3.14,0.64,42.9,1.005,1.102,0.677,1.11,20,-103.32,29.7
"2450128","2450","24",6.31627769903703,211.752297834917,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1.071,1.728,1.026,0.42,2.66,0.16,37.3,1.033,1.076,0.662,6.81,15.02,-108.3,27.2
"2450802","2450","24",6.22882218360901,210.607633972168,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,1.056,1.704,1.012,0.33,2.57,0.07,36.2,1.028,1.071,0.658,5.66,13.88,-109.45,26.5
"2451008","2451","24",6.15638461479774,211.384202223558,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.271,1.684,1,1.31,2.5,0,35.5,1.039,1.075,0.66,7.87,14.66,-108.67,26.9
"2451015","2451","24",5.99429998397827,209.521614074707,4.84258784979621,3.65549252523862,203.509725238644,196.727641223169,1.238,1.64,0.973,1.15,2.34,-0.16,33.4,1.03,1.065,0.655,6.01,12.79,-110.53,26.1
"2406060","2406","24",4.07003887891769,200.504278564453,4.06858840896229,3.65549252523862,193.243498841411,196.727641223169,1,1.113,0.661,0,0.41,-2.09,11.9,1.038,1.019,0.626,7.26,3.78,-119.55,21.4
"2406802","2406","24",5.38877773284912,208.247222900391,4.06858840896229,3.65549252523862,193.243498841411,196.727641223169,1.324,1.474,0.875,1.32,1.73,-0.77,25,1.078,1.059,0.651,15,11.52,-111.81,25.5
"2406804","2406","24",4.73434339870106,197.508382623846,4.06858840896229,3.65549252523862,193.243498841411,196.727641223169,1.164,1.295,0.769,0.67,1.08,-1.42,17.7,1.022,1.004,0.617,4.26,0.78,-122.55,19.5
"2406902","2406","24",3.46953597683577,186.435996001621,4.06858840896229,3.65549252523862,193.243498841411,196.727641223169,0.853,0.949,0.563,-0.6,-0.19,-2.69,7,0.965,0.948,0.583,-6.81,-10.29,-133.62,13.2
"2406904","2406","24",3.66349205970764,196.081047857375,4.06858840896229,3.65549252523862,193.243498841411,196.727641223169,0.9,1.002,0.595,-0.41,0.01,-2.49,8.4,1.015,0.997,0.613,2.84,-0.65,-123.97,18.8
"2407095","2407","24",4.17684721946716,202.055648167928,3.76939161471662,3.65549252523862,193.367306257128,196.727641223169,1.108,1.143,0.678,0.41,0.52,-1.98,12.6,1.045,1.027,0.631,8.69,5.33,-118,22.3
"2450057","2450","24",5.79013500894819,205.895469665527,5.89684494917528,3.65549252523862,204.947216102661,196.727641223169,0.982,1.584,0.94,-0.11,2.13,-0.37,30.9,1.005,1.047,0.643,0.95,9.17,-114.16,24.2
