"CSDUID","CDUID","PRUID","fwi","dc","fwi_cd_mean","fwi_pr_mean","dc_cd_mean","dc_pr_mean","fwi_ratio_cd","fwi_ratio_pr","fwi_ratio_national","fwi_diff_cd","fwi_diff_pr","fwi_diff_national","fwi_pctile_national","dc_ratio_cd","dc_ratio_pr","dc_ratio_national","dc_diff_cd","dc_diff_pr","dc_diff_national","dc_pctile_national"
"4602046","4602","46",13.0064085006714,345.44755859375,12.0912684663772,8.17171494581274,356.476773199457,328.214685946615,1.076,1.592,2.112,0.92,4.83,6.85,75.1,0.969,1.053,1.079,-11.03,17.23,25.39,55.7
"4602053","4602","46",10.758488355681,349.552998387536,12.0912684663772,8.17171494581274,356.476773199457,328.214685946615,0.89,1.317,1.747,-1.33,2.59,4.6,63.1,0.981,1.065,1.092,-6.92,21.34,29.5,56.2
"4602057","4602","46",11.1529472695022,344.163332579566,12.0912684663772,8.17171494581274,356.476773199457,328.214685946615,0.922,1.365,1.811,-0.94,2.98,5,64.7,0.965,1.049,1.075,-12.31,15.95,24.11,55.4
"2484100","2484","24",5.55862394968669,254.775220743815,5.26093436199533,3.65549252523862,241.445756368224,196.727641223169,1.057,1.521,0.903,0.3,1.9,-0.6,27.4,1.055,1.295,0.796,13.33,58.05,-65.28,42.9
"2484902","2484","24",4.93285424062567,240.60157746488,5.26093436199533,3.65549252523862,241.445756368224,196.727641223169,0.938,1.349,0.801,-0.33,1.28,-1.22,19.3,0.997,1.223,0.752,-0.84,43.87,-79.45,40.2
"2485005","2485","24",6.00985037012303,241.268626652711,5.51156312020264,3.65549252523862,241.408265891367,196.727641223169,1.09,1.644,0.976,0.5,2.35,-0.15,33.6,0.999,1.226,0.754,-0.14,44.54,-78.79,40.3
"2471020","2471","24",7.15736748622014,228.853590745192,7.07789728361816,3.65549252523862,232.068055490238,196.727641223169,1.011,1.958,1.162,0.08,3.5,1,46.4,0.986,1.163,0.715,-3.21,32.13,-91.2,36
"2471033","2471","24",NA,NA,7.07789728361816,3.65549252523862,232.068055490238,196.727641223169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471040","2471","24",7.23916665712992,232.332405090332,7.07789728361816,3.65549252523862,232.068055490238,196.727641223169,1.023,1.98,1.176,0.16,3.58,1.08,47.3,1.001,1.181,0.726,0.26,35.6,-87.72,37.4
"2471045","2471","24",7.05376524395413,230.133828057183,7.07789728361816,3.65549252523862,232.068055490238,196.727641223169,0.997,1.93,1.146,-0.02,3.4,0.9,45.1,0.992,1.17,0.719,-1.93,33.41,-89.92,36.6
"4621043","4621","46",10.6486024856567,342.252003062855,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.265,1.303,1.729,2.23,2.48,4.49,62.6,0.972,1.043,1.069,-9.86,14.04,22.2,55.2
"4621045","4621","46",10.8279416220529,338.645695277623,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.287,1.325,1.758,2.41,2.66,4.67,63.3,0.962,1.032,1.058,-13.46,10.43,18.59,54.8
"4621052","4621","46",9.91868897386499,360.229424760148,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.179,1.214,1.611,1.5,1.75,3.76,59.9,1.023,1.098,1.126,8.12,32.01,40.18,57.7
"4621058","4621","46",8.45384407043457,372.928611755371,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.005,1.035,1.373,0.04,0.28,2.3,54.9,1.059,1.136,1.165,20.82,44.71,52.87,60.3
"4621060","4621","46",8.88847970962524,365.147776285807,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.056,1.088,1.444,0.47,0.72,2.73,56.7,1.037,1.113,1.141,13.04,36.93,45.09,58.6
"4622017","4622","46",10.5017835092144,287.869432465369,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.395,1.285,1.706,2.98,2.33,4.34,62.2,0.957,0.877,0.899,-13.09,-40.35,-32.18,50.1
"4622026","4622","46",11.3700952529907,263.589682442801,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.511,1.391,1.847,3.84,3.2,5.21,65.6,0.876,0.803,0.824,-37.37,-64.63,-56.46,45.1
"4622045","4622","46",5.57628138860067,268.585484822591,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.741,0.682,0.906,-1.95,-2.6,-0.58,27.6,0.892,0.818,0.839,-32.38,-59.63,-51.47,46
"4622046","4622","46",7.41931251249314,301.613466932526,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.986,0.908,1.205,-0.11,-0.75,1.26,48.6,1.002,0.919,0.942,0.65,-26.6,-18.44,51.4
"4622048","4622","46",6.25599809314894,233.724357936693,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.831,0.766,1.016,-1.27,-1.92,0.1,36.4,0.777,0.712,0.73,-67.24,-94.49,-86.33,38.1
"4622049","4622","46",6.09530910849571,273.574729919434,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.81,0.746,0.99,-1.43,-2.08,-0.06,34.6,0.909,0.834,0.855,-27.39,-54.64,-46.48,46.9
"4623800","4623","46",10.4617460795811,267.98448399135,7.23241698770795,8.17171494581274,301.419573952176,328.214685946615,1.447,1.28,1.699,3.23,2.29,4.3,61.9,0.889,0.816,0.837,-33.44,-60.23,-52.07,45.9
"4701002","4701","47",13.641505241394,450.908874511719,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.94,1.127,2.215,-0.88,1.53,7.48,78.8,0.993,1.075,1.409,-2.95,31.43,130.85,78.6
"4701004","4701","47",13.8860211372375,456.899444580078,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.956,1.147,2.255,-0.63,1.78,7.73,79.8,1.007,1.089,1.428,3.04,37.42,136.85,79.8
"4701006","4701","47",14.4491798550475,461.726383583218,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.995,1.193,2.347,-0.07,2.34,8.29,82.3,1.017,1.101,1.443,7.86,42.25,141.67,80.8
"4701008","4701","47",14.2534942626953,460.697219848633,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.982,1.177,2.315,-0.26,2.14,8.1,81.3,1.015,1.098,1.439,6.84,41.22,140.64,80.6
"4701011","4701","47",15.7833448818752,466.181141172137,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,1.087,1.303,2.563,1.27,3.67,9.63,87,1.027,1.111,1.457,12.32,46.7,146.13,82.1
"4701012","4701","47",14.8276700973511,463.873341878255,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,1.021,1.224,2.408,0.31,2.72,8.67,83.8,1.022,1.106,1.449,10.01,44.39,143.82,81.3
"4701014","4701","47",15.5143547058105,466.881950378418,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,1.069,1.281,2.52,1,3.4,9.36,86,1.029,1.113,1.459,13.02,47.4,146.83,82.2
"4702802","4702","47",17.2648135914522,505.66039500517,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.03,1.426,2.804,0.5,5.16,11.11,91.3,1.039,1.205,1.58,19.04,86.18,185.61,89.2
"4702803","4702","47",17.2450523376465,507.064453125,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.029,1.424,2.801,0.48,5.14,11.09,91.2,1.042,1.209,1.584,20.44,87.58,187.01,89.5
"4610035","4610","46",13.136898430911,349.960221724077,13.099045866322,8.17171494581274,353.885954858805,328.214685946615,1.003,1.608,2.133,0.04,4.97,6.98,76.1,0.989,1.066,1.093,-3.93,21.75,29.91,56.2
"4610052","4610","46",13.1556439906993,356.255178248629,13.099045866322,8.17171494581274,353.885954858805,328.214685946615,1.004,1.61,2.137,0.06,4.98,7,76.3,1.007,1.085,1.113,2.37,28.04,36.2,57.1
"4611040","4611","46",14.1040200551351,315.169036051432,14.1672313882011,8.17171494581274,316.76415226623,328.214685946615,0.996,1.726,2.291,-0.06,5.93,7.95,80.7,0.995,0.96,0.985,-1.6,-13.05,-4.88,52.6
"4702026","4702","47",15.8704364140828,499.098619842529,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.947,1.311,2.577,-0.89,3.76,9.71,87.4,1.026,1.19,1.559,12.48,79.62,179.04,87.8
"4702018","4702","47",17.3959778450631,495.29677684887,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.038,1.437,2.825,0.63,5.29,11.24,91.6,1.018,1.181,1.548,8.67,75.82,175.24,87.3
"4702023","4702","47",17.9626069068909,509.466102600098,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.071,1.483,2.917,1.2,5.85,11.81,92.9,1.047,1.215,1.592,22.84,89.98,189.41,89.9
"4702024","4702","47",17.5246163517439,505.529462957058,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.045,1.447,2.846,0.76,5.42,11.37,92,1.039,1.205,1.58,18.91,86.05,185.48,89.1
"4702051","4702","47",16.7732208021756,483.604176751499,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1,1.385,2.724,0.01,4.66,10.62,90,0.994,1.153,1.511,-3.02,64.12,163.55,85.4
"4702052","4702","47",16.4497102689342,503.303547065799,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.981,1.358,2.671,-0.32,4.34,10.29,89.2,1.034,1.2,1.573,16.68,83.82,183.25,88.6
"4702054","4702","47",16.27978515625,502.152221679688,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.971,1.344,2.644,-0.49,4.17,10.12,88.5,1.032,1.197,1.569,15.53,82.67,182.1,88.3
"4702057","4702","47",16.9219483106564,510.322499332265,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.009,1.397,2.748,0.16,4.81,10.76,90.4,1.049,1.217,1.594,23.7,90.84,190.27,90.1
"4702058","4702","47",16.5976614952087,508.753059387207,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.99,1.371,2.696,-0.17,4.49,10.44,89.6,1.045,1.213,1.59,22.13,89.27,188.7,89.8
"4702061","4702","47",17.6481675059855,507.872185715106,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.053,1.457,2.866,0.88,5.54,11.49,92.3,1.044,1.211,1.587,21.25,88.39,187.82,89.6
"4702062","4702","47",18.885913848877,509.932220458984,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.126,1.56,3.067,2.12,6.78,12.73,94.5,1.048,1.216,1.593,23.31,90.45,189.88,89.9
"4613047","4613","46",12.3205378055573,340.763473510742,11.5723174481399,8.17171494581274,340.561219981551,328.214685946615,1.065,1.508,2.001,0.75,4.15,6.16,71,1.001,1.038,1.065,0.2,12.55,20.71,55
"4702066","4702","47",17.894210026182,503.602471450279,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.067,1.478,2.906,1.13,5.78,11.74,92.7,1.035,1.201,1.573,16.98,84.12,183.55,88.7
"4702069","4702","47",17.304616976185,495.042550479664,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.032,1.429,2.81,0.54,5.2,11.15,91.4,1.017,1.18,1.547,8.42,75.56,174.99,87.2
"4702071","4702","47",17.4599571228027,501.38166809082,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.041,1.442,2.836,0.69,5.35,11.3,91.8,1.03,1.195,1.567,14.76,81.9,181.33,88.2
"4702072","4702","47",17.1946992874146,482.045562744141,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,1.026,1.42,2.792,0.43,5.09,11.04,91,0.991,1.149,1.506,-4.58,62.56,161.99,85.1
"4702073","4702","47",16.5195587572844,471.253044062075,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.985,1.364,2.683,-0.25,4.41,10.36,89.3,0.968,1.123,1.472,-15.37,51.77,151.2,83.3
"4616025","4616","46",11.8344301223755,415.796221923828,10.6024285993821,8.17171494581274,394.269344634716,328.214685946615,1.116,1.448,1.922,1.23,3.66,5.68,68.4,1.055,1.267,1.299,21.53,87.58,95.74,69.7
"4607039","4607","46",12.7770504667269,387.099691630989,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,0.981,1.564,2.075,-0.25,4.61,6.62,73.8,1.018,1.179,1.209,6.81,58.89,67.05,63.5
"4607040","4607","46",12.5002628962199,383.470496283637,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,0.959,1.53,2.03,-0.53,4.33,6.34,72,1.008,1.168,1.198,3.19,55.26,63.42,62.6
"4607046","4607","46",13.0376593310659,381.04450021139,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,1.001,1.595,2.117,0.01,4.87,6.88,75.4,1.002,1.161,1.191,0.76,52.83,60.99,62.2
"4607062","4607","46",14.6330645561218,367.668446350098,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,1.123,1.791,2.376,1.6,6.46,8.48,83.1,0.967,1.12,1.149,-12.62,39.45,47.61,59
"4607066","4607","46",12.3044797770182,382.020098063151,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,0.944,1.506,1.998,-0.72,4.13,6.15,70.9,1.005,1.164,1.194,1.73,53.81,61.97,62.3
"4607068","4607","46",12.5473833084106,376.492960611979,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,0.963,1.535,2.038,-0.48,4.38,6.39,72.4,0.99,1.147,1.176,-3.79,48.28,56.44,61
"3559062","3559","35",9.67962384223938,278.633331298828,6.46923159218479,5.76257174353584,249.038870067008,251.84018680104,1.496,1.68,1.572,3.21,3.92,3.52,59.3,1.119,1.106,0.871,29.59,26.79,-41.42,48.1
"3559063","3559","35",7.94169989086333,268.521373930432,6.46923159218479,5.76257174353584,249.038870067008,251.84018680104,1.228,1.378,1.29,1.47,2.18,1.78,52.6,1.078,1.066,0.839,19.48,16.68,-51.53,46
"2483802","2483","24",6.17405103445053,207.224945831299,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,1.239,1.689,1.003,1.19,2.52,0.02,35.6,0.942,1.053,0.647,-12.81,10.5,-112.83,24.9
"2483804","2483","24",4.79311847686768,234.039779663086,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.962,1.311,0.778,-0.19,1.14,-1.36,18.3,1.064,1.19,0.731,14.01,37.31,-86.01,38.2
"2483902","2483","24",4.82757520236467,225.387255297209,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.969,1.321,0.784,-0.16,1.17,-1.33,18.7,1.024,1.146,0.704,5.36,28.66,-94.67,33.9
"2483904","2483","24",4.97558818817139,223.607290039062,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.998,1.361,0.808,-0.01,1.32,-1.18,19.9,1.016,1.137,0.699,3.58,26.88,-96.45,33.3
"2483906","2483","24",4.39894248660566,220.594540374448,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.883,1.203,0.714,-0.58,0.74,-1.76,14.6,1.003,1.121,0.689,0.56,23.87,-99.46,31.7
"2483908","2483","24",4.25500616089242,214.002338013362,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.854,1.164,0.691,-0.73,0.6,-1.9,13.3,0.973,1.088,0.669,-6.03,17.27,-106.05,28.4
"2483912","2483","24",4.20747106258686,211.632605215219,4.98319196001466,3.65549252523862,220.030355513414,196.727641223169,0.844,1.151,0.683,-0.78,0.55,-1.95,12.8,0.962,1.076,0.661,-8.4,14.9,-108.42,27.1
"2467802","2467","24",7.64608972413199,223.97142791748,7.58881325816319,3.65549252523862,226.584514142394,196.727641223169,1.008,2.092,1.242,0.06,3.99,1.49,50.5,0.988,1.138,0.7,-2.61,27.24,-96.08,33.3
"2468005","2468","24",7.08333862395514,231.162963140578,7.26167377438791,3.65549252523862,227.223589826329,196.727641223169,0.975,1.938,1.15,-0.18,3.43,0.93,45.5,1.017,1.175,0.722,3.94,34.44,-88.89,37.1
"4606016","4606","46",12.8042152869601,405.36881518965,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,1.018,1.567,2.079,0.23,4.63,6.65,74,0.979,1.235,1.267,-8.64,77.15,85.31,67.5
"4606023","4606","46",12.6448789165866,428.815706905242,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,1.005,1.547,2.054,0.07,4.47,6.49,73,1.036,1.307,1.34,14.81,100.6,108.76,73.2
"4606029","4606","46",12.9750266075134,424.994171142578,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,1.032,1.588,2.107,0.4,4.8,6.82,75,1.027,1.295,1.328,10.98,96.78,104.94,72.1
"4606031","4606","46",12.4230062202974,409.591442801736,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,0.988,1.52,2.018,-0.16,4.25,6.27,71.6,0.989,1.248,1.28,-4.42,81.38,89.54,68.4
"4606034","4606","46",12.4713552474976,411.760223388672,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,0.991,1.526,2.025,-0.11,4.3,6.31,71.9,0.995,1.255,1.287,-2.25,83.55,91.71,68.8
"4606040","4606","46",13.4498030344645,391.457593282064,12.5787360045841,8.17171494581274,414.009271730674,328.214685946615,1.069,1.646,2.184,0.87,5.28,7.29,77.9,0.946,1.193,1.223,-22.55,63.24,71.4,64.4
"4701031","4701","47",16.599598547508,462.258908238904,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,1.143,1.371,2.696,2.08,4.49,10.44,89.6,1.019,1.102,1.444,8.4,42.78,142.2,80.9
"4701032","4701","47",17.2937641143799,457.634429931641,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,1.191,1.428,2.809,2.78,5.18,11.14,91.3,1.008,1.091,1.43,3.77,38.15,137.58,80
"4704002","4704","47",24.5827242533366,536.72705078125,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.203,2.03,3.992,4.15,12.47,18.43,98.9,1.015,1.28,1.677,8.03,117.25,216.67,93.4
"4607052","4607","46",12.9308874520911,386.855408817889,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,0.992,1.582,2.1,-0.1,4.76,6.77,74.8,1.017,1.179,1.209,6.57,58.64,66.8,63.4
"4607057","4607","46",13.6257265951575,380.086502447361,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,1.046,1.667,2.213,0.6,5.45,7.47,78.7,0.999,1.158,1.188,-0.2,51.87,60.03,61.9
"4607060","4607","46",14.1385901769002,372.379313904562,13.0287543712666,8.17171494581274,380.285426839271,328.214685946615,1.085,1.73,2.296,1.11,5.97,7.98,80.9,0.979,1.135,1.163,-7.91,44.16,52.33,60.1
"4701049","4701","47",12.6106991767883,445.318893432617,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.869,1.041,2.048,-1.91,0.5,6.45,72.8,0.981,1.062,1.391,-8.54,25.84,125.26,77.1
"4701053","4701","47",13.3691338799217,455.948130937056,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.921,1.104,2.171,-1.15,1.26,7.21,77.6,1.005,1.087,1.425,2.09,36.47,135.89,79.6
"4701054","4701","47",13.4635481834412,457.570556640625,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.927,1.112,2.187,-1.05,1.35,7.31,78,1.008,1.091,1.43,3.71,38.09,137.52,79.9
"4701056","4701","47",13.9732977549235,460.63037109375,14.51781934663,12.1094790555085,453.861894534139,419.481280417247,0.962,1.154,2.269,-0.54,1.86,7.82,80.2,1.015,1.098,1.439,6.77,41.15,140.58,80.6
"4704011","4704","47",21.4045643227123,546.470364009108,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.048,1.768,3.476,0.97,9.3,15.25,97.7,1.034,1.303,1.707,17.78,126.99,226.42,94.3
"3559064","3559","35",6.84459993574354,257.360004001194,6.46923159218479,5.76257174353584,249.038870067008,251.84018680104,1.058,1.188,1.112,0.38,1.08,0.69,43.4,1.033,1.022,0.804,8.32,5.52,-62.69,43.6
"3547046","3547","35",6.25770809991019,252.859078979492,6.02440743464255,5.76257174353584,257.882437732296,251.84018680104,1.039,1.086,1.016,0.23,0.5,0.1,36.5,0.981,1.004,0.79,-5.02,1.02,-67.19,42.6
"3547048","3547","35",6.22532248497009,254.870254516602,6.02440743464255,5.76257174353584,257.882437732296,251.84018680104,1.033,1.08,1.011,0.2,0.46,0.07,36.2,0.988,1.012,0.796,-3.01,3.03,-65.18,42.9
"4602061","4602","46",11.8787813186646,345.615936279297,12.0912684663772,8.17171494581274,356.476773199457,328.214685946615,0.982,1.454,1.929,-0.21,3.71,5.72,68.7,0.97,1.053,1.08,-10.86,17.4,25.56,55.7
"2468010","2468","24",6.91066670417786,228.795555114746,7.26167377438791,3.65549252523862,227.223589826329,196.727641223169,0.952,1.89,1.122,-0.35,3.26,0.75,44,1.007,1.163,0.715,1.57,32.07,-91.26,36
"2468015","2468","24",7.08617954987746,228.449573223407,7.26167377438791,3.65549252523862,227.223589826329,196.727641223169,0.976,1.939,1.151,-0.18,3.43,0.93,45.5,1.005,1.161,0.714,1.23,31.72,-91.6,35.7
"2462037","2462","24",5.50807067119714,209.394102616744,3.878073987718,3.65549252523862,194.854784943068,196.727641223169,1.42,1.507,0.895,1.63,1.85,-0.65,26.7,1.075,1.064,0.654,14.54,12.67,-110.66,26.1
"2471050","2471","24",7.10156664848328,233.18433380127,7.07789728361816,3.65549252523862,232.068055490238,196.727641223169,1.003,1.943,1.153,0.02,3.45,0.94,45.8,1.005,1.185,0.729,1.12,36.46,-86.87,37.8
"4704003","4704","47",22.5102293199422,530.915543536751,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.102,1.859,3.656,2.08,10.4,16.35,98.3,1.004,1.266,1.659,2.22,111.43,210.86,92.7
"4704006","4704","47",21.8832325935364,541.259312765939,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.071,1.807,3.554,1.45,9.77,15.73,98,1.024,1.29,1.691,12.57,121.78,221.21,93.8
"4704008","4704","47",22.0561828613281,536.848876953125,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.08,1.821,3.582,1.63,9.95,15.9,98.1,1.015,1.28,1.677,8.16,117.37,216.79,93.4
"4704009","4704","47",20.9732789993286,541.156646728516,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.027,1.732,3.406,0.54,8.86,14.82,97.4,1.024,1.29,1.691,12.46,121.68,221.1,93.8
"4617092","4617","46",9.02048384821093,357.826914606868,11.37674954547,8.17171494581274,387.062179543019,328.214685946615,0.793,1.104,1.465,-2.36,0.85,2.86,57.2,0.924,1.09,1.118,-29.24,29.61,37.77,57.3
"4618031","4618","46",10.30646586868,337.736939052366,10.4299494532535,8.17171494581274,390.131486101448,328.214685946615,0.988,1.261,1.674,-0.12,2.13,4.15,61.2,0.866,1.029,1.055,-52.39,9.52,17.68,54.7
"4618034","4618","46",10.6543441772461,339.689556884766,10.4299494532535,8.17171494581274,390.131486101448,328.214685946615,1.022,1.304,1.73,0.22,2.48,4.5,62.6,0.871,1.035,1.061,-50.44,11.47,19.64,54.9
"4704012","4704","47",21.5200538635254,545.548889160156,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.053,1.777,3.495,1.09,9.41,15.36,97.8,1.032,1.301,1.705,16.86,126.07,225.49,94.2
"4704019","4704","47",20.8499141512094,541.473705644961,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.021,1.722,3.386,0.42,8.74,14.69,97.3,1.024,1.291,1.692,12.78,121.99,221.42,93.8
"4704021","4704","47",20.5789251327515,532.945831298828,20.4301664145119,12.1094790555085,528.692134005228,419.481280417247,1.007,1.699,3.342,0.15,8.47,14.42,97.1,1.008,1.27,1.665,4.25,113.46,212.89,92.9
"4622050","4622","46",6.61874499320984,306.765832519531,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.879,0.81,1.075,-0.91,-1.55,0.46,40.6,1.019,0.935,0.958,5.81,-21.45,-13.29,51.8
"4622051","4622","46",7.98388892412186,330.415561676025,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.061,0.977,1.297,0.46,-0.19,1.83,52.8,1.098,1.007,1.032,29.46,2.2,10.36,54
"4622052","4622","46",7.98394441604614,330.219177246094,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.061,0.977,1.297,0.46,-0.19,1.83,52.8,1.097,1.006,1.032,29.26,2,10.17,54
"4622055","4622","46",5.84021504720052,289.194264729818,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.776,0.715,0.948,-1.69,-2.33,-0.32,31.7,0.961,0.881,0.904,-11.77,-39.02,-30.86,50.2
"4622056","4622","46",5.6227240562439,268.793538411458,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,0.747,0.688,0.913,-1.9,-2.55,-0.53,28.5,0.893,0.819,0.84,-32.17,-59.42,-51.26,46
"4622058","4622","46",8.8856767457107,304.252799198545,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.181,1.087,1.443,1.36,0.71,2.73,56.7,1.011,0.927,0.951,3.29,-23.96,-15.8,51.6
"4622059","4622","46",9.72564824422201,306.627782185872,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.292,1.19,1.579,2.2,1.55,3.57,59.4,1.019,0.934,0.958,5.67,-21.59,-13.43,51.8
"4622063","4622","46",9.41043286445813,314.71623034355,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.25,1.152,1.528,1.88,1.24,3.25,58.6,1.046,0.959,0.983,13.76,-13.5,-5.34,52.6
"4622064","4622","46",9.01480293273926,297.461288452148,7.52573770794004,8.17171494581274,300.960558219491,328.214685946615,1.198,1.103,1.464,1.49,0.84,2.86,57.1,0.988,0.906,0.929,-3.5,-30.75,-22.59,50.9
"4703001","4703","47",17.8721647515761,484.134718363264,19.3629993721946,12.1094790555085,520.567974202322,419.481280417247,0.923,1.476,2.902,-1.49,5.76,11.71,92.7,0.93,1.154,1.513,-36.43,64.65,164.08,85.5
"2465005","2465","24",7.46210702260335,219.292692565918,7.46210702260335,3.65549252523862,219.292692565918,196.727641223169,1,2.041,1.212,0,3.81,1.3,48.9,1,1.115,0.685,0,22.57,-100.76,31
"2466007","2466","24",7.99629199504852,218.544891357422,7.86963195994871,3.65549252523862,219.746285648399,196.727641223169,1.016,2.187,1.299,0.13,4.34,1.84,52.9,0.995,1.111,0.683,-1.2,21.82,-101.51,30.6
"2466023","2466","24",7.830244745527,217.708077839443,7.86963195994871,3.65549252523862,219.746285648399,196.727641223169,0.995,2.142,1.272,-0.04,4.17,1.67,51.9,0.991,1.107,0.68,-2.04,20.98,-102.35,30.2
"2466032","2466","24",6.69430065155029,193.462371826172,7.86963195994871,3.65549252523862,219.746285648399,196.727641223169,0.851,1.831,1.087,-1.18,3.04,0.54,41.5,0.88,0.983,0.604,-26.28,-3.27,-126.59,17.4
"2466047","2466","24",7.8596773147583,214.734451293945,7.86963195994871,3.65549252523862,219.746285648399,196.727641223169,0.999,2.15,1.276,-0.01,4.2,1.7,52,0.977,1.092,0.671,-5.01,18.01,-105.32,28.8
"4702028","4702","47",16.034462928772,501.084442138672,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.956,1.324,2.604,-0.73,3.92,9.88,87.8,1.03,1.195,1.566,14.46,81.6,181.03,88.1
"4702029","4702","47",16.0047428196874,489.889636598784,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.955,1.322,2.599,-0.76,3.9,9.85,87.7,1.007,1.168,1.531,3.27,70.41,169.84,86.4
"4702031","4702","47",16.3873767852783,496.619445800781,16.7653050648303,12.1094790555085,486.623306353958,419.481280417247,0.977,1.353,2.661,-0.38,4.28,10.23,89,1.021,1.184,1.552,10,77.14,176.57,87.4
"4621064","4621","46",10.3659075101217,319.532974243164,8.41517223101653,8.17171494581274,352.108730369713,328.214685946615,1.232,1.269,1.683,1.95,2.19,4.21,61.5,0.907,0.974,0.998,-32.58,-8.68,-0.52,53.1
