"year","geo","dguid","age","type","value"
2021,"Prince Edward Island","11","15 to 17","health care and related",10
2021,"Prince Edward Island","11","15 to 17","hospitals",0
2021,"Prince Edward Island","11","15 to 17","nursing homes",0
2021,"Prince Edward Island","11","15 to 17","senior residences",0
2021,"Prince Edward Island","11","15 to 17","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","15 to 17","residential care facilities",10
2021,"Prince Edward Island","11","15 to 17","correctional facilities",0
2021,"Prince Edward Island","11","15 to 17","shelters",0
2021,"Prince Edward Island","11","15 to 17","service collective",5
2021,"Prince Edward Island","11","15 to 17","lodging and rooming houses",0
2021,"Prince Edward Island","11","15 to 17","hotels, motels, and temporary accommodation",5
2021,"Prince Edward Island","11","15 to 17","other service collective",0
2021,"Prince Edward Island","11","15 to 17","religious establishments",50
2021,"Prince Edward Island","11","15 to 17","hutterite colonies",0
2021,"Prince Edward Island","11","15 to 17","other",0
2021,"Prince Edward Island","11","18 to 19","total",75
2021,"Prince Edward Island","11","18 to 19","health care and related",5
2021,"Prince Edward Island","11","18 to 19","hospitals",0
2021,"Prince Edward Island","11","18 to 19","nursing homes",0
2021,"Prince Edward Island","11","18 to 19","senior residences",0
2021,"Prince Edward Island","11","18 to 19","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","18 to 19","residential care facilities",5
2021,"Prince Edward Island","11","18 to 19","correctional facilities",0
2021,"Prince Edward Island","11","18 to 19","shelters",0
2021,"Prince Edward Island","11","18 to 19","service collective",5
2021,"Prince Edward Island","11","18 to 19","lodging and rooming houses",0
2021,"Prince Edward Island","11","18 to 19","hotels, motels, and temporary accommodation",0
2021,"Prince Edward Island","11","18 to 19","other service collective",0
2021,"Prince Edward Island","11","18 to 19","religious establishments",65
2021,"Prince Edward Island","11","18 to 19","hutterite colonies",0
2021,"Prince Edward Island","11","18 to 19","other",0
2021,"Prince Edward Island","11","20 to 24","total",350
2021,"Prince Edward Island","11","20 to 24","health care and related",15
2021,"Prince Edward Island","11","20 to 24","hospitals",5
2021,"Prince Edward Island","11","20 to 24","nursing homes",0
2021,"Prince Edward Island","11","20 to 24","senior residences",0
2021,"Prince Edward Island","11","20 to 24","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","20 to 24","residential care facilities",10
2021,"Prince Edward Island","11","20 to 24","correctional facilities",15
2021,"Prince Edward Island","11","20 to 24","shelters",0
2021,"Prince Edward Island","11","20 to 24","service collective",35
2021,"Prince Edward Island","11","20 to 24","lodging and rooming houses",10
2021,"Prince Edward Island","11","20 to 24","hotels, motels, and temporary accommodation",20
2021,"Prince Edward Island","11","20 to 24","other service collective",5
2021,"Prince Edward Island","11","20 to 24","religious establishments",285
2021,"Prince Edward Island","11","20 to 24","hutterite colonies",0
2021,"Prince Edward Island","11","20 to 24","other",5
2021,"Prince Edward Island","11","25 to 29","total",275
2021,"Prince Edward Island","11","25 to 29","health care and related",20
2021,"Prince Edward Island","11","25 to 29","hospitals",0
2021,"Prince Edward Island","11","25 to 29","nursing homes",5
2021,"Prince Edward Island","11","25 to 29","senior residences",0
2021,"Prince Edward Island","11","25 to 29","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","25 to 29","residential care facilities",20
2021,"Prince Edward Island","11","25 to 29","correctional facilities",10
2021,"Prince Edward Island","11","25 to 29","shelters",0
2021,"Prince Edward Island","11","25 to 29","service collective",30
2021,"Prince Edward Island","11","25 to 29","lodging and rooming houses",5
2021,"Prince Edward Island","11","25 to 29","hotels, motels, and temporary accommodation",25
2021,"Prince Edward Island","11","25 to 29","other service collective",0
2021,"Prince Edward Island","11","25 to 29","religious establishments",195
2021,"Prince Edward Island","11","25 to 29","hutterite colonies",0
2021,"Prince Edward Island","11","25 to 29","other",15
2021,"Prince Edward Island","11","30 to 34","total",220
2021,"Prince Edward Island","11","30 to 34","health care and related",30
2021,"Prince Edward Island","11","30 to 34","hospitals",0
2021,"Prince Edward Island","11","30 to 34","nursing homes",0
2021,"Prince Edward Island","11","30 to 34","senior residences",0
2021,"Prince Edward Island","11","30 to 34","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","30 to 34","residential care facilities",25
2021,"Prince Edward Island","11","30 to 34","correctional facilities",15
2021,"Prince Edward Island","11","30 to 34","shelters",0
2021,"Prince Edward Island","11","30 to 34","service collective",35
2021,"Prince Edward Island","11","30 to 34","lodging and rooming houses",10
2021,"Prince Edward Island","11","30 to 34","hotels, motels, and temporary accommodation",25
2021,"Prince Edward Island","11","30 to 34","other service collective",0
2021,"Prince Edward Island","11","30 to 34","religious establishments",125
2021,"Prince Edward Island","11","30 to 34","hutterite colonies",0
2021,"Prince Edward Island","11","30 to 34","other",15
2021,"Prince Edward Island","11","35 to 39","total",185
2021,"Prince Edward Island","11","35 to 39","health care and related",20
2021,"Prince Edward Island","11","35 to 39","hospitals",0
2021,"Prince Edward Island","11","35 to 39","nursing homes",0
2021,"Prince Edward Island","11","35 to 39","senior residences",0
2021,"Prince Edward Island","11","35 to 39","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","35 to 39","residential care facilities",20
2021,"Prince Edward Island","11","35 to 39","correctional facilities",10
2021,"Prince Edward Island","11","35 to 39","shelters",0
2021,"Prince Edward Island","11","35 to 39","service collective",25
2021,"Prince Edward Island","11","35 to 39","lodging and rooming houses",10
2021,"Prince Edward Island","11","35 to 39","hotels, motels, and temporary accommodation",15
2021,"Prince Edward Island","11","35 to 39","other service collective",0
2021,"Prince Edward Island","11","35 to 39","religious establishments",110
2021,"Prince Edward Island","11","35 to 39","hutterite colonies",0
2021,"Prince Edward Island","11","35 to 39","other",15
2021,"Prince Edward Island","11","40 to 44","total",135
2021,"Prince Edward Island","11","40 to 44","health care and related",25
2021,"Prince Edward Island","11","40 to 44","hospitals",5
2021,"Prince Edward Island","11","40 to 44","nursing homes",5
2021,"Prince Edward Island","11","40 to 44","senior residences",5
2021,"Prince Edward Island","11","40 to 44","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","40 to 44","residential care facilities",10
2021,"Prince Edward Island","11","40 to 44","correctional facilities",10
2021,"Prince Edward Island","11","40 to 44","shelters",0
2021,"Prince Edward Island","11","40 to 44","service collective",25
2021,"Prince Edward Island","11","40 to 44","lodging and rooming houses",5
2021,"Prince Edward Island","11","40 to 44","hotels, motels, and temporary accommodation",15
2021,"Prince Edward Island","11","40 to 44","other service collective",0
2021,"Prince Edward Island","11","40 to 44","religious establishments",70
2021,"Prince Edward Island","11","40 to 44","hutterite colonies",0
2021,"Prince Edward Island","11","40 to 44","other",10
2021,"Prince Edward Island","11","45 to 49","total",85
2021,"Prince Edward Island","11","45 to 49","health care and related",25
2021,"Prince Edward Island","11","45 to 49","hospitals",5
2021,"Prince Edward Island","11","45 to 49","nursing homes",5
2021,"Prince Edward Island","11","45 to 49","senior residences",0
2021,"Prince Edward Island","11","45 to 49","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","45 to 49","residential care facilities",15
2021,"Prince Edward Island","11","45 to 49","correctional facilities",5
2021,"Prince Edward Island","11","45 to 49","shelters",0
2021,"Prince Edward Island","11","45 to 49","service collective",25
2021,"Prince Edward Island","11","45 to 49","lodging and rooming houses",0
2021,"Prince Edward Island","11","45 to 49","hotels, motels, and temporary accommodation",20
2021,"Prince Edward Island","11","45 to 49","other service collective",0
2021,"Prince Edward Island","11","45 to 49","religious establishments",20
2021,"Prince Edward Island","11","45 to 49","hutterite colonies",0
2021,"Prince Edward Island","11","45 to 49","other",5
2021,"Prince Edward Island","11","50 to 54","total",140
2021,"Prince Edward Island","11","50 to 54","health care and related",75
2021,"Prince Edward Island","11","50 to 54","hospitals",5
2021,"Prince Edward Island","11","50 to 54","nursing homes",5
2021,"Prince Edward Island","11","50 to 54","senior residences",30
2021,"Prince Edward Island","11","50 to 54","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","50 to 54","residential care facilities",35
2021,"Prince Edward Island","11","50 to 54","correctional facilities",5
2021,"Prince Edward Island","11","50 to 54","shelters",0
2021,"Prince Edward Island","11","50 to 54","service collective",40
2021,"Prince Edward Island","11","50 to 54","lodging and rooming houses",0
2021,"Prince Edward Island","11","50 to 54","hotels, motels, and temporary accommodation",35
2021,"Prince Edward Island","11","50 to 54","other service collective",5
2021,"Prince Edward Island","11","50 to 54","religious establishments",20
2021,"Prince Edward Island","11","50 to 54","hutterite colonies",0
2021,"Prince Edward Island","11","50 to 54","other",5
2021,"Prince Edward Island","11","55 to 59","total",185
2021,"Prince Edward Island","11","55 to 59","health care and related",95
2021,"Prince Edward Island","11","55 to 59","hospitals",0
2021,"Prince Edward Island","11","55 to 59","nursing homes",25
2021,"Prince Edward Island","11","55 to 59","senior residences",35
2021,"Prince Edward Island","11","55 to 59","mix of nursing home and senior residences",5
2021,"Prince Edward Island","11","55 to 59","residential care facilities",35
2021,"Prince Edward Island","11","55 to 59","correctional facilities",0
2021,"Prince Edward Island","11","55 to 59","shelters",0
2021,"Prince Edward Island","11","55 to 59","service collective",65
2021,"Prince Edward Island","11","55 to 59","lodging and rooming houses",0
2021,"Prince Edward Island","11","55 to 59","hotels, motels, and temporary accommodation",65
2021,"Prince Edward Island","11","55 to 59","other service collective",5
2021,"Prince Edward Island","11","55 to 59","religious establishments",15
2021,"Prince Edward Island","11","55 to 59","hutterite colonies",0
2021,"Prince Edward Island","11","55 to 59","other",0
2021,"Prince Edward Island","11","60 to 64","total",150
2021,"Prince Edward Island","11","60 to 64","health care and related",80
2021,"Prince Edward Island","11","60 to 64","hospitals",5
2021,"Prince Edward Island","11","60 to 64","nursing homes",25
2021,"Prince Edward Island","11","60 to 64","senior residences",20
2021,"Prince Edward Island","11","60 to 64","mix of nursing home and senior residences",5
2021,"Prince Edward Island","11","60 to 64","residential care facilities",25
2021,"Prince Edward Island","11","60 to 64","correctional facilities",0
2021,"Prince Edward Island","11","60 to 64","shelters",0
2021,"Prince Edward Island","11","60 to 64","service collective",55
2021,"Prince Edward Island","11","60 to 64","lodging and rooming houses",0
2021,"Prince Edward Island","11","60 to 64","hotels, motels, and temporary accommodation",50
2021,"Prince Edward Island","11","60 to 64","other service collective",5
2021,"Prince Edward Island","11","60 to 64","religious establishments",10
2021,"Prince Edward Island","11","60 to 64","hutterite colonies",0
2021,"Prince Edward Island","11","60 to 64","other",5
2021,"Prince Edward Island","11","65+","total",1910
2021,"Prince Edward Island","11","65+","health care and related",1765
2021,"Prince Edward Island","11","65+","hospitals",10
2021,"Prince Edward Island","11","65+","nursing homes",1135
2021,"Prince Edward Island","11","65+","senior residences",285
2021,"Prince Edward Island","11","65+","mix of nursing home and senior residences",275
2021,"Prince Edward Island","11","65+","residential care facilities",60
2021,"Prince Edward Island","11","65+","correctional facilities",0
2021,"Prince Edward Island","11","65+","shelters",0
2021,"Prince Edward Island","11","65+","service collective",130
2021,"Prince Edward Island","11","65+","lodging and rooming houses",0
2021,"Prince Edward Island","11","65+","hotels, motels, and temporary accommodation",115
2021,"Prince Edward Island","11","65+","other service collective",15
2021,"Prince Edward Island","11","65+","religious establishments",10
2021,"Prince Edward Island","11","65+","hutterite colonies",0
2021,"Prince Edward Island","11","65+","other",5
2021,"Prince Edward Island","11","65 to 69","total",155
2021,"Prince Edward Island","11","65 to 69","health care and related",95
2021,"Prince Edward Island","11","65 to 69","hospitals",5
2021,"Prince Edward Island","11","65 to 69","nursing homes",40
2021,"Prince Edward Island","11","65 to 69","senior residences",30
2021,"Prince Edward Island","11","65 to 69","mix of nursing home and senior residences",10
2021,"Prince Edward Island","11","65 to 69","residential care facilities",20
2021,"Prince Edward Island","11","65 to 69","correctional facilities",0
2021,"Prince Edward Island","11","65 to 69","shelters",0
2021,"Prince Edward Island","11","65 to 69","service collective",50
2021,"Prince Edward Island","11","65 to 69","lodging and rooming houses",0
2021,"Prince Edward Island","11","65 to 69","hotels, motels, and temporary accommodation",45
2021,"Prince Edward Island","11","65 to 69","other service collective",5
2021,"Prince Edward Island","11","65 to 69","religious establishments",5
2021,"Prince Edward Island","11","65 to 69","hutterite colonies",0
2021,"Prince Edward Island","11","65 to 69","other",5
2021,"Prince Edward Island","11","70 to 74","total",180
2021,"Prince Edward Island","11","70 to 74","health care and related",150
2021,"Prince Edward Island","11","70 to 74","hospitals",0
2021,"Prince Edward Island","11","70 to 74","nursing homes",90
2021,"Prince Edward Island","11","70 to 74","senior residences",30
2021,"Prince Edward Island","11","70 to 74","mix of nursing home and senior residences",10
2021,"Prince Edward Island","11","70 to 74","residential care facilities",5
2021,"Prince Edward Island","11","70 to 74","correctional facilities",0
2021,"Prince Edward Island","11","70 to 74","shelters",0
2021,"Prince Edward Island","11","70 to 74","service collective",30
2021,"Prince Edward Island","11","70 to 74","lodging and rooming houses",0
2021,"Prince Edward Island","11","70 to 74","hotels, motels, and temporary accommodation",25
2021,"Prince Edward Island","11","70 to 74","other service collective",0
2021,"Prince Edward Island","11","70 to 74","religious establishments",0
2021,"Prince Edward Island","11","70 to 74","hutterite colonies",0
2021,"Prince Edward Island","11","70 to 74","other",0
2021,"Prince Edward Island","11","75 to 79","total",235
2021,"Prince Edward Island","11","75 to 79","health care and related",200
2021,"Prince Edward Island","11","75 to 79","hospitals",0
2021,"Prince Edward Island","11","75 to 79","nursing homes",125
2021,"Prince Edward Island","11","75 to 79","senior residences",30
2021,"Prince Edward Island","11","75 to 79","mix of nursing home and senior residences",35
2021,"Prince Edward Island","11","75 to 79","residential care facilities",10
2021,"Prince Edward Island","11","75 to 79","correctional facilities",0
2021,"Prince Edward Island","11","75 to 79","shelters",0
2021,"Prince Edward Island","11","75 to 79","service collective",30
2021,"Prince Edward Island","11","75 to 79","lodging and rooming houses",0
2021,"Prince Edward Island","11","75 to 79","hotels, motels, and temporary accommodation",25
2021,"Prince Edward Island","11","75 to 79","other service collective",5
2021,"Prince Edward Island","11","75 to 79","religious establishments",5
2021,"Prince Edward Island","11","75 to 79","hutterite colonies",0
2021,"Prince Edward Island","11","75 to 79","other",0
2021,"Prince Edward Island","11","80 to 84","total",360
2021,"Prince Edward Island","11","80 to 84","health care and related",350
2021,"Prince Edward Island","11","80 to 84","hospitals",0
2021,"Prince Edward Island","11","80 to 84","nursing homes",240
2021,"Prince Edward Island","11","80 to 84","senior residences",50
2021,"Prince Edward Island","11","80 to 84","mix of nursing home and senior residences",50
2021,"Prince Edward Island","11","80 to 84","residential care facilities",10
2021,"Prince Edward Island","11","80 to 84","correctional facilities",0
2021,"Prince Edward Island","11","80 to 84","shelters",0
2021,"Prince Edward Island","11","80 to 84","service collective",10
2021,"Prince Edward Island","11","80 to 84","lodging and rooming houses",0
2021,"Prince Edward Island","11","80 to 84","hotels, motels, and temporary accommodation",10
2021,"Prince Edward Island","11","80 to 84","other service collective",0
2021,"Prince Edward Island","11","80 to 84","religious establishments",0
2021,"Prince Edward Island","11","80 to 84","hutterite colonies",0
2021,"Prince Edward Island","11","80 to 84","other",0
2021,"Prince Edward Island","11","85+","total",980
2021,"Prince Edward Island","11","85+","health care and related",965
2021,"Prince Edward Island","11","85+","hospitals",5
2021,"Prince Edward Island","11","85+","nursing homes",635
2021,"Prince Edward Island","11","85+","senior residences",140
2021,"Prince Edward Island","11","85+","mix of nursing home and senior residences",165
2021,"Prince Edward Island","11","85+","residential care facilities",15
2021,"Prince Edward Island","11","85+","correctional facilities",0
2021,"Prince Edward Island","11","85+","shelters",0
2021,"Prince Edward Island","11","85+","service collective",15
2021,"Prince Edward Island","11","85+","lodging and rooming houses",0
2021,"Prince Edward Island","11","85+","hotels, motels, and temporary accommodation",10
2021,"Prince Edward Island","11","85+","other service collective",0
2021,"Prince Edward Island","11","85+","religious establishments",0
2021,"Prince Edward Island","11","85+","hutterite colonies",0
2021,"Prince Edward Island","11","85+","other",0
2021,"Nova Scotia","12","Total","total",13330
2021,"Nova Scotia","12","Total","health care and related",10945
2021,"Nova Scotia","12","Total","hospitals",170
2021,"Nova Scotia","12","Total","nursing homes",6685
2021,"Nova Scotia","12","Total","senior residences",1485
2021,"Nova Scotia","12","Total","mix of nursing home and senior residences",420
2021,"Nova Scotia","12","Total","residential care facilities",2175
2021,"Nova Scotia","12","Total","correctional facilities",820
2021,"Nova Scotia","12","Total","shelters",115
2021,"Nova Scotia","12","Total","service collective",1235
2021,"Nova Scotia","12","Total","lodging and rooming houses",440
2021,"Nova Scotia","12","Total","hotels, motels, and temporary accommodation",515
2021,"Nova Scotia","12","Total","other service collective",280
2021,"Nova Scotia","12","Total","religious establishments",50
2021,"Nova Scotia","12","Total","hutterite colonies",0
2021,"Nova Scotia","12","Total","other",165
2021,"Nova Scotia","12","0 to 14","total",115
2021,"Nova Scotia","12","0 to 14","health care and related",60
2021,"Nova Scotia","12","0 to 14","hospitals",0
2021,"Nova Scotia","12","0 to 14","nursing homes",0
2021,"Nova Scotia","12","0 to 14","senior residences",0
2021,"Nova Scotia","12","0 to 14","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","0 to 14","residential care facilities",55
2021,"Nova Scotia","12","0 to 14","correctional facilities",0
2021,"Nova Scotia","12","0 to 14","shelters",5
2021,"Nova Scotia","12","0 to 14","service collective",50
2021,"Nova Scotia","12","0 to 14","lodging and rooming houses",10
2021,"Nova Scotia","12","0 to 14","hotels, motels, and temporary accommodation",25
2021,"Nova Scotia","12","0 to 14","other service collective",10
2021,"Nova Scotia","12","0 to 14","religious establishments",0
2021,"Nova Scotia","12","0 to 14","hutterite colonies",0
2021,"Nova Scotia","12","0 to 14","other",5
2021,"Nova Scotia","12","15 to 19","total",215
2021,"Nova Scotia","12","15 to 19","health care and related",100
2021,"Nova Scotia","12","15 to 19","hospitals",0
2021,"Nova Scotia","12","15 to 19","nursing homes",0
2021,"Nova Scotia","12","15 to 19","senior residences",0
2021,"Nova Scotia","12","15 to 19","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","15 to 19","residential care facilities",95
2021,"Nova Scotia","12","15 to 19","correctional facilities",5
2021,"Nova Scotia","12","15 to 19","shelters",0
2021,"Nova Scotia","12","15 to 19","service collective",95
2021,"Nova Scotia","12","15 to 19","lodging and rooming houses",35
2021,"Nova Scotia","12","15 to 19","hotels, motels, and temporary accommodation",10
2021,"Nova Scotia","12","15 to 19","other service collective",55
2021,"Nova Scotia","12","15 to 19","religious establishments",0
2021,"Nova Scotia","12","15 to 19","hutterite colonies",0
2021,"Nova Scotia","12","15 to 19","other",10
2021,"Nova Scotia","12","15 to 17","total",110
2021,"Nova Scotia","12","15 to 17","health care and related",75
2021,"Nova Scotia","12","15 to 17","hospitals",0
2021,"Nova Scotia","12","15 to 17","nursing homes",0
2021,"Nova Scotia","12","15 to 17","senior residences",0
2021,"Nova Scotia","12","15 to 17","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","15 to 17","residential care facilities",70
2021,"Nova Scotia","12","15 to 17","correctional facilities",5
2021,"Nova Scotia","12","15 to 17","shelters",0
2021,"Nova Scotia","12","15 to 17","service collective",35
2021,"Nova Scotia","12","15 to 17","lodging and rooming houses",5
2021,"Nova Scotia","12","15 to 17","hotels, motels, and temporary accommodation",5
2021,"Nova Scotia","12","15 to 17","other service collective",20
2021,"Nova Scotia","12","15 to 17","religious establishments",0
2021,"Nova Scotia","12","15 to 17","hutterite colonies",0
2021,"Nova Scotia","12","15 to 17","other",5
2021,"Nova Scotia","12","18 to 19","total",100
2021,"Nova Scotia","12","18 to 19","health care and related",30
2021,"Nova Scotia","12","18 to 19","hospitals",0
2021,"Nova Scotia","12","18 to 19","nursing homes",0
2021,"Nova Scotia","12","18 to 19","senior residences",0
2021,"Nova Scotia","12","18 to 19","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","18 to 19","residential care facilities",25
2021,"Nova Scotia","12","18 to 19","correctional facilities",5
2021,"Nova Scotia","12","18 to 19","shelters",0
2021,"Nova Scotia","12","18 to 19","service collective",60
2021,"Nova Scotia","12","18 to 19","lodging and rooming houses",25
2021,"Nova Scotia","12","18 to 19","hotels, motels, and temporary accommodation",0
2021,"Nova Scotia","12","18 to 19","other service collective",35
2021,"Nova Scotia","12","18 to 19","religious establishments",0
2021,"Nova Scotia","12","18 to 19","hutterite colonies",0
2021,"Nova Scotia","12","18 to 19","other",10
2021,"Nova Scotia","12","20 to 24","total",365
2021,"Nova Scotia","12","20 to 24","health care and related",75
2021,"Nova Scotia","12","20 to 24","hospitals",0
2021,"Nova Scotia","12","20 to 24","nursing homes",5
2021,"Nova Scotia","12","20 to 24","senior residences",0
2021,"Nova Scotia","12","20 to 24","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","20 to 24","residential care facilities",65
2021,"Nova Scotia","12","20 to 24","correctional facilities",75
2021,"Nova Scotia","12","20 to 24","shelters",15
2021,"Nova Scotia","12","20 to 24","service collective",175
2021,"Nova Scotia","12","20 to 24","lodging and rooming houses",95
2021,"Nova Scotia","12","20 to 24","hotels, motels, and temporary accommodation",25
2021,"Nova Scotia","12","20 to 24","other service collective",60
2021,"Nova Scotia","12","20 to 24","religious establishments",0
2021,"Nova Scotia","12","20 to 24","hutterite colonies",0
2021,"Nova Scotia","12","20 to 24","other",35
2021,"Nova Scotia","12","25 to 29","total",415
2021,"Nova Scotia","12","25 to 29","health care and related",115
2021,"Nova Scotia","12","25 to 29","hospitals",0
2021,"Nova Scotia","12","25 to 29","nursing homes",5
2021,"Nova Scotia","12","25 to 29","senior residences",0
2021,"Nova Scotia","12","25 to 29","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","25 to 29","residential care facilities",110
2021,"Nova Scotia","12","25 to 29","correctional facilities",160
2021,"Nova Scotia","12","25 to 29","shelters",10
2021,"Nova Scotia","12","25 to 29","service collective",100
2021,"Nova Scotia","12","25 to 29","lodging and rooming houses",40
2021,"Nova Scotia","12","25 to 29","hotels, motels, and temporary accommodation",40
2021,"Nova Scotia","12","25 to 29","other service collective",20
2021,"Nova Scotia","12","25 to 29","religious establishments",0
2021,"Nova Scotia","12","25 to 29","hutterite colonies",0
2021,"Nova Scotia","12","25 to 29","other",25
2021,"Nova Scotia","12","30 to 34","total",415
2021,"Nova Scotia","12","30 to 34","health care and related",155
2021,"Nova Scotia","12","30 to 34","hospitals",0
2021,"Nova Scotia","12","30 to 34","nursing homes",10
2021,"Nova Scotia","12","30 to 34","senior residences",5
2021,"Nova Scotia","12","30 to 34","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","30 to 34","residential care facilities",135
2021,"Nova Scotia","12","30 to 34","correctional facilities",150
2021,"Nova Scotia","12","30 to 34","shelters",10
2021,"Nova Scotia","12","30 to 34","service collective",70
2021,"Nova Scotia","12","30 to 34","lodging and rooming houses",35
2021,"Nova Scotia","12","30 to 34","hotels, motels, and temporary accommodation",20
2021,"Nova Scotia","12","30 to 34","other service collective",15
2021,"Nova Scotia","12","30 to 34","religious establishments",5
2021,"Nova Scotia","12","30 to 34","hutterite colonies",0
2021,"Nova Scotia","12","30 to 34","other",20
2021,"Nova Scotia","12","35 to 39","total",375
2021,"Nova Scotia","12","35 to 39","health care and related",160
2021,"Nova Scotia","12","35 to 39","hospitals",0
2021,"Nova Scotia","12","35 to 39","nursing homes",10
2021,"Nova Scotia","12","35 to 39","senior residences",5
2021,"Nova Scotia","12","35 to 39","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","35 to 39","residential care facilities",145
2021,"Nova Scotia","12","35 to 39","correctional facilities",125
2021,"Nova Scotia","12","35 to 39","shelters",15
2021,"Nova Scotia","12","35 to 39","service collective",60
2021,"Nova Scotia","12","35 to 39","lodging and rooming houses",15
2021,"Nova Scotia","12","35 to 39","hotels, motels, and temporary accommodation",30
2021,"Nova Scotia","12","35 to 39","other service collective",15
2021,"Nova Scotia","12","35 to 39","religious establishments",0
2021,"Nova Scotia","12","35 to 39","hutterite colonies",0
2021,"Nova Scotia","12","35 to 39","other",15
2021,"Nova Scotia","12","40 to 44","total",345
2021,"Nova Scotia","12","40 to 44","health care and related",150
2021,"Nova Scotia","12","40 to 44","hospitals",0
2021,"Nova Scotia","12","40 to 44","nursing homes",20
2021,"Nova Scotia","12","40 to 44","senior residences",0
2021,"Nova Scotia","12","40 to 44","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","40 to 44","residential care facilities",135
2021,"Nova Scotia","12","40 to 44","correctional facilities",100
2021,"Nova Scotia","12","40 to 44","shelters",15
2021,"Nova Scotia","12","40 to 44","service collective",60
2021,"Nova Scotia","12","40 to 44","lodging and rooming houses",15
2021,"Nova Scotia","12","40 to 44","hotels, motels, and temporary accommodation",40
2021,"Nova Scotia","12","40 to 44","other service collective",10
2021,"Nova Scotia","12","40 to 44","religious establishments",5
2021,"Nova Scotia","12","40 to 44","hutterite colonies",0
2021,"Nova Scotia","12","40 to 44","other",15
2021,"Nova Scotia","12","45 to 49","total",360
2021,"Nova Scotia","12","45 to 49","health care and related",200
2021,"Nova Scotia","12","45 to 49","hospitals",0
2021,"Nova Scotia","12","45 to 49","nursing homes",25
2021,"Nova Scotia","12","45 to 49","senior residences",5
2021,"Nova Scotia","12","45 to 49","mix of nursing home and senior residences",5
2021,"Nova Scotia","12","45 to 49","residential care facilities",170
2021,"Nova Scotia","12","45 to 49","correctional facilities",70
2021,"Nova Scotia","12","45 to 49","shelters",15
2021,"Nova Scotia","12","45 to 49","service collective",65
2021,"Nova Scotia","12","45 to 49","lodging and rooming houses",35
2021,"Nova Scotia","12","45 to 49","hotels, motels, and temporary accommodation",20
2021,"Nova Scotia","12","45 to 49","other service collective",10
2021,"Nova Scotia","12","45 to 49","religious establishments",0
2021,"Nova Scotia","12","45 to 49","hutterite colonies",0
2021,"Nova Scotia","12","45 to 49","other",10
2021,"Nova Scotia","12","50 to 54","total",455
2021,"Nova Scotia","12","50 to 54","health care and related",285
2021,"Nova Scotia","12","50 to 54","hospitals",0
2021,"Nova Scotia","12","50 to 54","nursing homes",70
2021,"Nova Scotia","12","50 to 54","senior residences",0
2021,"Nova Scotia","12","50 to 54","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","50 to 54","residential care facilities",210
2021,"Nova Scotia","12","50 to 54","correctional facilities",65
2021,"Nova Scotia","12","50 to 54","shelters",10
2021,"Nova Scotia","12","50 to 54","service collective",85
2021,"Nova Scotia","12","50 to 54","lodging and rooming houses",30
2021,"Nova Scotia","12","50 to 54","hotels, motels, and temporary accommodation",45
2021,"Nova Scotia","12","50 to 54","other service collective",15
2021,"Nova Scotia","12","50 to 54","religious establishments",10
2021,"Nova Scotia","12","50 to 54","hutterite colonies",0
2021,"Nova Scotia","12","50 to 54","other",10
2021,"Nova Scotia","12","55 to 59","total",560
2021,"Nova Scotia","12","55 to 59","health care and related",390
2021,"Nova Scotia","12","55 to 59","hospitals",0
2021,"Nova Scotia","12","55 to 59","nursing homes",105
2021,"Nova Scotia","12","55 to 59","senior residences",35
2021,"Nova Scotia","12","55 to 59","mix of nursing home and senior residences",5
2021,"Nova Scotia","12","55 to 59","residential care facilities",250
2021,"Nova Scotia","12","55 to 59","correctional facilities",35
2021,"Nova Scotia","12","55 to 59","shelters",10
2021,"Nova Scotia","12","55 to 59","service collective",110
2021,"Nova Scotia","12","55 to 59","lodging and rooming houses",35
2021,"Nova Scotia","12","55 to 59","hotels, motels, and temporary accommodation",60
2021,"Nova Scotia","12","55 to 59","other service collective",20
2021,"Nova Scotia","12","55 to 59","religious establishments",0
2021,"Nova Scotia","12","55 to 59","hutterite colonies",0
2021,"Nova Scotia","12","55 to 59","other",10
2021,"Nova Scotia","12","60 to 64","total",620
2021,"Nova Scotia","12","60 to 64","health care and related",465
2021,"Nova Scotia","12","60 to 64","hospitals",5
2021,"Nova Scotia","12","60 to 64","nursing homes",170
2021,"Nova Scotia","12","60 to 64","senior residences",25
