"year","geo","dguid","age","type","value"
2021,"British Columbia","59","85+","shelters",5
2021,"British Columbia","59","85+","service collective",385
2021,"British Columbia","59","85+","lodging and rooming houses",25
2021,"British Columbia","59","85+","hotels, motels, and temporary accommodation",180
2021,"British Columbia","59","85+","other service collective",185
2021,"British Columbia","59","85+","religious establishments",15
2021,"British Columbia","59","85+","hutterite colonies",0
2021,"British Columbia","59","85+","other",30
2021,"Yukon","60","Total","total",645
2021,"Yukon","60","Total","health care and related",335
2021,"Yukon","60","Total","hospitals",0
2021,"Yukon","60","Total","nursing homes",210
2021,"Yukon","60","Total","senior residences",50
2021,"Yukon","60","Total","mix of nursing home and senior residences",0
2021,"Yukon","60","Total","residential care facilities",75
2021,"Yukon","60","Total","correctional facilities",0
2021,"Yukon","60","Total","shelters",50
2021,"Yukon","60","Total","service collective",170
2021,"Yukon","60","Total","lodging and rooming houses",10
2021,"Yukon","60","Total","hotels, motels, and temporary accommodation",150
2021,"Yukon","60","Total","other service collective",10
2021,"Yukon","60","Total","religious establishments",0
2021,"Yukon","60","Total","hutterite colonies",0
2021,"Yukon","60","Total","other",35
2021,"Yukon","60","0 to 14","total",15
2021,"Yukon","60","0 to 14","health care and related",0
2021,"Yukon","60","0 to 14","hospitals",0
2021,"Yukon","60","0 to 14","nursing homes",0
2021,"Yukon","60","0 to 14","senior residences",0
2021,"Yukon","60","0 to 14","mix of nursing home and senior residences",0
2021,"Yukon","60","0 to 14","residential care facilities",0
2021,"Yukon","60","0 to 14","correctional facilities",0
2021,"Yukon","60","0 to 14","shelters",10
2021,"Yukon","60","0 to 14","service collective",5
2021,"Yukon","60","0 to 14","lodging and rooming houses",0
2021,"Yukon","60","0 to 14","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","0 to 14","other service collective",0
2021,"Yukon","60","0 to 14","religious establishments",0
2021,"Yukon","60","0 to 14","hutterite colonies",0
2021,"Yukon","60","0 to 14","other",0
2021,"Yukon","60","15 to 19","total",50
2021,"Yukon","60","15 to 19","health care and related",35
2021,"Yukon","60","15 to 19","hospitals",0
2021,"Yukon","60","15 to 19","nursing homes",0
2021,"Yukon","60","15 to 19","senior residences",0
2021,"Yukon","60","15 to 19","mix of nursing home and senior residences",0
2021,"Yukon","60","15 to 19","residential care facilities",35
2021,"Yukon","60","15 to 19","correctional facilities",0
2021,"Yukon","60","15 to 19","shelters",10
2021,"Yukon","60","15 to 19","service collective",10
2021,"Yukon","60","15 to 19","lodging and rooming houses",0
2021,"Yukon","60","15 to 19","hotels, motels, and temporary accommodation",10
2021,"Yukon","60","15 to 19","other service collective",0
2021,"Yukon","60","15 to 19","religious establishments",0
2021,"Yukon","60","15 to 19","hutterite colonies",0
2021,"Yukon","60","15 to 19","other",5
2021,"Yukon","60","15 to 17","total",40
2021,"Yukon","60","15 to 17","health care and related",30
2021,"Yukon","60","15 to 17","hospitals",0
2021,"Yukon","60","15 to 17","nursing homes",0
2021,"Yukon","60","15 to 17","senior residences",0
2021,"Yukon","60","15 to 17","mix of nursing home and senior residences",0
2021,"Yukon","60","15 to 17","residential care facilities",30
2021,"Yukon","60","15 to 17","correctional facilities",0
2021,"Yukon","60","15 to 17","shelters",5
2021,"Yukon","60","15 to 17","service collective",0
2021,"Yukon","60","15 to 17","lodging and rooming houses",0
2021,"Yukon","60","15 to 17","hotels, motels, and temporary accommodation",0
2021,"Yukon","60","15 to 17","other service collective",0
2021,"Yukon","60","15 to 17","religious establishments",0
2021,"Yukon","60","15 to 17","hutterite colonies",0
2021,"Yukon","60","15 to 17","other",0
2021,"Yukon","60","18 to 19","total",15
2021,"Yukon","60","18 to 19","health care and related",5
2021,"Yukon","60","18 to 19","hospitals",0
2021,"Yukon","60","18 to 19","nursing homes",0
2021,"Yukon","60","18 to 19","senior residences",0
2021,"Yukon","60","18 to 19","mix of nursing home and senior residences",0
2021,"Yukon","60","18 to 19","residential care facilities",5
2021,"Yukon","60","18 to 19","correctional facilities",0
2021,"Yukon","60","18 to 19","shelters",0
2021,"Yukon","60","18 to 19","service collective",5
2021,"Yukon","60","18 to 19","lodging and rooming houses",0
2021,"Yukon","60","18 to 19","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","18 to 19","other service collective",0
2021,"Yukon","60","18 to 19","religious establishments",0
2021,"Yukon","60","18 to 19","hutterite colonies",0
2021,"Yukon","60","18 to 19","other",5
2021,"Yukon","60","20 to 24","total",35
2021,"Yukon","60","20 to 24","health care and related",5
2021,"Yukon","60","20 to 24","hospitals",0
2021,"Yukon","60","20 to 24","nursing homes",0
2021,"Yukon","60","20 to 24","senior residences",0
2021,"Yukon","60","20 to 24","mix of nursing home and senior residences",0
2021,"Yukon","60","20 to 24","residential care facilities",5
2021,"Yukon","60","20 to 24","correctional facilities",0
2021,"Yukon","60","20 to 24","shelters",15
2021,"Yukon","60","20 to 24","service collective",5
2021,"Yukon","60","20 to 24","lodging and rooming houses",0
2021,"Yukon","60","20 to 24","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","20 to 24","other service collective",0
2021,"Yukon","60","20 to 24","religious establishments",0
2021,"Yukon","60","20 to 24","hutterite colonies",0
2021,"Yukon","60","20 to 24","other",5
2021,"Yukon","60","25 to 29","total",30
2021,"Yukon","60","25 to 29","health care and related",5
2021,"Yukon","60","25 to 29","hospitals",0
2021,"Yukon","60","25 to 29","nursing homes",0
2021,"Yukon","60","25 to 29","senior residences",0
2021,"Yukon","60","25 to 29","mix of nursing home and senior residences",0
2021,"Yukon","60","25 to 29","residential care facilities",5
2021,"Yukon","60","25 to 29","correctional facilities",0
2021,"Yukon","60","25 to 29","shelters",5
2021,"Yukon","60","25 to 29","service collective",10
2021,"Yukon","60","25 to 29","lodging and rooming houses",0
2021,"Yukon","60","25 to 29","hotels, motels, and temporary accommodation",10
2021,"Yukon","60","25 to 29","other service collective",0
2021,"Yukon","60","25 to 29","religious establishments",0
2021,"Yukon","60","25 to 29","hutterite colonies",0
2021,"Yukon","60","25 to 29","other",0
2021,"Yukon","60","30 to 34","total",30
2021,"Yukon","60","30 to 34","health care and related",5
2021,"Yukon","60","30 to 34","hospitals",0
2021,"Yukon","60","30 to 34","nursing homes",0
2021,"Yukon","60","30 to 34","senior residences",0
2021,"Yukon","60","30 to 34","mix of nursing home and senior residences",0
2021,"Yukon","60","30 to 34","residential care facilities",5
2021,"Yukon","60","30 to 34","correctional facilities",0
2021,"Yukon","60","30 to 34","shelters",0
2021,"Yukon","60","30 to 34","service collective",5
2021,"Yukon","60","30 to 34","lodging and rooming houses",0
2021,"Yukon","60","30 to 34","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","30 to 34","other service collective",0
2021,"Yukon","60","30 to 34","religious establishments",0
2021,"Yukon","60","30 to 34","hutterite colonies",0
2021,"Yukon","60","30 to 34","other",5
2021,"Yukon","60","35 to 39","total",30
2021,"Yukon","60","35 to 39","health care and related",5
2021,"Yukon","60","35 to 39","hospitals",0
2021,"Yukon","60","35 to 39","nursing homes",0
2021,"Yukon","60","35 to 39","senior residences",0
2021,"Yukon","60","35 to 39","mix of nursing home and senior residences",0
2021,"Yukon","60","35 to 39","residential care facilities",5
2021,"Yukon","60","35 to 39","correctional facilities",0
2021,"Yukon","60","35 to 39","shelters",0
2021,"Yukon","60","35 to 39","service collective",20
2021,"Yukon","60","35 to 39","lodging and rooming houses",5
2021,"Yukon","60","35 to 39","hotels, motels, and temporary accommodation",15
2021,"Yukon","60","35 to 39","other service collective",0
2021,"Yukon","60","35 to 39","religious establishments",0
2021,"Yukon","60","35 to 39","hutterite colonies",0
2021,"Yukon","60","35 to 39","other",5
2021,"Yukon","60","40 to 44","total",30
2021,"Yukon","60","40 to 44","health care and related",10
2021,"Yukon","60","40 to 44","hospitals",0
2021,"Yukon","60","40 to 44","nursing homes",0
2021,"Yukon","60","40 to 44","senior residences",0
2021,"Yukon","60","40 to 44","mix of nursing home and senior residences",0
2021,"Yukon","60","40 to 44","residential care facilities",10
2021,"Yukon","60","40 to 44","correctional facilities",0
2021,"Yukon","60","40 to 44","shelters",0
2021,"Yukon","60","40 to 44","service collective",10
2021,"Yukon","60","40 to 44","lodging and rooming houses",0
2021,"Yukon","60","40 to 44","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","40 to 44","other service collective",0
2021,"Yukon","60","40 to 44","religious establishments",0
2021,"Yukon","60","40 to 44","hutterite colonies",0
2021,"Yukon","60","40 to 44","other",0
2021,"Yukon","60","45 to 49","total",25
2021,"Yukon","60","45 to 49","health care and related",5
2021,"Yukon","60","45 to 49","hospitals",0
2021,"Yukon","60","45 to 49","nursing homes",0
2021,"Yukon","60","45 to 49","senior residences",0
2021,"Yukon","60","45 to 49","mix of nursing home and senior residences",0
2021,"Yukon","60","45 to 49","residential care facilities",5
2021,"Yukon","60","45 to 49","correctional facilities",0
2021,"Yukon","60","45 to 49","shelters",0
2021,"Yukon","60","45 to 49","service collective",10
2021,"Yukon","60","45 to 49","lodging and rooming houses",0
2021,"Yukon","60","45 to 49","hotels, motels, and temporary accommodation",10
2021,"Yukon","60","45 to 49","other service collective",0
2021,"Yukon","60","45 to 49","religious establishments",0
2021,"Yukon","60","45 to 49","hutterite colonies",0
2021,"Yukon","60","45 to 49","other",5
2021,"Yukon","60","50 to 54","total",35
2021,"Yukon","60","50 to 54","health care and related",10
2021,"Yukon","60","50 to 54","hospitals",0
2021,"Yukon","60","50 to 54","nursing homes",0
2021,"Yukon","60","50 to 54","senior residences",0
2021,"Yukon","60","50 to 54","mix of nursing home and senior residences",0
2021,"Yukon","60","50 to 54","residential care facilities",10
2021,"Yukon","60","50 to 54","correctional facilities",0
2021,"Yukon","60","50 to 54","shelters",0
2021,"Yukon","60","50 to 54","service collective",15
2021,"Yukon","60","50 to 54","lodging and rooming houses",0
2021,"Yukon","60","50 to 54","hotels, motels, and temporary accommodation",15
2021,"Yukon","60","50 to 54","other service collective",0
2021,"Yukon","60","50 to 54","religious establishments",0
2021,"Yukon","60","50 to 54","hutterite colonies",0
2021,"Yukon","60","50 to 54","other",0
2021,"Yukon","60","55 to 59","total",35
2021,"Yukon","60","55 to 59","health care and related",5
2021,"Yukon","60","55 to 59","hospitals",0
2021,"Yukon","60","55 to 59","nursing homes",5
2021,"Yukon","60","55 to 59","senior residences",0
2021,"Yukon","60","55 to 59","mix of nursing home and senior residences",0
2021,"Yukon","60","55 to 59","residential care facilities",0
2021,"Yukon","60","55 to 59","correctional facilities",0
2021,"Yukon","60","55 to 59","shelters",0
2021,"Yukon","60","55 to 59","service collective",25
2021,"Yukon","60","55 to 59","lodging and rooming houses",0
2021,"Yukon","60","55 to 59","hotels, motels, and temporary accommodation",20
2021,"Yukon","60","55 to 59","other service collective",0
2021,"Yukon","60","55 to 59","religious establishments",0
2021,"Yukon","60","55 to 59","hutterite colonies",0
2021,"Yukon","60","55 to 59","other",0
2021,"Yukon","60","60 to 64","total",30
2021,"Yukon","60","60 to 64","health care and related",5
2021,"Yukon","60","60 to 64","hospitals",0
2021,"Yukon","60","60 to 64","nursing homes",5
2021,"Yukon","60","60 to 64","senior residences",0
2021,"Yukon","60","60 to 64","mix of nursing home and senior residences",0
2021,"Yukon","60","60 to 64","residential care facilities",0
2021,"Yukon","60","60 to 64","correctional facilities",0
2021,"Yukon","60","60 to 64","shelters",5
2021,"Yukon","60","60 to 64","service collective",15
2021,"Yukon","60","60 to 64","lodging and rooming houses",0
2021,"Yukon","60","60 to 64","hotels, motels, and temporary accommodation",15
2021,"Yukon","60","60 to 64","other service collective",0
2021,"Yukon","60","60 to 64","religious establishments",0
2021,"Yukon","60","60 to 64","hutterite colonies",0
2021,"Yukon","60","60 to 64","other",0
2021,"Yukon","60","65+","total",300
2021,"Yukon","60","65+","health care and related",245
2021,"Yukon","60","65+","hospitals",0
2021,"Yukon","60","65+","nursing homes",190
2021,"Yukon","60","65+","senior residences",50
2021,"Yukon","60","65+","mix of nursing home and senior residences",0
2021,"Yukon","60","65+","residential care facilities",0
2021,"Yukon","60","65+","correctional facilities",0
2021,"Yukon","60","65+","shelters",10
2021,"Yukon","60","65+","service collective",35
2021,"Yukon","60","65+","lodging and rooming houses",0
2021,"Yukon","60","65+","hotels, motels, and temporary accommodation",35
2021,"Yukon","60","65+","other service collective",5
2021,"Yukon","60","65+","religious establishments",0
2021,"Yukon","60","65+","hutterite colonies",0
2021,"Yukon","60","65+","other",10
2021,"Yukon","60","65 to 69","total",35
2021,"Yukon","60","65 to 69","health care and related",15
2021,"Yukon","60","65 to 69","hospitals",0
2021,"Yukon","60","65 to 69","nursing homes",10
2021,"Yukon","60","65 to 69","senior residences",0
2021,"Yukon","60","65 to 69","mix of nursing home and senior residences",0
2021,"Yukon","60","65 to 69","residential care facilities",0
2021,"Yukon","60","65 to 69","correctional facilities",0
2021,"Yukon","60","65 to 69","shelters",5
2021,"Yukon","60","65 to 69","service collective",20
2021,"Yukon","60","65 to 69","lodging and rooming houses",0
2021,"Yukon","60","65 to 69","hotels, motels, and temporary accommodation",15
2021,"Yukon","60","65 to 69","other service collective",5
2021,"Yukon","60","65 to 69","religious establishments",0
2021,"Yukon","60","65 to 69","hutterite colonies",0
2021,"Yukon","60","65 to 69","other",5
2021,"Yukon","60","70 to 74","total",40
2021,"Yukon","60","70 to 74","health care and related",30
2021,"Yukon","60","70 to 74","hospitals",0
2021,"Yukon","60","70 to 74","nursing homes",20
2021,"Yukon","60","70 to 74","senior residences",10
2021,"Yukon","60","70 to 74","mix of nursing home and senior residences",0
2021,"Yukon","60","70 to 74","residential care facilities",0
2021,"Yukon","60","70 to 74","correctional facilities",0
2021,"Yukon","60","70 to 74","shelters",0
2021,"Yukon","60","70 to 74","service collective",10
2021,"Yukon","60","70 to 74","lodging and rooming houses",0
2021,"Yukon","60","70 to 74","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","70 to 74","other service collective",5
2021,"Yukon","60","70 to 74","religious establishments",0
2021,"Yukon","60","70 to 74","hutterite colonies",0
2021,"Yukon","60","70 to 74","other",0
2021,"Yukon","60","75 to 79","total",80
2021,"Yukon","60","75 to 79","health care and related",70
2021,"Yukon","60","75 to 79","hospitals",0
2021,"Yukon","60","75 to 79","nursing homes",45
2021,"Yukon","60","75 to 79","senior residences",25
2021,"Yukon","60","75 to 79","mix of nursing home and senior residences",0
2021,"Yukon","60","75 to 79","residential care facilities",0
2021,"Yukon","60","75 to 79","correctional facilities",0
2021,"Yukon","60","75 to 79","shelters",5
2021,"Yukon","60","75 to 79","service collective",5
2021,"Yukon","60","75 to 79","lodging and rooming houses",0
2021,"Yukon","60","75 to 79","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","75 to 79","other service collective",0
2021,"Yukon","60","75 to 79","religious establishments",0
2021,"Yukon","60","75 to 79","hutterite colonies",0
2021,"Yukon","60","75 to 79","other",0
2021,"Yukon","60","80 to 84","total",45
2021,"Yukon","60","80 to 84","health care and related",45
2021,"Yukon","60","80 to 84","hospitals",0
2021,"Yukon","60","80 to 84","nursing homes",40
2021,"Yukon","60","80 to 84","senior residences",5
2021,"Yukon","60","80 to 84","mix of nursing home and senior residences",0
2021,"Yukon","60","80 to 84","residential care facilities",0
2021,"Yukon","60","80 to 84","correctional facilities",0
2021,"Yukon","60","80 to 84","shelters",0
2021,"Yukon","60","80 to 84","service collective",0
2021,"Yukon","60","80 to 84","lodging and rooming houses",0
2021,"Yukon","60","80 to 84","hotels, motels, and temporary accommodation",0
2021,"Yukon","60","80 to 84","other service collective",0
2021,"Yukon","60","80 to 84","religious establishments",0
2021,"Yukon","60","80 to 84","hutterite colonies",0
2021,"Yukon","60","80 to 84","other",0
2021,"Yukon","60","85+","total",95
2021,"Yukon","60","85+","health care and related",85
2021,"Yukon","60","85+","hospitals",0
2021,"Yukon","60","85+","nursing homes",80
2021,"Yukon","60","85+","senior residences",5
2021,"Yukon","60","85+","mix of nursing home and senior residences",0
2021,"Yukon","60","85+","residential care facilities",0
2021,"Yukon","60","85+","correctional facilities",0
2021,"Yukon","60","85+","shelters",0
2021,"Yukon","60","85+","service collective",5
2021,"Yukon","60","85+","lodging and rooming houses",0
2021,"Yukon","60","85+","hotels, motels, and temporary accommodation",5
2021,"Yukon","60","85+","other service collective",0
2021,"Yukon","60","85+","religious establishments",0
2021,"Yukon","60","85+","hutterite colonies",0
2021,"Yukon","60","85+","other",0
2021,"Northwest Territories","61","Total","total",675
2021,"Northwest Territories","61","Total","health care and related",315
2021,"Northwest Territories","61","Total","hospitals",20
2021,"Northwest Territories","61","Total","nursing homes",95
2021,"Northwest Territories","61","Total","senior residences",0
2021,"Northwest Territories","61","Total","mix of nursing home and senior residences",130
2021,"Northwest Territories","61","Total","residential care facilities",75
2021,"Northwest Territories","61","Total","correctional facilities",110
2021,"Northwest Territories","61","Total","shelters",100
2021,"Northwest Territories","61","Total","service collective",120
2021,"Northwest Territories","61","Total","lodging and rooming houses",0
2021,"Northwest Territories","61","Total","hotels, motels, and temporary accommodation",65
2021,"Northwest Territories","61","Total","other service collective",50
2021,"Northwest Territories","61","Total","religious establishments",10
2021,"Northwest Territories","61","Total","hutterite colonies",0
2021,"Northwest Territories","61","Total","other",20
2021,"Northwest Territories","61","0 to 14","total",10
2021,"Northwest Territories","61","0 to 14","health care and related",0
2021,"Northwest Territories","61","0 to 14","hospitals",0
2021,"Northwest Territories","61","0 to 14","nursing homes",0
2021,"Northwest Territories","61","0 to 14","senior residences",0
2021,"Northwest Territories","61","0 to 14","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","0 to 14","residential care facilities",0
2021,"Northwest Territories","61","0 to 14","correctional facilities",5
2021,"Northwest Territories","61","0 to 14","shelters",0
2021,"Northwest Territories","61","0 to 14","service collective",5
2021,"Northwest Territories","61","0 to 14","lodging and rooming houses",0
2021,"Northwest Territories","61","0 to 14","hotels, motels, and temporary accommodation",5
2021,"Northwest Territories","61","0 to 14","other service collective",0
2021,"Northwest Territories","61","0 to 14","religious establishments",0
2021,"Northwest Territories","61","0 to 14","hutterite colonies",0
2021,"Northwest Territories","61","0 to 14","other",0
2021,"Northwest Territories","61","15 to 19","total",40
2021,"Northwest Territories","61","15 to 19","health care and related",0
2021,"Northwest Territories","61","15 to 19","hospitals",0
2021,"Northwest Territories","61","15 to 19","nursing homes",0
2021,"Northwest Territories","61","15 to 19","senior residences",0
2021,"Northwest Territories","61","15 to 19","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","15 to 19","residential care facilities",0
2021,"Northwest Territories","61","15 to 19","correctional facilities",5
2021,"Northwest Territories","61","15 to 19","shelters",30
2021,"Northwest Territories","61","15 to 19","service collective",10
2021,"Northwest Territories","61","15 to 19","lodging and rooming houses",0
2021,"Northwest Territories","61","15 to 19","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","15 to 19","other service collective",10
2021,"Northwest Territories","61","15 to 19","religious establishments",0
2021,"Northwest Territories","61","15 to 19","hutterite colonies",0
2021,"Northwest Territories","61","15 to 19","other",0
2021,"Northwest Territories","61","15 to 17","total",25
2021,"Northwest Territories","61","15 to 17","health care and related",0
2021,"Northwest Territories","61","15 to 17","hospitals",0
2021,"Northwest Territories","61","15 to 17","nursing homes",0
2021,"Northwest Territories","61","15 to 17","senior residences",0
2021,"Northwest Territories","61","15 to 17","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","15 to 17","residential care facilities",0
2021,"Northwest Territories","61","15 to 17","correctional facilities",0
2021,"Northwest Territories","61","15 to 17","shelters",15
2021,"Northwest Territories","61","15 to 17","service collective",5
2021,"Northwest Territories","61","15 to 17","lodging and rooming houses",0
2021,"Northwest Territories","61","15 to 17","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","15 to 17","other service collective",5
2021,"Northwest Territories","61","15 to 17","religious establishments",0
2021,"Northwest Territories","61","15 to 17","hutterite colonies",0
2021,"Northwest Territories","61","15 to 17","other",0
2021,"Northwest Territories","61","18 to 19","total",20
2021,"Northwest Territories","61","18 to 19","health care and related",0
2021,"Northwest Territories","61","18 to 19","hospitals",0
2021,"Northwest Territories","61","18 to 19","nursing homes",0
2021,"Northwest Territories","61","18 to 19","senior residences",0
2021,"Northwest Territories","61","18 to 19","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","18 to 19","residential care facilities",0
2021,"Northwest Territories","61","18 to 19","correctional facilities",0
2021,"Northwest Territories","61","18 to 19","shelters",15
2021,"Northwest Territories","61","18 to 19","service collective",5
2021,"Northwest Territories","61","18 to 19","lodging and rooming houses",0
2021,"Northwest Territories","61","18 to 19","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","18 to 19","other service collective",5
2021,"Northwest Territories","61","18 to 19","religious establishments",0
2021,"Northwest Territories","61","18 to 19","hutterite colonies",0
2021,"Northwest Territories","61","18 to 19","other",0
2021,"Northwest Territories","61","20 to 24","total",55
2021,"Northwest Territories","61","20 to 24","health care and related",0
2021,"Northwest Territories","61","20 to 24","hospitals",0
2021,"Northwest Territories","61","20 to 24","nursing homes",0
2021,"Northwest Territories","61","20 to 24","senior residences",0
2021,"Northwest Territories","61","20 to 24","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","20 to 24","residential care facilities",0
2021,"Northwest Territories","61","20 to 24","correctional facilities",15
2021,"Northwest Territories","61","20 to 24","shelters",30
2021,"Northwest Territories","61","20 to 24","service collective",10
2021,"Northwest Territories","61","20 to 24","lodging and rooming houses",0
2021,"Northwest Territories","61","20 to 24","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","20 to 24","other service collective",10
2021,"Northwest Territories","61","20 to 24","religious establishments",0
2021,"Northwest Territories","61","20 to 24","hutterite colonies",0
2021,"Northwest Territories","61","20 to 24","other",0
2021,"Northwest Territories","61","25 to 29","total",50
2021,"Northwest Territories","61","25 to 29","health care and related",15
2021,"Northwest Territories","61","25 to 29","hospitals",0
2021,"Northwest Territories","61","25 to 29","nursing homes",0
2021,"Northwest Territories","61","25 to 29","senior residences",0
2021,"Northwest Territories","61","25 to 29","mix of nursing home and senior residences",10
2021,"Northwest Territories","61","25 to 29","residential care facilities",0
2021,"Northwest Territories","61","25 to 29","correctional facilities",25
2021,"Northwest Territories","61","25 to 29","shelters",5
2021,"Northwest Territories","61","25 to 29","service collective",10
2021,"Northwest Territories","61","25 to 29","lodging and rooming houses",0
2021,"Northwest Territories","61","25 to 29","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","25 to 29","other service collective",10
2021,"Northwest Territories","61","25 to 29","religious establishments",0
2021,"Northwest Territories","61","25 to 29","hutterite colonies",0
2021,"Northwest Territories","61","25 to 29","other",0
2021,"Northwest Territories","61","30 to 34","total",35
2021,"Northwest Territories","61","30 to 34","health care and related",0
2021,"Northwest Territories","61","30 to 34","hospitals",0
2021,"Northwest Territories","61","30 to 34","nursing homes",0
2021,"Northwest Territories","61","30 to 34","senior residences",0
2021,"Northwest Territories","61","30 to 34","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","30 to 34","residential care facilities",0
2021,"Northwest Territories","61","30 to 34","correctional facilities",15
2021,"Northwest Territories","61","30 to 34","shelters",0
2021,"Northwest Territories","61","30 to 34","service collective",10
2021,"Northwest Territories","61","30 to 34","lodging and rooming houses",0
2021,"Northwest Territories","61","30 to 34","hotels, motels, and temporary accommodation",5
2021,"Northwest Territories","61","30 to 34","other service collective",0
2021,"Northwest Territories","61","30 to 34","religious establishments",0
2021,"Northwest Territories","61","30 to 34","hutterite colonies",0
2021,"Northwest Territories","61","30 to 34","other",0
2021,"Northwest Territories","61","35 to 39","total",35
2021,"Northwest Territories","61","35 to 39","health care and related",5
2021,"Northwest Territories","61","35 to 39","hospitals",0
2021,"Northwest Territories","61","35 to 39","nursing homes",0
2021,"Northwest Territories","61","35 to 39","senior residences",0
2021,"Northwest Territories","61","35 to 39","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","35 to 39","residential care facilities",5
2021,"Northwest Territories","61","35 to 39","correctional facilities",15
2021,"Northwest Territories","61","35 to 39","shelters",5
2021,"Northwest Territories","61","35 to 39","service collective",5
2021,"Northwest Territories","61","35 to 39","lodging and rooming houses",0
2021,"Northwest Territories","61","35 to 39","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","35 to 39","other service collective",5
2021,"Northwest Territories","61","35 to 39","religious establishments",0
2021,"Northwest Territories","61","35 to 39","hutterite colonies",0
2021,"Northwest Territories","61","35 to 39","other",5
2021,"Northwest Territories","61","40 to 44","total",40
2021,"Northwest Territories","61","40 to 44","health care and related",15
2021,"Northwest Territories","61","40 to 44","hospitals",0
2021,"Northwest Territories","61","40 to 44","nursing homes",0
2021,"Northwest Territories","61","40 to 44","senior residences",0
2021,"Northwest Territories","61","40 to 44","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","40 to 44","residential care facilities",15
2021,"Northwest Territories","61","40 to 44","correctional facilities",15
2021,"Northwest Territories","61","40 to 44","shelters",5
2021,"Northwest Territories","61","40 to 44","service collective",0
2021,"Northwest Territories","61","40 to 44","lodging and rooming houses",0
2021,"Northwest Territories","61","40 to 44","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","40 to 44","other service collective",0
2021,"Northwest Territories","61","40 to 44","religious establishments",0
2021,"Northwest Territories","61","40 to 44","hutterite colonies",0
2021,"Northwest Territories","61","40 to 44","other",5
2021,"Northwest Territories","61","45 to 49","total",30
2021,"Northwest Territories","61","45 to 49","health care and related",20
2021,"Northwest Territories","61","45 to 49","hospitals",0
2021,"Northwest Territories","61","45 to 49","nursing homes",0
2021,"Northwest Territories","61","45 to 49","senior residences",0
2021,"Northwest Territories","61","45 to 49","mix of nursing home and senior residences",15
2021,"Northwest Territories","61","45 to 49","residential care facilities",5
2021,"Northwest Territories","61","45 to 49","correctional facilities",10
2021,"Northwest Territories","61","45 to 49","shelters",0
2021,"Northwest Territories","61","45 to 49","service collective",5
2021,"Northwest Territories","61","45 to 49","lodging and rooming houses",0
2021,"Northwest Territories","61","45 to 49","hotels, motels, and temporary accommodation",0
2021,"Northwest Territories","61","45 to 49","other service collective",0
2021,"Northwest Territories","61","45 to 49","religious establishments",0
2021,"Northwest Territories","61","45 to 49","hutterite colonies",0
2021,"Northwest Territories","61","45 to 49","other",5
2021,"Northwest Territories","61","50 to 54","total",50
2021,"Northwest Territories","61","50 to 54","health care and related",25
2021,"Northwest Territories","61","50 to 54","hospitals",0
2021,"Northwest Territories","61","50 to 54","nursing homes",0
2021,"Northwest Territories","61","50 to 54","senior residences",0
2021,"Northwest Territories","61","50 to 54","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","50 to 54","residential care facilities",20
2021,"Northwest Territories","61","50 to 54","correctional facilities",5
2021,"Northwest Territories","61","50 to 54","shelters",5
2021,"Northwest Territories","61","50 to 54","service collective",15
2021,"Northwest Territories","61","50 to 54","lodging and rooming houses",0
2021,"Northwest Territories","61","50 to 54","hotels, motels, and temporary accommodation",10
2021,"Northwest Territories","61","50 to 54","other service collective",0
2021,"Northwest Territories","61","50 to 54","religious establishments",0
2021,"Northwest Territories","61","50 to 54","hutterite colonies",0
2021,"Northwest Territories","61","50 to 54","other",0
2021,"Northwest Territories","61","55 to 59","total",20
2021,"Northwest Territories","61","55 to 59","health care and related",5
2021,"Northwest Territories","61","55 to 59","hospitals",5
2021,"Northwest Territories","61","55 to 59","nursing homes",0
2021,"Northwest Territories","61","55 to 59","senior residences",0
2021,"Northwest Territories","61","55 to 59","mix of nursing home and senior residences",0
2021,"Northwest Territories","61","55 to 59","residential care facilities",5
2021,"Northwest Territories","61","55 to 59","correctional facilities",0
2021,"Northwest Territories","61","55 to 59","shelters",0
2021,"Northwest Territories","61","55 to 59","service collective",10
2021,"Northwest Territories","61","55 to 59","lodging and rooming houses",0
