"ref_date","geo","dguid","unit_type","value"
"2019-01","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2019-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",800
"2019-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",900
"2019-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1150
"2019-01","St. John's, Census metropolitan area (CMA)","001","Room",470
"2019-01","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",910
"2019-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1040
"2019-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",1290
"2019-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",1480
"2019-01","Halifax, Census metropolitan area (CMA)","205","Room",590
"2019-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2019-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",750
"2019-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",1010
"2019-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",1410
"2019-01","Fredericton, Census metropolitan area (CMA)","320","Room",450
"2019-01","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2019-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",750
"2019-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",860
"2019-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1150
"2019-01","Moncton, Census metropolitan area (CMA)","305","Room",450
"2019-01","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2019-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",720
"2019-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",930
"2019-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1000
"2019-01","Saint John, Census metropolitan area (CMA)","310","Room",450
"2019-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2019-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2019-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",600
"2019-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2019-01","Drummondville, Census metropolitan area (CMA)","447","Room",360
"2019-01","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",860
"2019-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",980
"2019-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1130
"2019-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",1610
"2019-01","Montréal, Census metropolitan area (CMA)","462","Room",510
"2019-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",680
"2019-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",830
"2019-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",980
"2019-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1170
"2019-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",510
"2019-01","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",620
"2019-01","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",710
"2019-01","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",840
"2019-01","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2019-01","Québec, Census metropolitan area (CMA)","421","Room",400
"2019-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2019-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2019-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2019-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2019-01","Saguenay, Census metropolitan area (CMA)","408","Room",340
"2019-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",450
"2019-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",540
"2019-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",660
"2019-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",830
"2019-01","Sherbrooke, Census metropolitan area (CMA)","433","Room",320
"2019-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2019-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",480
"2019-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2019-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2019-01","Trois-Rivières, Census metropolitan area (CMA)","442","Room",310
"2019-01","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2019-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1260
"2019-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",1470
"2019-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",1720
"2019-01","Barrie, Census metropolitan area (CMA)","568","Room",560
"2019-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2019-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1140
"2019-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1250
"2019-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2019-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",540
"2019-01","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2019-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1110
"2019-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1260
"2019-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",1460
"2019-01","Brantford, Census metropolitan area (CMA)","543","Room",540
"2019-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2019-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",880
"2019-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1160
"2019-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",1450
"2019-01","Greater Sudbury, Census metropolitan area (CMA)","580","Room",540
"2019-01","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2019-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",1230
"2019-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",1490
"2019-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 3 or more bedrooms",1610
"2019-01","Guelph, Census metropolitan area (CMA)","550","Room",580
"2019-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - No bedroom",1070
"2019-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 1 bedroom",1320
"2019-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 2 bedrooms",1570
"2019-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 3 or more bedrooms",1760
"2019-01","Hamilton, Census metropolitan area (CMA)","537","Room",560
"2019-01","Kingston, Census metropolitan area (CMA)","521","Apartment - No bedroom",980
"2019-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 1 bedroom",1170
"2019-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 2 bedrooms",1380
"2019-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 3 or more bedrooms",NA
"2019-01","Kingston, Census metropolitan area (CMA)","521","Room",580
"2019-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - No bedroom",960
"2019-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 1 bedroom",1200
"2019-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 2 bedrooms",1450
"2019-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 3 or more bedrooms",1590
"2019-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Room",540
"2019-01","London, Census metropolitan area (CMA)","555","Apartment - No bedroom",820
"2019-01","London, Census metropolitan area (CMA)","555","Apartment - 1 bedroom",1030
"2019-01","London, Census metropolitan area (CMA)","555","Apartment - 2 bedrooms",1300
"2019-01","London, Census metropolitan area (CMA)","555","Apartment - 3 or more bedrooms",1640
"2019-01","London, Census metropolitan area (CMA)","555","Room",520
"2019-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - No bedroom",950
"2019-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 1 bedroom",1180
"2019-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 2 bedrooms",1410
"2019-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 3 or more bedrooms",1670
"2019-01","Oshawa, Census metropolitan area (CMA)","532","Room",580
"2019-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1140
"2019-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1360
"2019-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1710
"2019-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",2210
"2019-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Room",620
"2019-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - No bedroom",NA
"2019-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 1 bedroom",1100
"2019-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 2 bedrooms",1320
"2019-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 3 or more bedrooms",1640
"2019-01","Peterborough, Census metropolitan area (CMA)","529","Room",550
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",930
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1060
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1280
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",1540
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",490
"2019-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2019-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",910
"2019-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1180
"2019-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2019-01","Thunder Bay, Census metropolitan area (CMA)","595","Room",490
"2019-01","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1680
"2019-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",1990
"2019-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2560
"2019-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",2850
"2019-01","Toronto, Census metropolitan area (CMA)","535","Room",710
"2019-01","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",780
"2019-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",930
"2019-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1180
"2019-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",1370
"2019-01","Windsor, Census metropolitan area (CMA)","559","Room",450
"2019-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",750
"2019-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",960
"2019-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1220
"2019-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1400
"2019-01","Winnipeg, Census metropolitan area (CMA)","602","Room",500
"2019-01","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",750
"2019-01","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",890
"2019-01","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1080
"2019-01","Regina, Census metropolitan area (CMA)","705","Apartment - 3 or more bedrooms",1350
"2019-01","Regina, Census metropolitan area (CMA)","705","Room",530
"2019-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - No bedroom",740
"2019-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 1 bedroom",910
"2019-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 2 bedrooms",1100
"2019-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1370
"2019-01","Saskatoon, Census metropolitan area (CMA)","725","Room",540
"2019-01","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",910
"2019-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1150
"2019-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1360
"2019-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",1500
"2019-01","Calgary, Census metropolitan area (CMA)","825","Room",570
"2019-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",900
"2019-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1030
"2019-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1270
"2019-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1460
"2019-01","Edmonton, Census metropolitan area (CMA)","835","Room",560
"2019-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2019-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",890
"2019-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1070
"2019-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 3 or more bedrooms",1340
"2019-01","Lethbridge, Census metropolitan area (CMA)","810","Room",530
"2019-01","Red Deer, Census metropolitan area (CMA)","830","Apartment - No bedroom",NA
"2019-01","Red Deer, Census metropolitan area (CMA)","830","Apartment - 1 bedroom",890
"2019-01","Red Deer, Census metropolitan area (CMA)","830","Apartment - 2 bedrooms",1010
"2019-01","Red Deer, Census metropolitan area (CMA)","830","Apartment - 3 or more bedrooms",1210
"2019-01","Red Deer, Census metropolitan area (CMA)","830","Room",530
"2019-01","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - No bedroom",NA
"2019-01","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 1 bedroom",1040
"2019-01","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 2 bedrooms",1240
"2019-01","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 3 or more bedrooms",NA
"2019-01","Abbotsford - Mission, Census metropolitan area (CMA)","932","Room",NA
"2019-01","Chilliwack, Census metropolitan area (CMA)","930","Apartment - No bedroom",NA
"2019-01","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 1 bedroom",NA
"2019-01","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 2 bedrooms",1220
"2019-01","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 3 or more bedrooms",NA
"2019-01","Chilliwack, Census metropolitan area (CMA)","930","Room",NA
"2019-01","Kamloops, Census metropolitan area (CMA)","925","Apartment - No bedroom",NA
"2019-01","Kamloops, Census metropolitan area (CMA)","925","Apartment - 1 bedroom",1040
"2019-01","Kamloops, Census metropolitan area (CMA)","925","Apartment - 2 bedrooms",1340
"2019-01","Kamloops, Census metropolitan area (CMA)","925","Apartment - 3 or more bedrooms",1690
"2019-01","Kamloops, Census metropolitan area (CMA)","925","Room",590
"2019-01","Kelowna, Census metropolitan area (CMA)","915","Apartment - No bedroom",NA
"2019-01","Kelowna, Census metropolitan area (CMA)","915","Apartment - 1 bedroom",1320
"2019-01","Kelowna, Census metropolitan area (CMA)","915","Apartment - 2 bedrooms",1630
"2019-01","Kelowna, Census metropolitan area (CMA)","915","Apartment - 3 or more bedrooms",NA
"2019-01","Kelowna, Census metropolitan area (CMA)","915","Room",690
"2019-01","Nanaimo, Census metropolitan area (CMA)","938","Apartment - No bedroom",NA
"2019-01","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 1 bedroom",1050
"2019-01","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 2 bedrooms",1350
"2019-01","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 3 or more bedrooms",NA
"2019-01","Nanaimo, Census metropolitan area (CMA)","938","Room",610
"2019-01","Vancouver, Census metropolitan area (CMA)","933","Apartment - No bedroom",1730
"2019-01","Vancouver, Census metropolitan area (CMA)","933","Apartment - 1 bedroom",1870
"2019-01","Vancouver, Census metropolitan area (CMA)","933","Apartment - 2 bedrooms",2490
"2019-01","Vancouver, Census metropolitan area (CMA)","933","Apartment - 3 or more bedrooms",3480
"2019-01","Vancouver, Census metropolitan area (CMA)","933","Room",770
"2019-01","Victoria, Census metropolitan area (CMA)","935","Apartment - No bedroom",1260
"2019-01","Victoria, Census metropolitan area (CMA)","935","Apartment - 1 bedroom",1440
"2019-01","Victoria, Census metropolitan area (CMA)","935","Apartment - 2 bedrooms",1810
"2019-01","Victoria, Census metropolitan area (CMA)","935","Apartment - 3 or more bedrooms",2210
"2019-01","Victoria, Census metropolitan area (CMA)","935","Room",710
"2019-04","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2019-04","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",820
"2019-04","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",930
"2019-04","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1230
"2019-04","St. John's, Census metropolitan area (CMA)","001","Room",480
"2019-04","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",880
"2019-04","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1100
"2019-04","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",1360
"2019-04","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",1750
"2019-04","Halifax, Census metropolitan area (CMA)","205","Room",590
"2019-04","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2019-04","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",820
"2019-04","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",960
"2019-04","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",1300
"2019-04","Fredericton, Census metropolitan area (CMA)","320","Room",460
"2019-04","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2019-04","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",750
"2019-04","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",870
"2019-04","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1130
"2019-04","Moncton, Census metropolitan area (CMA)","305","Room",460
"2019-04","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2019-04","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",760
"2019-04","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",880
"2019-04","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1020
"2019-04","Saint John, Census metropolitan area (CMA)","310","Room",450
"2019-04","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2019-04","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2019-04","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",620
"2019-04","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2019-04","Drummondville, Census metropolitan area (CMA)","447","Room",340
"2019-04","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",840
"2019-04","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",990
"2019-04","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1170
"2019-04","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",1500
"2019-04","Montréal, Census metropolitan area (CMA)","462","Room",510
"2019-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",670
"2019-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",860
"2019-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",990
"2019-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1090
"2019-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",510
"2019-04","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",670
"2019-04","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",740
"2019-04","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",860
"2019-04","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2019-04","Québec, Census metropolitan area (CMA)","421","Room",390
"2019-04","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2019-04","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2019-04","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2019-04","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2019-04","Saguenay, Census metropolitan area (CMA)","408","Room",350
"2019-04","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",490
"2019-04","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",560
"2019-04","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",660
"2019-04","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",790
"2019-04","Sherbrooke, Census metropolitan area (CMA)","433","Room",330
"2019-04","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2019-04","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",480
"2019-04","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2019-04","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2019-04","Trois-Rivières, Census metropolitan area (CMA)","442","Room",320
"2019-04","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2019-04","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1320
"2019-04","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",1490
"2019-04","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",1710
"2019-04","Barrie, Census metropolitan area (CMA)","568","Room",560
"2019-04","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2019-04","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1100
"2019-04","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1290
"2019-04","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2019-04","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",550
"2019-04","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2019-04","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1150
"2019-04","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1350
"2019-04","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",1540
"2019-04","Brantford, Census metropolitan area (CMA)","543","Room",540
"2019-04","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2019-04","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",890
"2019-04","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1150
"2019-04","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",1440
"2019-04","Greater Sudbury, Census metropolitan area (CMA)","580","Room",520
"2019-04","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2019-04","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",1270
"2019-04","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",1520
"2019-04","Guelph, Census metropolitan area (CMA)","550","Apartment - 3 or more bedrooms",1690
"2019-04","Guelph, Census metropolitan area (CMA)","550","Room",570
"2019-04","Hamilton, Census metropolitan area (CMA)","537","Apartment - No bedroom",980
"2019-04","Hamilton, Census metropolitan area (CMA)","537","Apartment - 1 bedroom",1330
"2019-04","Hamilton, Census metropolitan area (CMA)","537","Apartment - 2 bedrooms",1620
"2019-04","Hamilton, Census metropolitan area (CMA)","537","Apartment - 3 or more bedrooms",1860
"2019-04","Hamilton, Census metropolitan area (CMA)","537","Room",540
"2019-04","Kingston, Census metropolitan area (CMA)","521","Apartment - No bedroom",1010
"2019-04","Kingston, Census metropolitan area (CMA)","521","Apartment - 1 bedroom",1200
"2019-04","Kingston, Census metropolitan area (CMA)","521","Apartment - 2 bedrooms",1430
"2019-04","Kingston, Census metropolitan area (CMA)","521","Apartment - 3 or more bedrooms",NA
"2019-04","Kingston, Census metropolitan area (CMA)","521","Room",580
"2019-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - No bedroom",940
"2019-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 1 bedroom",1280
"2019-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 2 bedrooms",1490
"2019-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 3 or more bedrooms",1620
"2019-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Room",530
"2019-04","London, Census metropolitan area (CMA)","555","Apartment - No bedroom",870
"2019-04","London, Census metropolitan area (CMA)","555","Apartment - 1 bedroom",1060
"2019-04","London, Census metropolitan area (CMA)","555","Apartment - 2 bedrooms",1340
"2019-04","London, Census metropolitan area (CMA)","555","Apartment - 3 or more bedrooms",1660
"2019-04","London, Census metropolitan area (CMA)","555","Room",510
"2019-04","Oshawa, Census metropolitan area (CMA)","532","Apartment - No bedroom",980
"2019-04","Oshawa, Census metropolitan area (CMA)","532","Apartment - 1 bedroom",1210
"2019-04","Oshawa, Census metropolitan area (CMA)","532","Apartment - 2 bedrooms",1410
"2019-04","Oshawa, Census metropolitan area (CMA)","532","Apartment - 3 or more bedrooms",1690
"2019-04","Oshawa, Census metropolitan area (CMA)","532","Room",580
"2019-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1150
"2019-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1410
"2019-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1750
