"ref_date","geo","dguid","unit_type","value"
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",930
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","442","Room",540
"2024-10","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2024-10","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1810
"2024-10","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",2050
"2024-10","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",2420
"2024-10","Barrie, Census metropolitan area (CMA)","568","Room",750
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1640
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1880
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",750
"2024-10","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2024-10","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1690
"2024-10","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1910
"2024-10","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",2230
"2024-10","Brantford, Census metropolitan area (CMA)","543","Room",740
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",1530
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1850
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",2370
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","580","Room",690
"2024-10","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2024-10","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",2000
"2024-10","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",2270
"2024-10","Guelph, Census metropolitan area (CMA)","550","Apartment - 3 or more bedrooms",2790
"2024-10","Guelph, Census metropolitan area (CMA)","550","Room",830
"2024-10","Hamilton, Census metropolitan area (CMA)","537","Apartment - No bedroom",1480
"2024-10","Hamilton, Census metropolitan area (CMA)","537","Apartment - 1 bedroom",1790
"2024-10","Hamilton, Census metropolitan area (CMA)","537","Apartment - 2 bedrooms",2240
"2024-10","Hamilton, Census metropolitan area (CMA)","537","Apartment - 3 or more bedrooms",2600
"2024-10","Hamilton, Census metropolitan area (CMA)","537","Room",800
"2024-10","Kingston, Census metropolitan area (CMA)","521","Apartment - No bedroom",1330
"2024-10","Kingston, Census metropolitan area (CMA)","521","Apartment - 1 bedroom",1730
"2024-10","Kingston, Census metropolitan area (CMA)","521","Apartment - 2 bedrooms",2020
"2024-10","Kingston, Census metropolitan area (CMA)","521","Apartment - 3 or more bedrooms",NA
"2024-10","Kingston, Census metropolitan area (CMA)","521","Room",810
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - No bedroom",1520
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 1 bedroom",1850
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 2 bedrooms",2190
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 3 or more bedrooms",2500
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Room",770
"2024-10","London, Census metropolitan area (CMA)","555","Apartment - No bedroom",1290
"2024-10","London, Census metropolitan area (CMA)","555","Apartment - 1 bedroom",1640
"2024-10","London, Census metropolitan area (CMA)","555","Apartment - 2 bedrooms",2010
"2024-10","London, Census metropolitan area (CMA)","555","Apartment - 3 or more bedrooms",2390
"2024-10","London, Census metropolitan area (CMA)","555","Room",750
"2024-10","Oshawa, Census metropolitan area (CMA)","532","Apartment - No bedroom",1520
"2024-10","Oshawa, Census metropolitan area (CMA)","532","Apartment - 1 bedroom",1750
"2024-10","Oshawa, Census metropolitan area (CMA)","532","Apartment - 2 bedrooms",2090
"2024-10","Oshawa, Census metropolitan area (CMA)","532","Apartment - 3 or more bedrooms",2410
"2024-10","Oshawa, Census metropolitan area (CMA)","532","Room",760
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1610
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1970
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",2470
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",2830
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Room",850
"2024-10","Peterborough, Census metropolitan area (CMA)","529","Apartment - No bedroom",NA
"2024-10","Peterborough, Census metropolitan area (CMA)","529","Apartment - 1 bedroom",1590
"2024-10","Peterborough, Census metropolitan area (CMA)","529","Apartment - 2 bedrooms",1950
"2024-10","Peterborough, Census metropolitan area (CMA)","529","Apartment - 3 or more bedrooms",2460
"2024-10","Peterborough, Census metropolitan area (CMA)","529","Room",730
"2024-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",1390
"2024-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1610
"2024-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1870
"2024-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",2200
"2024-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",690
"2024-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2024-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",1320
"2024-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1810
"2024-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2024-10","Thunder Bay, Census metropolitan area (CMA)","595","Room",690
"2024-10","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1830
"2024-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",2210
"2024-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2740
"2024-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",3440
"2024-10","Toronto, Census metropolitan area (CMA)","535","Room",830
"2024-10","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",1290
"2024-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",1520
"2024-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1870
"2024-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",2130
"2024-10","Windsor, Census metropolitan area (CMA)","559","Room",600
"2024-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",960
"2024-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",1220
"2024-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1580
"2024-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1880
"2024-10","Winnipeg, Census metropolitan area (CMA)","602","Room",580
"2024-10","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",980
"2024-10","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",1230
"2024-10","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1440
"2024-10","Regina, Census metropolitan area (CMA)","705","Apartment - 3 or more bedrooms",1760
"2024-10","Regina, Census metropolitan area (CMA)","705","Room",610
"2024-10","Saskatoon, Census metropolitan area (CMA)","725","Apartment - No bedroom",990
"2024-10","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 1 bedroom",1280
"2024-10","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 2 bedrooms",1520
"2024-10","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1800
"2024-10","Saskatoon, Census metropolitan area (CMA)","725","Room",690
"2024-10","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",1430
"2024-10","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1630
"2024-10","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1950
"2024-10","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",2230
"2024-10","Calgary, Census metropolitan area (CMA)","825","Room",750
"2024-10","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",1110
"2024-10","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1280
"2024-10","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1590
"2024-10","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1830
"2024-10","Edmonton, Census metropolitan area (CMA)","835","Room",660
"2024-10","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2024-10","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",1240
"2024-10","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1490
"2024-10","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 3 or more bedrooms",1730
"2024-10","Lethbridge, Census metropolitan area (CMA)","810","Room",700
"2024-10","Red Deer, Census metropolitan area (CMA)","830","Apartment - No bedroom",NA
"2024-10","Red Deer, Census metropolitan area (CMA)","830","Apartment - 1 bedroom",1210
"2024-10","Red Deer, Census metropolitan area (CMA)","830","Apartment - 2 bedrooms",1430
"2024-10","Red Deer, Census metropolitan area (CMA)","830","Apartment - 3 or more bedrooms",1690
"2024-10","Red Deer, Census metropolitan area (CMA)","830","Room",670
"2024-10","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - No bedroom",NA
"2024-10","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 1 bedroom",1640
"2024-10","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 2 bedrooms",1990
"2024-10","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 3 or more bedrooms",NA
"2024-10","Abbotsford - Mission, Census metropolitan area (CMA)","932","Room",NA
"2024-10","Chilliwack, Census metropolitan area (CMA)","930","Apartment - No bedroom",NA
"2024-10","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 1 bedroom",1450
"2024-10","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 2 bedrooms",1830
"2024-10","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 3 or more bedrooms",NA
"2024-10","Chilliwack, Census metropolitan area (CMA)","930","Room",NA
"2024-10","Kamloops, Census metropolitan area (CMA)","925","Apartment - No bedroom",NA
"2024-10","Kamloops, Census metropolitan area (CMA)","925","Apartment - 1 bedroom",1550
"2024-10","Kamloops, Census metropolitan area (CMA)","925","Apartment - 2 bedrooms",1860
"2024-10","Kamloops, Census metropolitan area (CMA)","925","Apartment - 3 or more bedrooms",2480
"2024-10","Kamloops, Census metropolitan area (CMA)","925","Room",860
"2024-10","Kelowna, Census metropolitan area (CMA)","915","Apartment - No bedroom",NA
"2024-10","Kelowna, Census metropolitan area (CMA)","915","Apartment - 1 bedroom",1860
"2024-10","Kelowna, Census metropolitan area (CMA)","915","Apartment - 2 bedrooms",2410
"2024-10","Kelowna, Census metropolitan area (CMA)","915","Apartment - 3 or more bedrooms",NA
"2024-10","Kelowna, Census metropolitan area (CMA)","915","Room",930
"2024-10","Nanaimo, Census metropolitan area (CMA)","938","Apartment - No bedroom",NA
"2024-10","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 1 bedroom",1650
"2024-10","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 2 bedrooms",1960
"2024-10","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 3 or more bedrooms",NA
"2024-10","Nanaimo, Census metropolitan area (CMA)","938","Room",880
"2024-10","Vancouver, Census metropolitan area (CMA)","933","Apartment - No bedroom",2150
"2024-10","Vancouver, Census metropolitan area (CMA)","933","Apartment - 1 bedroom",2450
"2024-10","Vancouver, Census metropolitan area (CMA)","933","Apartment - 2 bedrooms",3250
"2024-10","Vancouver, Census metropolitan area (CMA)","933","Apartment - 3 or more bedrooms",4680
"2024-10","Vancouver, Census metropolitan area (CMA)","933","Room",1080
"2024-10","Victoria, Census metropolitan area (CMA)","935","Apartment - No bedroom",1770
"2024-10","Victoria, Census metropolitan area (CMA)","935","Apartment - 1 bedroom",2090
"2024-10","Victoria, Census metropolitan area (CMA)","935","Apartment - 2 bedrooms",2730
"2024-10","Victoria, Census metropolitan area (CMA)","935","Apartment - 3 or more bedrooms",3580
"2024-10","Victoria, Census metropolitan area (CMA)","935","Room",1000
"2025-01","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2025-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",1210
"2025-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",1630
"2025-01","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1820
"2025-01","St. John's, Census metropolitan area (CMA)","001","Room",670
"2025-01","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",1520
"2025-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1770
"2025-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",2230
"2025-01","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",2720
"2025-01","Halifax, Census metropolitan area (CMA)","205","Room",840
"2025-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2025-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",1320
"2025-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",1570
"2025-01","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",2120
"2025-01","Fredericton, Census metropolitan area (CMA)","320","Room",660
"2025-01","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2025-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",1320
"2025-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",1520
"2025-01","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1960
"2025-01","Moncton, Census metropolitan area (CMA)","305","Room",680
"2025-01","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2025-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",1180
"2025-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",1520
"2025-01","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1730
"2025-01","Saint John, Census metropolitan area (CMA)","310","Room",680
"2025-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2025-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2025-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",1200
"2025-01","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2025-01","Drummondville, Census metropolitan area (CMA)","447","Room",560
"2025-01","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",1290
"2025-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",1540
"2025-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1930
"2025-01","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",2420
"2025-01","Montréal, Census metropolitan area (CMA)","462","Room",710
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1080
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1520
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1680
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1990
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",720
"2025-01","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",1060
"2025-01","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",1210
"2025-01","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",1470
"2025-01","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2025-01","Québec, Census metropolitan area (CMA)","421","Room",570
"2025-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2025-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2025-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2025-01","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2025-01","Saguenay, Census metropolitan area (CMA)","408","Room",480
"2025-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",810
"2025-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",1030
"2025-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",1250
"2025-01","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",1580
"2025-01","Sherbrooke, Census metropolitan area (CMA)","433","Room",500
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",910
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","442","Room",510
"2025-01","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2025-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1800
"2025-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",2120
"2025-01","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",2340
"2025-01","Barrie, Census metropolitan area (CMA)","568","Room",740
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1560
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1860
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",740
"2025-01","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2025-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1650
"2025-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1880
"2025-01","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",2140
"2025-01","Brantford, Census metropolitan area (CMA)","543","Room",740
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",1540
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1830
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",2480
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","580","Room",700
"2025-01","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2025-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",1910
"2025-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",2270
"2025-01","Guelph, Census metropolitan area (CMA)","550","Apartment - 3 or more bedrooms",2800
"2025-01","Guelph, Census metropolitan area (CMA)","550","Room",820
"2025-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - No bedroom",1430
"2025-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 1 bedroom",1800
"2025-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 2 bedrooms",2180
"2025-01","Hamilton, Census metropolitan area (CMA)","537","Apartment - 3 or more bedrooms",2610
"2025-01","Hamilton, Census metropolitan area (CMA)","537","Room",780
"2025-01","Kingston, Census metropolitan area (CMA)","521","Apartment - No bedroom",1400
"2025-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 1 bedroom",1710
"2025-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 2 bedrooms",2040
"2025-01","Kingston, Census metropolitan area (CMA)","521","Apartment - 3 or more bedrooms",NA
"2025-01","Kingston, Census metropolitan area (CMA)","521","Room",810
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - No bedroom",1480
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 1 bedroom",1810
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 2 bedrooms",2150
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 3 or more bedrooms",2480
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Room",740
"2025-01","London, Census metropolitan area (CMA)","555","Apartment - No bedroom",1210
"2025-01","London, Census metropolitan area (CMA)","555","Apartment - 1 bedroom",1640
"2025-01","London, Census metropolitan area (CMA)","555","Apartment - 2 bedrooms",2020
"2025-01","London, Census metropolitan area (CMA)","555","Apartment - 3 or more bedrooms",2420
"2025-01","London, Census metropolitan area (CMA)","555","Room",760
"2025-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - No bedroom",1460
"2025-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 1 bedroom",1720
"2025-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 2 bedrooms",2070
"2025-01","Oshawa, Census metropolitan area (CMA)","532","Apartment - 3 or more bedrooms",2380
"2025-01","Oshawa, Census metropolitan area (CMA)","532","Room",750
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1640
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",2010
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",2490
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",2920
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Room",840
"2025-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - No bedroom",NA
"2025-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 1 bedroom",1600
"2025-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 2 bedrooms",1940
"2025-01","Peterborough, Census metropolitan area (CMA)","529","Apartment - 3 or more bedrooms",2080
"2025-01","Peterborough, Census metropolitan area (CMA)","529","Room",750
"2025-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",1320
"2025-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1580
"2025-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1890
"2025-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",2160
"2025-01","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",690
"2025-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2025-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",1410
"2025-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1800
"2025-01","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2025-01","Thunder Bay, Census metropolitan area (CMA)","595","Room",710
"2025-01","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1800
"2025-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",2170
"2025-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2690
"2025-01","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",3320
"2025-01","Toronto, Census metropolitan area (CMA)","535","Room",840
"2025-01","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",1260
"2025-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",1490
"2025-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1880
"2025-01","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",2060
"2025-01","Windsor, Census metropolitan area (CMA)","559","Room",620
"2025-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",990
"2025-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",1270
"2025-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1600
"2025-01","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1880
"2025-01","Winnipeg, Census metropolitan area (CMA)","602","Room",580
"2025-01","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",990
"2025-01","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",1230
"2025-01","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1410
"2025-01","Regina, Census metropolitan area (CMA)","705","Apartment - 3 or more bedrooms",1780
"2025-01","Regina, Census metropolitan area (CMA)","705","Room",630
"2025-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - No bedroom",980
"2025-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 1 bedroom",1270
"2025-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 2 bedrooms",1490
"2025-01","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1810
"2025-01","Saskatoon, Census metropolitan area (CMA)","725","Room",680
"2025-01","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",1410
"2025-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1630
"2025-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1920
"2025-01","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",2190
"2025-01","Calgary, Census metropolitan area (CMA)","825","Room",740
"2025-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",1110
"2025-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1280
"2025-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1590
"2025-01","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1850
"2025-01","Edmonton, Census metropolitan area (CMA)","835","Room",660
"2025-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2025-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",1260
"2025-01","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1530
