"CSDUID","CDUID","PRUID","area_km2","tx30_2025","tx30_2050","tx30_change","tx30_extrapolated","tx30_2025_cd_mean","tx30_2050_cd_mean","tx30_change_cd_mean","tx30_2025_pr_mean","tx30_2050_pr_mean","tx30_change_pr_mean","tx30_2025_pctile_national","tx30_2050_pctile_national","tx30_change_pctile_national","tx30_2025_diff_cd","tx30_2050_diff_cd","tx30_change_diff_cd","tx30_2025_diff_pr","tx30_2050_diff_pr","tx30_change_diff_pr","tx30_2025_diff_national","tx30_2050_diff_national","tx30_change_diff_national"
"1001437","1001","10",27.624432233877,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001456","1001","10",28.9255185011436,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001559","1001","10",41.8808798878236,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002013","1002","10",33.415166116863,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002014","1002","10",64.9065486340487,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001101","1001","10",1307.70556151968,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001105","1001","10",1.31714317242658,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001316","1001","10",28.0057688114116,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001113","1001","10",56.7489582370987,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001120","1001","10",1.23983737273885,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001140","1001","10",9.69737620032275,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001186","1001","10",25.4069102950759,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001192","1001","10",30.647274902286,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001197","1001","10",63.1950285481983,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003020","1003","10",14.6814313562125,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004018","1004","10",31.9109939390536,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001203","1001","10",701.399111214123,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001434","1001","10",8.00631412092204,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003021","1003","10",4010.73017075195,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002041","1002","10",16.6787976949717,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004017","1004","10",6.46474528866748,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001207","1001","10",6.14315559757564,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001308","1001","10",25.2293584272834,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001343","1001","10",18.4056237409192,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001214","1001","10",1326.16999940143,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001254","1001","10",21.0651092660538,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001259","1001","10",1499.90383341948,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001409","1001","10",65.9383508752984,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001131","1001","10",134.834442581335,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001370","1001","10",18.3235965553429,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001485","1001","10",64.813761366251,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001285","1001","10",20.6511969975563,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005010","1005","10",983.975498684671,0.228571428571429,0.971428571428571,0.7,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,10.3,9.5,11.9,0,0.2,0.2,-0.2,0.1,0.3,-2.2,-2.8,-0.6
"1001289","1001","10",28.8821717504565,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001149","1001","10",13.8267763585956,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003038","1003","10",3004.92155935936,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001155","1001","10",1507.06381647702,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001169","1001","10",89.4714823138018,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001181","1001","10",105.398275432102,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001136","1001","10",41.2261843875618,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001174","1001","10",24.4198329235577,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003014","1003","10",8398.2025721985,0,0.231132075471698,0.2,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,8.6,9.9,0,0.2,0.1,-0.4,-0.6,-0.2,-2.4,-3.6,-1.1
"1004011","1004","10",2984.98759338093,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001277","1001","10",39.7716796228848,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001219","1001","10",16.5117124678421,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001263","1001","10",49.591949648413,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001225","1001","10",28.9504112590736,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002009","1002","10",783.464428605781,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004013","1004","10",25.7692007436704,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001228","1001","10",6.71191485997612,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003028","1003","10",49.0179243480284,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001234","1001","10",743.510825699669,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001240","1001","10",59.743060388934,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005006","1005","10",20.6365072976,1.5,3,1.5,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,14,14.2,15.8,1.3,2.2,1,1.1,2.2,1.1,-0.9,-0.8,0.2
"1003012","1003","10",4.5452853519154,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002030","1002","10",187.345280943265,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001144","1001","10",9.3536255688876,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001178","1001","10",38.0966838101889,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003034","1003","10",53.5687103809201,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004001","1004","10",1341.46879606714,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001124","1001","10",1340.61296171819,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005007","1005","10",1294.34054060138,0.8125,2.14583333333333,1.3,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,11.6,12.5,15,0.6,1.4,0.8,0.4,1.3,0.9,-1.6,-1.6,0
"1001126","1001","10",10.7469818047414,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001464","1001","10",30.9928153725269,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001298","1001","10",25.8432359145407,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002029","1002","10",374.13309458622,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002031","1002","10",2218.95215652213,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002037","1002","10",11.4522013943425,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001304","1001","10",409.647527356657,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002021","1002","10",43.1619245327402,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001312","1001","10",90.9367959252316,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001321","1001","10",596.561534592774,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001565","1001","10",595.109177931125,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002002","1002","10",6.35906181769075,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002006","1002","10",478.876911520799,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002011","1002","10",3.63839722937678,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001421","1001","10",162.293209985151,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001332","1001","10",13.392399351621,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001405","1001","10",40.4671387956442,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001415","1001","10",42.1678689900241,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001452","1001","10",153.564749773168,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001347","1001","10",13.4500251780969,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005008","1005","10",34.1819071576313,1,2,1,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,12.5,12,13.5,0.8,1.2,0.5,0.6,1.2,0.6,-1.4,-1.8,-0.3
"1001426","1001","10",4.83144270933199,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001379","1001","10",45.8969525214832,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002018","1002","10",58.3167433831936,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001429","1001","10",14.732392020107,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001394","1001","10",4.18062399092434,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003019","1003","10",20.490938204853,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003004","1003","10",2.23067194689475,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005004","1005","10",82.2426515016059,1.2,3,1.8,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,13.4,14.2,17.1,1,2.2,1.3,0.8,2.2,1.4,-1.2,-0.8,0.5
"1001441","1001","10",19.6588212267161,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002001","1002","10",1695.11721278916,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001446","1001","10",24.9207819412871,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001557","1001","10",31.1676944790944,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003033","1003","10",10.3735578937623,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004037","1004","10",7.38559315173309,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005003","1005","10",4248.43899464289,0.1,0.39,0.3,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,10.1,8.8,10.3,-0.1,-0.4,-0.2,-0.3,-0.4,-0.1,-2.3,-3.4,-1
"1001267","1001","10",5.567942172018,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001270","1001","10",5.43359339303928,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001274","1001","10",54.7273580360981,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001281","1001","10",19.1874049171147,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005005","1005","10",7.72639461478139,0,0.5,0.5,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,4.8,9,11.1,-0.2,-0.3,0,-0.4,-0.3,0.1,-2.4,-3.3,-0.8
"1001542","1001","10",15.6478042702041,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1003045","1003","10",4.71489906350561,0,0,0,FALSE,0,0.0806619419909137,0.0753514188264702,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,-0.1,-0.1,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001391","1001","10",0.450755311769067,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001505","1001","10",59.9936648859228,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1005001","1005","10",2875.89688984376,0.325,0.9625,0.6,FALSE,0.232369966250517,0.783025827541936,0.544056314035096,0.408135862249372,0.827083300047433,0.421643549422629,10.5,9.5,11.6,0.1,0.2,0.1,-0.1,0.1,0.2,-2.1,-2.8,-0.7
"1001396","1001","10",76.7762232711056,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001551","1001","10",4.54379354499026,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001469","1001","10",24.2207817178991,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001472","1001","10",137.622126220274,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002017","1002","10",74.8579274906737,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002019","1002","10",17.0736962729578,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1004033","1004","10",34.4167118928583,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002016","1002","10",1163.85805307412,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001490","1001","10",322.99815232973,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002048","1002","10",1200.72939883818,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001328","1001","10",27.4699030061052,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001293","1001","10",255.416151446799,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1001461","1001","10",22.2945716946187,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002012","1002","10",86.3295566978607,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002055","1002","10",3.25762509508486,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
"1002034","1002","10",4.96509620316473,0,0,0,FALSE,0,0,0,0.408135862249372,0.827083300047433,0.421643549422629,4.8,3.9,4.7,0,0,0,-0.4,-0.8,-0.4,-2.4,-3.8,-1.3
