"CSDUID","CDUID","PRUID","area_km2","tx_extrapolated","tx30_2025","tx30_2050","tx35_2025","tx35_2050","wsdi_2025","wsdi_2050","tx30_2025_cd_mean","tx30_2050_cd_mean","tx35_2025_cd_mean","tx35_2050_cd_mean","wsdi_2025_cd_mean","wsdi_2050_cd_mean","tx30_2025_pr_mean","tx30_2050_pr_mean","tx35_2025_pr_mean","tx35_2050_pr_mean","wsdi_2025_pr_mean","wsdi_2050_pr_mean","tx30_2025_pctile_national","tx30_2050_pctile_national","tx35_2025_pctile_national","tx35_2050_pctile_national","wsdi_2025_pctile_national","wsdi_2050_pctile_national"
"1005010","1005","10",983.975498684671,FALSE,0.228571428571429,0.971428571428571,0,0,9.34285714285714,14.8571428571429,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,10.3,9.5,36,26.3,2.8,2.7
"1001289","1001","10",28.8821717504565,FALSE,0,0,0,0,21.75,29,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,81.7,40.7
"1001149","1001","10",13.8267763585956,FALSE,0,0,0,0,17,25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,50.3,24.9
"1003038","1003","10",3004.92155935936,FALSE,0,0,0,0,26.1538461538462,46.2923076923077,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,96.3,95.8
"1001155","1001","10",1507.06381647702,FALSE,0,0,0,0,25.55,35,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,95.5,71
"1001169","1001","10",89.4714823138018,FALSE,0,0,0,0,30.5,46.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.7,95.8
"1001181","1001","10",105.398275432102,FALSE,0,0,0,0,31,39.4,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.9,88.6
"1001136","1001","10",41.2261843875618,FALSE,0,0,0,0,22.3333333333333,24.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,85.6,23.5
"1001174","1001","10",24.4198329235577,FALSE,0,0,0,0,28,44.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,97.7,94.6
"1003014","1003","10",8398.2025721985,FALSE,0,0.231132075471698,0,0,12.5943396226415,22.3820754716981,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,8.6,36,26.3,8.1,15.4
"1004011","1004","10",2984.98759338093,FALSE,0,0,0,0,14.6301369863014,25.3424657534247,0,0,0,0,19.8544403030263,30.9378556994833,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,23.2,26.3
"1001277","1001","10",39.7716796228848,FALSE,0,0,0,0,14.3333333333333,25.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,20.1,27.4
"1001219","1001","10",16.5117124678421,FALSE,0,0,0,0,34.3333333333333,44,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.4,94.3
"1001263","1001","10",49.591949648413,FALSE,0,0,0,0,25.6,30.8,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,95.6,46.9
"1001225","1001","10",28.9504112590736,FALSE,0,0,0,0,34.25,48.25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.3,96.5
"1002009","1002","10",783.464428605781,FALSE,0,0,0,0,39.5454545454545,52.4545454545455,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.7,98.1
"1004013","1004","10",25.7692007436704,FALSE,0,0,0,0,16.5,30,0,0,0,0,19.8544403030263,30.9378556994833,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,45.9,44.5
"1001228","1001","10",6.71191485997612,FALSE,0,0,0,0,34.75,47.25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.4,96.1
"1003028","1003","10",49.0179243480284,FALSE,0,0,0,0,32.6666666666667,57,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.2,98.9
"1001234","1001","10",743.510825699669,FALSE,0,0,0,0,30.72,35.72,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.8,74.5
"1001240","1001","10",59.743060388934,FALSE,0,0,0,0,33.1666666666667,35.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.3,73.7
"1005006","1005","10",20.6365072976,FALSE,1.5,3,0,0,8.5,13.25,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,14,14.2,36,26.3,1.9,2.2
"1003012","1003","10",4.5452853519154,FALSE,0,0,0,0,23,37.5,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,88.6,82.8
"1002030","1002","10",187.345280943265,FALSE,0,0,0,0,19.7,26.2,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,67.9,29.6
"1001144","1001","10",9.3536255688876,FALSE,0,0,0,0,17,25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,50.3,24.9
"1001178","1001","10",38.0966838101889,FALSE,0,0,0,0,29.6666666666667,43.3333333333333,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.5,93.8
"1003034","1003","10",53.5687103809201,FALSE,0,0,0,0,37,58,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.5,99
"1004001","1004","10",1341.46879606714,FALSE,0,0,0,0,28.7179487179487,41.5641025641026,0,0,0,0,19.8544403030263,30.9378556994833,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.1,91.9
"1001124","1001","10",1340.61296171819,FALSE,0,0,0,0,19.90625,25.25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,68.6,25.7
"1005007","1005","10",1294.34054060138,FALSE,0.8125,2.14583333333333,0,0,8.625,13,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,11.6,12.5,36,26.3,2.1,2
"1001126","1001","10",10.7469818047414,FALSE,0,0,0,0,18.3333333333333,22.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,60.3,16.1
"1001464","1001","10",30.9928153725269,FALSE,0,0,0,0,15.6666666666667,18.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,37.4,5.7
"1001298","1001","10",25.8432359145407,FALSE,0,0,0,0,21.3333333333333,26.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,80.2,31.4
"1002029","1002","10",374.13309458622,FALSE,0,0,0,0,20.8333333333333,30.5,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,75.4,46
"1002031","1002","10",2218.95215652213,FALSE,0,0,0,0,24.1311475409836,33.344262295082,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,93.5,59.6
"1002037","1002","10",11.4522013943425,FALSE,0,0,0,0,28,42.5,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,97.7,93
"1001304","1001","10",409.647527356657,FALSE,0,0,0,0,16.9166666666667,23.8333333333333,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,48.8,20.1
"1002021","1002","10",43.1619245327402,FALSE,0,0,0,0,28.3333333333333,46,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,97.9,95.6
"1001312","1001","10",90.9367959252316,FALSE,0,0,0,0,16,23.8,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,41.5,20
"1001321","1001","10",596.561534592774,FALSE,0,0,0,0,13.375,18.5625,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,12.2,5.5
"1001565","1001","10",595.109177931125,FALSE,0,0,0,0,15.2592592592593,16.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,33.1,3.8
"1002002","1002","10",6.35906181769075,FALSE,0,0,0,0,30,40.5,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,98.5,90.5
"1002006","1002","10",478.876911520799,FALSE,0,0,0,0,33.5833333333333,45.4166666666667,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.3,95.3
"1002011","1002","10",3.63839722937678,FALSE,0,0,0,0,39,50.5,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.7,97.6
"1001421","1001","10",162.293209985151,FALSE,0,0,0,0,18.1818181818182,21.8181818181818,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,59.5,13.6
"1001332","1001","10",13.392399351621,FALSE,0,0,0,0,14,17.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,16.8,4.3
"1001405","1001","10",40.4671387956442,FALSE,0,0,0,0,17,21.2,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,50.3,12.1
"1001415","1001","10",42.1678689900241,FALSE,0,0,0,0,13,20,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,9
"1001452","1001","10",153.564749773168,FALSE,0,0,0,0,16.2727272727273,19.5454545454545,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,44.4,7.9
"1001347","1001","10",13.4500251780969,FALSE,0,0,0,0,14.3333333333333,13.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,20.1,2.3
"1005008","1005","10",34.1819071576313,FALSE,1,2,0,0,9,13,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,12.5,12,36,26.3,2.5,2
"1001426","1001","10",4.83144270933199,FALSE,0,0,0,0,13.5,20,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,12.8,9
"1001379","1001","10",45.8969525214832,FALSE,0,0,0,0,13,21.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,12.8
"1002018","1002","10",58.3167433831936,FALSE,0,0,0,0,41.2,57.8,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.9,99
"1001429","1001","10",14.732392020107,FALSE,0,0,0,0,13.5,20,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,12.8,9
"1001394","1001","10",4.18062399092434,FALSE,0,0,0,0,13,21.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,12.8
"1003019","1003","10",20.490938204853,FALSE,0,0,0,0,18,28,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,57.7,37.3
"1003004","1003","10",2.23067194689475,FALSE,0,0,0,0,24.5,39,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,93.9,87.9
"1005004","1005","10",82.2426515016059,FALSE,1.2,3,0,0,7.8,12.4,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,13.4,14.2,36,26.3,0.6,1.6
"1001441","1001","10",19.6588212267161,FALSE,0,0,0,0,14.5,19.25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,21.7,6.9
"1002001","1002","10",1695.11721278916,FALSE,0,0,0,0,32.8181818181818,43.6363636363636,0,0,0,0,27.2637883653274,37.5974683190346,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.2,94
"1001446","1001","10",24.9207819412871,FALSE,0,0,0,0,13,19.5,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,7.6
"1001557","1001","10",31.1676944790944,FALSE,0,0,0,0,16,17.8333333333333,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,41.5,4.6
"1003033","1003","10",10.3735578937623,FALSE,0,0,0,0,41,59.5,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.9,99.2
"1004037","1004","10",7.38559315173309,FALSE,0,0,0,0,19.3333333333333,28.3333333333333,0,0,0,0,19.8544403030263,30.9378556994833,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,66.3,38.5
"1005003","1005","10",4248.43899464289,FALSE,0.1,0.39,0,0,11.79,16.21,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,10.1,8.8,36,26.3,5.7,3.6
"1001267","1001","10",5.567942172018,FALSE,0,0,0,0,19,30,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,63.9,44.5
"1001270","1001","10",5.43359339303928,FALSE,0,0,0,0,17.6666666666667,29.3333333333333,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,55.1,41.8
"1001274","1001","10",54.7273580360981,FALSE,0,0,0,0,15.75,28,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,38.3,37.3
"1001281","1001","10",19.1874049171147,FALSE,0,0,0,0,17.75,28.25,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,55.4,38.4
"1005005","1005","10",7.72639461478139,FALSE,0,0.5,0,0,10,14,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,9,36,26.3,3.3,2.4
"1001542","1001","10",15.6478042702041,FALSE,0,0,0,0,12.3333333333333,15.6666666666667,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,7.1,3.1
"1003045","1003","10",4.71489906350561,FALSE,0,0,0,0,41,60,0,0.0806619419909137,0,0,19.7251305549568,33.3587107706991,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,99.9,99.3
"1001391","1001","10",0.450755311769067,FALSE,0,0,0,0,13,22,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,14.3
"1001505","1001","10",59.9936648859228,FALSE,0,0,0,0,13,14,0,0,0,0,21.286803556911,28.0306793844045,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,4.8,3.9,36,26.3,10.1,2.4
"1005001","1005","10",2875.89688984376,FALSE,0.325,0.9625,0,0,9.4625,14.7625,0.232369966250517,0.783025827541936,0,0,10.7467605314033,15.8877240694939,0.408135862249372,0.827083300047433,0,0,15.7625310880164,23.1646438000293,10.5,9.5,36,26.3,2.8,2.7
