"CSDUID","CDUID","PRUID","area_km2","hx_extrapolated","hx30_2025","hx30_2050","hx35_2025","hx35_2050","hx40_2025","hx40_2050","hx30_2025_cd_mean","hx30_2050_cd_mean","hx35_2025_cd_mean","hx35_2050_cd_mean","hx40_2025_cd_mean","hx40_2050_cd_mean","hx30_2025_pr_mean","hx30_2050_pr_mean","hx35_2025_pr_mean","hx35_2050_pr_mean","hx40_2025_pr_mean","hx40_2050_pr_mean","hx30_2025_pctile_national","hx30_2050_pctile_national","hx35_2025_pctile_national","hx35_2050_pctile_national","hx40_2025_pctile_national","hx40_2050_pctile_national"
"1001437","1001","10",27.624432233877,FALSE,3.5,5.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.2,11.7,12.3,9.6,40.8,27.7
"1001456","1001","10",28.9255185011436,FALSE,5.5,8.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,16.5,15.5,12.3,9.6,40.8,27.7
"1001559","1001","10",41.8808798878236,FALSE,4,5.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,14.2,11.7,12.3,9.6,40.8,27.7
"1002013","1002","10",33.415166116863,FALSE,0,0,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1002014","1002","10",64.9065486340487,FALSE,0,0,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001101","1001","10",1307.70556151968,FALSE,2.83333333333333,3.88888888888889,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,11.5,9.3,12.3,9.6,40.8,27.7
"1001105","1001","10",1.31714317242658,FALSE,0,1.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,5.7,12.3,9.6,40.8,27.7
"1001316","1001","10",28.0057688114116,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001113","1001","10",56.7489582370987,FALSE,2,3.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,9.7,8.9,12.3,9.6,40.8,27.7
"1001120","1001","10",1.23983737273885,TRUE,3.98936170212766,5.42553191489362,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.9,11.4,12.3,9.6,40.8,27.7
"1001140","1001","10",9.69737620032275,TRUE,3.95918367346939,5.46938775510204,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.8,11.5,12.3,9.6,40.8,27.7
"1001186","1001","10",25.4069102950759,FALSE,9.5,12.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,22.4,20.2,12.3,9.6,40.8,27.7
"1001192","1001","10",30.647274902286,FALSE,10.5,14,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,23.5,21.5,12.3,9.6,40.8,27.7
"1001197","1001","10",63.1950285481983,FALSE,10,13.4,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,23,21,12.3,9.6,40.8,27.7
"1003020","1003","10",14.6814313562125,FALSE,5.5,8,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,16.5,14.9,12.3,9.6,40.8,27.7
"1004018","1004","10",31.9109939390536,FALSE,5,9,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,15.8,16,12.3,9.6,40.8,27.7
"1001203","1001","10",701.399111214123,FALSE,6.57142857142857,8.35714285714286,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,18,15.3,12.3,9.6,40.8,27.7
"1001434","1001","10",8.00631412092204,FALSE,2.33333333333333,3.66666666666667,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,10.6,9.1,12.3,9.6,40.8,27.7
"1003021","1003","10",4010.73017075195,FALSE,3.08695652173913,4.21739130434783,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.6,10.2,12.3,9.6,40.8,27.7
"1002041","1002","10",16.6787976949717,FALSE,0,1,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,4.8,12.3,9.6,40.8,27.7
"1004017","1004","10",6.46474528866748,FALSE,4.5,9.5,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,14.9,16.5,12.3,9.6,40.8,27.7
"1001207","1001","10",6.14315559757564,FALSE,9.5,12.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,22.4,20.2,12.3,9.6,40.8,27.7
"1001308","1001","10",25.2293584272834,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001343","1001","10",18.4056237409192,FALSE,0,1,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,4.8,12.3,9.6,40.8,27.7
"1001214","1001","10",1326.16999940143,FALSE,0.615384615384615,0.923076923076923,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.6,4.4,12.3,9.6,40.8,27.7
"1001254","1001","10",21.0651092660538,FALSE,0,0.333333333333333,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,3.7,12.3,9.6,40.8,27.7
"1001259","1001","10",1499.90383341948,FALSE,1.11111111111111,1.77777777777778,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8,6.1,12.3,9.6,40.8,27.7
"1001409","1001","10",65.9383508752984,FALSE,1.5,1.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.7,5.7,12.3,9.6,40.8,27.7
"1001131","1001","10",134.834442581335,FALSE,0.25,1.25,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,5.8,5.4,12.3,9.6,40.8,27.7
"1001370","1001","10",18.3235965553429,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001485","1001","10",64.813761366251,FALSE,6.66666666666667,9.66666666666667,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,18.1,16.6,12.3,9.6,40.8,27.7
"1001285","1001","10",20.6511969975563,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1005010","1005","10",983.975498684671,FALSE,5.79166666666667,8.5,0,0,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,16.8,15.5,12.3,9.6,40.8,27.7
"1001289","1001","10",28.8821717504565,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001149","1001","10",13.8267763585956,TRUE,3.95918367346939,5.46938775510204,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.8,11.5,12.3,9.6,40.8,27.7
"1003038","1003","10",3004.92155935936,FALSE,1.45,2.45,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.5,7.3,12.3,9.6,40.8,27.7
"1001155","1001","10",1507.06381647702,FALSE,8.03703703703704,10.1111111111111,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,20.7,17.2,12.3,9.6,40.8,27.7
"1001169","1001","10",89.4714823138018,FALSE,0.666666666666667,1.66666666666667,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.7,6,12.3,9.6,40.8,27.7
"1001181","1001","10",105.398275432102,FALSE,8.71428571428571,11,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,21.3,18.4,12.3,9.6,40.8,27.7
"1001136","1001","10",41.2261843875618,FALSE,0.5,1,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.4,4.8,12.3,9.6,40.8,27.7
"1001174","1001","10",24.4198329235577,FALSE,5,7,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,15.8,13.9,12.3,9.6,40.8,27.7
"1003014","1003","10",8398.2025721985,FALSE,4.56666666666667,6.74,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,15.1,13.4,12.3,9.6,40.8,27.7
"1004011","1004","10",2984.98759338093,FALSE,4.55769230769231,7.09615384615385,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,15.1,14.2,12.3,9.6,40.8,27.7
"1001277","1001","10",39.7716796228848,FALSE,1.66666666666667,2.33333333333333,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.9,7.1,12.3,9.6,40.8,27.7
"1001219","1001","10",16.5117124678421,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001263","1001","10",49.591949648413,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001225","1001","10",28.9504112590736,TRUE,3.00776914539401,4.17073621901591,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.6,10.1,12.3,9.6,40.8,27.7
"1002009","1002","10",783.464428605781,FALSE,0.0625,0.375,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,5.3,3.8,12.3,9.6,40.8,27.7
"1004013","1004","10",25.7692007436704,FALSE,3.66666666666667,8.33333333333333,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.6,15.3,12.3,9.6,40.8,27.7
"1001228","1001","10",6.71191485997612,TRUE,2.41964285714286,3.53571428571429,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,10.7,9,12.3,9.6,40.8,27.7
"1003028","1003","10",49.0179243480284,FALSE,0,0,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001234","1001","10",743.510825699669,FALSE,0.692307692307692,1.07692307692308,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.7,5.2,12.3,9.6,40.8,27.7
"1001240","1001","10",59.743060388934,FALSE,0,0.2,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,3.6,12.3,9.6,40.8,27.7
"1005006","1005","10",20.6365072976,FALSE,6.66666666666667,10.3333333333333,0,0,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,18.1,17.4,12.3,9.6,40.8,27.7
"1003012","1003","10",4.5452853519154,FALSE,0,0,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1002030","1002","10",187.345280943265,FALSE,3.66666666666667,5.88888888888889,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.6,12,12.3,9.6,40.8,27.7
"1001144","1001","10",9.3536255688876,FALSE,1,2,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,7.5,6.6,12.3,9.6,40.8,27.7
"1001178","1001","10",38.0966838101889,FALSE,6,7,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,17.2,13.9,12.3,9.6,40.8,27.7
"1003034","1003","10",53.5687103809201,FALSE,4,6,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,14.2,12.5,12.3,9.6,40.8,27.7
"1004001","1004","10",1341.46879606714,FALSE,3.12,4.48,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.7,10.3,12.3,9.6,40.8,27.7
"1001124","1001","10",1340.61296171819,FALSE,4.13636363636364,5.45454545454545,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,14.6,11.5,12.3,9.6,40.8,27.7
"1005007","1005","10",1294.34054060138,FALSE,7.19444444444444,9.02777777777778,0,0.0555555555555556,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,19.2,16.2,12.3,19.8,40.8,27.7
"1001126","1001","10",10.7469818047414,FALSE,0.5,3,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.4,8.1,12.3,9.6,40.8,27.7
"1001464","1001","10",30.9928153725269,FALSE,7.5,11.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,19.5,19.2,12.3,9.6,40.8,27.7
"1001298","1001","10",25.8432359145407,FALSE,1.75,2,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,9,6.6,12.3,9.6,40.8,27.7
"1002029","1002","10",374.13309458622,FALSE,1.75,3.58333333333333,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,9,9.1,12.3,9.6,40.8,27.7
"1002031","1002","10",2218.95215652213,FALSE,2,3.38888888888889,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,9.7,8.8,12.3,9.6,40.8,27.7
"1002037","1002","10",11.4522013943425,TRUE,3.25294117647059,5.2,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.8,11.3,12.3,9.6,40.8,27.7
"1001304","1001","10",409.647527356657,FALSE,0.1,0.3,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,5.4,3.7,12.3,9.6,40.8,27.7
"1002021","1002","10",43.1619245327402,FALSE,3,3.33333333333333,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.1,8.7,12.3,9.6,40.8,27.7
"1001312","1001","10",90.9367959252316,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001321","1001","10",596.561534592774,FALSE,0.25,0.875,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,5.8,4.3,12.3,9.6,40.8,27.7
"1001565","1001","10",595.109177931125,FALSE,6.45454545454545,9.09090909090909,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,17.7,16.3,12.3,9.6,40.8,27.7
"1002002","1002","10",6.35906181769075,FALSE,3,4,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,12.1,9.7,12.3,9.6,40.8,27.7
"1002006","1002","10",478.876911520799,FALSE,0.5,1,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.4,4.8,12.3,9.6,40.8,27.7
"1002011","1002","10",3.63839722937678,FALSE,0,0,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001421","1001","10",162.293209985151,FALSE,3.42857142857143,5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13,11.1,12.3,9.6,40.8,27.7
"1001332","1001","10",13.392399351621,FALSE,0.5,0.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.4,3.9,12.3,9.6,40.8,27.7
"1001405","1001","10",40.4671387956442,FALSE,0.8,1.2,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,6.8,5.3,12.3,9.6,40.8,27.7
"1001415","1001","10",42.1678689900241,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001452","1001","10",153.564749773168,FALSE,7.33333333333333,10.1111111111111,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,19.3,17.2,12.3,9.6,40.8,27.7
"1001347","1001","10",13.4500251780969,FALSE,0,1,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,4.8,12.3,9.6,40.8,27.7
"1005008","1005","10",34.1819071576313,FALSE,7.25,8,0,0,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,19.2,14.9,12.3,9.6,40.8,27.7
"1001426","1001","10",4.83144270933199,FALSE,1.5,1.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.7,5.7,12.3,9.6,40.8,27.7
"1001379","1001","10",45.8969525214832,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1002018","1002","10",58.3167433831936,FALSE,0,0,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1001429","1001","10",14.732392020107,FALSE,1.5,1.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.7,5.7,12.3,9.6,40.8,27.7
"1001394","1001","10",4.18062399092434,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1003019","1003","10",20.490938204853,FALSE,2.75,4.25,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,11.4,10.2,12.3,9.6,40.8,27.7
"1003004","1003","10",2.23067194689475,TRUE,3.90776699029126,5.84466019417476,0.0242718446601942,0.00485436893203883,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.8,12,25.2,19.2,40.8,27.7
"1005004","1005","10",82.2426515016059,FALSE,6.66666666666667,9.66666666666667,0,0,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,18.1,16.6,12.3,9.6,40.8,27.7
"1001441","1001","10",19.6588212267161,FALSE,3.5,5.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.2,11.7,12.3,9.6,40.8,27.7
"1002001","1002","10",1695.11721278916,FALSE,1.66666666666667,2.83333333333333,0,0,0,0,2.25518229201995,3.69469872631134,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,8.9,7.6,12.3,9.6,40.8,27.7
"1001446","1001","10",24.9207819412871,FALSE,3.5,5.5,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.2,11.7,12.3,9.6,40.8,27.7
"1001557","1001","10",31.1676944790944,FALSE,6,10,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,17.2,17,12.3,9.6,40.8,27.7
"1003033","1003","10",10.3735578937623,FALSE,3.5,7,0,0,0,0,3.33421548418868,4.97077243667518,1.41239063729372e-05,4.30359367505061e-06,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,13.2,13.9,12.3,9.6,40.8,27.7
"1004037","1004","10",7.38559315173309,FALSE,0,0,0,0,0,0,3.21047851279788,5.32082834132402,0,0,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
"1005003","1005","10",4248.43899464289,FALSE,2.87878787878788,4.59090909090909,0,0,0,0,4.44722528276699,6.56655741585216,0,0.00562748446094319,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,11.5,10.6,12.3,9.6,40.8,27.7
"1001267","1001","10",5.567942172018,FALSE,0,0,0,0,0,0,3.04069956770827,4.28394506814957,0.00013460707061111,4.50214003520059e-05,0,0,2.62811829584629,4.45098055276115,0.0632272151263735,0.100483587473088,0,0,2.5,1.7,12.3,9.6,40.8,27.7
