"dguid","var","1per","2per","3per","4per","5per"
3510005,"mbm",27100,38320,46940,54200,60600
3510005,"living_income",43630,61710,75570,87270,97570
3512048,"mbm",27690,39160,47960,55380,61910
3512048,"living_income",44900,63490,77760,89790,100390
3512051,"mbm",28310,40040,49040,56620,63310
3512051,"living_income",46000,65050,79670,92000,102860
3512054,"mbm",28120,39770,48710,56240,62880
3512054,"living_income",45660,64580,79090,91330,102110
3512058,"mbm",27510,38910,47650,55020,61520
3512058,"living_income",44580,63050,77220,89170,99690
3512065,"mbm",27240,38530,47190,54490,60920
3512065,"living_income",44110,62380,76410,88220,98640
3515008,"mbm",27970,39550,48440,55930,62530
3515008,"living_income",45290,64050,78440,90570,101260
3515037,"mbm",27300,38610,47280,54600,61040
3515037,"living_income",44110,62380,76400,88220,98630
3536029,"mbm",27960,39550,48430,55930,62530
3536029,"living_income",45710,64640,79170,91420,102210
3538018,"mbm",24360,34450,42190,48720,54470
3538018,"living_income",39380,55690,68200,78750,88050
3539002,"mbm",29760,42080,51540,59510,66530
3539002,"living_income",48350,68370,83740,96700,108110
3541057,"mbm",26940,38100,46660,53880,60240
3541057,"living_income",43900,62090,76040,87800,98170
3543069,"mbm",29690,41980,51420,59370,66380
3543069,"living_income",48060,67970,83250,96130,107470
3547020,"mbm",26480,37450,45870,52960,59220
3547020,"living_income",43040,60870,74550,86080,96240
3547037,"mbm",27590,39020,47790,55180,61690
3547037,"living_income",45000,63640,77940,89990,100620
3547098,"mbm",25760,36430,44620,51520,57610
3547098,"living_income",41770,59070,72340,83530,93390
3548013,"mbm",27140,38390,47020,54290,60700
3548013,"living_income",43870,62040,75980,87740,98090
3548022,"mbm",27230,38500,47160,54450,60880
3548022,"living_income",44010,62240,76230,88020,98410
3548031,"mbm",26920,38070,46620,53840,60190
3548031,"living_income",43470,61470,75290,86940,97200
3548069,"mbm",27650,39110,47900,55310,61830
3548069,"living_income",44770,63310,77540,89540,100100
3549005,"mbm",25470,36020,44120,50940,56950
3549005,"living_income",41230,58300,71400,82450,92180
3549012,"mbm",26590,37610,46060,53190,59470
3549012,"living_income",43210,61110,74840,86420,96620
3549018,"mbm",26240,37110,45450,52480,58670
3549018,"living_income",42590,60220,73760,85170,95220
3549019,"mbm",26150,36980,45290,52300,58470
3549019,"living_income",42430,60000,73480,84850,94870
3549024,"mbm",26310,37200,45560,52610,58820
3549024,"living_income",42700,60390,73960,85400,95480
3549028,"mbm",25650,36270,44420,51300,57350
3549028,"living_income",41540,58740,71950,83080,92880
3549036,"mbm",25430,35960,44040,50850,56860
3549036,"living_income",41150,58190,71270,82300,92010
3549039,"mbm",26590,37610,46060,53190,59470
3549039,"living_income",43210,61110,74840,86420,96620
3549048,"mbm",26710,37780,46270,53430,59740
3549048,"living_income",43420,61410,75210,86850,97100
3549051,"mbm",26060,36850,45140,52120,58270
3549051,"living_income",42270,59770,73210,84530,94510
3549054,"mbm",26120,36940,45240,52240,58400
3549054,"living_income",42370,59920,73390,84740,94750
3549071,"mbm",25470,36020,44120,50940,56950
3549071,"living_income",41230,58300,71400,82450,92180
3549073,"mbm",26240,37110,45450,52480,58670
3549073,"living_income",42590,60220,73760,85170,95220
3551001,"mbm",24340,34420,42150,48670,54420
3551001,"living_income",39820,56310,68970,79640,89040
3551021,"mbm",23150,32740,40100,46300,51760
3551021,"living_income",37720,53340,65330,75440,84340
3551027,"mbm",23800,33660,41220,47600,53220
3551027,"living_income",38870,54970,67320,77740,86910
3551028,"mbm",24280,34330,42050,48550,54280
3551028,"living_income",39710,56160,68780,79420,88790
3551040,"mbm",24640,34840,42670,49280,55090
3551040,"living_income",40350,57060,69890,80700,90230
3551041,"mbm",24710,34940,42800,49420,55250
3551041,"living_income",40480,57240,70110,80950,90510
3552028,"mbm",24240,34280,41980,48480,54200
3552028,"living_income",39320,55610,68110,78640,87930
3552031,"mbm",24450,34570,42340,48890,54660
3552031,"living_income",39690,56130,68740,79380,88750
3552051,"mbm",24400,34510,42270,48810,54570
3552051,"living_income",39610,56020,68610,79230,88580
3554001,"mbm",25270,35740,43780,50550,56510
3554001,"living_income",41030,58030,71070,82060,91750
3554014,"mbm",24120,34110,41770,48230,53930
3554014,"living_income",38990,55140,67530,77970,87180
3554021,"mbm",24370,34470,42220,48750,54500
3554021,"living_income",39440,55780,68320,78880,88190
3554024,"mbm",25120,35530,43510,50240,56180
3554024,"living_income",40760,57650,70600,81530,91150
3554026,"mbm",24410,34520,42280,48820,54580
3554026,"living_income",39500,55860,68420,79000,88330
3554042,"mbm",25750,36410,44600,51500,57580
3554042,"living_income",41870,59210,72520,83740,93630
3554044,"mbm",24770,35020,42900,49530,55380
3554044,"living_income",40130,56760,69510,80270,89740
3554049,"mbm",24340,34430,42160,48690,54430
3554049,"living_income",39390,55700,68220,78770,88070
3554054,"mbm",24650,34860,42700,49300,55120
3554054,"living_income",39930,56470,69160,79860,89290
3554056,"mbm",25650,36270,44430,51300,57350
3554056,"living_income",41700,58970,72220,83390,93230
3554058,"mbm",26650,37680,46150,53290,59580
3554058,"living_income",43460,61460,75270,86910,97170
3554062,"mbm",25300,35780,43820,50600,56570
3554062,"living_income",41080,58090,71150,82150,91850
3556052,"mbm",31700,44830,54910,63410,70890
3556052,"living_income",52360,74050,90690,104730,117090
3556056,"mbm",28210,39900,48860,56420,63080
3556056,"living_income",46190,65320,80000,92380,103280
3556070,"mbm",28950,40950,50150,57910,64740
3556070,"living_income",47500,67180,82280,95010,106220
3556077,"mbm",28770,40690,49840,57550,64340
3556077,"living_income",47190,66730,81730,94370,105510
3556095,"mbm",31180,44090,54000,62360,69720
3556095,"living_income",51440,72740,89090,102870,115010
3557004,"mbm",25420,35950,44030,50840,56840
3557004,"living_income",41230,58300,71410,82450,92190
3557011,"mbm",24420,34530,42290,48830,54600
3557011,"living_income",39460,55800,68340,78910,88220
3557014,"mbm",24390,34500,42250,48780,54540
3557014,"living_income",39410,55740,68260,78820,88130
3557019,"mbm",26100,36910,45200,52200,58360
3557019,"living_income",42430,60000,73490,84850,94870
3557021,"mbm",26060,36860,45140,52130,58280
3557021,"living_income",42370,59920,73380,84730,94740
3557040,"mbm",25800,36490,44690,51610,57700
3557040,"living_income",41910,59260,72580,83810,93710
3557066,"mbm",24100,34090,41750,48210,53900
3557066,"living_income",38900,55010,67380,77800,86990
3557072,"mbm",27640,39090,47880,55290,61810
3557072,"living_income",45160,63860,78220,90320,100980
3557073,"mbm",27050,38260,46860,54110,60490
3557073,"living_income",44120,62390,76410,88230,98650
3557074,"mbm",26930,38090,46650,53860,60220
3557074,"living_income",43900,62090,76040,87800,98170
3557079,"mbm",24620,34820,42650,49240,55060
3557079,"living_income",39820,56310,68970,79630,89030
3557091,"mbm",25230,35680,43690,50450,56410
3557091,"living_income",40890,57820,70820,81770,91420
3557096,"mbm",24440,34570,42340,48890,54660
3557096,"living_income",39500,55870,68420,79010,88340
3558001,"mbm",23030,32570,39890,46060,51490
3558001,"living_income",36980,52300,64050,73960,82690
3558012,"mbm",23090,32650,39990,46170,51620
3558012,"living_income",37080,52450,64230,74170,82920
3558019,"mbm",22980,32510,39810,45970,51400
3558019,"living_income",36900,52190,63920,73810,82520
3558034,"mbm",23070,32630,39960,46140,51590
3558034,"living_income",37060,52410,64180,74110,82860
3558044,"mbm",23450,33160,40620,46900,52440
3558044,"living_income",37730,53350,65340,75450,84360
3558062,"mbm",23540,33290,40780,47090,52640
3558062,"living_income",37890,53590,65630,75780,84730
3558068,"mbm",24430,34550,42310,48860,54630
3558068,"living_income",39460,55800,68340,78920,88230
3558097,"mbm",23640,33440,40950,47280,52870
3558097,"living_income",38070,53830,65930,76130,85120
3559016,"mbm",23530,33280,40760,47070,52620
3559016,"living_income",38140,53940,66060,76280,85290
3559024,"mbm",24250,34300,42000,48500,54230
3559024,"living_income",39410,55730,68260,78820,88120
3559026,"mbm",26220,37090,45420,52450,58640
3559026,"living_income",42900,60660,74300,85790,95920
3559031,"mbm",23830,33690,41270,47650,53280
3559031,"living_income",38660,54670,66960,77310,86440
3559040,"mbm",24470,34610,42380,48940,54720
3559040,"living_income",39800,56280,68930,79590,88990
3559042,"mbm",24810,35080,42960,49610,55470
3559042,"living_income",40390,57120,69960,80780,90310
3559047,"mbm",24470,34610,42380,48940,54720
3559047,"living_income",39800,56280,68930,79590,88990
3559051,"mbm",26140,36960,45270,52270,58440
3559051,"living_income",42740,60450,74030,85480,95570
3559063,"mbm",25370,35880,43950,50750,56740
3559063,"living_income",41390,58540,71690,82790,92560
3559066,"mbm",27710,39190,47990,55420,61960
3559066,"living_income",45520,64380,78850,91040,101790
3559090,"mbm",23530,33280,40760,47070,52620
3559090,"living_income",38140,53940,66060,76280,85290
3560004,"mbm",25450,35990,44080,50900,56910
3560004,"living_income",41470,58640,71820,82930,92720
3560008,"mbm",24600,34790,42610,49210,55020
3560008,"living_income",39970,56520,69230,79940,89370
3560024,"mbm",27110,38340,46960,54220,60620
3560024,"living_income",44400,62790,76900,88800,99280
3560046,"mbm",24160,34160,41840,48310,54020
3560046,"living_income",39180,55410,67860,78360,87610
3560053,"mbm",26610,37640,46100,53230,59510
3560053,"living_income",43520,61550,75380,87040,97320
3560054,"mbm",25540,36110,44230,51070,57100
3560054,"living_income",41620,58860,72090,83240,93060
3560055,"mbm",28260,39960,48940,56510,63180
3560055,"living_income",46430,65660,80420,92860,103820
3560058,"mbm",26710,37770,46260,53410,59720
3560058,"living_income",43690,61780,75670,87370,97690
3560059,"mbm",26440,37390,45790,52870,59110
3560059,"living_income",43210,61110,74840,86420,96620
3560061,"mbm",25860,36570,44790,51720,57820
3560061,"living_income",42190,59660,73070,84380,94340
3560063,"mbm",26710,37770,46260,53410,59720
3560063,"living_income",43690,61780,75670,87370,97690
3560066,"mbm",25860,36570,44790,51720,57820
3560066,"living_income",42190,59660,73070,84380,94340
3560067,"mbm",24890,35200,43110,49780,55650
3560067,"living_income",40470,57240,70100,80950,90500
3560068,"mbm",27160,38410,47050,54320,60740
3560068,"living_income",44490,62920,77060,88980,99490
3560070,"mbm",25360,35860,43920,50710,56700
3560070,"living_income",41300,58410,71540,82600,92350
3560071,"mbm",27000,38190,46770,54010,60380
3560071,"living_income",44210,62530,76580,88430,98860
3560075,"mbm",26190,37040,45370,52380,58570
3560075,"living_income",42780,60490,74090,85550,95650
3560076,"mbm",25360,35860,43920,50710,56700
3560076,"living_income",41300,58410,71540,82600,92350
3560079,"mbm",25120,35530,43520,50250,56180
3560079,"living_income",40890,57830,70820,81780,91430
3560080,"mbm",32270,45640,55900,64550,72170
3560080,"living_income",53530,75700,92710,107060,119690
3560085,"mbm",24970,35320,43250,49950,55840
3560085,"living_income",40620,57450,70360,81240,90830
3560086,"mbm",25790,36470,44670,51580,57670
3560086,"living_income",42070,59490,72870,84140,94070
3560088,"mbm",25600,36200,44340,51200,57240
3560088,"living_income",41730,59010,72280,83460,93310
3560095,"mbm",27630,39080,47860,55270,61790
3560095,"living_income",45330,64100,78510,90650,101350
3560096,"mbm",25190,35620,43630,50380,56330
3560096,"living_income",41000,57990,71020,82010,91690
3560098,"mbm",24440,34570,42340,48880,54650
3560098,"living_income",39680,56120,68730,79370,88730
3560104,"mbm",25160,35580,43570,50310,56250
3560104,"living_income",40940,57900,70920,81890,91550
4601043,"mbm",28670,40550,49660,57340,64110
4601043,"living_income",38650,54650,66940,77290,86410
4601046,"mbm",28370,40120,49140,56740,63440
4601046,"living_income",38260,54110,66270,76520,85550
4601051,"mbm",26860,37990,46520,53720,60060
4601051,"living_income",36320,51360,62900,72640,81210
4601078,"mbm",27780,39290,48120,55560,62120
4601078,"living_income",37500,53030,64950,75000,83850
4601094,"mbm",26860,37990,46520,53720,60060
4601094,"living_income",36320,51360,62900,72640,81210
4602027,"mbm",30190,42700,52300,60390,67520
4602027,"living_income",41070,58080,71140,82140,91840
4603030,"mbm",26700,37760,46250,53400,59700
4603030,"living_income",36510,51630,63230,73010,81630
4603058,"mbm",27010,38200,46780,54020,60400
4603058,"living_income",36900,52190,63920,73810,82520
4603062,"mbm",26680,37730,46210,53360,59660
4603062,"living_income",36480,51590,63180,72960,81570
4604052,"mbm",24010,33950,41590,48020,53690
4604052,"living_income",32630,46140,56510,65250,72950
4604057,"mbm",23550,33300,40790,47100,52660
4604057,"living_income",32030,45300,55480,64070,71630
4605044,"mbm",24130,34130,41800,48260,53960
4605044,"living_income",32840,46450,56890,65690,73440
4605052,"mbm",24020,33970,41610,48040,53710
4605052,"living_income",32700,46250,56640,65400,73120
4605056,"mbm",23770,33620,41180,47550,53160
4605056,"living_income",32380,45800,56090,64770,72410
4605071,"mbm",23970,33900,41520,47940,53600
4605071,"living_income",32640,46150,56530,65270,72980
4606016,"mbm",24160,34160,41840,48320,54020
4606016,"living_income",32950,46590,57070,65890,73670
4606029,"mbm",27310,38620,47300,54620,61060
4606029,"living_income",36990,52320,64080,73990,82720
4606040,"mbm",26210,37070,45400,52420,58610
4606040,"living_income",35580,50320,61630,71170,79570
4607039,"mbm",26130,36950,45260,52260,58430
4607039,"living_income",35720,50520,61870,71440,79880
4607057,"mbm",25040,35420,43380,50090,56000
4607057,"living_income",34330,48550,59460,68660,76760
4607071,"mbm",25120,35520,43500,50230,56160
4607071,"living_income",34420,48680,59620,68840,76970
4608042,"mbm",23280,32920,40320,46550,52050
4608042,"living_income",31650,44760,54820,63300,70770
4608055,"mbm",23930,33840,41440,47850,53500
4608055,"living_income",32480,45940,56260,64970,72640
4609025,"mbm",26040,36820,45100,52070,58220
4609025,"living_income",35520,50230,61520,71030,79420
4610052,"mbm",25390,35910,43980,50790,56780
4610052,"living_income",34760,49160,60210,69520,77730
4613049,"mbm",27250,38540,47210,54510,60940
4613049,"living_income",37060,52410,64190,74120,82870
4613062,"mbm",28860,40810,49990,57720,64530
4613062,"living_income",39120,55330,67760,78240,87480
4615037,"mbm",24620,34820,42650,49250,55060
4615037,"living_income",33580,47490,58160,67160,75080
4615042,"mbm",27610,39050,47820,55220,61740
4615042,"living_income",37420,52910,64810,74830,83670
4615047,"mbm",24120,34100,41770,48230,53920
4615047,"living_income",32930,46560,57030,65850,73630
4615056,"mbm",24530,34690,42480,49060,54850
4615056,"living_income",33460,47310,57950,66910,74810
4615063,"mbm",24980,35320,43260,49960,55850
4615063,"living_income",34030,48130,58950,68070,76100
4615067,"mbm",26580,37590,46040,53160,59440
4615067,"living_income",36100,51050,62520,72190,80710
4615071,"mbm",25800,36490,44690,51600,57690
4615071,"living_income",35090,49630,60780,70180,78470
4615074,"mbm",23980,33910,41530,47950,53610
4615074,"living_income",32750,46310,56720,65500,73230
4615078,"mbm",25080,35470,43440,50160,56090
4615078,"living_income",34170,48320,59180,68340,76400
4616005,"mbm",24210,34240,41930,48420,54140
4616005,"living_income",32890,46520,56970,65790,73550
4616017,"mbm",25910,36650,44880,51820,57940
4616017,"living_income",35080,49610,60760,70160,78440
4616046,"mbm",25600,36200,44330,51190,57240
4616046,"living_income",34670,49040,60060,69350,77530
4617029,"mbm",25890,36610,44840,51780,57890
4617029,"living_income",35200,49780,60970,70400,78710
4617035,"mbm",26250,37120,45460,52490,58690
4617035,"living_income",35660,50430,61760,71320,79740
4617064,"mbm",26810,37920,46440,53630,59950
4617064,"living_income",36390,51460,63030,72780,81370
4618037,"mbm",25040,35410,43360,50070,55980
4618037,"living_income",34090,48210,59050,68180,76230
4618055,"mbm",25820,36520,44720,51640,57740
4618055,"living_income",35100,49640,60790,70200,78490
4618061,"mbm",26710,37770,46260,53420,59720
4618061,"living_income",36240,51250,62770,72480,81030
4618063,"mbm",26140,36970,45280,52280,58450
4618063,"living_income",35510,50220,61510,71020,79400
4618067,"mbm",25570,36160,44290,51140,57180
4618067,"living_income",34780,49190,60240,69560,77770
4619052,"mbm",22140,31320,38360,44290,49520
4619052,"living_income",29750,42070,51530,59500,66520
4619053,"mbm",20790,29400,36010,41580,46480
4619053,"living_income",28010,39610,48510,56010,62620
4619061,"mbm",21030,29740,36420,42060,47020
4619061,"living_income",28310,40040,49040,56630,63310
4619068,"mbm",21600,30550,37420,43210,48310
4619068,"living_income",29050,41090,50320,58110,64970
4619069,"mbm",21560,30500,37350,43130,48220
4619069,"living_income",29000,41020,50230,58010,64850
4619070,"mbm",20940,29610,36260,41870,46810
4619070,"living_income",28200,39870,48840,56390,63050
4619072,"mbm",21300,30120,36890,42600,47630
4619072,"living_income",28660,40540,49650,57330,64090
4619077,"mbm",20270,28670,35110,40540,45320
4619077,"living_income",27340,38660,47350,54680,61130
4620032,"mbm",25950,36700,44940,51900,58020
4620032,"living_income",35210,49800,60990,70420,78730
4620055,"mbm",25690,36330,44490,51380,57440
4620055,"living_income",34880,49320,60410,69750,77990
4621027,"mbm",24080,34050,41700,48160,53840
4621027,"living_income",32710,46260,56650,65420,73140
4621029,"mbm",23870,33750,41340,47730,53370
4621029,"living_income",32440,45870,56180,64870,72530
4621058,"mbm",23410,33100,40540,46810,52340
4621058,"living_income",31850,45040,55160,63690,71210
4622048,"mbm",23280,32920,40320,46560,52050
4622048,"living_income",31590,44670,54710,63170,70630
4622055,"mbm",23010,32530,39850,46010,51440
4622055,"living_income",31240,44170,54100,62470,69840
4622056,"mbm",23440,33150,40600,46880,52410
4622056,"living_income",31790,44960,55070,63590,71090
4622063,"mbm",22330,31580,38680,44660,49940
4622063,"living_income",30370,42950,52600,60740,67910
4622065,"mbm",22740,32160,39390,45490,50850
4622065,"living_income",30900,43700,53520,61800,69090
4622067,"mbm",22370,31640,38750,44740,50030
4622067,"living_income",30420,43020,52690,60840,68030
4623034,"mbm",22730,32150,39370,45470,50830
4623034,"living_income",30880,43670,53480,61750,69040
4623037,"mbm",22660,32040,39240,45320,50660
4623037,"living_income",30780,43530,53310,61560,68830
4623040,"mbm",24070,34040,41690,48140,53820
4623040,"living_income",32590,46090,56450,65180,72880
4623067,"mbm",23270,32910,40310,46540,52040
4623067,"living_income",31570,44650,54680,63140,70590
5901048,"mbm",25720,36370,44550,51440,57510
5901048,"living_income",44710,63230,77440,89420,99980
5903019,"mbm",28350,40090,49100,56690,63390
5903019,"living_income",48830,69060,84580,97660,109190
5905009,"mbm",25290,35760,43800,50580,56550
5905009,"living_income",44170,62460,76500,88330,98760
5905026,"mbm",25240,35690,43710,50470,56430
5905026,"living_income",44090,62350,76370,88180,98590
5905030,"mbm",25640,36260,44410,51280,57330
5905030,"living_income",44670,63170,77360,89330,99880
5905037,"mbm",26920,38070,46630,53840,60190
5905037,"living_income",46500,65760,80540,93000,103970
5905042,"mbm",27850,39390,48240,55700,62280
5905042,"living_income",47830,67640,82840,95660,106950
5907051,"mbm",25890,36620,44850,51790,57900
5907051,"living_income",45540,64400,78870,91080,101830
5909036,"mbm",27580,39010,47770,55170,61680
5909036,"living_income",48880,69130,84670,97770,109310
5909048,"mbm",27610,39050,47830,55230,61750
5909048,"living_income",48930,69200,84750,97860,109410
5909832,"mbm",28250,39950,48930,56500,63170
5909832,"living_income",49840,70480,86320,99670,111440
5909839,"mbm",27750,39250,48070,55500,62060
5909839,"living_income",49130,69480,85090,98250,109850
5909856,"mbm",28030,39650,48560,56070,62680
5909856,"living_income",49530,70040,85790,99060,110750
5909879,"mbm",28310,40040,49040,56620,63310
5909879,"living_income",49930,70610,86480,99850,111640
5909884,"mbm",27750,39250,48070,55500,62060
5909884,"living_income",49130,69480,85090,98250,109850
5915036,"mbm",27330,38660,47350,54670,61120
5915036,"living_income",48870,69110,84650,97740,109280
5915825,"mbm",31020,43870,53730,62040,69360
5915825,"living_income",54140,76560,93770,108270,121050
5917056,"mbm",28460,40250,49300,56930,63650
5917056,"living_income",50010,70720,86610,100010,111820
5917801,"mbm",29880,42260,51750,59760,66810
5917801,"living_income",52030,73580,90120,104060,116340
5917804,"mbm",28910,40890,50080,57820,64650
5917804,"living_income",50650,71630,87720,101300,113250
5919809,"mbm",29260,41390,50690,58530,65440
5919809,"living_income",50540,71470,87540,101080,113010
5921807,"mbm",27100,38330,46940,54200,60600
5921807,"living_income",47640,67380,82520,95290,106530
5923033,"mbm",26950,38110,46680,53900,60260
5923033,"living_income",47110,66630,81600,94220,105350
5923816,"mbm",27520,38920,47670,55040,61540
5923816,"living_income",47930,67780,83020,95860,107180
5924030,"mbm",29660,41950,51370,59320,66320
5924030,"living_income",51060,72220,88450,102130,114180
5924039,"mbm",28270,39990,48970,56550,63220
5924039,"living_income",49080,69410,85010,98160,109750
5924048,"mbm",27610,39050,47820,55220,61740
5924048,"living_income",48130,68070,83370,96270,107630
5924052,"mbm",28810,40750,49900,57620,64430
5924052,"living_income",49850,70500,86350,99700,111470
5924804,"mbm",27470,38850,47580,54940,61430
5924804,"living_income",47940,67790,83030,95870,107190
5924812,"mbm",26830,37950,46470,53660,60000
5924812,"living_income",47020,66500,81440,94040,105140
5926801,"mbm",29410,41590,50930,58810,65750
5926801,"living_income",50710,71720,87840,101420,113400
5927018,"mbm",27290,38590,47270,54580,61020
5927018,"living_income",47080,66580,81540,94160,105270
5927020,"mbm",30100,42570,52140,60200,67310
5927020,"living_income",51100,72260,88500,102200,114260
5931021,"mbm",28460,40250,49290,56920,63640
5931021,"living_income",50790,71820,87970,101570,113560
5931034,"mbm",30570,43230,52940,61130,68350
5931034,"living_income",53800,76080,93180,107600,120300
5931821,"mbm",30570,43230,52940,61130,68350
5931821,"living_income",53800,76080,93180,107600,120300
5933012,"mbm",28480,40280,49340,56970,63690
5933012,"living_income",49560,70090,85850,99130,110830
5933024,"mbm",29940,42350,51860,59890,66950
5933024,"living_income",51650,73040,89460,103300,115490
5933028,"mbm",30810,43570,53360,61610,68880
5933028,"living_income",52880,74790,91600,105770,118250
5933032,"mbm",29560,41800,51190,59110,66090
5933032,"living_income",51100,72260,88500,102190,114250
5933037,"mbm",29040,41070,50300,58080,64940
5933037,"living_income",50360,71220,87230,100720,112610
5933884,"mbm",29160,41230,50500,58310,65190
5933884,"living_income",50520,71450,87510,101050,112970
5933898,"mbm",28700,40580,49710,57390,64170
5933898,"living_income",49870,70530,86380,99740,111510
5937802,"mbm",32370,45780,56070,64750,72390
5937802,"living_income",55100,77920,95440,110200,123210
5939023,"mbm",26130,36950,45250,52250,58420
5939023,"living_income",45530,64400,78870,91070,101820
5939805,"mbm",26410,37350,45740,52820,59050
5939805,"living_income",45940,64970,79570,91880,102720
5941039,"mbm",26540,37530,45970,53080,59340
5941039,"living_income",45380,64180,78600,90760,101470
5941801,"mbm",25690,36330,44490,51370,57440
5941801,"living_income",44160,62460,76490,88330,98750
5941821,"mbm",24830,35110,43000,49650,55510
5941821,"living_income",42930,60720,74360,85870,96000
5943008,"mbm",26790,37880,46400,53580,59900
5943008,"living_income",46290,65460,80170,92570,103500
5943017,"mbm",26790,37880,46400,53580,59900
5943017,"living_income",46290,65460,80170,92570,103500
5943031,"mbm",25560,36140,44260,51110,57150
5943031,"living_income",44530,62970,77120,89050,99560
5943033,"mbm",26790,37880,46400,53580,59900
5943033,"living_income",46290,65460,80170,92570,103500
5943037,"mbm",27260,38550,47220,54520,60960
5943037,"living_income",46960,66410,81340,93920,105010
5943806,"mbm",27120,38360,46980,54250,60650
5943806,"living_income",46770,66140,81000,93530,104580
5943837,"mbm",27120,38360,46980,54250,60650
5943837,"living_income",46770,66140,81000,93530,104580
5945010,"mbm",21280,30090,36850,42550,47570
5945010,"living_income",35620,50370,61690,71240,79650
5945012,"mbm",21030,29740,36420,42050,47020
5945012,"living_income",35260,49870,61080,70520,78850
5947007,"mbm",25420,35960,44040,50850,56850
5947007,"living_income",44480,62900,77040,88950,99450
5947027,"mbm",26150,36980,45290,52300,58470
5947027,"living_income",45510,64370,78830,91030,101770
5947030,"mbm",26540,37530,45960,53070,59340
5947030,"living_income",46070,65150,79790,92140,103010
5947803,"mbm",27700,39170,47980,55400,61940
5947803,"living_income",47730,67500,82670,95460,106730
5947804,"mbm",26940,38100,46660,53880,60240
5947804,"living_income",46640,65960,80790,93290,104300
5947807,"mbm",28700,40590,49710,57400,64180
5947807,"living_income",49160,69530,85150,98320,109930
5947809,"mbm",28340,40080,49090,56680,63380
5947809,"living_income",48650,68800,84260,97300,108780
5949032,"mbm",25200,35630,43640,50390,56340
5949032,"living_income",43820,61970,75890,87630,97980
5949038,"mbm",24650,34870,42700,49310,55130
5949038,"living_income",43040,60870,74550,86080,96240
5949804,"mbm",25310,35790,43830,50610,56590
5949804,"living_income",43970,62190,76160,87950,98330
5949812,"mbm",26900,38040,46590,53800,60150
5949812,"living_income",46250,65410,80110,92510,103430
5949813,"mbm",26400,37340,45730,52800,59040
5949813,"living_income",45540,64400,78880,91080,101830
5949814,"mbm",26830,37940,46470,53660,59990
5949814,"living_income",46150,65270,79940,92310,103200
5949815,"mbm",26060,36850,45130,52110,58270
5949815,"living_income",45050,63710,78020,90100,100730
5949816,"mbm",26730,37800,46300,53460,59770
5949816,"living_income",46010,65070,79690,92020,102880
5949817,"mbm",25920,36650,44890,51830,57950
5949817,"living_income",44850,63420,77680,89690,100280
5949844,"mbm",25400,35920,44000,50810,56800
5949844,"living_income",44110,62380,76400,88220,98640
5951015,"mbm",24420,34530,42290,48840,54600
5951015,"living_income",42440,60020,73510,84880,94900
5951032,"mbm",27000,38180,46760,53990,60360
5951032,"living_income",46120,65230,79890,92250,103130
5951053,"mbm",24810,35090,42970,49620,55480
5951053,"living_income",43000,60810,74480,86000,96150
5951809,"mbm",27180,38440,47080,54360,60770
5951809,"living_income",46390,65600,80340,92770,103720
5951810,"mbm",25320,35800,43850,50630,56610
5951810,"living_income",43720,61830,75730,87440,97760
5951827,"mbm",25100,35500,43470,50200,56130
5951827,"living_income",43410,61390,75190,86830,97070
5953012,"mbm",30750,43490,53270,61510,68770
5953012,"living_income",52340,74010,90650,104670,117030
5953046,"mbm",29350,41510,50840,58700,65630
5953046,"living_income",50330,71180,87180,100670,112550
5953048,"mbm",28630,40490,49590,57260,64020
5953048,"living_income",49300,69720,85390,98600,110240
5953050,"mbm",29140,41220,50480,58290,65170
5953050,"living_income",50030,70760,86660,100070,111880
5955005,"mbm",26410,37350,45750,52830,59060
5955005,"living_income",46250,65410,80110,92500,103420
5955801,"mbm",28400,40170,49200,56810,63510
5955801,"living_income",49090,69430,85030,98190,109780
5957022,"mbm",29160,41230,50500,58310,65200
5957022,"living_income",51040,72180,88400,102080,114120
5959806,"mbm",26750,37840,46340,53510,59820
5959806,"living_income",46340,65530,80260,92670,103610
