"munic","pr","scoremat","scoresoc","scoremat_can","scoresoc_can","scoremat_pr","scoresoc_pr"
3554054,"35",0.0527622067003524,-0.0142671014763698,4,2,4,2
3554056,"35",0.0468319417782452,0.0262723687116425,4,5,4,5
3554057,"35",0.0939000077757626,-0.0607817962661072,5,1,5,1
3554058,"35",0.0415632559182751,0.00540397515714489,4,4,4,4
3554062,"35",0.0339171106931937,0.00633374420620855,4,4,4,4
3554066,"35",0.0302223462592574,0.0136516476056059,4,5,4,5
3554068,"35",0.0213450853784438,0.0394508374111356,4,5,4,5
3554091,"35",0,0,2,4,2,4
3554094,"35",0.00374006262483873,-0.00680568870896015,3,3,2,3
3556014,"35",0.0213544706427008,-0.0135469684827146,4,2,4,3
3556027,"35",0.01152166654267,0.0152284021777913,3,5,3,5
3556031,"35",0.0199241637200806,0.0127203703816464,3,5,3,5
3556033,"35",0.0831043267894336,0.0178956302964867,5,5,5,5
3556042,"35",0.0268220063516783,0.00909859721644261,4,4,4,4
3556048,"35",0.0418392610856275,0.000778322625153784,4,4,4,4
3556052,"35",0.0301698335648086,-0.0134791526698309,4,2,4,3
3556056,"35",0.0315932032073544,-0.0194409672589497,4,2,4,2
3556066,"35",0.0171598059865674,0.0148589885462466,3,5,3,5
3556070,"35",0.0187841112715954,-0.0172532789319561,3,2,3,2
3556073,"35",0.0433886899119369,-0.0344401323170368,4,1,4,1
3556076,"35",-0.00439769667753848,0.0055508104857637,2,4,2,4
3556077,"35",0.069941079350604,-0.0289986691389768,5,2,5,1
3556091,"35",0,0,2,4,2,4
3556092,"35",0.024570199330902,-0.0438387462354575,4,1,4,1
3556093,"35",0.107982566380061,-0.064559526041253,5,1,5,1
3556094,"35",0.091870324637572,-0.020462534200764,5,2,5,2
3556095,"35",0.101061320155511,-0.0272272243060829,5,2,5,2
3556096,"35",NA,NA,NA,NA,NA,NA
3556098,"35",0,0,2,4,2,4
3556100,"35",NA,NA,NA,NA,NA,NA
3556102,"35",0.00806577163404344,-0.0238972758809662,3,2,3,2
3556106,"35",0.0415213228561015,0.0187945631784075,4,5,4,5
3557001,"35",0.00589962519827988,-0.0668052064650551,3,1,3,1
3557004,"35",-0.0384357444051136,-0.0256269482422237,1,2,1,2
3557006,"35",-0.00602189458576451,-0.00381686176884275,2,3,2,3
3557008,"35",0.00534543474173528,-0.032965535048663,3,1,3,1
3557011,"35",-0.0137184005589135,-0.0293087933337653,1,2,1,1
3557014,"35",-0.0248473578271191,-0.0162803899967701,1,2,1,2
3557016,"35",0.0355297908585933,-0.00425191319145655,4,3,4,3
3557019,"35",0.0149236685228944,-0.00680736653443674,3,3,3,3
3557021,"35",0.0218477700972588,0.00847166373833091,4,4,4,4
3557026,"35",0.125735186325246,-0.0234898237973544,5,2,5,2
3557028,"35",0.0210709896300011,0.000629628223386854,4,4,4,4
3557035,"35",0.0455618751170138,-0.0272357906586243,4,2,4,1
3557038,"35",0.0196913135270781,0.0133916434718856,3,5,3,5
3557039,"35",0.0745138483731647,-0.0084036764782792,5,3,5,3
3557040,"35",0.0527921118801247,-0.0411682982301207,4,1,4,1
3557041,"35",0.0647642518609411,0.0149623198401275,5,5,5,5
3557051,"35",-0.0229179835520955,-0.0117851407958265,1,3,1,3
3557061,"35",0.0108721360828023,0.0185864517635363,3,5,3,5
3557066,"35",-0.0128754969646495,-0.0357390811636338,1,1,1,1
3557071,"35",0.113124819151544,0.00189929333835412,5,4,5,4
3557072,"35",0.0842442999084691,0.0287415769303444,5,5,5,5
3557073,"35",0.0730405049829758,0.0269686914172617,5,5,5,5
3557074,"35",0.0812466308474394,0.0140937061403436,5,5,5,5
3557075,"35",NA,NA,NA,NA,NA,NA
3557076,"35",-0.00389570560732908,0.00561680164707523,2,4,2,4
3557077,"35",NA,NA,NA,NA,NA,NA
3557078,"35",0.0405190076592923,0.0476521299281321,4,5,4,5
3557079,"35",0.0283320977375197,-0.0175769640403141,4,2,4,2
3557091,"35",0.0090061968120218,0.0146925533481851,3,5,3,5
3557092,"35",NA,NA,NA,NA,NA,NA
3557094,"35",0,0,2,4,2,4
3557095,"35",0.0169990379283838,-0.00631894043456631,3,3,3,3
3557096,"35",0.0301349837451551,-0.00393748544563083,4,3,4,3
3558001,"35",-0.0138466718528589,-0.0145634028256218,1,2,1,2
3558003,"35",0.119317106049701,0.00344351632855613,5,4,5,4
3558004,"35",0.00804090350745017,0.016201445330146,3,5,3,5
3558011,"35",-0.0156001902409804,-0.0268074048621413,1,2,1,2
3558012,"35",0.0302320535405801,-0.0228224777929412,4,2,4,2
3558016,"35",-0.00819682025254454,-0.0255251484538608,2,2,1,2
3558019,"35",-0.00812516490597955,-0.0179508525044829,2,2,1,2
3558028,"35",-0.0232912000335404,-0.029048307311459,1,2,1,1
3558034,"35",0.00151030273476694,-0.0352854839750046,3,1,2,1
3558041,"35",0.0228616015312604,0.013086658587472,4,5,4,5
3558044,"35",0.028926122504746,0.00125876624024977,4,4,4,4
3558051,"35",-0.00102525036300733,0.00978793258302388,2,5,2,4
3558054,"35",-0.0157935162961358,0.0143056330563029,1,5,1,5
3558059,"35",0.00510298358366886,-0.00288403096147829,3,3,3,3
3558060,"35",0.164057495391452,-0.0536932523181355,5,1,5,1
3558061,"35",0.10226855708145,-0.0350250971647214,5,1,5,1
3558062,"35",0.0688613457522047,0.00947619845132965,5,5,5,4
3558063,"35",0.0825427515122853,-0.0554956308892269,5,1,5,1
3558064,"35",0.0744378153426944,0.0251005678902411,5,5,5,5
3558065,"35",0.137518282748075,0.0673253662732236,5,5,5,5
3558066,"35",0.0120937855334465,0.0114512451336677,3,5,3,5
3558067,"35",0.190026185531288,0.0523483099651297,5,5,5,5
3558068,"35",0.195027016798789,-0.0314099093954744,5,1,5,1
3558069,"35",0.140102610761172,0.0698911802068119,5,5,5,5
3558074,"35",0,0,2,4,2,4
3558075,"35",0.0233239701281754,0.00857374617226661,4,4,4,4
3558076,"35",0.149484500415286,-0.0191806480888409,5,2,5,2
3558077,"35",NA,NA,NA,NA,NA,NA
3558080,"35",0.144237100777228,-0.0903344137764928,5,1,5,1
3558085,"35",0.18318727595911,-0.0623123917224253,5,1,5,1
3558090,"35",0.0137059538413015,-0.00792116495908877,3,3,3,3
3558092,"35",NA,NA,NA,NA,NA,NA
3558097,"35",0.184009942711219,-0.0838807191784266,5,1,5,1
3558100,"35",NA,NA,NA,NA,NA,NA
3559001,"35",0.0138991891842134,0.0217214559025267,3,5,3,5
3559011,"35",-0.000871707337081215,-0.0514186047277111,2,1,2,1
3559012,"35",-0.000895304772499807,0.0284946431662114,2,5,2,5
3559016,"35",0.000928220229324641,-0.00825264504409478,2,3,2,3
3559019,"35",-0.00915110513524949,-0.00961177118020632,1,3,1,3
3559024,"35",0.00972266132194923,-0.039929730002727,3,1,3,1
3559026,"35",0.0950654413988803,-0.00995133472551426,5,3,5,3
3559031,"35",0.0198795856097224,-0.0480818425223698,3,1,3,1
3559040,"35",-0.00505618841501295,-0.0210125802036059,2,2,2,2
3559042,"35",0.022783918745486,0.0272398241520748,4,5,4,5
3559046,"35",NA,NA,NA,NA,NA,NA
3559047,"35",-0.0160482735099886,-0.0179336900442037,1,2,1,2
3559051,"35",0.0972172937782199,0.00836443399627049,5,4,5,4
3559052,"35",0,0,2,4,2,4
3559053,"35",0.0921782023665915,-0.0525634263023457,5,1,5,1
3559060,"35",0.0639465377169499,-0.0288359047797005,5,2,5,1
3559061,"35",0.0923287430495859,-0.068621130570301,5,1,5,1
3559062,"35",NA,NA,NA,NA,NA,NA
3559063,"35",0.0665091484000138,0.0128804747736785,5,5,5,5
3559064,"35",0.0490835010944514,-0.0575609176666372,4,1,4,1
3559066,"35",0.181539323809276,-0.0479167274488094,5,1,5,1
3559068,"35",0.136985609315742,-0.0603152405184043,5,1,5,1
3559069,"35",0,0,2,4,2,4
3559089,"35",0,0,2,4,2,4
3559090,"35",-0.00148751315339593,-0.0398102877148922,2,1,2,1
3560001,"35",0.0119343733795015,-0.00614988130014693,3,3,3,3
3560004,"35",0.108760518595499,0.00258606846078675,5,4,5,4
3560005,"35",0.154367788179638,-0.122307890594441,5,1,5,1
3560008,"35",0.0517484733357044,-0.0155952556905232,4,2,4,2
3560010,"35",-0.0097653010949722,0.0144206579056231,1,5,1,5
3560021,"35",0.0171303188856294,-0.0148523751801311,3,2,3,2
3560024,"35",0.0866636492450747,0.0449000628282621,5,5,5,5
3560027,"35",0.00306956768974792,0.0118617155074124,3,5,2,5
3560032,"35",0.0142644925220145,0.0207711990916974,3,5,3,5
3560034,"35",-0.00475982853780873,0.0133629165433487,2,5,2,5
3560042,"35",-0.0160859344289482,0.0127024135508516,1,5,1,5
3560046,"35",0.186291892758372,-0.0517739346351666,5,1,5,1
3560049,"35",0.0131526654196472,0.0218911922624646,3,5,3,5
3560050,"35",NA,NA,NA,NA,NA,NA
3560051,"35",0.155473688172007,-0.0623292063179317,5,1,5,1
3560052,"35",0.1570025908692,0.0630588462069633,5,5,5,5
3560053,"35",0.151670359208621,-0.0339453938020995,5,1,5,1
3560054,"35",0.200787421403636,-0.0655499406178784,5,1,5,1
3560055,"35",0.219777102172249,-0.0648889213882894,5,1,5,1
3560056,"35",0.11501776295123,-0.014893813170736,5,2,5,2
3560057,"35",0.102491449757065,0.031231314445999,5,5,5,5
3560058,"35",0.162822074577229,-0.0285152240111295,5,2,5,1
3560059,"35",0.144360020543169,-0.0484355966038814,5,1,5,1
3560060,"35",0.151160439759393,-0.129690588550893,5,1,5,1
3560061,"35",0.147867102337064,-0.00479994555370894,5,3,5,3
3560063,"35",0.0846931708014599,-0.000436572871714388,5,3,5,4
3560064,"35",0.147831530311435,-0.0797716407064058,5,1,5,1
3560065,"35",0,0,2,4,2,4
3560066,"35",0.10317935947623,-0.00917624325603008,5,3,5,3
3560067,"35",0.180412092328258,-0.0889470207404101,5,1,5,1
3560068,"35",0.0994891698317701,0.0643645298702038,5,5,5,5
3560069,"35",0.0713472134589217,-0.0372947328695903,5,1,5,1
3560070,"35",0.172003577673368,-0.0435140923395781,5,1,5,1
3560071,"35",0.167133971798349,-0.00502998195997953,5,3,5,3
3560075,"35",0.154337352829849,0.0105228619113105,5,5,5,4
3560076,"35",0.0989815372163167,0.00654024337529577,5,4,5,4
3560077,"35",NA,NA,NA,NA,NA,NA
3560078,"35",0.143108508531744,-0.0625704003902897,5,1,5,1
3560079,"35",0.161969666384902,-0.0591347125370415,5,1,5,1
3560080,"35",0.193428165007027,-0.0731427397711707,5,1,5,1
3560081,"35",NA,NA,NA,NA,NA,NA
3560082,"35",0.104478261537177,-0.0887653518749479,5,1,5,1
3560083,"35",0.106874531047344,-0.105753371298157,5,1,5,1
3560084,"35",0.00657106739347717,-0.0993379055646321,3,1,3,1
3560085,"35",0.14094909016511,-0.0415417340485067,5,1,5,1
3560086,"35",0.145621459842784,-0.0250314253265459,5,2,5,2
3560088,"35",0.158313504935484,-0.0792901198043361,5,1,5,1
3560089,"35",0.121339860490341,0.0156660103344354,5,5,5,5
3560090,"35",0.00366149655447547,-0.0248892586624764,3,2,2,2
3560091,"35",0.00735624309052228,-0.025264356613468,3,2,3,2
3560093,"35",0.130048986312882,-0.0338384729296516,5,1,5,1
3560095,"35",0.129606025865471,0.0095602304574114,5,5,5,4
3560096,"35",0.157139623602081,-0.0485053751423829,5,1,5,1
3560097,"35",NA,NA,NA,NA,NA,NA
3560098,"35",0.139705112536495,-0.0515232348041882,5,1,5,1
3560100,"35",0,0,2,4,2,4
3560104,"35",0.158478463994788,-0.0779951416781478,5,1,5,1
4601035,"46",0.0694066850420375,-0.0216763058457126,5,2,4,3
4601039,"46",0.0349073629594992,-0.0180042964593857,4,2,4,3
4601043,"46",0.0456435097131259,-0.026506305351801,4,2,4,2
4601046,"46",0.0325652751806191,-0.0224828321219362,4,2,4,2
4601051,"46",-0.0080190276035019,-0.0285571041068324,2,2,1,2
4601057,"46",-0.00384318227367968,-0.021807715199508,2,2,2,3
4601060,"46",0.0172699589396519,0.0169193768414873,3,5,3,5
4601070,"46",0.00846585682453295,-0.0514432749644716,3,1,2,1
4601071,"46",0.0173436319623657,-0.0147089137840778,3,2,3,3
4601075,"46",0.0621573872581062,0.0192752810153005,5,5,4,5
4601078,"46",0.0147162349853403,0.00954225979426484,3,5,3,5
4601079,"46",NA,NA,NA,NA,NA,NA
4601094,"46",0.0177239802419598,-0.056690470337486,3,1,3,1
4602024,"46",0.0200487485838473,-0.0233697714095179,3,2,3,2
4602026,"46",0.224661945356917,-0.0684550826936175,5,1,5,1
4602027,"46",0.156102810531546,0.0309971592876616,5,5,5,5
4602032,"46",0.00787439203295677,-0.0311629287337996,3,1,2,2
4602037,"46",0.0192872616173234,0.00579377527661421,3,4,3,5
4602041,"46",0.0309932808577364,-0.0673791950880378,4,1,4,1
4602044,"46",0.0143944337724664,-0.015646826508142,3,2,3,3
4602046,"46",-0.0071782364174769,-0.0213303885518371,2,2,1,3
4602053,"46",0.018190802787852,-0.0364207147882416,3,1,3,2
4602057,"46",0.0116541859064719,-0.0421732150958482,3,1,3,1
4602061,"46",0.0189775596830669,0.0175511069001911,3,5,3,5
4602069,"46",-0.00701134729433294,-0.0382277530220093,2,1,1,1
4602075,"46",-0.0150858387305229,-0.0313438872771705,1,1,1,2
4603030,"46",0.0181961239679084,-0.0189795404283106,3,2,3,3
4603040,"46",0.0129865093705412,-0.0321735010480397,3,1,3,2
4603041,"46",0.0376114198806183,-0.0839949978049963,4,1,4,1
4603047,"46",0.0463687196682587,-0.104374987810513,4,1,4,1
4603050,"46",0.0340509737590561,-0.04357477171605,4,1,4,1
4603053,"46",0.0133678517489228,-0.00537735855359303,3,3,3,4
4603058,"46",0.0159316597372022,-0.0126073876756334,3,3,3,3
4603062,"46",0.0246578083444959,-0.0568475019533709,4,1,3,1
4603065,"46",0.0169949204027546,-0.0644390451894409,3,1,3,1
4603067,"46",0.0137560034002943,0.00949976104388614,3,5,3,5
4603072,"46",-0.00504876667023347,-0.0385342143493,2,1,1,1
4603074,"46",-0.0115019104818747,0.00724111166871984,1,4,1,5
4604034,"46",0.00664428518475913,-0.012591510162702,3,3,2,3
4604040,"46",-0.000884160664600295,-0.00450574318969535,2,3,2,4
4604052,"46",0.00841960320094112,0.00119896101091386,3,4,2,4
4604057,"46",-0.0121391794756387,-0.0301491386906635,1,2,1,2
4604064,"46",-0.0159045452046119,-0.00778015016773089,1,3,1,4
4604068,"46",NA,NA,NA,NA,NA,NA
4605025,"46",-0.00504867073557519,-0.011624866814992,2,3,1,3
4605032,"46",-0.0142999246138636,-0.00455406602966431,1,3,1,4
4605038,"46",-0.0203792291833479,-0.00192062591934597,1,3,1,4
4605044,"46",0.00405529692687833,-0.0131305588823872,3,2,2,3
4605052,"46",0.00256568491048983,-0.0104842359281852,3,3,2,3
4605056,"46",-0.0296744657226319,-0.0302804505054064,1,2,1,2
4605062,"46",-0.00425624088727224,-0.010060584549303,2,3,2,3
4605071,"46",-0.00672998813884213,-0.0026636105211548,2,3,1,4
4606016,"46",0.0107232870155826,-0.0228232397641851,3,2,3,2
4606023,"46",0.00985765995439557,-0.0147696918137156,3,2,3,3
4606029,"46",0.170432105450174,-0.0371867273446731,5,1,5,2
4606031,"46",-0.015828538752572,-0.0224298861850596,1,2,1,3
4606034,"46",-0.00883154183605563,0.0137683918381108,1,5,1,5
4606040,"46",0.137940049662219,-0.00186438024110908,5,3,4,4
4607039,"46",-0.00683761389467584,-0.00143241780225307,2,3,1,4
4607040,"46",NA,NA,NA,NA,NA,NA
4607046,"46",0.00364716551528121,-0.0252380503469108,3,2,2,2
4607052,"46",-0.000161531402777127,0.00757467114087468,2,4,2,5
4607057,"46",-0.0248798256642543,-0.0409465159290348,1,1,1,1
4607060,"46",-0.036088987410083,-0.0408509240218643,1,1,1,1
4607062,"46",-0.00335482509300736,0.0169347866800588,2,5,2,5
4607066,"46",-0.0183387005574597,-0.0258195649976082,1,2,1,2
4607068,"46",-0.0124014129854941,0.0225926471501439,1,5,1,5
4607071,"46",-0.0342741686536761,-0.0308703019620651,1,2,1,2
4607072,"46",NA,NA,NA,NA,NA,NA
4607076,"46",0.00786520481881371,-0.0248519310115147,3,2,2,2
4608032,"46",0.00474021313673598,-0.00517982369036662,3,3,2,4
4608042,"46",-0.00908356927342439,-0.0124441269565249,1,3,1,3
4608046,"46",0.0143650187953695,-0.028621699490189,3,2,3,2
4608055,"46",0.0153023002440095,-0.0343419903637346,3,1,3,2
4608060,"46",0.0122548336126082,-0.00141665040800535,3,3,3,4
4608069,"46",0.208269191146745,-0.0719651481554232,5,1,5,1
4609018,"46",-0.000912660767859438,-0.020258541465887,2,2,2,3
4609024,"46",-0.00185302868129917,-0.00893665138910852,2,3,2,4
4609025,"46",0.144193176554904,-0.0172821387206134,5,2,4,3
4609026,"46",0.159894627638491,-0.0375811249462185,5,1,5,2
4609027,"46",0.0942154710582646,-0.0382101942921335,5,1,4,1
4609029,"46",0.0153900810121017,0.0166740435692792,3,5,3,5
4609030,"46",0,0,2,4,2,4
4610035,"46",-0.0368462258731555,-0.0400940859899578,1,1,1,1
4610043,"46",-0.00602092698561109,-0.0121930014674272,2,3,1,3
4610052,"46",-0.0418600505809796,-0.0306604144712597,1,2,1,2
4611040,"46",0.000390739142060896,0.00569570036273432,2,4,2,5
4611042,"46",-0.0380128582769301,-0.033319559196166,1,1,1,2
4612047,"46",-0.0223848639337062,-0.0340294353842218,1,1,1,2
4612054,"46",0.00324729941866274,-0.0237409852921561,3,2,2,2
4612056,"46",0.00473999672571095,0.0191833470913544,3,5,2,5
4613032,"46",-0.0405892139632776,-0.0522340767917425,1,1,1,1
4613037,"46",-0.0103065709896524,-0.0334494138387787,1,1,1,2
4613043,"46",-0.0164568597770638,-0.0326353218044648,1,1,1,2
4613047,"46",0.0250425264483108,0.0252551413901258,4,5,3,5
4613049,"46",0.0201357674195538,0.0229174363316983,3,5,3,5
4613056,"46",-0.0122061092474165,-0.0184561280852817,1,2,1,3
4613062,"46",0.124512077410737,-0.0211843075275317,5,2,4,3
4614015,"46",0.00178330243879375,-0.0186885207556521,3,2,2,3
4614031,"46",-0.00901121158625402,-0.0138380081933409,1,2,1,3
4614036,"46",-0.00389952010092995,-0.0194654724518178,2,2,2,3
4614039,"46",-0.0223253782256901,-0.00881017035784958,1,3,1,4
4614042,"46",0.000101935300577177,0.0511600050580943,2,5,2,5
4615020,"46",-0.00754068656910577,-0.00856121332613005,2,3,1,4
4615032,"46",-0.00446670248312016,-0.0137746295175046,2,2,1,3
4615037,"46",-0.0325928535846743,-0.0159645327509031,1,2,1,3
4615042,"46",0.198863469226047,-0.0231825587835665,5,2,5,2
4615047,"46",-0.014061034110403,-0.0269542661286667,1,2,1,2
4615049,"46",0,0,2,4,2,4
4615056,"46",-0.0046724753026532,-0.00943335587031478,2,3,1,4
4615063,"46",-0.00537065831613559,-0.0138930650264977,2,2,1,3
4615067,"46",0.0874655026475965,0.027248639765932,5,5,4,5
4615070,"46",0.000185748187293495,-0.00853846296510852,2,3,2,4
4615071,"46",0.0761891449276161,0.00198631625674947,5,4,4,4
4615072,"46",0.0653983916519625,-0.152358255117271,5,1,4,1
4615074,"46",-0.00120614971048357,-0.0158508375902793,2,2,2,3
4615075,"46",0.00969253793394853,0.0176973248390515,3,5,2,5
4615078,"46",0.0180784126249888,-0.0151004718995838,3,2,3,3
4615092,"46",0.0269488640321426,0.0125779479725838,4,5,3,5
4616005,"46",-0.0173864038004037,0.00500695415811722,1,4,1,5
4616017,"46",0.134715989312899,0.00593126198679334,5,4,4,5
4616020,"46",-0.0447581566004172,-0.0153052335350289,1,2,1,3
4616025,"46",0.1099886968948,0.00115953670630392,5,4,4,4
4616030,"46",-0.0272036181149992,-0.00373719765433113,1,3,1,4
4616046,"46",0.177499923220606,-0.018393235693886,5,2,5,3
4616048,"46",0.0102103186016133,-0.00372200509419668,3,3,3,4
4617026,"46",0.0761436424743036,-0.022824357245998,5,2,4,2
4617029,"46",0.158065277231499,-0.00399584504663302,5,3,5,4
4617035,"46",-0.000785636543804011,0.00656073165352114,2,4,2,5
4617041,"46",0.0230273275134049,-0.0134724277428717,4,2,3,3
4617048,"46",-0.0186324344525523,-0.0159411101456318,1,2,1,3
4617050,"46",0.0148965250060654,0.0315036608141834,3,5,3,5
4617054,"46",0.030441797992266,0.0124313474474781,4,5,3,5
4617058,"46",0.0209097586090382,-0.00592947204102744,4,3,3,4
4617064,"46",0.0309831480872784,-0.0045230475637967,4,3,3,4
4617072,"46",0.0620418783973719,0.00675306633724892,5,4,4,5
4617075,"46",0.0119266426189036,0.00341803881165028,3,4,3,5
4617092,"46",0.00642357849618378,-0.0237864736162903,3,2,2,2
4618031,"46",0.00971031026421721,0.00252013781636904,3,4,2,5
4618034,"46",0.023249378666685,0.0301061484428255,4,5,3,5
4618037,"46",0.0285008712504019,-0.0041638471451759,4,3,3,4
4618040,"46",0.0741286126712268,-0.00707281990696556,5,3,4,4
4618044,"46",0.00363814309524463,0.00475290939806085,3,4,2,5
4618055,"46",0.172083350648846,-0.0269971155791743,5,2,5,2
4618056,"46",0.0194893149306048,0.0172797285085123,3,5,3,5
4618060,"46",0.0232110424007238,-0.0180091708279331,4,2,3,3
4618061,"46",0.191565653504305,-0.0268112848763399,5,2,5,2
4618063,"46",0.163544203688591,-0.058045316003628,5,1,5,1
4618067,"46",0.147384526538112,-0.0201890133788662,5,2,5,3
4618068,"46",0.00990293671712357,0.00258486042645519,3,4,3,5
4618074,"46",0.0110991564311589,-0.00322548424571235,3,3,3,4
4618076,"46",0.0328426521139318,-0.0370770745244145,4,1,4,2
4618091,"46",0,0,2,4,2,4
4618093,"46",NA,NA,NA,NA,NA,NA
4619040,"46",0.148207993182699,-0.0187100740936043,5,2,5,3
4619045,"46",0.0858590522027801,-0.0140077860070275,5,2,4,3
4619050,"46",0.136959494759789,-0.0118473521953808,5,3,4,3
4619051,"46",NA,NA,NA,NA,NA,NA
4619052,"46",0.186380910294054,0.0400093857457904,5,5,5,5
4619053,"46",0.133309546805026,0.00698261974243725,5,4,4,5
4619054,"46",0.180139367446966,-0.00163430600436107,5,3,5,4
4619056,"46",0.111720769557946,-0.00364072398951533,5,3,4,4
4619058,"46",0,0,2,4,2,4
4619059,"46",0.126548585793574,-0.0117399671781059,5,3,4,3
4619061,"46",0.133612221354766,-0.0328981163634819,5,1,4,2
4619062,"46",0.148234102602845,-0.0254651799841864,5,2,5,2
4619065,"46",0.262437442873059,-0.164974767408788,5,1,5,1
4619068,"46",0.146505471009396,-0.00861830545726481,5,3,4,4
4619069,"46",0.167003425367272,-0.0115245125549479,5,3,5,3
4619070,"46",0.162229074979742,0.0036437430575929,5,4,5,5
4619071,"46",0,0,2,4,2,4
4619072,"46",0.15872371019461,-0.0284761422470959,5,2,5,2
4619075,"46",NA,NA,NA,NA,NA,NA
4619077,"46",0.166288430810055,-0.0185476869962937,5,2,5,3
4619079,"46",NA,NA,NA,NA,NA,NA
4619082,"46",0,0,2,4,2,4
4620032,"46",0.0653536756263571,-0.0137326544005014,5,2,4,3
4620042,"46",0.0127024002915534,-0.0268722553381456,3,2,3,2
4620048,"46",0.0207814135250991,0.013582216881243,3,5,3,5
4620051,"46",-0.000412746491236541,-0.00978625448077951,2,3,2,4
4620055,"46",0.0425967622296822,0.000188622474397398,4,4,4,4
4620060,"46",0.17751509234688,-0.0154735854831536,5,2,5,3
4620066,"46",0,0,2,4,2,4
4620069,"46",0,0,2,4,2,4
4621025,"46",0.188492603059224,-0.0444196375842454,5,1,5,1
4621027,"46",0.164123623814356,-0.0469232618411746,5,1,5,1
4621029,"46",0.168124571811235,-0.0391627363202277,5,1,5,1
4621033,"46",0.0908548314068386,-0.0372077052574691,5,1,4,2
4621034,"46",0.000602225636406886,-0.0378072179923301,2,1,2,1
4621035,"46",0,0,2,4,2,4
4621036,"46",NA,NA,NA,NA,NA,NA
4621039,"46",0,0,2,4,2,4
4621040,"46",0.0822139886850591,-0.0914362397628094,5,1,4,1
4621043,"46",0.129132291447295,-0.035352848603617,5,1,4,2
4621045,"46",0.00939538385098507,0.0140226566266958,3,5,2,5
4621052,"46",-0.00321529925398443,-0.0127363758803753,2,3,2,3
4621058,"46",0.196545701358406,-0.0351922271301698,5,1,5,2
4621060,"46",NA,NA,NA,NA,NA,NA
4621064,"46",-0.00190266024728564,0.0251463887781446,2,5,2,5
4621071,"46",-0.0318762762085794,0.0094247520309633,1,5,1,5
4621078,"46",0.0351844888842221,-0.0391764528531321,4,1,4,1
4621080,"46",0.178789791080757,-0.0480034115224402,5,1,5,1
4622017,"46",NA,NA,NA,NA,NA,NA
4622026,"46",0.0216977932123636,0.00812868406785835,4,4,3,5
4622045,"46",0.170342675053823,-0.138599985268699,5,1,5,1
4622046,"46",0.0804003312840844,-0.00928699113635028,5,3,4,4
4622048,"46",0.169024598947376,-0.0234504906689453,5,2,5,2
4622049,"46",0.157063251211709,-0.0693949689323552,5,1,5,1
4622050,"46",NA,NA,NA,NA,NA,NA
4622051,"46",0.153936030949216,-0.0443771178507331,5,1,5,1
4622052,"46",0.16147936474289,-0.0405493603514789,5,1,5,1
4622055,"46",0.152041219921165,-0.0332376836773427,5,1,5,2
4622056,"46",0.154569305999544,-0.0460598068500969,5,1,5,1
4622058,"46",0.143035391851935,-0.0337800312556622,5,1,4,2
4622059,"46",0.138580024873814,-0.0400560360987293,5,1,4,1
4622063,"46",0.154759452569634,-0.0572683966689066,5,1,5,1
4622064,"46",0.0903798938584005,-0.114501996847992,5,1,4,1
4622065,"46",0.106685865282091,-0.0274005510766187,5,2,4,2
4622066,"46",NA,NA,NA,NA,NA,NA
4622067,"46",0.129023776084775,-0.046812329687789,5,1,4,1
4622800,"46",0.170491083523655,-0.0313281541532959,5,1,5,2
4622801,"46",0.143928790025178,-0.0435662308717099,5,1,4,1
4622802,"46",0.186549523717432,-0.13084709138935,5,1,5,1
4623022,"46",0.0172946139083767,0.00237895505593005,3,4,3,5
4623023,"46",0.186193574777454,-0.120424632196905,5,1,5,1
4623027,"46",0.167865670749241,-0.0767101396683869,5,1,5,1
4623034,"46",0.168678563841261,-0.000888745668795643,5,3,5,4
4623037,"46",0.16145555234384,-0.0692064278609901,5,1,5,1
4623039,"46",NA,NA,NA,NA,NA,NA
4623040,"46",0.209603990743577,-0.138501449775067,5,1,5,1
4623047,"46",0.0844923684692155,-0.00286018174160596,5,3,4,4
4623056,"46",0.0584973608152531,0.0305431775073418,5,5,4,5
4623058,"46",NA,NA,NA,NA,NA,NA
4623062,"46",-0.00663875982098348,0.138594424179598,2,5,1,5
4623064,"46",NA,NA,NA,NA,NA,NA
4623065,"46",NA,NA,NA,NA,NA,NA
4623067,"46",0.159805130826914,-0.0411932872916779,5,1,5,1
4623071,"46",NA,NA,NA,NA,NA,NA
4623800,"46",0.195298843711089,-0.0457914239675678,5,1,5,1
4701001,"47",-0.0521100629256141,-0.070664402287062,1,1,1,1
4701002,"47",0.0152243800184555,0.0408627772617271,3,5,4,5
4701004,"47",-0.106520455205857,-0.069339414903192,1,1,1,1
4701006,"47",-0.0154785669452195,-0.0259313832604367,1,2,2,2
4701008,"47",-0.00282821051492796,0.00744616456605029,2,4,3,4
4701011,"47",0.00340274757588307,-0.0654453954959463,3,1,4,1
4701012,"47",-0.0433168161895341,-0.0188775185185963,1,2,1,3
4701014,"47",-0.0164980179777526,-0.0023241167870817,1,3,2,3
4701016,"47",-0.0854419678852942,-0.00276512226906562,1,3,1,3
4701017,"47",-0.0184133781875191,-0.0983552243625468,1,1,2,1
4701018,"47",-0.0544994548270942,-0.0177374243441696,1,2,1,3
4701019,"47",0,0,2,4,3,3
4701021,"47",0.00986339317122252,0.0146363935268581,3,5,4,5
