"munic","pr","scoremat","scoresoc","scoremat_can","scoresoc_can","scoremat_pr","scoresoc_pr"
2439015,"24",0.0188574692959148,0.00236276342463155,3,4,4,4
2439020,"24",0.00699635321566348,-0.0181652125000347,3,2,3,2
2439025,"24",-0.00033155826823665,-0.0170343700928564,2,2,2,2
2439030,"24",0.023532289753997,-0.0141338394302343,4,2,4,2
2439035,"24",0.000369011095557689,-0.00976002842032403,2,3,2,2
2439043,"24",0.00919044740900867,-0.0322196104544041,3,1,3,1
2439060,"24",-0.00932481082107784,-0.0213418516765961,1,2,1,1
2439062,"24",0.00100676336480903,0.0138564292213327,2,5,2,5
2439077,"24",0.00725147711042432,0.00153064999087739,3,4,3,4
2439085,"24",0.0221379672711029,-0.0209925164396971,4,2,4,1
2439090,"24",0.0229659578602988,-0.0164646750747611,4,2,4,2
2439097,"24",-0.0191874905080763,-0.00453123234921975,1,3,1,3
2439105,"24",0.0310369707932433,-0.0223391920474069,4,2,4,1
2439117,"24",0.0352849043813881,-0.00924202402160049,4,3,4,3
2439130,"24",0.00543545540095665,0.00889514830601348,3,4,3,5
2439135,"24",-0.00192319641278241,-0.0125994216771944,2,3,2,2
2439145,"24",0.0228064403270667,-0.0391656834849448,4,1,4,1
2439152,"24",0.031632376658302,-0.00393671056201896,4,3,4,3
2439165,"24",0.0197513930195736,-0.0259176098256451,3,2,4,1
2439170,"24",-0.00221794648976457,-0.00214171370328007,2,3,2,3
2440005,"24",0.00734666553358976,-0.000109503779442538,3,3,3,4
2440010,"24",0.035677361254568,-0.0123032690310693,4,3,4,2
2440017,"24",0.00996673586495355,-0.0204271583190488,3,2,3,1
2440025,"24",-0.00366937629694811,0.0120246927627397,2,5,2,5
2440032,"24",0.00888782921734198,-0.0199245535094247,3,2,3,1
2440043,"24",0.0332955380694404,0.0143791576461869,4,5,4,5
2440047,"24",0.016778054869147,-0.000289469623759852,3,3,3,4
2441012,"24",0.0214943250029442,-1.10183968333472e-05,4,3,4,4
2441020,"24",0.0117861371581666,0.00101063287963277,3,4,3,4
2441027,"24",0.0458713764836069,0.0120593304273842,4,5,5,5
2441037,"24",0.0234919401936795,-0.00851648749943654,4,3,4,3
2441038,"24",0.0114304039819764,-0.00520421829776078,3,3,3,3
2441055,"24",-0.0177280344729558,-0.00166014648546864,1,3,1,3
2441060,"24",0.0273318481108754,0.0087276839367363,4,4,4,5
2441065,"24",0.021225612648243,-0.0333667303568476,4,1,4,1
2441070,"24",0.0383153924605197,-0.00655373000592534,4,3,5,3
2441075,"24",0.0576819444582093,-0.0535693384737489,5,1,5,1
2441080,"24",0.0689462396646669,-0.00561584078039864,5,3,5,3
2441085,"24",0.0265199206656146,-0.0214958024045239,4,2,4,1
2441098,"24",0.0404003708966641,-0.00198767496416639,4,3,5,3
2441117,"24",0.0045124709496518,0.00162461371378918,3,4,2,4
2442005,"24",-0.00402697462647603,-0.016042922036097,2,2,2,2
2442020,"24",-0.000771223219095416,0.00465363675101485,2,4,2,4
2442025,"24",-0.0342224028844252,-0.0145202619141499,1,2,1,2
2442032,"24",-0.015882707074514,-0.0161965200389685,1,2,1,2
2442040,"24",-0.00492445556888335,9.49994397445872e-05,2,4,2,4
2442045,"24",0.037108632404074,0.00202446966237898,4,4,4,4
2442050,"24",0.0281654156435392,-0.00443214430883294,4,3,4,3
2442055,"24",0.0122538383129703,0.0166532440648384,3,5,3,5
2442060,"24",0.0105569469732557,-0.0104831282736405,3,3,3,2
2442065,"24",0.0185865593359432,-0.0105594293848529,3,3,4,2
2442070,"24",-0.0191640155944847,0.012933088767529,1,5,1,5
2442075,"24",-0.00382275319566881,-0.0379051446389071,2,1,2,1
2442078,"24",-0.0215206657339179,-0.0146061770713856,1,2,1,2
2442088,"24",0.0065346617707424,0.00742654531394633,3,4,3,5
2442095,"24",0.00210698692970561,-0.00385522668489295,3,3,2,3
2442098,"24",0.0242456443694014,0.0226547507820128,4,5,4,5
2442100,"24",0.00455244866844576,-0.0147070478840416,3,2,2,2
2442110,"24",0.00378191044615057,-0.0266838243518584,3,2,2,1
2443027,"24",-0.00807039924439183,0.025173730051337,2,5,1,5
2444003,"24",0.00735321517229667,-0.0145337413254668,3,2,3,2
2444005,"24",0,0,2,3,2,4
2444010,"24",0.0176354990401337,-0.0223279130443074,3,2,3,1
2444015,"24",0.0239719305244776,-0.0170930540994676,4,2,4,2
2444023,"24",0.0238025555112348,-0.0191748014099619,4,2,4,2
2444037,"24",0.0128664691790423,0.00298582875371353,3,4,3,4
2444045,"24",-0.0146288655866052,-0.00552094297614629,1,3,1,3
2444050,"24",0.00267483816947209,-0.006961419540922,3,3,2,3
2444055,"24",0.000873530957145992,-0.0139814138463718,2,2,2,2
2444060,"24",-0.0457420067608048,-0.00837847047761664,1,3,1,3
2444071,"24",-0.00655874355232889,-0.00450173533375291,2,3,1,3
2444080,"24",0.00561347251656471,0.00346523247404289,3,4,3,4
2445008,"24",0.041030837565669,0.00877285262968364,4,4,5,5
2445020,"24",0.0176146005472202,-0.0208545507481171,3,2,3,1
2445025,"24",0.00615557769465417,-0.0143495120178129,3,2,3,2
2445030,"24",-0.0202490271046067,-0.00759094542302786,1,3,1,3
2445035,"24",-0.0108431713807715,0.019564919251802,1,5,1,5
2445043,"24",-0.0549623266287441,0.00373203071357543,1,4,1,4
2445050,"24",-0.0334080898250928,0.0310271688264465,1,5,1,5
2445055,"24",-0.0460528777415301,-0.0221724563075353,1,2,1,1
2445060,"24",-0.0297569553304647,-0.00687343821127754,1,3,1,3
2445072,"24",-0.00474310869026539,0.0120227732329625,2,5,2,5
2445080,"24",0,0,2,3,2,4
2445085,"24",-0.0142694760597949,-0.00705048212761867,1,3,1,3
2445093,"24",-0.0375396729086912,-0.00502645756830306,1,3,1,3
2445095,"24",-0.00103421118351623,-0.0067644674163946,2,3,2,3
2445100,"24",-0.0127661234700145,-0.00694939544481552,1,3,1,3
2445105,"24",-0.00181811905539449,-0.0156861357091723,2,2,2,2
2445115,"24",-0.0421187798764893,-0.00639953475520266,1,3,1,3
2446005,"24",-0.0246341011503888,0.0238795080740238,1,5,1,5
2446010,"24",-0.0361072456583215,-0.00907600371274819,1,3,1,3
2446017,"24",-0.001924114045378,-0.00177375292063354,2,3,2,3
2446025,"24",0.0448517247698148,-0.0170223949778279,4,2,5,2
2446030,"24",-0.00377577089532814,-0.00794407051490838,2,3,2,3
2446035,"24",0.0155474736393463,0.0240420356602867,3,5,3,5
2446040,"24",0.00532651480115509,-0.0292399284465081,3,2,3,1
2446045,"24",0.0255367684788737,-0.0291845597253049,4,2,4,1
2446050,"24",-0.0129005753263933,-0.00446359742950692,1,3,1,3
2446058,"24",-0.0246113984101124,0.0141264600231404,1,5,1,5
2446065,"24",-0.010330450695667,-0.0219511888199781,1,2,1,1
2446070,"24",0.0163920059773038,-0.0181474491603999,3,2,3,2
2446075,"24",-0.0181526668617949,0.00220224192168504,1,4,1,4
2446078,"24",-0.0559730388829969,0.0104412373396992,1,5,1,5
2446080,"24",0.0151930615218971,0.0197960622724038,3,5,3,5
2446085,"24",0.00955616297063778,0.000799769158438178,3,4,3,4
2446090,"24",-0.00949228337493503,-0.0100087977939878,1,3,1,2
2446095,"24",0.0247477300075467,-0.0319269069604627,4,1,4,1
2446100,"24",0.00287373541269888,-0.00334154622446768,3,3,2,3
2446105,"24",0.00520334366993219,-0.0230385586117987,3,2,3,1
2446112,"24",0.0136910895943606,0.0088868219615044,3,4,3,5
2447010,"24",0.0045754647263942,-0.0244997930075456,3,2,2,1
2447017,"24",0.00434237367392501,0.015623022640965,3,5,2,5
2447025,"24",0.0263753725741308,0.015080399437572,4,5,4,5
2447030,"24",0.0517195546246519,-0.0295208698789301,4,2,5,1
2447035,"24",-0.0187189026193252,-0.0280051016011983,1,2,1,1
2447040,"24",0.00714522115261458,-0.0287573687805404,3,2,3,1
2447047,"24",0.0129310820286627,-0.00350383368901089,3,3,3,3
2447055,"24",0.0239010900506522,-0.0324466564039654,4,1,4,1
2448005,"24",0.0226519566600474,-0.0211754691347603,4,2,4,1
2448010,"24",0.0412751232138171,0.00908825834443848,4,4,5,5
2448015,"24",0.0157622166351085,-0.0074449309398173,3,3,3,3
2448020,"24",0.0546163486117318,-0.0191765450994075,4,2,5,2
2448028,"24",0.0204359677526493,0.00759675407729488,3,4,4,5
2448038,"24",0.0222354908226603,-0.00740901525026856,4,3,4,3
2448045,"24",0.0195239944723741,-0.018061756941437,3,2,4,2
2448050,"24",0.0163934072634575,-0.00571162681108178,3,3,3,3
2449005,"24",0.0322792833230919,-0.0181557196517699,4,2,4,2
2449015,"24",0.0264595349935296,-0.00169827198092663,4,3,4,3
2449020,"24",0.0174412307806242,-0.0198552652495825,3,2,3,1
2449025,"24",0.0107057249758341,-0.0107718916836184,3,3,3,2
2449030,"24",0.0241246024599227,-0.00755328092918744,4,3,4,3
2449040,"24",0.0183347023775449,-0.00974294614301259,3,3,3,2
2449048,"24",0.00140576718464843,-0.000433187702479092,3,3,2,4
2449058,"24",0.0026071857345154,0.0177460030311541,3,5,2,5
2449070,"24",-0.000996356936427238,-0.0125594097728887,2,3,2,2
2449075,"24",0.0137196307189221,0.00579565774324106,3,4,3,4
2449080,"24",0.00716289728870009,-0.02578687466918,3,2,3,1
2449085,"24",0.0209326088897334,-0.0118263690815941,4,3,4,2
2449095,"24",-0.0110569716546218,-0.0145828171599718,1,2,1,2
2449100,"24",0.0192044386053716,-0.0371950389234122,3,1,4,1
2449105,"24",0.00618956318913289,-0.0167246712565245,3,2,3,2
2449113,"24",0.00499290279399977,-0.00398480014090833,3,3,3,3
2449125,"24",0.0210334803883895,-0.0259171311520087,4,2,4,1
2449130,"24",0.023954345737651,0.0026901133570981,4,4,4,4
2450005,"24",0.0120734255622495,-0.0113929065622669,3,3,3,2
2450013,"24",0.0273849709321012,-0.0193699391656211,4,2,4,2
2450023,"24",0.0192795244814436,-0.0178381703555355,3,2,4,2
2450030,"24",0.00151973863223527,0.00100124771347559,3,4,2,4
2450035,"24",-0.0238451872225239,-0.00494375260621748,1,3,1,3
2450042,"24",-0.00624572128147569,0.00831118208497562,2,4,2,5
2450050,"24",-0.00354629549661127,0.00173696705674471,2,4,2,4
2450057,"24",-0.0418590389507352,0.0323233974420338,1,5,1,5
2450065,"24",0.00588013227034783,-0.024863524118992,3,2,3,1
2450072,"24",-0.00714210790486513,0.0127098099158009,2,5,1,5
2450085,"24",0.038596310048057,-0.00762110882408553,4,3,5,3
2450090,"24",0.00439569070900243,0.000622217279366384,3,4,2,4
2450095,"24",0.0300369727241736,-0.0387695942551139,4,1,4,1
2450100,"24",0.0166029051887746,-0.0040418163427896,3,3,3,3
2450113,"24",0.034639709131104,0.0157639850206758,4,5,4,5
2450128,"24",0.0225924074495184,-9.44759870092173e-05,4,3,4,4
2450802,"24",0.0337710567563904,0.0179932064036733,4,5,4,5
2451008,"24",0.0149599412765149,0.00842733791013092,3,4,3,5
2451015,"24",0.0420636140593405,0.0186334718187653,4,5,5,5
2451020,"24",0.0345562544459627,-0.00717595243954158,4,3,4,3
2451025,"24",0.0390684537597116,-0.0147697001149899,4,2,5,2
2451030,"24",0.0246573827627034,0.00110185823544705,4,4,4,4
2451035,"24",0.0197456826198264,-0.00466162367665855,3,3,4,3
2451040,"24",0.0207414752278261,-0.00202763650460001,3,3,4,3
2451045,"24",0.0315551447587595,-0.0191448985486012,4,2,4,2
2451050,"24",0.0565940171600844,-0.00498676676905022,4,3,5,3
2451055,"24",0.0470357561175953,0.00770576520717624,4,4,5,5
2451060,"24",0.0264693372475623,-0.0030264696026918,4,3,4,3
2451065,"24",0.0566559107500336,-0.00866966341818926,4,3,5,3
2451070,"24",-0.00772781803445721,0.0177688482578118,2,5,1,5
2451075,"24",0.00839768976970622,0.00345234881972759,3,4,3,4
2451080,"24",0.0157040256104945,0.0133737402044324,3,5,3,5
2451085,"24",-0.0103532026471531,-0.00391163519852172,1,3,1,3
2451090,"24",-0.00944033169827069,-0.00632953398015963,1,3,1,3
2452007,"24",0.0168173179359784,-0.00174440791227306,3,3,3,3
2452017,"24",0.0120063548636389,0.000373512014338826,3,4,3,4
2452030,"24",0.00650168337184652,-0.0194551892638733,3,2,3,2
2452035,"24",0.018218984796567,0.0289197218240378,3,5,3,5
2452040,"24",0.00744817497683966,-0.0153345599384568,3,2,3,2
2452045,"24",-0.00827234536495561,-0.0111280706711036,2,3,1,2
2452050,"24",-0.00279720293796688,-0.0112767686235343,2,3,2,2
2452055,"24",0.0343377798910102,-0.0115389255383541,4,3,4,2
2452062,"24",0.0454350550037255,-0.0137901123998552,4,2,5,2
2452070,"24",0.0429105690555019,-0.0127007794250594,4,3,5,2
2452075,"24",-0.0115445401376629,0.00158876547112633,1,4,1,4
2452080,"24",0.0638139413251804,0.0317977414588104,5,5,5,5
2452085,"24",0.015348570636135,-0.00322484114581755,3,3,3,3
2452090,"24",0.00848806026205531,-0.00117342293162257,3,3,3,4
2452095,"24",0.0185509901557413,0.0131582013092408,3,5,3,5
2453005,"24",0.034772586546226,-0.0172461861804751,4,2,4,2
2453010,"24",0.0775217303645865,0.0079709077678664,5,4,5,5
2453015,"24",0.0289676208841185,-0.0378409688950766,4,1,4,1
2453020,"24",0.0421653634202205,-0.0279108594988278,4,2,5,1
2453025,"24",-0.014904453662498,-0.00701383513005537,1,3,1,3
2453032,"24",-0.000919693536003784,-0.00955554357479837,2,3,2,3
2453040,"24",0.000380164109236594,0.00484682522501054,2,4,2,4
2453050,"24",0.0896579307909938,0.0321640967968208,5,5,5,5
2453052,"24",0.012333400496804,0.0126503520994177,3,5,3,5
2453065,"24",-0.0280719515481867,-0.00612316495682653,1,3,1,3
2453072,"24",0.023166758136402,0.00136477497637902,4,4,4,4
2453085,"24",0.0518283620725936,-0.0097718518228058,4,3,5,2
2454008,"24",0.0080936338363469,0.00315011183351504,3,4,3,4
2454017,"24",0.0125839216191932,-0.0152746069554973,3,2,3,2
2454025,"24",-0.0038403256020352,0.00827575761671513,2,4,2,5
2454030,"24",-0.00502064741423705,-0.0105575411015734,2,3,2,2
2454035,"24",-0.0200900946042743,-0.00100891466791455,1,3,1,4
2454048,"24",0.00409214490250742,0.0213132993654938,3,5,2,5
2454060,"24",0.00297074951983164,-0.0062101125174724,3,3,2,3
2454065,"24",0.00947033765107975,-0.00670006738036506,3,3,3,3
2454072,"24",0.0023669029180291,-0.0179491594573255,3,2,2,2
2454090,"24",0.00446518839607832,-0.0251041756126177,3,2,2,1
2454095,"24",0.0175350809254854,0.00147768075357951,3,4,3,4
2454100,"24",0.00764930234594473,-0.0119068381607701,3,3,3,2
2454105,"24",0.0107768168337885,-0.0284986221523564,3,2,3,1
2454110,"24",0.0214696488643628,-0.00896193355982011,4,3,4,3
2454115,"24",0.0201989098244771,-0.0283023377244836,3,2,4,1
2454120,"24",0.0219079710064392,-0.0117173107838743,4,3,4,2
2454125,"24",0.0181936429803535,-0.00287602299535511,3,3,3,3
2455008,"24",-0.00456639442181229,0.00141385061986839,2,4,2,4
2455015,"24",0.0172163880501088,-0.01772240932588,3,2,3,2
2455023,"24",0.00403067860859501,0.00997504504363127,3,5,2,5
2455030,"24",0.00736580288233002,-0.0100953209418215,3,3,3,2
2455037,"24",0.0125329858719427,0.000832127966937229,3,4,3,4
2455048,"24",0.000633668339236578,0.012200291598655,2,5,2,5
2455057,"24",-0.00701872462883732,0.0170354460016987,2,5,1,5
2455065,"24",-0.0069847560046018,-0.00290798501073164,2,3,1,3
2456005,"24",-0.0010028556398246,-0.00667022896474852,2,3,2,3
2456010,"24",0.0231800480442107,-0.0141136795435507,4,2,4,2
2456015,"24",0.0504443917773374,-0.00336583545128804,4,3,5,3
2456023,"24",0.0161398623475254,0.00110619445844531,3,4,3,4
2456030,"24",0.0146359737993488,-0.0362458906302472,3,1,3,1
2456035,"24",0.0142878669382073,0.000505334498945073,3,4,3,4
2456042,"24",0.026678357836881,-0.00438736269334079,4,3,4,3
2456050,"24",0.0109401672200011,0.00117878682848696,3,4,3,4
2456055,"24",0.0105315516481336,-0.0196948728488356,3,2,3,1
2456060,"24",0.00991130503795506,0.00457529597639462,3,4,3,4
2456065,"24",-0.00192848497480038,-0.0153971505435507,2,2,2,2
2456083,"24",-0.003960240880866,0.0115470612735023,2,5,2,5
2456097,"24",-0.00886461697733805,-0.0268508918316546,1,2,1,1
2456105,"24",-0.00716204200024428,-0.0176909366457181,2,2,1,2
2457005,"24",-0.0242731216826325,0.00876618051257928,1,4,1,5
2457010,"24",-0.0336007626067351,-0.0144613136079292,1,2,1,2
2457020,"24",-0.0337277932405714,-0.000661211575752047,1,3,1,4
2457025,"24",-0.0196562970305669,0.0158187805968357,1,5,1,5
2457030,"24",-0.0401987042173918,0.00511462476068441,1,4,1,4
2457033,"24",0.00355864580490018,-0.00915210016973788,3,3,2,3
2457035,"24",-0.0405820785145842,0.00250414355950917,1,4,1,4
2457040,"24",-0.0265691191636329,0.00910159520986605,1,4,1,5
2457045,"24",-0.0327419594069777,-0.0292701622665672,1,2,1,1
2457050,"24",-0.0268643893075001,-0.00972653610759471,1,3,1,2
2457057,"24",-0.0245729625048602,-0.00579075089980817,1,3,1,3
2457068,"24",-0.00549866441749872,0.00336743029509703,2,4,2,4
2457075,"24",-0.0311098642212398,-0.0146897140367703,1,2,1,2
2458007,"24",-0.00328866629245583,-0.00339129874793964,2,3,2,3
2458012,"24",-0.063384005931157,0.0273537706550098,1,5,1,5
2458033,"24",-0.0444251390950077,-0.00560864718653586,1,3,1,3
2458037,"24",-0.0507078865470869,-0.0117309245523616,1,3,1,2
2458227,"24",0.002457588996412,0.0185898332127262,3,5,2,5
2459010,"24",-0.0323740832928149,-0.00814961454464916,1,3,1,3
2459015,"24",0.0149834025875947,-0.00729432620879385,3,3,3,3
2459020,"24",-0.0280975438206192,-0.00327087764295437,1,3,1,3
2459025,"24",-0.0105999454337976,-0.00462161328021864,1,3,1,3
2459030,"24",-0.00142006010254973,-0.0146380893579783,2,2,2,2
2459035,"24",-0.000155277479793502,0.00680164589270483,2,4,2,5
2460005,"24",0.00720788690267029,0.0261723465651418,3,5,3,5
2460013,"24",-0.0093004978435645,-0.00287104353268554,1,3,1,3
2460020,"24",-0.000185678719255257,0.0108802696653408,2,5,2,5
2460028,"24",-0.0028239256864505,0.00365015291241595,2,4,2,4
2460037,"24",0.0253331571288966,0.00441016802176016,4,4,4,4
2461005,"24",-0.00562576245112716,0.00133072426575484,2,4,2,4
2461013,"24",0.00428016789174871,0.0123932243831214,3,5,2,5
2461020,"24",0.0178400276981299,-0.0129856720475248,3,3,3,2
2461025,"24",0.0276839844223962,0.0273586574041366,4,5,4,5
2461027,"24",0.00268088536872211,0.00062602627413216,3,4,2,4
2461030,"24",-0.00287584164128576,0.00945876633925911,2,5,2,5
2461035,"24",0.00371586378616047,0.0119679218339222,3,5,2,5
2461040,"24",-0.00532101257867247,0.00112289229425722,2,4,2,4
2461045,"24",0.0223759082381371,-0.00684301745151736,4,3,4,3
2461050,"24",0.00607718665770815,0.00516933994791038,3,4,3,4
2462007,"24",0.0205952211317429,-0.00304948189056683,3,3,4,3
2462015,"24",0.0218017671253049,-0.00167843571760819,4,3,4,3
2462020,"24",0.0302615226625108,-0.00552487315236341,4,3,4,3
2462025,"24",0.0100702922697632,0.007385568766687,3,4,3,5
2462030,"24",0.00632260713492387,0.00460544081007526,3,4,3,4
2462037,"24",0.0244837836668998,0.013917970851944,4,5,4,5
2462047,"24",0.0436292841975164,0.00686324572146829,4,4,5,5
2462053,"24",-0.00803195518601068,0.010225799104246,2,5,1,5
2462055,"24",0.0158900171386501,0.0161915009543924,3,5,3,5
2462060,"24",0.0123086138273883,0.00299313256429912,3,4,3,4
2462065,"24",0.0542593575852965,0.00237677279661016,4,4,5,4
2462070,"24",0.042264301059769,0.0119950018889751,4,5,5,5
2462075,"24",0.0274740129387943,0.00966018813115943,4,5,4,5
2462080,"24",0.00671166862797076,-0.00384787884291318,3,3,3,3
2462085,"24",0.0409137064653178,-0.00468975578604463,4,3,5,3
2462802,"24",0.148429457865311,-0.0938106861988427,5,1,5,1
2462902,"24",NA,NA,NA,NA,NA,NA
2462904,"24",0,0,2,3,2,4
2462906,"24",0,0,2,4,2,4
2462908,"24",0,0,2,4,2,4
2462910,"24",NA,NA,NA,NA,NA,NA
2462912,"24",0.0728632506976991,-0.0365077520675686,5,1,5,1
2462914,"24",NA,NA,NA,NA,NA,NA
2462916,"24",NA,NA,NA,NA,NA,NA
2462918,"24",NA,NA,NA,NA,NA,NA
2462919,"24",NA,NA,NA,NA,NA,NA
2462920,"24",NA,NA,NA,NA,NA,NA
2462922,"24",NA,NA,NA,NA,NA,NA
2463005,"24",0.0136327908151359,-0.00482648760984388,3,3,3,3
2463013,"24",0.0200766170867851,0.00235976365115152,3,4,4,4
2463023,"24",-0.00554527443253921,0.008045580784866,2,4,2,5
2463030,"24",0.00109624936412501,0.0143179222680543,2,5,2,5
2463035,"24",0.0168460111776686,-0.00800049977140676,3,3,3,3
2463040,"24",-0.0024186353508787,-0.0397651268752842,2,1,2,1
2463048,"24",0.0339753994380615,0.00315448985509974,4,4,4,4
2463055,"24",0.0583205163787429,0.000885452754887492,5,4,5,4
2463060,"24",0.0272993899061225,-0.00174539090719238,4,3,4,3
2463065,"24",-0.00655381917895307,-0.00186044822667808,2,3,1,3
2464008,"24",-0.00238443457071768,-0.00562590409980104,2,3,2,3
2464015,"24",-0.00984840943095405,0.00385783476204982,1,4,1,4
2465005,"24",0.00301096731594819,-0.00121318273252045,3,3,2,3
2466007,"24",0.0347956605750702,0.0349728902902015,4,5,4,5
2466023,"24",0.0016122771675915,0.0285408974685949,3,5,2,5
2466032,"24",-0.0741471159759065,0.0062415947268238,1,4,1,4
2466047,"24",-0.0556170212287809,-0.0133646029619112,1,2,1,2
2466058,"24",-0.0200669246972354,0.0106094809297768,1,5,1,5
2466062,"24",-0.0847455020076785,-0.0112004930480123,1,3,1,2
2466072,"24",-0.0570419509511608,-0.00798037886125511,1,3,1,3
2466087,"24",-0.0280199037095193,0.0229613289285468,1,5,1,5
2466092,"24",0,0,2,4,2,4
2466097,"24",-0.0272691457239406,0.00152125704733233,1,4,1,4
2466102,"24",-0.0293912197988662,-0.0398280023170908,1,1,1,1
2466107,"24",-0.0549462425033886,-0.0252218156306921,1,2,1,1
2466112,"24",-0.0419781078313836,-0.0273619561422603,1,2,1,1
2466117,"24",-0.0385341244165516,0.0223250641939766,1,5,1,5
2466127,"24",-0.0458290862316894,-0.0320621246096194,1,1,1,1
2466142,"24",-0.00875919441047962,-0.0188140517757135,1,2,1,2
2467005,"24",-0.014407748581448,0.00427915781398711,1,4,1,4
2467010,"24",-0.0100098196937001,-0.000587833119775971,1,3,1,4
2467015,"24",-0.0254261687655288,0.0069929595316911,1,4,1,5
2467020,"24",-0.0385730423466611,-0.00037060109513517,1,3,1,4
2467025,"24",-0.00643744551751778,0.00170441415594813,2,4,2,4
2467030,"24",-0.00262023563404987,0.00638584948130738,2,4,2,4
2467035,"24",-0.00995853422166228,-0.00904921936254817,1,3,1,3
2467040,"24",-0.00581867917738873,-0.019296798974393,2,2,2,2
2467045,"24",-0.0112869058111682,-0.00400185345200086,1,3,1,3
2467050,"24",0.0102235886607809,0.00268608272126071,3,4,3,4
2467055,"24",-0.0326736207703647,0.000565352921508813,1,4,1,4
2467802,"24",NA,NA,NA,NA,NA,NA
2468005,"24",0.0257571630978513,-0.0336993761094557,4,1,4,1
2468010,"24",0.00269127528413092,0.0312278727593872,3,5,2,5
2468015,"24",0.0150763044708835,-0.0154002358101221,3,2,3,2
2468020,"24",0.013564517770579,-0.00121080573477122,3,3,3,3
2468025,"24",0.019422571305319,-0.0194337712724931,3,2,4,2
2468030,"24",0.00882607059764278,0.00679006769899469,3,4,3,5
2468035,"24",0.0137961378648763,-0.0236655941063835,3,2,3,1
2468040,"24",-0.00187685177440604,-0.00968460118781358,2,3,2,3
2468045,"24",0.010889699692294,-0.0205806521070005,3,2,3,1
2468050,"24",-0.00450264214113913,-0.0154431304152391,2,2,2,2
2468055,"24",0.0104141587622435,0.01095553749627,3,5,3,5
2469005,"24",0.033124829812814,-0.0127073027197572,4,3,4,2
2469010,"24",0.00489200674085127,-0.00173577496702547,3,3,3,3
2469017,"24",0.0299440429860697,0.000640391174000142,4,4,4,4
2469025,"24",-0.00489342246021869,0.026344847724887,2,5,2,5
2469030,"24",0.00314673399718332,-0.0164676705918027,3,2,2,2
2469037,"24",0.0184615196379751,0.0128248323812206,3,5,3,5
2469045,"24",0.0142714911753412,-0.00137362808465983,3,3,3,3
2469050,"24",-0.0167578540550048,-0.0115443795399947,1,3,1,2
2469055,"24",0.0431611767876583,0.023431155487319,4,5,5,5
2469060,"24",0.0263029406238889,-0.0122088069779119,4,3,4,2
2469065,"24",0.0242481601194963,-0.00994583292810696,4,3,4,2
2469070,"24",0.0171674099509805,-0.00764573188385495,3,3,3,3
2469075,"24",0.0428798101319166,-0.0361527540190773,4,1,5,1
2469802,"24",NA,NA,NA,NA,NA,NA
2470005,"24",-0.000981979126807827,-0.00721000504918455,2,3,2,3
2470012,"24",-0.00155141675494615,0.00967816209759148,2,5,2,5
2470022,"24",0.00726146194504443,0.0191506987576094,3,5,3,5
2470030,"24",-0.00536131342431983,-0.0155556813577417,2,2,2,2
2470035,"24",-0.00193268281069625,-0.00250992708194921,2,3,2,3
2470040,"24",0.00711395751188963,-0.00525542548245923,3,3,3,3
2470052,"24",0.0182518025149668,0.0182005630285495,3,5,3,5
2471005,"24",4.58415757958165e-05,-0.0161404014243971,2,2,2,2
2471015,"24",-0.00151213317878218,0.00593132374561565,2,4,2,4
2471020,"24",0.00751719740477358,0.000541727252500247,3,4,3,4
2471025,"24",-0.00687753627124051,0.00942864235217866,2,5,1,5
2471033,"24",0.000382954532919495,0.0288623798896125,2,5,2,5
2471040,"24",-0.0146090477391044,-0.00335874428581764,1,3,1,3
2471045,"24",0.0162912302468711,-0.00117533591662732,3,3,3,3
2471050,"24",-0.00960168372955901,-0.00901316474202766,1,3,1,3
2471055,"24",-0.015562643209245,0.0234078053220206,1,5,1,5
2471060,"24",-0.00100414190514549,0.0230819814722701,2,5,2,5
2471065,"24",-0.0327321537164589,-0.0173613134938778,1,2,1,2
2471070,"24",-0.0113084255916186,-0.00300225415089111,1,3,1,3
2471075,"24",-0.0180973745385547,0.0201952725345592,1,5,1,5
2471083,"24",-0.00654420716410929,0.00262274898323763,2,4,2,4
2471090,"24",-0.0176332785270226,-0.0504531781589689,1,1,1,1
2471095,"24",-0.0765347936188822,-0.0390674044977651,1,1,1,1
2471100,"24",-0.0563574918847418,0.000357739367437121,1,4,1,4
2471105,"24",-0.0297422848487952,-0.025330598625201,1,2,1,1
2471110,"24",-0.0108995806768686,-0.0198579965139764,1,2,1,1
2471115,"24",0.0213660155845966,0.00444089121572752,4,4,4,4
2471125,"24",-0.00131412172155209,-0.0253032492844637,2,2,2,1
2471133,"24",-0.00525157369647265,0.000452547144377205,2,4,2,4
2471140,"24",0.0264825071334602,-0.000909047096797348,4,3,4,4
2472005,"24",-0.000769556784061941,0.00403607579649374,2,4,2,4
2472010,"24",-0.0107305985158779,0.0106401296200143,1,5,1,5
2472015,"24",-0.00910866917183224,-0.000145191432506995,1,3,1,4
2472020,"24",0.0231473147524816,0.00817960716352746,4,4,4,5
2472025,"24",-0.00570678812163726,-0.00703288873965933,2,3,2,3
2472032,"24",-0.0125162111987742,-0.00711020581995498,1,3,1,3
2472043,"24",0.00118995181241251,0.00148596241058361,3,4,2,4
2472802,"24",NA,NA,NA,NA,NA,NA
2473005,"24",-0.00192048512934542,0.00329793224125547,2,4,2,4
2473010,"24",-0.00875936951802272,0.0352868118885495,1,5,1,5
